Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Leeds City College,GPROSTD311190,"34,180.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Leeds College of Art,GPROSTD296867,"340,902.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Leeds College of Art,GPROSTD300311,"48,452.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Leeds LEA,GPROSTD313968,"69,807.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Leeds Met University,GPROSTD296894,"4,951,031.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Leeds Met University,GPROSTD298622,"178,473.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Leeds Met University,GPROSTD300338,"560,116.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Leeds Met University,GPROSTD301787,"79,948.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Leeds Met University,GPROSTD303393,"125,109.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Leeds Trinity Uni Co,GPROSTD297902,"452,130.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Leeds Trinity Uni Co,GPROSTD301346,"77,313.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Leicester College,GPROSTD296912,"86,899.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Leics LEA,GPROSTD313969,"73,861.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Lincoln College,GPROSTD296948,"68,966.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Liverpool Com Colleg,GPROSTD296291,"119,521.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Liverpool Hope Uni,GPROSTD296966,"1,183,609.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Liverpool Hope Uni,GPROSTD298658,"44,060.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Liverpool Hope Uni,GPROSTD300410,"202,502.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Liverpool Hope Uni,GPROSTD303441,"57,077.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Liverpool Inst PA,GPROSTD296984,"250,691.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Liverpool John Moore,GPROSTD296957,"4,843,043.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Liverpool John Moore,GPROSTD298649,"378,212.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Liverpool John Moore,GPROSTD300401,"567,104.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Liverpool John Moore,GPROSTD301823,"171,467.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD303429,"161,798.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Liverpool John Moore,GPROSTD316730,"35,000.00"
BIS,HEFCE,19/07/2012,SS UMF,Finance,Liverpool John Moore,PIG6453,"38,037.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Liverpool LEA,GPROSTD313971,"87,576.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,London Bus School,GPROSTD298694,"326,847.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD303477,"237,518.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,London Met Uni,GPROSTD297038,"3,731,815.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,London Met Uni,GPROSTD298721,"295,255.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,London Met Uni,GPROSTD300482,"423,748.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,London Met Uni,GPROSTD301850,"113,178.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD303501,"128,950.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,London Met Uni,GPROSTD304993,"578,004.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,London Met Uni,GPROSTD314012,"83,350.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,London Met Uni,GPROSTD324902,"188,856.41"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,London PFA,GPROSTD313972,"47,504.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,London Sch Economics,GPROSTD297020,"743,786.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,London Sch Economics,GPROSTD298703,"1,565,741.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD303489,"140,636.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,London Sch Economics,GPROSTD309196,"133,017.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,London Sch Hygiene,GPROSTD297029,"303,183.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,London Sch Hygiene,GPROSTD298712,"1,649,257.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,London South Bank,GPROSTD297047,"3,140,019.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,London South Bank,GPROSTD298730,"180,347.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,London South Bank,GPROSTD300491,"526,269.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,London South Bank,GPROSTD303513,"67,298.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Loughborough College,GPROSTD297065,"211,795.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Loughborough College,GPROSTD300509,"41,756.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Loughborough Uni,GPROSTD297074,"3,417,603.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Loughborough Uni,GPROSTD298772,"1,990,579.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Loughborough Uni,GPROSTD300518,"162,943.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD303537,"136,325.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Macclesfield College,GPROSTD297092,"209,339.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Manchester College,GPROSTD297119,"374,871.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Manchester College,GPROSTD300563,"86,931.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Manchester LEA,GPROSTD313973,"115,039.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Manchester Met,GPROSTD297101,"6,365,710.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Manchester Met,GPROSTD298817,"534,025.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Manchester Met,GPROSTD300545,"737,677.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Manchester Met,GPROSTD301868,"116,915.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD303561,"115,213.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Manchester Met,GPROSTD311918,"40,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Manchester Met,GPROSTD316386,"37,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Middlesex University,GPROSTD297128,"3,758,440.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Middlesex University,GPROSTD298835,"269,585.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Middlesex University,GPROSTD300572,"531,747.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Middlesex University,GPROSTD301877,"34,589.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Middlesex University,GPROSTD303585,"46,879.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Middlesex University,GPROSTD308578,"30,209.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Moulton College,GPROSTD297137,"88,284.00"
BIS,HEFCE,19/07/2012,JISC Capital,JISC NAH,NERC,GPROSTD311718,"85,267.00"
BIS,HEFCE,19/07/2012,JISC Capital,JISC NAH,NERC,PIG6455,"40,780.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Newcastle College,GPROSTD297164,"853,233.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Newcastle College,GPROSTD300608,"59,023.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Newcastle College,GPROSTD301895,"119,170.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Newcastle College,GPROSTD307109,"137,451.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Newcastle LEA,GPROSTD313975,"37,449.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Newcastle LEA,GPROSTD324761,"43,553.71"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,New College Durham,GPROSTD297155,"275,461.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,New College Durham,GPROSTD300599,"44,785.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,New College Durham,GPROSTD301886,"26,286.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,New College Durham,GPROSTD307099,"45,142.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,New College Notts,GPROSTD297173,"173,990.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,New College Notts,GPROSTD300617,"28,583.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,New College Stamford,GPROSTD297731,"33,901.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Newman Uni College,GPROSTD297182,"429,584.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Newman Uni College,GPROSTD300626,"86,943.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Northbrook College,GPROSTD297218,"277,000.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Northbrook College,GPROSTD300662,"47,808.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,North East Surrey,GPROSTD297245,"117,997.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,North East Worcs Col,GPROSTD297236,"86,937.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,North East Worcs Col,GPROSTD300680,"26,640.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,North Lindsey Coll,GPROSTD297227,"153,478.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,North Lindsey Coll,GPROSTD300671,"44,809.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Northumberland Coll,GPROSTD297281,"46,593.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,North West London,GPROSTD297317,"63,422.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Norwich Uni Col Arts,GPROSTD297263,"461,044.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Norwich Uni Col Arts,GPROSTD300707,"69,748.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Nottingham Trent Uni,GPROSTD297326,"4,806,501.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Nottingham Trent Uni,GPROSTD298889,"379,860.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Nottingham Trent Uni,GPROSTD300770,"532,692.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Nottingham Trent Uni,GPROSTD301922,"37,787.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Nottingham Trent Uni,GPROSTD303633,"70,557.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Notts LEA,GPROSTD313980,"58,965.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,N Warwick & Hinckley,GPROSTD297299,"52,764.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Open University,GPROSTD297344,"12,841,130.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Open University,GPROSTD298907,"938,665.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Open University,GPROSTD300788,"3,309,115.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Open University,GPROSTD303657,"79,172.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Open University,GPROSTD304987,"247,833.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Open University,GPROSTD307309,"230,763.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Oxford Brookes Univ,GPROSTD297371,"2,978,837.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Oxford Brookes Univ,GPROSTD298934,"363,524.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Oxford Brookes Univ,GPROSTD300815,"268,362.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Oxford Brookes Univ,GPROSTD303693,"136,483.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Oxford Brookes Univ,GPROSTD305429,"48,959.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Oxfordshire LEA,GPROSTD313982,"36,598.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Plymouth Coll of Art,GPROSTD297416,"246,029.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Plymouth Coll of Art,GPROSTD300860,"40,280.00"
BIS,HEFCE,19/07/2012,Quality Assurance,E&P policy team,QAA,GPROSTD310358,"541,919.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Queen's Belfast,GPROSTD310203,"40,000.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD273168,"28,618.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD273178,"28,618.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,"Queen Mary, UoL",GPROSTD297434,"5,048,477.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,"Queen Mary, UoL",GPROSTD298970,"2,916,596.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,"Queen Mary, UoL",GPROSTD300878,"137,009.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,"Queen Mary, UoL",GPROSTD303729,"237,518.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD308903,"28,618.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,"Queen Mary, UoL",GPROSTD324851,"45,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,"Queen Mary, UoL",GPROSTD324857,"28,666.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Ravensbourne College,GPROSTD297443,"575,182.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Ravensbourne College,GPROSTD300887,"60,091.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Riverside Col Halton,GPROSTD296651,"103,425.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Roehampton Uni,GPROSTD297470,"1,503,201.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Roehampton Uni,GPROSTD298988,"221,135.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Roehampton Uni,GPROSTD300914,"200,224.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Roehampton Uni,GPROSTD301967,"35,135.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Roehampton Uni,GPROSTD303753,"38,436.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Rose Bruford College,GPROSTD297479,"315,965.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Rose Bruford College,GPROSTD300923,"31,358.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Rotherham Coll A&T,GPROSTD297488,"54,447.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Royal Academy Music,GPROSTD297506,"336,672.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Royal Academy Music,GPROSTD299015,"40,108.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Royal Agricultural,GPROSTD297497,"375,197.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Royal College Music,GPROSTD297524,"352,222.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Royal College Music,GPROSTD299033,"39,247.00"
BIS,HEFCE,19/07/2012,London Insts,Inst teams Lond East,Royal College of Art,GPROSTD295569,"255,107.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Royal College of Art,GPROSTD297515,"702,474.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Royal College of Art,GPROSTD299024,"231,881.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Royal College of Art,GPROSTD303765,"25,069.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Royal Holloway,GPROSTD297533,"1,857,996.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Royal Holloway,GPROSTD299042,"1,256,599.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Royal Holloway,GPROSTD300977,"85,280.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Royal Holloway,GPROSTD303777,"40,418.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Royal Holloway,GPROSTD324865,"39,427.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Royal North Coll Mus,GPROSTD297542,"488,969.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Royal Veterinary,GPROSTD297551,"1,757,503.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Royal Veterinary,GPROSTD299060,"489,705.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Royal Veterinary,GPROSTD300995,"27,362.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Royal Veterinary,GPROSTD303801,"99,471.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Ruskin College,GPROSTD297560,"67,605.00"
BIS,HEFCE,19/07/2012,Revolving Green Fund,RIS policy team,Salix Finance Ltd,PIG6450,"100,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,School of Pharmacy,GPROSTD312265,"353,225.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,School of Pharmacy,GPROSTD312275,"339,185.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Sheffield College,GPROSTD297596,"124,581.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Sheffield College,GPROSTD301040,"26,525.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Sheffield Hallam Uni,GPROSTD297605,"5,018,249.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Sheffield Hallam Uni,GPROSTD299078,"422,964.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Sheffield Hallam Uni,GPROSTD301049,"772,922.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,Sheffield Hallam Uni,GPROSTD302003,"36,475.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Sheffield Hallam Uni,GPROSTD303825,"100,869.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Sheffield Hallam Uni,GPROSTD305499,"29,673.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Sheffield LEA,GPROSTD313984,"63,197.00"
BIS,HEFCE,19/07/2012,London Insts,Inst teams Lond East,SOAS,GPROSTD295581,"42,755.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,SOAS,GPROSTD297353,"559,129.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,SOAS,GPROSTD298916,"597,953.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,SOAS,GPROSTD300797,"29,274.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,SOAS,GPROSTD303669,"39,605.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Solihull College,GPROSTD297623,"99,654.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Somerset Coll of Art,GPROSTD305509,"37,706.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Southampton Solent U,GPROSTD292659,"50,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Southampton Solent U,GPROSTD297668,"2,679,068.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Southampton Solent U,GPROSTD301112,"397,313.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Southampton Solent U,GPROSTD303849,"73,066.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,South Downs College,GPROSTD297641,"29,145.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,South Notts College,GPROSTD297650,"32,186.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,South Notts College,GPROSTD310966,"52,775.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,South Thames College,GPROSTD297686,"27,897.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,South Tyneside Coll,GPROSTD297704,"175,503.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,South Tyneside Coll,GPROSTD301148,"42,194.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Sparsholt College,GPROSTD297713,"173,921.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Staffordshire Uni,GPROSTD297722,"3,772,611.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Staffordshire Uni,GPROSTD299114,"60,850.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Staffordshire Uni,GPROSTD301166,"812,846.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Staffordshire Uni,GPROSTD303873,"100,190.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Staffs LEA,GPROSTD313988,"46,458.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Stephenson College,GPROSTD297740,"74,764.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,St George's Med Sch,GPROSTD297749,"1,791,959.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,St George's Med Sch,GPROSTD299123,"570,897.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,St George's Med Sch,GPROSTD301193,"36,278.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,St George's Med Sch,GPROSTD303885,"77,906.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,St Helens Coll,GPROSTD297758,"216,212.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,St Helens Coll,GPROSTD301202,"61,987.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,St Mary's Uni Colleg,GPROSTD297767,"638,561.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,St Mary's Uni Colleg,GPROSTD301211,"90,342.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Stockport College,GPROSTD297785,"275,625.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Stockport College,GPROSTD301229,"59,579.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Sunderland LEA,GPROSTD313991,"32,155.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Swindon College,GPROSTD297848,"55,874.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Tameside College,GPROSTD297857,"33,134.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,The National Library,GPROSTD314852,"83,333.00"
BIS,HEFCE,19/07/2012,HEIF 3/Social Entrep,RIS policy team,The Work Foundation,PIG6475,"42,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Trafford College,GPROSTD297695,"49,921.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Trinity Laban Cons M,GPROSTD297911,"691,426.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Trinity Laban Cons M,GPROSTD303957,"32,463.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Tyne Met College,GPROSTD297272,"42,324.00"
BIS,HEFCE,19/07/2012,Access & WP,E&P policy team,UCAS,GPROSTD324826,"72,999.00"
BIS,HEFCE,19/07/2012,Quality Assurance,E&P policy team,UCAS Media Ltd,PIG6410,"44,107.20"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,UC Plymouth Mark/Joh,GPROSTD297776,"402,777.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,UC Plymouth Mark/Joh,GPROSTD301220,"70,004.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Uni Coll Birmingham,GPROSTD295949,"807,098.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Uni Coll Birmingham,GPROSTD299393,"194,594.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Uni College Falmouth,GPROSTD296534,"1,137,700.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Uni College Falmouth,GPROSTD298460,"43,780.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Uni College Falmouth,GPROSTD299978,"122,771.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Uni College Falmouth,GPROSTD305269,"30,459.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD218752,"28,562.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD259833,"28,618.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD284238,"28,618.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD284247,"28,618.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD285801,"28,618.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Uni College London,GPROSTD297056,"5,741,449.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Uni College London,GPROSTD298749,"10,096,855.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Uni College London,GPROSTD300500,"99,900.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Uni College London,GPROSTD303525,"237,518.00"
BIS,HEFCE,19/07/2012,London Insts,Inst teams Lond East,Uni College London,GPROSTD308934,"184,914.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD309123,"28,618.00"
BIS,HEFCE,19/07/2012,JISC Capital,JISC NAH,Uni College London,GPROSTD309995,"29,952.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Uni College London,GPROSTD324846,"75,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Uni for Creative Art,GPROSTD296354,"1,687,477.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Uni for Creative Art,GPROSTD298361,"40,287.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Uni for Creative Art,GPROSTD299798,"179,835.00"
BIS,HEFCE,19/07/2012,JISC Capital,JISC NAH,Uni for Creative Art,GPROSTD310044,"35,590.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Uni for Creative Art,GPROSTD316414,"35,000.00"
