Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Bath Spa University,GPROSTD358325,"48,563.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bath Spa University,GPROSTD371438,"36,919.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bedford College,GPROSTD355391,"57,218.00"
BIS,HEFCE,16/04/2015,SDF Capital (T),RIS policy team,Birkbeck College,GPROSTD256474,"142,857.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Birkbeck College,GPROSTD355445,"1,016,696.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Birkbeck College,GPROSTD358343,"881,508.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Birkbeck College,GPROSTD361502,"48,060.00"
BIS,HEFCE,16/04/2015,Catalyst Fund  (R),RIS policy team,Birkbeck College,GPROSTD363287,"53,824.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Birmingham City Univ,GPROSTD355778,"1,184,059.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Birmingham City Univ,GPROSTD358460,"156,771.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Birmingham City Univ,GPROSTD361610,"97,013.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Birmingham City Univ,GPROSTD362501,"32,338.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Birmingham City Univ,GPROSTD371610,"352,773.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Birmingham Met Coll,GPROSTD355472,"58,430.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bishop Burton,GPROSTD355490,"110,381.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bishop Gros Uni,GPROSTD355481,"68,401.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Bishop Gros Uni,GPROSTD374130,"57,765.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Blackburn College,GPROSTD355508,"212,029.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Blackpool College,GPROSTD355517,"270,451.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bournemouth & Poole,GPROSTD355562,"43,543.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bournemouth Uni,GPROSTD355553,"1,130,452.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Bournemouth Uni,GPROSTD358379,"177,214.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Bournemouth Uni,GPROSTD361529,"48,094.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bradford College,GPROSTD355580,"218,070.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bridgwater College,GPROSTD355598,"27,949.00"
BIS,HEFCE,16/04/2015,SDF Recurrent,RIS policy team,British Library,GPROSTD375294,"90,604.00"
BIS,HEFCE,16/04/2015,PSS,E&P policy team,Brunel University,GPROSTD346842,"249,447.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Brunel University,GPROSTD355661,"1,072,967.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Brunel University,GPROSTD358415,"1,003,127.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Brunel University,GPROSTD361565,"84,335.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Brunel University,GPROSTD362456,"28,112.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Brunel University,GPROSTD371562,"27,667.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Bucks New University,GPROSTD355670,"424,188.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Bucks New University,GPROSTD361574,"56,748.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Burnley College,GPROSTD355679,"28,619.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Canterbury CCUC,GPROSTD355733,"497,881.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Canterbury CCUC,GPROSTD358442,"77,099.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Canterbury CCUC,GPROSTD361592,"65,878.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Canterbury CCUC,GPROSTD371590,"229,019.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Canterbury CCUC,GPROSTD374234,"29,728.00"
BIS,HEFCE,16/04/2015,CO,E&P policy team,Canterbury CCUC,GPROSTD375338,"41,150.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Canterbury College,GPROSTD355751,"30,586.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Central College Nott,GPROSTD357686,"34,396.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Chesterfield College,GPROSTD355823,"40,582.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,City College Norwich,GPROSTD357227,"65,600.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,City Liverpool Col,GPROSTD355913,"25,660.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,City of Bristol Coll,GPROSTD355922,"67,826.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,City of Westminster,GPROSTD355868,"48,342.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Cleveland College,GPROSTD355940,"53,296.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Colchester Institute,GPROSTD355949,"26,296.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Conservatoire D&D,GPROSTD355958,"634,028.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Conservatoire D&D,GPROSTD361655,"28,125.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Cornwall College,GPROSTD355967,"77,798.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Courtauld Institute,GPROSTD355976,"51,423.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Courtauld Institute,GPROSTD358514,"100,013.00"
BIS,HEFCE,16/04/2015,"Museums, Gal & Coll",RIS policy team,Courtauld Institute,GPROSTD363943,"80,417.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Coventry University,GPROSTD355985,"1,634,303.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Coventry University,GPROSTD358523,"174,271.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Coventry University,GPROSTD361664,"213,750.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Coventry University,GPROSTD362555,"71,250.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Coventry University,GPROSTD374342,"83,382.00"
BIS,HEFCE,16/04/2015,PSS,E&P policy team,Cranfield University,GPROSTD346884,"333,335.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Cranfield University,GPROSTD356003,"739,690.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Cranfield University,GPROSTD358532,"969,155.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Cranfield University,GPROSTD361673,"213,750.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Cranfield University,GPROSTD362564,"71,250.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Cranfield University,GPROSTD371710,"30,893.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Craven College,GPROSTD355994,"35,236.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Croydon College,GPROSTD356021,"27,780.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Croydon College,GPROSTD374358,"31,922.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,De Montfort Uni,GPROSTD356048,"1,305,902.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,De Montfort Uni,GPROSTD358559,"386,105.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,De Montfort Uni,GPROSTD361682,"76,840.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,De Montfort Uni,GPROSTD362573,"25,613.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,De Montfort Uni,GPROSTD374370,"51,062.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Doncaster College,GPROSTD356075,"73,880.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Dudley College,GPROSTD356084,"28,318.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Edge Hill University,GPROSTD356165,"544,054.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Falmouth Uni,GPROSTD356219,"393,049.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Falmouth Uni,GPROSTD358640,"40,417.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Farnborough College,GPROSTD356237,"46,709.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Gateshead College,GPROSTD356255,"37,617.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Gloucestershire Coll,GPROSTD356273,"41,786.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Goldsmiths' College,GPROSTD356282,"489,047.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Goldsmiths' College,GPROSTD358658,"694,437.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Grimsby Institute,GPROSTD356309,"171,418.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Guildford College,GPROSTD356318,"56,629.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Guildhall Sch M & D,GPROSTD356327,"104,475.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Harper Adams Uni,GPROSTD356381,"736,820.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Harper Adams Uni,GPROSTD358685,"33,404.00"
BIS,HEFCE,16/04/2015,Catalyst Fund C (R),RIS policy team,Harper Adams Uni,GPROSTD375308,"60,000.00"
BIS,HEFCE,16/04/2015,Catalyst Fund C (T),RIS policy team,Harper Adams Uni,GPROSTD375309,"90,000.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Hartpury College,GPROSTD356390,"91,941.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Havering College,GPROSTD356417,"99,727.00"
BIS,HEFCE,16/04/2015,HE Academy,E&P policy team,HE Academy,GPROSTD364080,"1,050,000.00"
BIS,HEFCE,16/04/2015,CLL,E&P policy team,HE Academy,GPROSTD375310,"36,000.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Heart of Wor College,GPROSTD363354,"107,812.00"
BIS,HEFCE,16/04/2015,HEDIIP,Regulatory Partnersh,HESA,GPROSTD371381,"49,349.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Hull College,GPROSTD356525,"123,042.00"
BIS,HEFCE,16/04/2015,SDF Recurrent,RIS policy team,Imperial College,GPROSTD310337,"31,045.00"
BIS,HEFCE,16/04/2015,SDF Recurrent,RIS policy team,Imperial College,GPROSTD310346,"31,045.00"
BIS,HEFCE,16/04/2015,SDF Recurrent,RIS policy team,Imperial College,GPROSTD328940,"25,000.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Imperial College,GPROSTD356552,"3,541,716.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Imperial College,GPROSTD358730,"8,915,367.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Imperial College,GPROSTD361826,"213,750.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD362717,"71,250.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Inst Cancer Research,GPROSTD355742,"73,932.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Inst Cancer Research,GPROSTD358451,"1,492,172.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Inst Cancer Research,GPROSTD361601,"52,734.00"
BIS,HEFCE,16/04/2015,PSS,E&P policy team,Inst of Education,GPROSTD346818,"83,335.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Inst of Education,GPROSTD356174,"212,478.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Inst of Education,GPROSTD358613,"704,764.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Inst of Education,GPROSTD361727,"76,577.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD362618,"25,526.00"
BIS,HEFCE,16/04/2015,HPC,Finance,JISC,GPROSTD333859,"2,000,000.00"
BIS,HEFCE,16/04/2015,HPC,Finance,JISC,GPROSTD333860,"1,000,000.00"
BIS,HEFCE,16/04/2015,JISC,JISC NAH,JISC,GPROSTD363333,"2,558,333.00"
BIS,HEFCE,16/04/2015,SDF Recurrent,RIS policy team,King's College,GPROSTD326480,"25,000.00"
BIS,HEFCE,16/04/2015,SDF Recurrent,RIS policy team,King's College,GPROSTD342786,"25,000.00"
BIS,HEFCE,16/04/2015,PSS,E&P policy team,King's College,GPROSTD346878,"86,172.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,King's College,GPROSTD356606,"4,375,622.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,King's College,GPROSTD358757,"5,232,700.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,King's College,GPROSTD361853,"213,750.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,King's College,GPROSTD362744,"71,250.00"
BIS,HEFCE,16/04/2015,Catalyst Fund  (R),RIS policy team,King's College,GPROSTD363274,"610,000.00"
BIS,HEFCE,16/04/2015,Basic Grant,RIS policy team,King's College,GPROSTD372760,"41,312.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Kingston College,GPROSTD356597,"38,415.00"
BIS,HEFCE,16/04/2015,PSS,E&P policy team,Kingston University,GPROSTD346872,"309,984.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Kingston University,GPROSTD356615,"1,917,528.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Kingston University,GPROSTD358766,"270,606.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Kingston University,GPROSTD361862,"68,329.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Kingston University,GPROSTD371970,"226,102.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Kirklees College,GPROSTD356651,"36,071.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Lakes College,GPROSTD356669,"42,473.00"
BIS,HEFCE,16/04/2015,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD364105,"75,000.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Leeds Bec University,GPROSTD356723,"1,207,356.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Leeds Bec University,GPROSTD358793,"152,405.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Leeds Bec University,GPROSTD361889,"112,590.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Leeds Bec University,GPROSTD362780,"37,530.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Leeds Bec University,GPROSTD372018,"316,486.00"
BIS,HEFCE,16/04/2015,Basic Grant,RIS policy team,Leeds Bec University,GPROSTD372782,"51,300.00"
BIS,HEFCE,16/04/2015,Basic Grant,RIS policy team,Leeds Bec University,GPROSTD372790,"40,850.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Leeds City College,GPROSTD356732,"131,327.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Leeds College of Art,GPROSTD356705,"66,063.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Leeds Trinity Uni,GPROSTD358010,"113,800.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Leicester College,GPROSTD356741,"47,646.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Lincoln College,GPROSTD356777,"46,380.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Liverpool Hope Uni,GPROSTD356795,"274,320.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Liverpool Hope Uni,GPROSTD358829,"28,122.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Liverpool Hope Uni,GPROSTD361925,"51,366.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Liverpool Inst PA,GPROSTD356813,"117,624.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Liverpool John Moore,GPROSTD356786,"1,486,214.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Liverpool John Moore,GPROSTD358820,"312,336.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Liverpool John Moore,GPROSTD361916,"145,608.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD362807,"48,536.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,London Bus School,GPROSTD358865,"325,683.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,London Bus School,GPROSTD361952,"213,750.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD362843,"71,250.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,London Met Uni,GPROSTD356867,"1,494,248.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,London Met Uni,GPROSTD358892,"219,745.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,London Met Uni,GPROSTD361970,"116,045.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD362861,"38,682.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,London Met Uni,GPROSTD374706,"119,453.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,London Sch Economics,GPROSTD356849,"186,054.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,London Sch Economics,GPROSTD358874,"1,492,238.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,London Sch Economics,GPROSTD361961,"126,563.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD362852,"42,188.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,London Sch Economics,GPROSTD372074,"56,858.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,London Sch Hygiene,GPROSTD356858,"328,522.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,London Sch Hygiene,GPROSTD358883,"1,612,924.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,London South Bank,GPROSTD356876,"1,393,498.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,London South Bank,GPROSTD358901,"176,005.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,London South Bank,GPROSTD361979,"60,564.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Loughborough College,GPROSTD356894,"62,022.00"
BIS,HEFCE,16/04/2015,Catalyst Fund  (R),RIS policy team,Loughborough Uni,GPROSTD343138,"104,250.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Loughborough Uni,GPROSTD356903,"1,391,620.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Loughborough Uni,GPROSTD358919,"1,878,683.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Loughborough Uni,GPROSTD361997,"122,683.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD362888,"40,894.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Loughborough Uni,GPROSTD374722,"35,950.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,LSTM,GPROSTD358847,"510,144.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,LSTM,GPROSTD367669,"207,037.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Macclesfield College,GPROSTD356921,"91,154.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Manchester Met,GPROSTD356930,"1,799,404.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Manchester Met,GPROSTD358937,"466,781.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Manchester Met,GPROSTD362015,"103,683.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD362906,"34,561.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Manchester Met,GPROSTD372110,"368,815.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Manchester Met,GPROSTD374734,"71,339.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Middlesex University,GPROSTD356957,"1,150,939.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Middlesex University,GPROSTD358955,"236,050.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Middlesex University,GPROSTD362033,"42,188.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Middlesex University,GPROSTD372122,"206,093.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Middlesex University,GPROSTD374746,"99,289.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Mid-Kent College,GPROSTD356966,"54,260.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Moulton College,GPROSTD356984,"60,536.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,National Film & TV,GPROSTD357083,"36,370.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15,RIS policy team,National Film & TV,GPROSTD367674,"32,903.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,NCG,GPROSTD357020,"291,917.00"
BIS,HEFCE,16/04/2015,Policy Ongoing Serv,Central,NCUB,GPROSTD333843,"25,000.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,New College Durham,GPROSTD357011,"81,585.00"
BIS,HEFCE,16/04/2015,CO,E&P policy team,New College Durham,GPROSTD375344,"82,460.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,New College Notts,GPROSTD357029,"69,571.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Newham College,GPROSTD357038,"42,324.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Newman Uni,GPROSTD357047,"113,980.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Newman Uni,GPROSTD372162,"25,379.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Northbrook College,GPROSTD357101,"99,116.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,North East Surrey,GPROSTD357128,"54,196.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,North Lindsey Coll,GPROSTD357110,"100,758.00"
BIS,HEFCE,16/04/2015,PSS,E&P policy team,Nottingham Trent Uni,GPROSTD346854,"242,835.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,Nottingham Trent Uni,GPROSTD357236,"1,507,042.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Nottingham Trent Uni,GPROSTD359009,"306,354.00"
BIS,HEFCE,16/04/2015,HEIF 2011-15 (BIS),RIS policy team,Nottingham Trent Uni,GPROSTD362069,"63,497.00"
BIS,HEFCE,16/04/2015,Research 14-15,RIS policy team,Nottingham Trent Uni,GPROSTD366720,"43,862.00"
BIS,HEFCE,16/04/2015,Teaching 13-14,E&P policy team,Nottingham Trent Uni,GPROSTD374854,"40,279.00"
BIS,HEFCE,16/04/2015,Catalyst Fund,RIS policy team,NUS,GPROSTD333778,"211,250.00"
BIS,HEFCE,16/04/2015,Teaching 14-15,E&P policy team,N Warwick & Hinckley,GPROSTD357191,"36,839.00"
