Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction no,Amount
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,St Helens Coll,GPROSTD321169,"221,302.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,St Mary's Uni Colleg,GPROSTD321178,"631,867.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,St Mary's Uni Colleg,GPROSTD322546,"25,364.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Stockport College,GPROSTD321205,"244,739.00"
BIS,HEFCE,14/01/2013,Inherited Staff,Finance,Sunderland LEA,GPROSTD314561,"32,155.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Swindon College,GPROSTD321277,"35,816.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Tameside College,GPROSTD321286,"30,713.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Teesside University,GPROSTD321295,"3,449,412.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Teesside University,GPROSTD322591,"124,770.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Teesside University,GPROSTD323800,"106,095.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Teesside University,GPROSTD326170,"157,750.00"
BIS,HEFCE,14/01/2013,Basic Grant,RIS policy team,Teesside University,GPROSTD327336,"51,981.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Trafford College,GPROSTD321052,"59,760.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Trinity Laban Cons M,GPROSTD321340,"753,588.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Trinity Laban Cons M,GPROSTD323824,"32,448.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Tyne Met College,GPROSTD320530,"37,165.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,UC Plymouth Mark/Joh,GPROSTD321187,"320,104.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni Coll Birmingham,GPROSTD318964,"862,938.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni Coll Birmingham,GPROSTD325390,"39,187.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni College London,GPROSTD218753,"28,564.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni College London,GPROSTD259834,"29,405.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni College London,GPROSTD284239,"29,405.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni College London,GPROSTD284248,"29,405.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni College London,GPROSTD285802,"29,405.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni College London,GPROSTD309124,"28,618.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni College London,GPROSTD320278,"6,114,188.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni College London,GPROSTD322213,"12,313,905.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni College London,GPROSTD323392,"237,405.00"
BIS,HEFCE,14/01/2013,London Insts,Inst teams Lond East,Uni College London,GPROSTD324690,"184,914.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni College London,GPROSTD325237,"44,300.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni College London,GPROSTD325828,"57,809.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni for Creative Art,GPROSTD319486,"1,619,353.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni for Creative Art,GPROSTD321844,"41,201.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni for Creative Art,GPROSTD325564,"35,719.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Arts London,GPROSTD320215,"3,356,802.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Arts London,GPROSTD322150,"673,322.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Arts London,GPROSTD323332,"209,885.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Arts London,GPROSTD325084,"62,021.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Arts London,GPROSTD325807,"78,646.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Bedfordshire,GPROSTD320305,"2,509,433.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Bedfordshire,GPROSTD322231,"113,040.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Bedfordshire,GPROSTD323416,"40,322.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Bedfordshire,GPROSTD325837,"115,571.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Birmingham,GPROSTD266150,"138,723.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Birmingham,GPROSTD286587,"29,405.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Birmingham,GPROSTD318973,"6,279,216.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Birmingham,GPROSTD321655,"4,558,230.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Birmingham,GPROSTD322756,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Birmingham,GPROSTD325393,"90,373.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Bradford,GPROSTD287029,"109,282.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Bradford,GPROSTD316733,"106,229.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Bradford,GPROSTD319081,"2,392,506.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Bradford,GPROSTD321691,"649,726.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Bradford,GPROSTD322792,"90,272.00"
BIS,HEFCE,14/01/2013,SDF Capital LAT,RIS policy team,Uni of Bradford,GPROSTD324778,"70,526.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Bradford,GPROSTD325429,"100,319.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Brighton,GPROSTD319099,"3,470,174.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Brighton,GPROSTD321700,"632,587.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Brighton,GPROSTD322804,"86,081.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Brighton,GPROSTD325435,"113,189.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Bristol,GPROSTD259782,"29,405.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Bristol,GPROSTD312178,"105,758.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Bristol,GPROSTD319108,"5,563,420.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Bristol,GPROSTD321709,"5,230,898.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Bristol,GPROSTD322816,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Bristol,GPROSTD325438,"46,827.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD232947,"28,562.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD259762,"29,405.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD285379,"28,618.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Cambridge,GPROSTD319189,"4,923,516.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Cambridge,GPROSTD321736,"12,958,059.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Cambridge,GPROSTD322852,"237,405.00"
BIS,HEFCE,14/01/2013,"Museums, Gal & Coll",RIS policy team,Uni of Cambridge,GPROSTD323932,"162,935.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Cambridge,GPROSTD325465,"38,471.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Central Lancs,GPROSTD319261,"5,093,685.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Central Lancs,GPROSTD321772,"344,887.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Central Lancs,GPROSTD322900,"188,401.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Central Lancs,GPROSTD325489,"197,435.00"
BIS,HEFCE,14/01/2013,Basic Grant,RIS policy team,Uni of Central Lancs,GPROSTD326958,"26,607.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Chester,GPROSTD319288,"2,027,414.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Chester,GPROSTD321790,"61,804.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Chester,GPROSTD322912,"36,425.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Chester,GPROSTD325498,"65,202.00"
BIS,HEFCE,14/01/2013,Basic Grant,RIS policy team,Uni of Chester,GPROSTD326967,"59,495.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Chichester,GPROSTD304899,"33,689.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Chichester,GPROSTD319315,"861,817.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Chichester,GPROSTD321799,"29,009.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Chichester,GPROSTD325507,"35,939.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Cumbria,GPROSTD319504,"1,167,772.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Cumbria,GPROSTD325570,"60,179.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of East Anglia,GPROSTD319585,"2,930,892.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of East Anglia,GPROSTD321889,"1,679,102.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of East Anglia,GPROSTD322703,"1,050,594.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of East Anglia,GPROSTD323020,"147,154.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of East Anglia,GPROSTD325597,"77,198.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of East Anglia,GPROSTD326273,"66,175.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of East London,GPROSTD319594,"3,425,683.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of East London,GPROSTD321898,"222,893.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of East London,GPROSTD323032,"50,679.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of East London,GPROSTD325600,"225,596.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Gloucester,GPROSTD319720,"1,452,862.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Gloucester,GPROSTD321952,"73,421.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Gloucester,GPROSTD323092,"27,925.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Gloucester,GPROSTD325642,"46,377.00"
BIS,HEFCE,14/01/2013,Inherited Staff,Finance,Uni of Greenwich,GPROSTD314581,"29,070.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Greenwich,GPROSTD319747,"4,393,817.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Greenwich,GPROSTD321970,"283,677.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Greenwich,GPROSTD323116,"144,101.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Greenwich,GPROSTD325651,"178,689.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Hertfordshire,GPROSTD319891,"3,640,500.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Hertfordshire,GPROSTD321997,"464,367.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Hertfordshire,GPROSTD323140,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Hertfordshire,GPROSTD325699,"103,245.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Huddersfield,GPROSTD319936,"3,988,024.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Huddersfield,GPROSTD322015,"218,345.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Huddersfield,GPROSTD323152,"77,682.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Huddersfield,GPROSTD325714,"154,085.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Leicester,GPROSTD263926,"28,618.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Leicester,GPROSTD320143,"3,226,045.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Leicester,GPROSTD322105,"2,102,861.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Leicester,GPROSTD323272,"159,850.00"
BIS,HEFCE,14/01/2013,SS UMF,Finance,Uni of Leicester,GPROSTD324747,"54,411.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Leicester,GPROSTD325783,"54,868.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Lincoln,GPROSTD320161,"2,500,998.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Lincoln,GPROSTD322114,"176,698.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Lincoln,GPROSTD323284,"42,444.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Lincoln,GPROSTD325789,"76,622.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Liverpool,GPROSTD320197,"6,015,244.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Liverpool,GPROSTD322141,"3,937,071.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Liverpool,GPROSTD323320,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Liverpool,GPROSTD325801,"72,010.00"
BIS,HEFCE,14/01/2013,London Insts,Inst teams Lond East,Uni of London,GPROSTD324678,"813,762.00"
BIS,HEFCE,14/01/2013,London Insts,Inst teams Lond East,Uni of London,GPROSTD326527,"32,250.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of London,GPROSTD327540,"25,000.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Manchester,GPROSTD320332,"7,877,228.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Manchester,GPROSTD322249,"9,052,039.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Manchester,GPROSTD323440,"237,405.00"
BIS,HEFCE,14/01/2013,"Museums, Gal & Coll",RIS policy team,Uni of Manchester,GPROSTD324028,"172,431.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Manchester,GPROSTD325846,"106,772.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Newcastle,GPROSTD320449,"5,216,535.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Newcastle,GPROSTD322276,"3,742,789.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Newcastle,GPROSTD323464,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Newcastle,GPROSTD325885,"53,782.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Northampton,GPROSTD320512,"1,753,658.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Northampton,GPROSTD322285,"64,880.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Northampton,GPROSTD323476,"99,311.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Northampton,GPROSTD325906,"89,796.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Northumbria,GPROSTD320548,"4,329,500.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Northumbria,GPROSTD322303,"305,937.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Northumbria,GPROSTD323488,"104,201.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Northumbria,GPROSTD325918,"145,393.00"
BIS,HEFCE,14/01/2013,Basic Grant,RIS policy team,Uni of Northumbria,GPROSTD327228,"44,128.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Nottingham,GPROSTD309284,"25,000.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Nottingham,GPROSTD320611,"5,775,429.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Nottingham,GPROSTD322321,"5,342,060.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Nottingham,GPROSTD323512,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Nottingham,GPROSTD325939,"104,840.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Plymouth,GPROSTD320719,"5,971,872.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Plymouth,GPROSTD322366,"727,779.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Plymouth,GPROSTD323572,"125,338.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Plymouth,GPROSTD325975,"235,740.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Portsmouth,GPROSTD320737,"4,116,363.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Portsmouth,GPROSTD322375,"517,537.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Portsmouth,GPROSTD323584,"64,401.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Portsmouth,GPROSTD325981,"110,096.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Reading,GPROSTD320773,"2,219,874.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Reading,GPROSTD322393,"1,825,776.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Reading,GPROSTD323608,"180,858.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Reading,GPROSTD325993,"37,172.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Salford,GPROSTD320917,"3,445,957.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Salford,GPROSTD322483,"746,190.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Salford,GPROSTD323680,"148,891.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Salford,GPROSTD326044,"156,382.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Sheffield,GPROSTD320962,"5,247,174.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Sheffield,GPROSTD322501,"4,769,943.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Sheffield,GPROSTD323704,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Sheffield,GPROSTD326059,"75,559.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Southampton,GPROSTD259753,"29,405.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Southampton,GPROSTD321034,"4,586,341.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Southampton,GPROSTD322519,"4,813,150.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Southampton,GPROSTD323728,"237,405.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Southampton,GPROSTD324935,"249,000.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Southampton,GPROSTD326083,"72,985.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Sunderland,GPROSTD321241,"2,473,255.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Sunderland,GPROSTD322564,"212,977.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Sunderland,GPROSTD323764,"86,123.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Sunderland,GPROSTD326152,"110,970.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Warwick,GPROSTD190771,"88,967.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Warwick,GPROSTD321385,"3,326,447.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Warwick,GPROSTD322627,"3,635,518.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Warwick,GPROSTD323836,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Warwick,GPROSTD326200,"49,803.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of West London,GPROSTD321313,"1,620,807.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of West London,GPROSTD322600,"51,328.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of West London,GPROSTD323812,"51,373.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of West London,GPROSTD326176,"77,696.00"
BIS,HEFCE,14/01/2013,Inherited Staff,Finance,Uni of Westminster,GPROSTD314594,"33,300.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Westminster,GPROSTD321430,"3,726,172.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Westminster,GPROSTD322645,"433,973.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Westminster,GPROSTD323860,"104,151.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Westminster,GPROSTD326215,"106,318.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Winchester,GPROSTD321493,"773,434.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Winchester,GPROSTD322654,"67,424.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Winchester,GPROSTD326236,"30,707.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Wolverhampton,GPROSTD321511,"3,389,359.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni of Wolverhampton,GPROSTD322663,"192,422.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni of Wolverhampton,GPROSTD323872,"173,854.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Wolverhampton,GPROSTD326242,"178,852.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,Uni of Worcester,GPROSTD25629,"166,500.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni of Worcester,GPROSTD321538,"1,424,504.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni of Worcester,GPROSTD326251,"85,088.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Bath,GPROSTD318901,"2,762,264.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Bath,GPROSTD321637,"1,856,219.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Bath,GPROSTD322732,"197,929.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Bath,GPROSTD325369,"32,985.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Bolton,GPROSTD319036,"1,113,804.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Bolton,GPROSTD321673,"74,111.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Bolton,GPROSTD322768,"25,474.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Bolton,GPROSTD325414,"82,493.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Derby,GPROSTD319531,"2,675,679.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Derby,GPROSTD321871,"41,259.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Derby,GPROSTD322996,"56,184.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Derby,GPROSTD325579,"124,064.00"
BIS,HEFCE,14/01/2013,Basic Grant,RIS policy team,University of Derby,GPROSTD327012,"32,772.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Durham,GPROSTD319567,"3,070,923.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Durham,GPROSTD321880,"2,715,177.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Durham,GPROSTD323008,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Durham,GPROSTD325591,"40,447.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Essex,GPROSTD319648,"2,172,381.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Essex,GPROSTD321925,"979,010.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Essex,GPROSTD323056,"61,729.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Essex,GPROSTD325618,"88,877.00"
BIS,HEFCE,14/01/2013,Basic Grant,RIS policy team,University of Essex,GPROSTD327048,"78,758.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Exeter,GPROSTD319666,"3,528,809.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Exeter,GPROSTD321934,"2,071,797.00"
