Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Loughborough Uni,GPROSTD322225,"2,282,300.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD323410,"136,260.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Macclesfield College,GPROSTD320317,"172,328.00"
BIS,HEFCE,15/11/2012,Capital for FECs,E&P policy team,Manchester College,GPROSTD318273,"42,590.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Manchester College,GPROSTD320344,"313,791.00"
BIS,HEFCE,15/11/2012,Inherited Staff,Finance,Manchester LEA,GPROSTD314353,"115,039.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Manchester Met,GPROSTD317554,"338,490.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Manchester Met,GPROSTD317923,"170,986.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Manchester Met,GPROSTD320326,"5,529,481.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Manchester Met,GPROSTD322243,"566,033.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD323434,"115,158.00"
BIS,HEFCE,15/11/2012,SDF Capital LAT,RIS policy team,Manchester Met,GPROSTD326859,"1,142,700.00"
BIS,HEFCE,15/11/2012,JISC,JISC NAH,Manchester Met,GPROSTD327484,"40,000.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Middlesex University,GPROSTD317555,"180,003.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Middlesex University,GPROSTD317924,"101,030.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Middlesex University,GPROSTD320353,"3,673,391.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Middlesex University,GPROSTD322261,"287,868.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Middlesex University,GPROSTD323458,"46,856.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Middlesex University,GPROSTD326305,"125,000.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Moulton College,GPROSTD320380,"87,129.00"
BIS,HEFCE,15/11/2012,Capital for FECs,E&P policy team,Newcastle College,GPROSTD318277,"85,649.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Newcastle College,GPROSTD320416,"858,177.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Newcastle College,GPROSTD326321,"125,000.00"
BIS,HEFCE,15/11/2012,Inherited Staff,Finance,Newcastle LEA,GPROSTD314355,"37,449.00"
BIS,HEFCE,15/11/2012,Capital for FECs,E&P policy team,New College Durham,GPROSTD318276,"32,956.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,New College Durham,GPROSTD320407,"279,438.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,New College Notts,GPROSTD320425,"139,976.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,New College Stamford,GPROSTD321136,"31,592.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Newham College,GPROSTD320434,"28,572.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Newman Uni College,GPROSTD317557,"35,724.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Newman Uni College,GPROSTD320443,"412,590.00"
BIS,HEFCE,15/11/2012,Capital for FECs,E&P policy team,Northbrook College,GPROSTD318281,"29,812.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Northbrook College,GPROSTD320479,"223,055.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,North East Surrey,GPROSTD320506,"116,942.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,North East Worcs Col,GPROSTD320497,"70,039.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,North Lindsey Coll,GPROSTD320488,"193,753.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Northumberland Coll,GPROSTD320542,"44,892.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,North West London,GPROSTD320578,"46,747.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Norwich Uni Col Arts,GPROSTD320524,"471,386.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Nottingham Trent Uni,GPROSTD317562,"261,127.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Nottingham Trent Uni,GPROSTD317929,"141,535.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Nottingham Trent Uni,GPROSTD320605,"4,423,115.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Nottingham Trent Uni,GPROSTD322315,"422,588.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Nottingham Trent Uni,GPROSTD323506,"70,524.00"
BIS,HEFCE,15/11/2012,Inherited Staff,Finance,Notts LEA,GPROSTD314360,"58,965.00"
BIS,HEFCE,15/11/2012,SIVS,E&P policy team,Nuffield Foundation,PIG6678,"1,000,000.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,N Warwick & Hinckley,GPROSTD320560,"66,045.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Open University,GPROSTD317563,"627,942.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Open University,GPROSTD317930,"458,290.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Open University,GPROSTD320632,"13,851,029.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Open University,GPROSTD322333,"1,066,108.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Open University,GPROSTD323530,"79,135.00"
BIS,HEFCE,15/11/2012,JISC,JISC NAH,Open University,GPROSTD327465,"40,000.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Oxford Brookes Univ,GPROSTD317566,"148,632.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Oxford Brookes Univ,GPROSTD317933,"153,347.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Oxford Brookes Univ,GPROSTD320659,"2,540,996.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Oxford Brookes Univ,GPROSTD322360,"376,907.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Oxford Brookes Univ,GPROSTD323566,"136,417.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Oxford Brookes Univ,GPROSTD326329,"125,000.00"
BIS,HEFCE,15/11/2012,Inherited Staff,Finance,Oxfordshire LEA,GPROSTD314362,"36,598.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Plymouth Coll of Art,GPROSTD320731,"181,211.00"
BIS,HEFCE,15/11/2012,Quality Assurance,E&P policy team,QAA,GPROSTD326547,"230,191.00"
BIS,HEFCE,15/11/2012,JISC,JISC NAH,Queen's Belfast,GPROSTD327485,"40,000.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD212362,"28,564.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,"Queen Mary, UoL",GPROSTD317570,"211,949.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,"Queen Mary, UoL",GPROSTD317936,"1,544,887.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,"Queen Mary, UoL",GPROSTD320758,"4,648,225.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,"Queen Mary, UoL",GPROSTD322387,"3,411,994.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,"Queen Mary, UoL",GPROSTD323602,"237,405.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Ravensbourne College,GPROSTD317571,"26,821.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Ravensbourne College,GPROSTD320767,"596,207.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,RCSSD,GPROSTD319273,"416,052.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,RCSSD,GPROSTD321784,"34,696.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Riverside Col Halton,GPROSTD319813,"116,105.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Roehampton Uni,GPROSTD317572,"96,185.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Roehampton Uni,GPROSTD317937,"63,120.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Roehampton Uni,GPROSTD320803,"1,525,231.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Roehampton Uni,GPROSTD322405,"249,266.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Roehampton Uni,GPROSTD323626,"38,418.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Rose Bruford College,GPROSTD320812,"306,987.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Rotherham Coll A&T,GPROSTD320821,"53,782.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Royal Academy Music,GPROSTD320839,"369,132.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Royal Academy Music,GPROSTD322432,"47,290.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Royal Agricultural,GPROSTD320830,"403,675.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Royal College Music,GPROSTD320857,"380,711.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Royal College Music,GPROSTD322450,"45,792.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Royal College of Art,GPROSTD317575,"31,012.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Royal College of Art,GPROSTD317939,"70,568.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Royal College of Art,GPROSTD320848,"823,382.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Royal College of Art,GPROSTD322441,"257,639.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Royal College of Art,GPROSTD323638,"25,058.00"
BIS,HEFCE,15/11/2012,London Insts,Inst teams Lond East,Royal College of Art,GPROSTD324712,"255,107.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Royal Holloway,GPROSTD317577,"91,648.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Royal Holloway,GPROSTD317941,"469,972.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Royal Holloway,GPROSTD320866,"1,740,421.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Royal Holloway,GPROSTD322459,"1,439,590.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Royal Holloway,GPROSTD323650,"40,399.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Royal North Coll Mus,GPROSTD320875,"524,063.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Royal Veterinary,GPROSTD317578,"59,539.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Royal Veterinary,GPROSTD317942,"234,357.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Royal Veterinary,GPROSTD320884,"1,865,697.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Royal Veterinary,GPROSTD322477,"566,495.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Royal Veterinary,GPROSTD323674,"99,425.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Ruskin College,GPROSTD320902,"83,696.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Sheffield College,GPROSTD320947,"95,500.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Sheffield Hallam Uni,GPROSTD317583,"276,621.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Sheffield Hallam Uni,GPROSTD317946,"250,124.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Sheffield Hallam Uni,GPROSTD320956,"4,433,968.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Sheffield Hallam Uni,GPROSTD322495,"442,103.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Sheffield Hallam Uni,GPROSTD323698,"100,821.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Sheffield Hallam Uni,GPROSTD326313,"125,000.00"
BIS,HEFCE,15/11/2012,Inherited Staff,Finance,Sheffield LEA,GPROSTD314364,"63,197.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,SOAS,GPROSTD317564,"30,154.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,SOAS,GPROSTD317931,"137,370.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,SOAS,GPROSTD320641,"533,908.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,SOAS,GPROSTD322342,"658,708.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,SOAS,GPROSTD323542,"39,586.00"
BIS,HEFCE,15/11/2012,London Insts,Inst teams Lond East,SOAS,GPROSTD324700,"42,756.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Solihull College,GPROSTD320974,"111,489.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Somerset Coll of Art,GPROSTD320983,"47,682.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Southampton Solent U,GPROSTD317585,"137,990.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Southampton Solent U,GPROSTD321028,"2,425,009.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Southampton Solent U,GPROSTD323722,"73,031.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,South Downs College,GPROSTD321001,"35,898.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,South Glos & Stroud,GPROSTD321100,"30,714.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,South Notts College,GPROSTD321010,"82,399.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,South Tyneside Coll,GPROSTD321064,"163,392.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Sparsholt College,GPROSTD321118,"164,340.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Staffordshire Uni,GPROSTD317604,"177,859.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Staffordshire Uni,GPROSTD318717,"71,144.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Staffordshire Uni,GPROSTD321127,"3,676,593.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Staffordshire Uni,GPROSTD322531,"60,375.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Staffordshire Uni,GPROSTD323746,"100,142.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Staffordshire Uni,GPROSTD326297,"240,000.00"
BIS,HEFCE,15/11/2012,Basic Grant,RIS policy team,Staffordshire Uni,GPROSTD327312,"27,977.00"
BIS,HEFCE,15/11/2012,Inherited Staff,Finance,Staffs LEA,GPROSTD314368,"46,458.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Stephenson College,GPROSTD321154,"80,242.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,St George's Med Sch,GPROSTD284220,"28,618.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,St George's Med Sch,GPROSTD317579,"66,430.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,St George's Med Sch,GPROSTD317943,"314,135.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,St George's Med Sch,GPROSTD321163,"2,089,575.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,St George's Med Sch,GPROSTD322540,"566,141.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,St George's Med Sch,GPROSTD323758,"77,868.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,St Helens Coll,GPROSTD321172,"221,302.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,St Mary's Uni Colleg,GPROSTD317580,"50,567.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,St Mary's Uni Colleg,GPROSTD321181,"631,867.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,St Mary's Uni Colleg,GPROSTD322549,"25,364.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Stockport College,GPROSTD321208,"244,739.00"
BIS,HEFCE,15/11/2012,Inherited Staff,Finance,Sunderland LEA,GPROSTD314371,"32,155.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Swindon College,GPROSTD321280,"35,816.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Tameside College,GPROSTD321289,"30,713.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Teesside University,GPROSTD317589,"183,565.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Teesside University,GPROSTD317951,"72,426.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Teesside University,GPROSTD321298,"3,449,412.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Teesside University,GPROSTD322594,"124,770.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Teesside University,GPROSTD323806,"106,095.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Teesside University,GPROSTD326281,"250,000.00"
BIS,HEFCE,15/11/2012,Basic Grant,RIS policy team,Teesside University,GPROSTD327339,"52,028.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Trafford College,GPROSTD321055,"59,760.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Trinity Laban Cons M,GPROSTD321343,"753,588.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Trinity Laban Cons M,GPROSTD323830,"32,448.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Tyne Met College,GPROSTD320533,"37,165.00"
BIS,HEFCE,15/11/2012,SPA,E&P policy team,UCAS,GPROSTD327451,"54,051.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,UC Plymouth Mark/Joh,GPROSTD317568,"28,349.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,UC Plymouth Mark/Joh,GPROSTD321190,"320,104.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni Coll Birmingham,GPROSTD317496,"40,201.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni Coll Birmingham,GPROSTD318967,"862,938.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni College Falmouth,GPROSTD317523,"47,941.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni College Falmouth,GPROSTD319678,"1,135,554.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni College Falmouth,GPROSTD321946,"45,950.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD224647,"28,564.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD227559,"29,405.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD234666,"29,405.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD259864,"29,405.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD285859,"28,618.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD285869,"28,618.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD292638,"29,405.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD309971,"28,618.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni College London,GPROSTD317590,"275,395.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni College London,GPROSTD317952,"6,004,119.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni College London,GPROSTD320281,"6,114,188.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni College London,GPROSTD322216,"12,313,905.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni College London,GPROSTD323398,"237,405.00"
BIS,HEFCE,15/11/2012,London Insts,Inst teams Lond East,Uni College London,GPROSTD324688,"184,913.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni College London,GPROSTD325240,"44,300.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni for Creative Art,GPROSTD317605,"43,676.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni for Creative Art,GPROSTD318723,"29,118.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni for Creative Art,GPROSTD319489,"1,619,353.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni for Creative Art,GPROSTD321847,"41,201.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Arts London,GPROSTD317548,"161,236.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Arts London,GPROSTD317916,"118,296.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Arts London,GPROSTD320218,"3,356,802.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Arts London,GPROSTD322153,"673,322.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Arts London,GPROSTD323338,"209,885.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Arts London,GPROSTD325087,"62,021.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Bedfordshire,GPROSTD317492,"130,865.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Bedfordshire,GPROSTD317869,"48,871.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Bedfordshire,GPROSTD320308,"2,509,433.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Bedfordshire,GPROSTD322234,"113,040.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Bedfordshire,GPROSTD323422,"40,322.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Birmingham,GPROSTD317494,"312,234.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Birmingham,GPROSTD317871,"2,426,400.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Birmingham,GPROSTD318976,"6,279,216.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Birmingham,GPROSTD321658,"4,558,230.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Birmingham,GPROSTD322762,"237,405.00"
BIS,HEFCE,15/11/2012,SDF Capital LAT,RIS policy team,Uni of Bradford,GPROSTD309991,"49,363.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Bradford,GPROSTD317599,"131,282.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Bradford,GPROSTD317960,"252,013.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Bradford,GPROSTD318647,"100,805.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Bradford,GPROSTD318650,"52,513.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Bradford,GPROSTD319084,"2,392,506.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Bradford,GPROSTD321694,"649,726.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Bradford,GPROSTD322798,"90,272.00"
BIS,HEFCE,15/11/2012,SDF Capital LAT,RIS policy team,Uni of Bradford,GPROSTD324776,"70,526.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Uni of Bradford,GPROSTD326325,"125,000.00"
BIS,HEFCE,15/11/2012,Revolving Green Fund,RIS policy team,Uni of Bradford,GPROSTD326836,"1,000,000.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Brighton,GPROSTD317501,"205,355.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Brighton,GPROSTD317875,"179,385.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Brighton,GPROSTD319102,"3,470,174.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Brighton,GPROSTD321703,"632,587.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Brighton,GPROSTD322810,"86,081.00"
BIS,HEFCE,15/11/2012,Emp Engagement - Rec,E&P policy team,Uni of Brighton,GPROSTD326357,"62,500.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Bristol,GPROSTD317502,"254,285.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Bristol,GPROSTD317876,"2,576,837.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Bristol,GPROSTD319111,"5,563,420.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Bristol,GPROSTD321712,"5,230,898.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Bristol,GPROSTD322822,"237,405.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD309144,"28,618.00"
BIS,HEFCE,15/11/2012,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD310304,"28,618.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Cambridge,GPROSTD317505,"221,657.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Cambridge,GPROSTD317879,"6,634,401.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Cambridge,GPROSTD319192,"4,923,516.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Cambridge,GPROSTD321739,"12,958,059.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Cambridge,GPROSTD322858,"237,405.00"
BIS,HEFCE,15/11/2012,"Museums, Gal & Coll",RIS policy team,Uni of Cambridge,GPROSTD323938,"162,935.00"
BIS,HEFCE,15/11/2012,TCIF Round 2,Finance,Uni of Central Lancs,GPROSTD317507,"267,075.00"
BIS,HEFCE,15/11/2012,RCIF Round 2,Finance,Uni of Central Lancs,GPROSTD317882,"135,390.00"
BIS,HEFCE,15/11/2012,Teaching 12-13,E&P policy team,Uni of Central Lancs,GPROSTD319264,"5,093,685.00"
BIS,HEFCE,15/11/2012,Research 12-13,RIS policy team,Uni of Central Lancs,GPROSTD321775,"344,887.00"
BIS,HEFCE,15/11/2012,HEIF 2011-15,RIS policy team,Uni of Central Lancs,GPROSTD322906,"188,401.00"
