Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,Bucks New University,GPROSTD351930,"51,803.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Canterbury CCUC,GPROSTD333994,"66,006.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Canterbury CCUC,GPROSTD335245,"1,162,733.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Canterbury CCUC,GPROSTD337891,"89,547.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Canterbury CCUC,GPROSTD353070,"58,853.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Canterbury College,GPROSTD335263,"35,581.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Central College Nott,GPROSTD337126,"38,546.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Chesterfield College,GPROSTD335335,"40,605.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,City College Norwich,GPROSTD336685,"30,578.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,City Liverpool Col,GPROSTD335416,"52,445.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,City of Bristol Coll,GPROSTD335425,"28,836.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,City of Westminster,GPROSTD335371,"57,073.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,"City University, Lon",GPROSTD334048,"125,836.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,"City University, Lon",GPROSTD335407,"1,118,416.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,"City University, Lon",GPROSTD337954,"965,659.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,"City University, Lon",GPROSTD339016,"41,621.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,"City University, Lon",GPROSTD351951,"170,543.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,"City University, Lon",GPROSTD353088,"129,004.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Cleveland College,GPROSTD335443,"99,377.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Conservatoire D&D,GPROSTD334057,"28,180.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Conservatoire D&D,GPROSTD335461,"717,407.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Cornwall College,GPROSTD335470,"38,619.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Cornwall College,GPROSTD353095,"28,893.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Courtauld Institute,GPROSTD335479,"66,520.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Courtauld Institute,GPROSTD337963,"111,930.00"
BIS,HEFCE,17/04/2014,"Museums, Gal & Coll",RIS policy team,Courtauld Institute,GPROSTD340245,"80,417.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Coventry University,GPROSTD334066,"214,165.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Coventry University,GPROSTD335488,"2,305,191.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Coventry University,GPROSTD337972,"184,200.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Coventry University,GPROSTD339034,"70,835.00"
BIS,HEFCE,17/04/2014,Catalyst Fund  (R),RIS policy team,Coventry University,GPROSTD347151,"113,371.00"
BIS,HEFCE,17/04/2014,Catalyst Fund C (R),RIS policy team,Coventry University,GPROSTD347536,"140,214.00"
BIS,HEFCE,17/04/2014,Catalyst Fund C (T),RIS policy team,Coventry University,GPROSTD347545,"210,321.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,Coventry University,GPROSTD351960,"128,808.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Cranfield University,GPROSTD334075,"214,165.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Cranfield University,GPROSTD335506,"841,955.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Cranfield University,GPROSTD337981,"1,134,141.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Cranfield University,GPROSTD339043,"70,835.00"
BIS,HEFCE,17/04/2014,PSS,E&P policy team,Cranfield University,GPROSTD346880,"333,333.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Craven College,GPROSTD335497,"26,616.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Croydon College,GPROSTD335524,"85,301.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,De Montfort Uni,GPROSTD334084,"76,989.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,De Montfort Uni,GPROSTD335551,"2,226,384.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,De Montfort Uni,GPROSTD338008,"433,991.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,De Montfort Uni,GPROSTD339052,"25,464.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,De Montfort Uni,GPROSTD351967,"76,438.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,De Montfort Uni,GPROSTD353104,"54,431.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Doncaster College,GPROSTD335578,"149,263.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Dudley College,GPROSTD335587,"25,530.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Edge Hill University,GPROSTD335677,"1,097,651.00"
BIS,HEFCE,17/04/2014,REF,REF,Elsevier BV,PIG8513,"30,000.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Falmouth Uni,GPROSTD335722,"733,456.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Falmouth Uni,GPROSTD338089,"45,686.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Farnborough College,GPROSTD335740,"101,853.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Gateshead College,GPROSTD335758,"59,655.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Gloucestershire Coll,GPROSTD335776,"28,347.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Goldsmiths' College,GPROSTD335785,"730,817.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Goldsmiths' College,GPROSTD338107,"793,177.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Goldsmiths' College,GPROSTD353130,"78,495.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Grimsby Institute,GPROSTD335812,"263,481.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Guildford College,GPROSTD335821,"67,645.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Guildhall Sch M & D,GPROSTD335830,"153,019.00"
BIS,HEFCE,17/04/2014,Catalyst Fund  (R),RIS policy team,Hadlow College,GPROSTD347132,"50,000.00"
BIS,HEFCE,17/04/2014,Catalyst Fund C (R),RIS policy team,Hadlow College,GPROSTD347136,"40,000.00"
BIS,HEFCE,17/04/2014,Catalyst Fund C (T),RIS policy team,Hadlow College,GPROSTD347142,"60,000.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Harper Adams Uni,GPROSTD335884,"901,575.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Harper Adams Uni,GPROSTD338134,"29,888.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Hartpury College,GPROSTD335893,"51,749.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Havering College,GPROSTD335920,"170,949.00"
BIS,HEFCE,17/04/2014,HE Academy,E&P policy team,HE Academy,GPROSTD341547,"923,000.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Henley College Cov,GPROSTD335929,"25,382.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Hereford Coll of Art,GPROSTD335938,"54,947.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Heythrop College,GPROSTD335974,"57,594.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Hopwood Hall College,GPROSTD336001,"25,961.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Hull College,GPROSTD336028,"226,898.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD263909,"30,214.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD310335,"30,214.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD310344,"30,214.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD328938,"25,000.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Imperial College,GPROSTD334228,"214,165.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Imperial College,GPROSTD336046,"4,097,341.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Imperial College,GPROSTD338179,"9,840,025.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD339196,"70,835.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Inst Cancer Research,GPROSTD334003,"52,837.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Inst Cancer Research,GPROSTD335254,"75,618.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Inst Cancer Research,GPROSTD337900,"1,672,307.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Inst of Education,GPROSTD334129,"76,725.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Inst of Education,GPROSTD335686,"286,136.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Inst of Education,GPROSTD338062,"787,182.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD339097,"25,377.00"
BIS,HEFCE,17/04/2014,PSS,E&P policy team,Inst of Education,GPROSTD346814,"83,333.00"
BIS,HEFCE,17/04/2014,HPC,Finance,JISC,GPROSTD333857,"2,000,000.00"
BIS,HEFCE,17/04/2014,HPC,Finance,JISC,GPROSTD333858,"2,000,000.00"
BIS,HEFCE,17/04/2014,JISC,JISC NAH,JISC,GPROSTD340584,"3,385,917.00"
BIS,HEFCE,17/04/2014,JISC Capital (R),JISC NAH,JISC,GPROSTD348006,"500,000.00"
BIS,HEFCE,17/04/2014,JISC Capital (T),RIS policy team,JISC,GPROSTD348011,"750,000.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Keele University,GPROSTD334237,"56,161.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Keele University,GPROSTD336055,"1,319,193.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Keele University,GPROSTD338188,"620,021.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,Keele University,GPROSTD342804,"25,000.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Keele University,GPROSTD353159,"80,636.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,King's College,GPROSTD326478,"25,000.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,King's College,GPROSTD334255,"214,165.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,King's College,GPROSTD336109,"5,391,443.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,King's College,GPROSTD338206,"5,786,622.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,King's College,GPROSTD339223,"70,835.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,King's College,GPROSTD342784,"25,000.00"
BIS,HEFCE,17/04/2014,PSS,E&P policy team,King's College,GPROSTD346874,"86,171.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Kingston College,GPROSTD336100,"35,423.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Kingston University,GPROSTD334264,"68,462.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Kingston University,GPROSTD336118,"3,141,293.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Kingston University,GPROSTD338215,"305,448.00"
BIS,HEFCE,17/04/2014,PSS,E&P policy team,Kingston University,GPROSTD346868,"309,985.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Kingston University,GPROSTD353166,"52,238.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Kirklees College,GPROSTD336145,"54,915.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Lakes College,GPROSTD336163,"35,801.00"
BIS,HEFCE,17/04/2014,SDF Recurrent,RIS policy team,Lancaster University,GPROSTD314815,"32,956.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Lancaster University,GPROSTD334273,"166,267.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Lancaster University,GPROSTD336172,"1,174,402.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Lancaster University,GPROSTD338224,"1,795,649.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Lancaster University,GPROSTD339241,"54,993.00"
BIS,HEFCE,17/04/2014,Catalyst Fund  (R),RIS policy team,Lancaster University,GPROSTD346591,"98,642.00"
BIS,HEFCE,17/04/2014,PSS,E&P policy team,Lancaster University,GPROSTD346796,"91,207.00"
BIS,HEFCE,17/04/2014,CLL,E&P policy team,Leader Foundation HE,GPROSTD341554,"150,000.00"
BIS,HEFCE,17/04/2014,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD342836,"75,000.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Leeds City College,GPROSTD336217,"257,384.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Leeds College of Art,GPROSTD336190,"169,712.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Leeds Met University,GPROSTD334291,"112,808.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Leeds Met University,GPROSTD336208,"2,265,154.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Leeds Met University,GPROSTD338242,"166,485.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Leeds Met University,GPROSTD339259,"37,312.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,Leeds Met University,GPROSTD352025,"362,599.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Leeds Met University,GPROSTD353176,"1,033,293.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Leeds Trinity Uni,GPROSTD337450,"235,101.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Leicester College,GPROSTD336226,"43,449.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Lincoln College,GPROSTD336262,"33,306.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Liverpool Hope Uni,GPROSTD334327,"51,465.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Liverpool Hope Uni,GPROSTD336280,"635,139.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Liverpool Hope Uni,GPROSTD338278,"28,275.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Liverpool Inst PA,GPROSTD336298,"185,572.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Liverpool John Moore,GPROSTD334318,"145,890.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Liverpool John Moore,GPROSTD336271,"2,766,391.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Liverpool John Moore,GPROSTD338269,"348,426.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD339286,"48,253.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,London Bus School,GPROSTD334354,"214,165.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,London Bus School,GPROSTD338314,"358,907.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD339322,"70,835.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,London Met Uni,GPROSTD334372,"116,271.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,London Met Uni,GPROSTD336352,"2,290,969.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,London Met Uni,GPROSTD338341,"265,074.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD339340,"38,457.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,London Met Uni,GPROSTD352041,"164,403.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,London Met Uni,GPROSTD353192,"155,500.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,London Sch Economics,GPROSTD334363,"126,808.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,London Sch Economics,GPROSTD336334,"389,366.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,London Sch Economics,GPROSTD338323,"1,680,894.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD339331,"41,942.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,London Sch Hygiene,GPROSTD336343,"336,937.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,London Sch Hygiene,GPROSTD338332,"1,819,936.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,London South Bank,GPROSTD334381,"60,681.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,London South Bank,GPROSTD336361,"2,048,308.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,London South Bank,GPROSTD338350,"196,807.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,London South Bank,GPROSTD352042,"97,699.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Loughborough College,GPROSTD336379,"143,918.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Loughborough Uni,GPROSTD334399,"122,921.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Loughborough Uni,GPROSTD336388,"2,110,780.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Loughborough Uni,GPROSTD338368,"2,127,782.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD339367,"40,656.00"
BIS,HEFCE,17/04/2014,Catalyst Fund  (R),RIS policy team,Loughborough Uni,GPROSTD343126,"71,900.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,LSTM,GPROSTD342779,"570,757.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Macclesfield College,GPROSTD336406,"71,671.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,Macclesfield College,GPROSTD352047,"70,058.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Macclesfield College,GPROSTD353198,"26,346.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Manchester Met,GPROSTD334417,"103,884.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Manchester Met,GPROSTD336415,"3,606,277.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Manchester Met,GPROSTD338386,"530,134.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD339385,"34,360.00"
BIS,HEFCE,17/04/2014,HEIF 2011-15 (BIS),RIS policy team,Middlesex University,GPROSTD334435,"42,269.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Middlesex University,GPROSTD336442,"2,457,513.00"
BIS,HEFCE,17/04/2014,Research 13-14,RIS policy team,Middlesex University,GPROSTD338404,"259,293.00"
BIS,HEFCE,17/04/2014,Teaching 12-13,E&P policy team,Middlesex University,GPROSTD352051,"193,643.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Mid-Kent College,GPROSTD336451,"45,480.00"
BIS,HEFCE,17/04/2014,Teaching 13-14,E&P policy team,Moulton College,GPROSTD336469,"52,588.00"
