Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD362889,"40,894.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Loughborough Uni,GPROSTD374723,"35,949.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Loughborough Uni,GPROSTD375503,"1,250,000.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,LSTM,GPROSTD358848,"510,144.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,LSTM,GPROSTD367670,"207,037.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Macclesfield College,GPROSTD356922,"91,154.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Manchester Cty Couni,GPROSTD367319,"337,362.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Manchester Met,GPROSTD356931,"1,799,404.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Manchester Met,GPROSTD358938,"466,781.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Manchester Met,GPROSTD362016,"103,683.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD362907,"34,561.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Manchester Met,GPROSTD372111,"368,815.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Manchester Met,GPROSTD374735,"71,338.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Mid'brough Council,GPROSTD367320,"46,321.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Middlesex University,GPROSTD356958,"1,150,939.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Middlesex University,GPROSTD358956,"236,050.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Middlesex University,GPROSTD362034,"42,187.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Middlesex University,GPROSTD372123,"206,093.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Middlesex University,GPROSTD374747,"99,288.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Mid-Kent College,GPROSTD356967,"54,260.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Moulton College,GPROSTD356985,"60,536.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Moulton College,GPROSTD375506,"31,588.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,National Film & TV,GPROSTD357084,"36,370.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,National Film & TV,GPROSTD367675,"32,902.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,NCG,GPROSTD357021,"291,917.00"
BIS,HEFCE,14/05/2015,Policy Ongoing Serv,Central,NCUB,GPROSTD333844,"25,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Newcastle LEA,GPROSTD367321,"115,672.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,New College Durham,GPROSTD357012,"81,584.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,New College Notts,GPROSTD357030,"69,571.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Newham College,GPROSTD357039,"42,324.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Newman Uni,GPROSTD357048,"113,980.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Newman Uni,GPROSTD372163,"25,379.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Northbrook College,GPROSTD357102,"99,116.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,North East Surrey,GPROSTD357129,"54,196.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,North Lindsey Coll,GPROSTD357111,"100,758.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",North Lindsey Coll,GPROSTD375507,"29,125.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Northum'lnd LEA,GPROSTD367324,"46,232.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Norwich Uni Arts,GPROSTD357155,"151,587.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Norwich Uni Arts,GPROSTD357156,"151,587.00"
BIS,HEFCE,14/05/2015,Catalyst Fund C (R),RIS policy team,Norwich Uni Arts,GPROSTD364061,"124,678.00"
BIS,HEFCE,14/05/2015,Catalyst Fund C (T),RIS policy team,Norwich Uni Arts,GPROSTD364066,"187,016.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Nottingham Trent Uni,GPROSTD357237,"1,507,042.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Nottingham Trent Uni,GPROSTD359010,"306,354.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Nottingham Trent Uni,GPROSTD362070,"63,497.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Nottingham Trent Uni,GPROSTD366721,"43,862.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Nottingham Trent Uni,GPROSTD374855,"40,278.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Nottingham Trent Uni,GPROSTD375510,"1,250,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Notts LEA,GPROSTD367326,"167,832.00"
BIS,HEFCE,14/05/2015,Catalyst Fund,RIS policy team,NUS,GPROSTD333779,"211,250.00"
BIS,HEFCE,14/05/2015,Promoting Efficiency,LGM,NUS,GPROSTD346753,"31,750.00"
BIS,HEFCE,14/05/2015,Policy Ongoing Serv,Central,NUS,GPROSTD363767,"64,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,N Warwick & Hinckley,GPROSTD357192,"36,839.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Open University,GPROSTD357273,"7,417,841.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Open University,GPROSTD359028,"873,046.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Open University,GPROSTD362088,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Open University,GPROSTD365744,"30,801.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Open University,GPROSTD372263,"987,944.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Open University,GPROSTD375512,"693,500.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Oxford Brookes Univ,GPROSTD357300,"886,035.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Oxford Brookes Univ,GPROSTD359055,"309,279.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Oxford Brookes Univ,GPROSTD362115,"122,825.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Oxford Brookes Univ,GPROSTD363006,"40,942.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Oxford Brookes Univ,GPROSTD372275,"172,664.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Oxford Brookes Univ,GPROSTD374879,"32,202.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Oxford Brookes Univ,GPROSTD375514,"1,045,075.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Oxfordshire LEA,GPROSTD367328,"114,068.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Plymouth Coll of Art,GPROSTD357372,"73,417.00"
BIS,HEFCE,14/05/2015,Quality Assurance,E&P policy team,QAA,GPROSTD364117,"457,654.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,"Queen Mary, UoL",GPROSTD357399,"2,941,309.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,"Queen Mary, UoL",GPROSTD359082,"2,909,690.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,"Queen Mary, UoL",GPROSTD362142,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,"Queen Mary, UoL",GPROSTD363033,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,"Queen Mary, UoL",GPROSTD372315,"150,058.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE","Queen Mary, UoL",GPROSTD375517,"1,250,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Ravensbourne,GPROSTD357408,"251,236.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,RCSSD,GPROSTD355797,"286,425.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,RCSSD,GPROSTD358479,"30,309.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Reaseheath College,GPROSTD357426,"35,422.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Roehampton Uni,GPROSTD357471,"486,150.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Roehampton Uni,GPROSTD359100,"223,550.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Roehampton Uni,GPROSTD362160,"34,590.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Roehampton Uni,GPROSTD367362,"31,279.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Roehampton Uni,GPROSTD372343,"79,274.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Roehampton Uni,GPROSTD374939,"56,968.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Rose Bruford College,GPROSTD357480,"151,190.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Rotherham Coll A&T,GPROSTD357489,"35,396.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal Academy Music,GPROSTD357507,"291,422.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Royal Academy Music,GPROSTD359127,"39,506.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal Academy Music,GPROSTD372359,"63,243.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal Agricultural,GPROSTD357498,"275,303.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal College Music,GPROSTD357525,"319,156.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Royal College Music,GPROSTD359145,"37,794.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal College of Art,GPROSTD357516,"1,024,276.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Royal College of Art,GPROSTD359136,"224,348.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal Holloway,GPROSTD357534,"573,714.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Royal Holloway,GPROSTD359154,"1,237,818.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Royal Holloway,GPROSTD362178,"36,373.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Royal Holloway,GPROSTD375518,"1,250,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal North Coll Mus,GPROSTD357543,"424,403.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Royal Veterinary,GPROSTD357552,"1,492,000.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Royal Veterinary,GPROSTD359172,"461,045.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Royal Veterinary,GPROSTD362196,"89,518.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Royal Veterinary,GPROSTD363087,"29,839.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Sheffield College,GPROSTD357624,"40,905.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Sheffield Hallam Uni,GPROSTD357633,"1,478,859.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Sheffield Hallam Uni,GPROSTD359190,"351,861.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Sheffield Hallam Uni,GPROSTD362214,"90,775.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Sheffield Hallam Uni,GPROSTD363105,"30,258.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Sheffield Hallam Uni,GPROSTD372415,"282,642.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Sheffield Hallam Uni,GPROSTD375011,"110,978.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Sheffield Hallam Uni,GPROSTD375520,"1,250,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Sheffield LEA,GPROSTD367330,"176,629.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,SOAS,GPROSTD357282,"307,053.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,SOAS,GPROSTD359037,"566,985.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,SOAS,GPROSTD362097,"35,642.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Solihull College,GPROSTD357651,"61,974.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Somerset College,GPROSTD357660,"51,883.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Southampton Solent U,GPROSTD357705,"943,132.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Southampton Solent U,GPROSTD362232,"65,754.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,South Tyneside Coll,GPROSTD357741,"65,305.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",South Tyneside Coll,GPROSTD375525,"50,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Sparsholt College,GPROSTD357795,"60,236.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Staffordshire Uni,GPROSTD357804,"1,334,383.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Staffordshire Uni,GPROSTD359226,"50,419.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Staffordshire Uni,GPROSTD362250,"90,164.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Staffordshire Uni,GPROSTD363141,"30,055.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Staffordshire Uni,GPROSTD375526,"1,250,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Staffs LEA,GPROSTD367334,"125,620.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,St George's Uni Lon,GPROSTD357840,"1,413,126.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,St George's Uni Lon,GPROSTD359235,"359,695.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,St George's Uni Lon,GPROSTD362259,"70,110.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,St George's Uni Lon,GPROSTD375099,"42,763.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",St George's Uni Lon,GPROSTD375527,"45,015.50"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Sth & City Coll Birm,GPROSTD357669,"28,238.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,St Helens Coll,GPROSTD357849,"91,195.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,St Mary's University,GPROSTD357858,"286,507.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Sunderland College,GPROSTD355887,"40,176.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Sunderland  Council,GPROSTD367337,"95,119.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Teesside University,GPROSTD357966,"1,045,345.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Teesside University,GPROSTD359289,"87,710.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Teesside University,GPROSTD362295,"95,524.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Teesside University,GPROSTD363186,"31,841.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Teesside University,GPROSTD372555,"231,545.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Teesside University,GPROSTD375151,"95,440.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,The City University,GPROSTD355905,"773,888.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,The City University,GPROSTD358506,"861,856.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,The City University,GPROSTD361647,"125,593.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,The City University,GPROSTD362538,"41,864.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,The City University,GPROSTD371667,"194,256.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,The City University,GPROSTD374307,"75,685.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Trafford College,GPROSTD357732,"26,523.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Trinity Laban Cons,GPROSTD358020,"603,801.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Trinity Laban Cons,GPROSTD362313,"29,215.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Tyne Met College,GPROSTD357165,"33,604.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni Coll Birmingham,GPROSTD355455,"370,248.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Uni Coll Birmingham,GPROSTD374119,"68,899.00"
BIS,HEFCE,14/05/2015,SDF Recurrent,RIS policy team,Uni College London,GPROSTD285874,"30,214.00"
BIS,HEFCE,14/05/2015,SDF Recurrent,RIS policy team,Uni College London,GPROSTD292643,"31,045.00"
BIS,HEFCE,14/05/2015,SDF Recurrent,RIS policy team,Uni College London,GPROSTD309976,"31,045.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni College London,GPROSTD356886,"4,416,163.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni College London,GPROSTD358911,"10,535,181.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni College London,GPROSTD361989,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni College London,GPROSTD362880,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Uni College London,GPROSTD374715,"125,405.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni for Creative Art,GPROSTD356013,"355,834.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni for Creative Art,GPROSTD358542,"37,328.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Arts London,GPROSTD356823,"1,515,387.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Arts London,GPROSTD358857,"577,576.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Arts London,GPROSTD361944,"188,972.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of Arts London,GPROSTD362835,"62,991.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Arts London,GPROSTD372063,"338,328.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Bedfordshire,GPROSTD356913,"732,626.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Bedfordshire,GPROSTD358929,"97,072.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Bedfordshire,GPROSTD362007,"36,304.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Uni of Bedfordshire,GPROSTD374727,"55,048.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Birmingham,GPROSTD355464,"3,359,142.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Birmingham,GPROSTD358353,"3,741,515.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Birmingham,GPROSTD361512,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of Birmingham,GPROSTD362403,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Birmingham,GPROSTD371475,"36,326.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Uni of Birmingham,GPROSTD375472,"1,250,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Bradford,GPROSTD355590,"1,046,173.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Bradford,GPROSTD358389,"532,086.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Bradford,GPROSTD361539,"81,277.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of Bradford,GPROSTD362430,"27,093.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Bradford,GPROSTD371531,"65,785.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Brighton,GPROSTD355608,"1,970,658.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Brighton,GPROSTD358398,"520,901.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Brighton,GPROSTD361548,"77,504.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of Brighton,GPROSTD362439,"25,835.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Uni of Brighton,GPROSTD374187,"55,987.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Uni of Brighton,GPROSTD375477,"1,250,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Bristol,GPROSTD355617,"3,297,134.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Bristol,GPROSTD358407,"4,374,210.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Bristol,GPROSTD361557,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of Bristol,GPROSTD362448,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Bristol,GPROSTD371543,"69,771.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Uni of Bristol,GPROSTD374191,"31,546.00"
BIS,HEFCE,14/05/2015,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD310309,"30,214.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Cambridge,GPROSTD355716,"2,488,020.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Cambridge,GPROSTD358434,"11,193,561.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Cambridge,GPROSTD361584,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of Cambridge,GPROSTD362475,"71,250.00"
BIS,HEFCE,14/05/2015,"Museums, Gal & Coll",RIS policy team,Uni of Cambridge,GPROSTD363960,"163,000.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Uni of Cambridge,GPROSTD374227,"37,085.00"
BIS,HEFCE,14/05/2015,UKRPIF,Finance,Uni of Cambridge,GPROSTD375311,"6,250,000.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Uni of Cambridge,GPROSTD375480,"662,500.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Central Lancs,GPROSTD355788,"2,023,819.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Central Lancs,GPROSTD358470,"303,624.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Central Lancs,GPROSTD361620,"169,629.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of Central Lancs,GPROSTD362511,"56,543.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Uni of Central Lancs,GPROSTD375482,"1,250,000.00"
BIS,HEFCE,14/05/2015,Catalyst Fund  (R),RIS policy team,Uni of Chester,GPROSTD343039,"70,791.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Chester,GPROSTD355815,"650,273.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of Chester,GPROSTD358488,"60,305.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of Chester,GPROSTD361629,"32,796.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Chester,GPROSTD371627,"32,682.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Uni of Chester,GPROSTD375483,"113,292.75"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Chichester,GPROSTD355842,"239,403.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Cumbria,GPROSTD356031,"328,852.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of Cumbria,GPROSTD371723,"35,700.00"
BIS,HEFCE,14/05/2015,Revolving Green Fund,RIS policy team,Uni of Cumbria,GPROSTD375355,"50,503.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Uni of Cumbria,GPROSTD375486,"63,878.50"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of East Anglia,GPROSTD356112,"1,296,856.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of East Anglia,GPROSTD358587,"1,409,850.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of East Anglia,GPROSTD361710,"132,492.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Uni of East Anglia,GPROSTD362601,"44,164.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of East Anglia,GPROSTD363346,"321,328.00"
BIS,HEFCE,14/05/2015,"Museums, Gal & Coll",RIS policy team,Uni of East Anglia,GPROSTD363964,"25,000.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Uni of East Anglia,GPROSTD375488,"88,144.50"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of East London,GPROSTD356121,"1,151,707.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Uni of East London,GPROSTD358596,"181,837.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Uni of East London,GPROSTD361719,"45,629.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Uni of East London,GPROSTD365620,"72,318.00"
