Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,01/09/2012,SPA,E&P policy team,UCAS,GPROSTD326434,"64,425.00"
BIS,HEFCE,01/09/2012,Quality Assurance,E&P policy team,UCAS Media Ltd,PIG6585,"44,107.20"
BIS,HEFCE,01/09/2012,JISC,JISC NAH,Uni of Manchester,GPROSTD326487,"501,068.00"
BIS,HEFCE,01/09/2012,JISC,JISC NAH,University of Bath,GPROSTD326490,"61,440.00"
BIS,HEFCE,01/09/2012,JISC,JISC NAH,University of Kent,GPROSTD326489,"131,435.00"
BIS,HEFCE,01/09/2012,JISC,JISC NAH,University of Oxford,GPROSTD326491,"56,520.00"
BIS,HEFCE,04/09/2012,Payroll control,Running costs,Cabinet Office PCSPS,PIS2157,"169,922.96"
BIS,HEFCE,18/09/2012,Offsite premises,JISC KCL,King's College,PIS2180,"101,990.82"
BIS,HEFCE,18/09/2012,Offsite premises,JISC KCL,King's College,PIS2182,"116,154.00"
BIS,HEFCE,18/09/2012,Premises costs,Facilities Managemen,Uni West of England,PIS2175,"221,772.44"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Accrington,GPROSTD318777,"112,984.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Anglia Ruskin Uni,GPROSTD318795,"3,888,091.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Anglia Ruskin Uni,GPROSTD321603,"166,707.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Anglia Ruskin Uni,GPROSTD322712,"144,076.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Arts Uni Bournemouth,GPROSTD318804,"963,367.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Askham Bryan College,GPROSTD318822,"206,939.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Aston University,GPROSTD318831,"2,791,492.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Aston University,GPROSTD321621,"950,167.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Aston University,GPROSTD322724,"140,796.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Barking and Dagenham,GPROSTD318849,"78,479.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Barking LEA,GPROSTD314123,"82,106.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Barnet LEA,GPROSTD314124,"79,108.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Basingstoke College,GPROSTD318885,"51,801.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Bath LEA,GPROSTD314122,"63,158.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bath Spa University,GPROSTD318894,"1,951,003.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Bath Spa University,GPROSTD321630,"86,578.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bedford College,GPROSTD318912,"84,771.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Birkbeck College,GPROSTD318957,"2,500,694.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Birkbeck College,GPROSTD321648,"1,638,596.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Birkbeck College,GPROSTD322748,"53,378.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Birmingham City Univ,GPROSTD319254,"4,495,794.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Birmingham City Univ,GPROSTD321765,"257,310.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Birmingham City Univ,GPROSTD322892,"107,749.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Birmingham LEA,GPROSTD314127,"57,839.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Birmingham Met Coll,GPROSTD318984,"52,372.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bishop Burton,GPROSTD319002,"330,127.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bishop Gros Uni Coll,GPROSTD318993,"446,283.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Blackburn College,GPROSTD319011,"932,862.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Blackpool College,GPROSTD319020,"980,060.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bolton College,GPROSTD319029,"31,403.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bournemouth Uni,GPROSTD319056,"4,143,439.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Bournemouth Uni,GPROSTD321684,"300,340.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Bournemouth Uni,GPROSTD322784,"53,417.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bradford College,GPROSTD319074,"769,672.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Bradford LEA,GPROSTD314129,"29,471.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bridgwater College,GPROSTD319092,"67,510.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Brooklands College,GPROSTD319137,"33,830.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Brunel University,GPROSTD319155,"3,887,805.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Brunel University,GPROSTD321720,"1,827,298.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Brunel University,GPROSTD322832,"93,669.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Bucks County Council,GPROSTD314132,"35,458.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Bucks New University,GPROSTD319164,"2,086,099.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Bucks New University,GPROSTD321729,"39,605.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Bucks New University,GPROSTD322844,"63,028.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Calderdale College,GPROSTD319182,"74,578.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Canterbury CCUC,GPROSTD319209,"2,711,219.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Canterbury CCUC,GPROSTD321747,"151,755.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Canterbury CCUC,GPROSTD322868,"73,169.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Carlisle College,GPROSTD319236,"66,726.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Central Sussex Coll,GPROSTD319281,"78,143.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Cheshire West,GPROSTD314134,"38,475.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Chesterfield College,GPROSTD319299,"154,109.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Chichester College,GPROSTD319308,"48,138.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,City Coll Coventry,GPROSTD319353,"37,305.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,City Coll Plymouth,GPROSTD320712,"27,607.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,City of Bath College,GPROSTD319371,"31,556.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,City of Bristol Coll,GPROSTD319398,"25,149.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,City of Sunderland C,GPROSTD319362,"124,445.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,City of Westminster,GPROSTD319335,"84,251.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,City University,GPROSTD319380,"2,399,005.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,City University,GPROSTD321810,"1,571,119.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,City University,GPROSTD322940,"139,492.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Cleveland College,GPROSTD319416,"211,654.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Conservatoire D&D,GPROSTD319434,"1,276,644.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Conservatoire D&D,GPROSTD322952,"31,238.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Cornwall College,GPROSTD319443,"37,391.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Council for Industry,PIG6598,"25,500.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Courtauld Institute,GPROSTD319452,"125,682.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Courtauld Institute,GPROSTD321819,"183,587.00"
BIS,HEFCE,20/09/2012,"Museums, Gal & Coll",RIS policy team,Courtauld Institute,GPROSTD323948,"80,385.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Coventry LEA,GPROSTD314135,"28,803.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Coventry University,GPROSTD319461,"5,450,684.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Coventry University,GPROSTD321828,"297,189.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Coventry University,GPROSTD322964,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Cranfield University,GPROSTD319479,"1,367,291.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Cranfield University,GPROSTD321837,"1,934,864.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Cranfield University,GPROSTD322976,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Craven College,GPROSTD319470,"61,006.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Croydon College,GPROSTD319497,"295,670.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,CSSD,GPROSTD319272,"624,078.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,CSSD,GPROSTD321783,"52,044.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Dearne Valley Coll,GPROSTD319515,"47,066.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,De Montfort Uni,GPROSTD319524,"5,137,833.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,De Montfort Uni,GPROSTD321864,"692,206.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,De Montfort Uni,GPROSTD322988,"85,343.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Derby College,GPROSTD319542,"42,129.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Devon LEA,GPROSTD314140,"35,146.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Doncaster College,GPROSTD319551,"293,720.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Dorset LEA,GPROSTD314142,"25,768.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Dudley Coll of Tech,GPROSTD319560,"66,912.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Ealing Ham  & W Lond,GPROSTD319578,"46,003.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Eastleigh College,GPROSTD319614,"37,365.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,East Riding,GPROSTD314146,"51,645.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,East Riding College,GPROSTD319623,"61,432.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,East Sussex LEA,GPROSTD314147,"82,977.00"
BIS,HEFCE,20/09/2012,Equal opportunities,LGM,ECU,PIG6595,"78,209.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Edge Hill University,GPROSTD319632,"2,794,119.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Edge Hill University,GPROSTD321909,"40,800.00"
BIS,HEFCE,20/09/2012,FE ITT Bursaries,E&P policy team,Edge Hill University,GPROSTD326433,"300,000.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Exeter College,GPROSTD319659,"43,502.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Farnborough College,GPROSTD319695,"295,890.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Gateshead College,GPROSTD319713,"152,551.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Gloucestershire Coll,GPROSTD319731,"157,009.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Goldsmiths College,GPROSTD319740,"1,670,347.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Goldsmiths College,GPROSTD321963,"1,314,355.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Goldsmiths College,GPROSTD323108,"27,585.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Grimsby Institute,GPROSTD319758,"650,350.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Guildford College,GPROSTD319767,"193,247.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Guildhall Sch M & D,GPROSTD311935,"56,000.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Guildhall Sch M & D,GPROSTD319776,"283,636.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Guildhall Sch M & D,GPROSTD321981,"36,648.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Guildhall Sch M & D,GPROSTD323132,"25,437.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Hampshire LEA,GPROSTD314150,"94,607.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Harper Adams Uni Col,GPROSTD319830,"1,859,810.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Harper Adams Uni Col,GPROSTD321990,"45,762.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Hartpury College,GPROSTD319839,"70,305.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Havering College,GPROSTD319857,"444,679.00"
BIS,HEFCE,20/09/2012,Aimhigher 2008-11,E&P policy team,HE Academy,GPROSTD326515,"63,000.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Henley College,GPROSTD319866,"74,838.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Hereford Coll of Art,GPROSTD319875,"139,574.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Hertfordshire LEA,GPROSTD314152,"31,201.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Heythrop College,GPROSTD319902,"144,638.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Highbury College,GPROSTD319911,"74,780.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Hopwood Hall College,GPROSTD319929,"61,015.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Hull College,GPROSTD319956,"586,760.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Hull College,GPROSTD325023,"27,271.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD186975,"28,563.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD190715,"28,564.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD229076,"28,562.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD250022,"28,563.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD259714,"29,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Imperial College,GPROSTD319974,"7,403,862.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Imperial College,GPROSTD322035,"16,038,951.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD323180,"237,405.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD326465,"25,000.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Inst Cancer Research,GPROSTD319218,"105,547.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Inst Cancer Research,GPROSTD321756,"2,687,723.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Inst Cancer Research,GPROSTD322880,"58,570.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Inst of Education,GPROSTD319641,"544,353.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Inst of Education,GPROSTD321918,"1,266,475.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD323048,"85,052.00"
BIS,HEFCE,20/09/2012,Quality Assurance,E&P policy team,Ipsos UK Ltd,PIG6593,"396,876.00"
BIS,HEFCE,20/09/2012,Quality Assurance,E&P policy team,Ipsos UK Ltd,PIG6594,"138,000.00"
BIS,HEFCE,20/09/2012,JISC,JISC NAH,JANET UK,GPROSTD326517,"2,971,773.00"
BIS,HEFCE,20/09/2012,SS UMF,Finance,JISC Advance,GPROSTD312840,"82,875.00"
BIS,HEFCE,20/09/2012,SS UMF,Finance,JISC Collections,GPROSTD324749,"33,486.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Keele University,GPROSTD263351,"121,139.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Keele University,GPROSTD319983,"2,753,890.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Keele University,GPROSTD322044,"996,232.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Keele University,GPROSTD323192,"62,255.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD188629,"28,562.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD190573,"28,563.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD218734,"28,562.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD259804,"29,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,King's College,GPROSTD320028,"9,441,344.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,King's College,GPROSTD322062,"9,316,834.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,King's College,GPROSTD323216,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Kingston College,GPROSTD320019,"66,338.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Kingston University,GPROSTD320037,"7,255,876.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Kingston University,GPROSTD322071,"495,493.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Kingston University,GPROSTD323228,"75,891.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Kirklees College,GPROSTD320055,"97,914.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Kirklees LEA,GPROSTD314156,"32,380.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Lakes College,GPROSTD320073,"140,498.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Lancashire LEA,GPROSTD314157,"55,075.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Lancaster University,GPROSTD314796,"32,955.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Lancaster University,GPROSTD320082,"2,834,171.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Lancaster University,GPROSTD322080,"2,868,109.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Lancaster University,GPROSTD323240,"184,311.00"
BIS,HEFCE,20/09/2012,Revolving Green Fund,RIS policy team,Lancaster University,GPROSTD324783,"860,000.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Leeds City College,GPROSTD320127,"652,220.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Leeds College of Art,GPROSTD320100,"459,054.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Leeds LEA,GPROSTD314158,"69,807.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Leeds Met University,GPROSTD320118,"6,304,865.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Leeds Met University,GPROSTD322098,"281,834.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Leeds Met University,GPROSTD323264,"125,050.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Leeds Trinity Uni Co,GPROSTD321333,"564,267.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Leicester College,GPROSTD320136,"119,254.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Leics LEA,GPROSTD314159,"73,861.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Lincoln College,GPROSTD320172,"88,289.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Liverpool Com Colleg,GPROSTD319389,"167,668.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Liverpool Hope Uni,GPROSTD320190,"1,750,109.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Liverpool Hope Uni,GPROSTD322134,"47,662.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Liverpool Hope Uni,GPROSTD323312,"57,051.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Liverpool Inst PA,GPROSTD320208,"374,176.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Liverpool John Moore,GPROSTD320181,"6,670,343.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Liverpool John Moore,GPROSTD322125,"580,401.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD323300,"161,722.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Liverpool LEA,GPROSTD314161,"87,576.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,London Bus School,GPROSTD322170,"579,369.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD323348,"237,405.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,London Met Uni,GPROSTD314202,"83,350.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,London Met Uni,GPROSTD320262,"5,373,854.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,London Met Uni,GPROSTD322197,"451,523.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD323372,"128,888.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,London PFA,GPROSTD314162,"47,504.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,London Sch Economics,GPROSTD309198,"122,449.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,London Sch Economics,GPROSTD320244,"950,505.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,London Sch Economics,GPROSTD322179,"2,704,721.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD323360,"140,569.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,London Sch Hygiene,GPROSTD320253,"566,704.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,London Sch Hygiene,GPROSTD322188,"2,927,527.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,London South Bank,GPROSTD320271,"4,485,090.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,London South Bank,GPROSTD322206,"318,395.00"
