Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,London South Bank,GPROSTD323384,"67,266.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Loughborough College,GPROSTD320289,"295,399.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Loughborough Uni,GPROSTD320298,"4,649,885.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Loughborough Uni,GPROSTD322224,"3,423,450.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD323408,"136,260.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Macclesfield College,GPROSTD320316,"258,492.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Manchester College,GPROSTD320343,"470,686.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Manchester LEA,GPROSTD314163,"115,039.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Manchester Met,GPROSTD320325,"8,294,221.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Manchester Met,GPROSTD322242,"849,050.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD323432,"115,158.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Middlesex University,GPROSTD320352,"5,510,086.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Middlesex University,GPROSTD322260,"431,802.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Middlesex University,GPROSTD323456,"46,856.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Moulton College,GPROSTD320379,"130,693.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Newcastle College,GPROSTD320415,"1,287,266.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Newcastle LEA,GPROSTD314165,"37,449.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,New College Durham,GPROSTD320406,"419,157.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,New College Notts,GPROSTD320424,"209,963.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,New College Stamford,GPROSTD321135,"47,388.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Newham College,GPROSTD320433,"42,858.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Newman Uni College,GPROSTD320442,"618,886.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Northbrook College,GPROSTD320478,"334,582.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,North East Surrey,GPROSTD320505,"175,413.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,North East Worcs Col,GPROSTD320496,"105,058.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,North Lindsey Coll,GPROSTD320487,"290,629.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Northumberland Coll,GPROSTD320541,"67,338.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,North West London,GPROSTD320577,"70,120.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Norwich Uni Col Arts,GPROSTD320523,"707,079.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Nottingham Trent Uni,GPROSTD320604,"6,634,672.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Nottingham Trent Uni,GPROSTD322314,"633,881.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Nottingham Trent Uni,GPROSTD323504,"70,525.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Notts LEA,GPROSTD314170,"58,965.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,N Warwick & Hinckley,GPROSTD320559,"99,068.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Open University,GPROSTD320631,"20,776,543.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Open University,GPROSTD322332,"1,599,162.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Open University,GPROSTD323528,"79,135.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Oxford Brookes Univ,GPROSTD320658,"3,811,494.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Oxford Brookes Univ,GPROSTD322359,"565,361.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Oxford Brookes Univ,GPROSTD323564,"136,418.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Oxfordshire LEA,GPROSTD314172,"36,598.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Plumpton Coll,GPROSTD320703,"28,087.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Plymouth Coll of Art,GPROSTD320730,"271,817.00"
BIS,HEFCE,20/09/2012,Quality Assurance,E&P policy team,QAA,GPROSTD326379,"220,000.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,"Queen Mary, UoL",GPROSTD320757,"6,972,337.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,"Queen Mary, UoL",GPROSTD322386,"5,117,991.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,"Queen Mary, UoL",GPROSTD323600,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Ravensbourne College,GPROSTD320766,"894,311.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Riverside Col Halton,GPROSTD319812,"174,157.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Roehampton Uni,GPROSTD320802,"2,287,847.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Roehampton Uni,GPROSTD322404,"373,899.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Roehampton Uni,GPROSTD323624,"38,418.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Rose Bruford College,GPROSTD320811,"460,481.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Rotherham Coll A&T,GPROSTD320820,"80,673.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Royal Academy Music,GPROSTD320838,"553,697.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Royal Academy Music,GPROSTD322431,"70,935.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Royal Agricultural,GPROSTD320829,"605,513.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Royal College Music,GPROSTD320856,"571,067.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Royal College Music,GPROSTD322449,"68,688.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Royal College of Art,GPROSTD320847,"1,235,074.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Royal College of Art,GPROSTD322440,"386,458.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Royal College of Art,GPROSTD323636,"25,058.00"
BIS,HEFCE,20/09/2012,London Insts,Inst teams Lond East,Royal College of Art,GPROSTD324710,"255,107.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Royal Holloway,GPROSTD320865,"2,610,632.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Royal Holloway,GPROSTD322458,"2,159,384.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Royal Holloway,GPROSTD323648,"40,399.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Royal North Coll Mus,GPROSTD320874,"786,094.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Royal North Coll Mus,GPROSTD322467,"25,918.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Royal Veterinary,GPROSTD320883,"2,798,545.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Royal Veterinary,GPROSTD322476,"849,743.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Royal Veterinary,GPROSTD323672,"99,425.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Ruskin College,GPROSTD320901,"125,545.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Sheffield College,GPROSTD320946,"143,250.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Sheffield Hallam Uni,GPROSTD320955,"6,650,952.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Sheffield Hallam Uni,GPROSTD322494,"663,154.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Sheffield Hallam Uni,GPROSTD323696,"100,821.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Sheffield LEA,GPROSTD314174,"63,197.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,SOAS,GPROSTD320640,"800,862.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,SOAS,GPROSTD322341,"988,062.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,SOAS,GPROSTD323540,"39,586.00"
BIS,HEFCE,20/09/2012,London Insts,Inst teams Lond East,SOAS,GPROSTD324698,"42,756.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Solihull College,GPROSTD320973,"167,234.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Somerset Coll of Art,GPROSTD320982,"71,524.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Southampton Solent U,GPROSTD321027,"3,637,513.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Southampton Solent U,GPROSTD322512,"30,752.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Southampton Solent U,GPROSTD323720,"73,031.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,South Downs College,GPROSTD321000,"53,847.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,South Glos & Stroud,GPROSTD321099,"46,072.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,South Leics College,GPROSTD321072,"26,309.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,South Notts College,GPROSTD321009,"123,598.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,South Tyneside Coll,GPROSTD321063,"245,088.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Sparsholt College,GPROSTD321117,"246,509.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Staffordshire Uni,GPROSTD321126,"5,514,890.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Staffordshire Uni,GPROSTD322530,"90,563.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Staffordshire Uni,GPROSTD323744,"100,142.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Staffs LEA,GPROSTD314178,"46,458.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Stephenson College,GPROSTD321153,"120,363.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,St George's Med Sch,GPROSTD321162,"3,134,363.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,St George's Med Sch,GPROSTD322539,"849,212.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,St George's Med Sch,GPROSTD323756,"77,869.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Sth & City Coll Birm,GPROSTD326421,"32,669.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,St Helens Coll,GPROSTD321171,"331,953.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,St Mary's Uni Colleg,GPROSTD321180,"947,800.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,St Mary's Uni Colleg,GPROSTD322548,"38,046.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Stockport College,GPROSTD321207,"367,110.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Sunderland LEA,GPROSTD314181,"32,155.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Swindon College,GPROSTD321279,"53,724.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Tameside College,GPROSTD321288,"46,070.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Teesside University,GPROSTD321297,"5,174,119.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Teesside University,GPROSTD322593,"187,155.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Teesside University,GPROSTD323804,"106,095.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Trafford College,GPROSTD321054,"89,639.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Trinity Laban Cons M,GPROSTD321342,"1,130,382.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Trinity Laban Cons M,GPROSTD323828,"32,448.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Tyne Met College,GPROSTD320532,"55,747.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,UC Plymouth Mark/Joh,GPROSTD321189,"480,156.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni Coll Birmingham,GPROSTD318966,"1,294,407.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni College Falmouth,GPROSTD319677,"1,703,331.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni College Falmouth,GPROSTD321945,"68,925.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD227867,"28,562.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD234723,"29,405.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD234972,"29,405.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD258469,"28,563.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD259873,"29,405.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD292627,"28,618.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD304051,"28,618.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni College London,GPROSTD320280,"9,171,282.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni College London,GPROSTD322215,"18,470,857.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni College London,GPROSTD323396,"237,405.00"
BIS,HEFCE,20/09/2012,London Insts,Inst teams Lond East,Uni College London,GPROSTD324686,"184,913.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni College London,GPROSTD325239,"66,450.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni for Creative Art,GPROSTD319488,"2,429,029.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni for Creative Art,GPROSTD321846,"61,801.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Arts London,GPROSTD320217,"5,035,203.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Arts London,GPROSTD322152,"1,009,985.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Arts London,GPROSTD323336,"209,886.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Arts London,GPROSTD325086,"93,032.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Bedfordshire,GPROSTD320307,"3,764,149.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Bedfordshire,GPROSTD322233,"169,560.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Bedfordshire,GPROSTD323420,"40,322.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Birmingham,GPROSTD210408,"28,563.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Birmingham,GPROSTD318975,"9,418,824.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Birmingham,GPROSTD321657,"6,837,346.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Birmingham,GPROSTD322760,"237,405.00"
BIS,HEFCE,20/09/2012,SDF Capital LAT,RIS policy team,Uni of Bradford,GPROSTD309989,"93,079.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Bradford,GPROSTD319083,"3,588,758.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Bradford,GPROSTD321693,"974,590.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Bradford,GPROSTD322796,"90,273.00"
BIS,HEFCE,20/09/2012,SDF Capital LAT,RIS policy team,Uni of Bradford,GPROSTD324774,"119,026.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Brighton,GPROSTD319101,"5,205,261.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Brighton,GPROSTD321702,"948,882.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Brighton,GPROSTD322808,"86,082.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Bristol,GPROSTD319110,"8,345,129.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Bristol,GPROSTD321711,"7,846,346.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Bristol,GPROSTD322820,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Cambridge,GPROSTD319191,"7,385,276.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Cambridge,GPROSTD321738,"19,437,088.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Cambridge,GPROSTD322856,"237,405.00"
BIS,HEFCE,20/09/2012,"Museums, Gal & Coll",RIS policy team,Uni of Cambridge,GPROSTD323936,"162,935.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD326512,"165,000.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Central Lancs,GPROSTD319263,"7,640,527.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Central Lancs,GPROSTD321774,"517,331.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Central Lancs,GPROSTD322904,"188,401.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Chester,GPROSTD319290,"3,041,122.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Chester,GPROSTD321792,"92,706.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Chester,GPROSTD322916,"36,425.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Chichester,GPROSTD234041,"105,125.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Chichester,GPROSTD319317,"1,292,727.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Chichester,GPROSTD321801,"43,513.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Cumbria,GPROSTD319506,"1,751,657.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of East Anglia,GPROSTD319587,"4,396,338.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of East Anglia,GPROSTD321891,"2,518,654.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of East Anglia,GPROSTD322700,"1,575,890.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of East Anglia,GPROSTD323024,"147,154.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of East London,GPROSTD319596,"5,138,524.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of East London,GPROSTD321900,"334,339.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of East London,GPROSTD323036,"50,679.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Gloucester,GPROSTD319722,"2,179,293.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Gloucester,GPROSTD321954,"110,133.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Gloucester,GPROSTD323096,"27,926.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Uni of Greenwich,GPROSTD314201,"29,070.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Greenwich,GPROSTD319749,"6,590,726.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Greenwich,GPROSTD321972,"425,516.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Greenwich,GPROSTD323120,"144,101.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Hertfordshire,GPROSTD319893,"5,460,750.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Hertfordshire,GPROSTD321999,"696,551.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Hertfordshire,GPROSTD323144,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Huddersfield,GPROSTD319938,"5,982,037.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Huddersfield,GPROSTD322017,"327,517.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Huddersfield,GPROSTD323156,"77,682.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Leicester,GPROSTD320145,"4,839,068.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Leicester,GPROSTD322107,"3,154,292.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Leicester,GPROSTD323276,"159,851.00"
BIS,HEFCE,20/09/2012,SS UMF,Finance,Uni of Leicester,GPROSTD324745,"54,411.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Lincoln,GPROSTD320163,"3,751,498.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Lincoln,GPROSTD322116,"265,048.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Lincoln,GPROSTD323288,"42,444.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Liverpool,GPROSTD320199,"9,022,866.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Liverpool,GPROSTD322143,"5,905,606.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Liverpool,GPROSTD323324,"237,405.00"
BIS,HEFCE,20/09/2012,London Insts,Inst teams Lond East,Uni of London,GPROSTD324674,"813,762.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Manchester,GPROSTD320334,"11,815,842.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Manchester,GPROSTD322251,"13,578,059.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Manchester,GPROSTD323444,"237,405.00"
BIS,HEFCE,20/09/2012,"Museums, Gal & Coll",RIS policy team,Uni of Manchester,GPROSTD324032,"172,431.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Newcastle,GPROSTD218742,"28,562.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Newcastle,GPROSTD229033,"29,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Newcastle,GPROSTD320451,"7,824,803.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Newcastle,GPROSTD322278,"5,614,183.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Newcastle,GPROSTD323468,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Northampton,GPROSTD320514,"2,630,487.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Northampton,GPROSTD322287,"97,320.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Northampton,GPROSTD323480,"99,312.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Northumbria,GPROSTD320550,"6,494,249.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Northumbria,GPROSTD322305,"458,905.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Northumbria,GPROSTD323492,"104,202.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Nottingham,GPROSTD228866,"130,000.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Nottingham,GPROSTD309243,"28,618.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Nottingham,GPROSTD309253,"28,618.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Nottingham,GPROSTD320613,"8,663,143.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Nottingham,GPROSTD322323,"8,013,090.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Nottingham,GPROSTD323516,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Plymouth,GPROSTD320721,"8,957,807.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Plymouth,GPROSTD322368,"1,091,669.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Plymouth,GPROSTD323576,"125,338.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Portsmouth,GPROSTD320739,"6,174,546.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Portsmouth,GPROSTD322377,"776,305.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Portsmouth,GPROSTD323588,"64,401.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Reading,GPROSTD320775,"3,329,810.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Reading,GPROSTD322395,"2,738,663.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Reading,GPROSTD323612,"180,858.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Salford,GPROSTD320919,"5,168,935.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Salford,GPROSTD322485,"1,119,284.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Salford,GPROSTD323684,"148,891.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Sheffield,GPROSTD320964,"7,870,762.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Sheffield,GPROSTD322503,"7,154,916.00"
