Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,De Montfort Uni,GPROSTD311627,"58,000.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Devon LEA,GPROSTD294104,"35,443.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Doncaster College,GPROSTD311623,"58,000.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Doncaster College,GPROSTD313513,"53,333.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Dorset LEA,GPROSTD294106,"26,113.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,East Riding,GPROSTD294110,"53,070.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,East Sussex LEA,GPROSTD294111,"84,589.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,Edge Hill University,GPROSTD295381,"30,200.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Edge Hill University,GPROSTD304653,"42,947.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,Edinburgh University,GPROSTD291286,"121,500.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Edinburgh University,GPROSTD309093,"67,167.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Edinburgh University,GPROSTD309327,"58,328.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Edinburgh University,GPROSTD312046,"26,374.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Edinburgh University,GPROSTD312062,"156,176.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Edinburgh University,GPROSTD312074,"113,134.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Edinburgh University,GPROSTD312483,"33,290.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,ESRC,GPROSTD309043,"32,500.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,ESRC,GPROSTD314827,"269,080.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Goldsmiths College,GPROSTD303228,"27,595.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Grimsby Institute,GPROSTD313530,"40,170.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Guildhall Sch M & D,GPROSTD232328,"68,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Guildhall Sch M & D,GPROSTD303252,"25,446.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Guildhall Sch M & D,GPROSTD311929,"55,000.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Hampshire LEA,GPROSTD294114,"98,586.00"
BIS,HEFCE,15/03/2012,Management costs Cap,Finance,HE Academy,GPROSTD311658,"30,000.00"
BIS,HEFCE,15/03/2012,HE Academy,E&P policy team,HE Academy,GPROSTD311954,"1,342,000.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Hertfordshire LEA,GPROSTD294116,"32,206.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD184476,"27,812.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD186974,"28,563.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD190714,"28,562.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD250021,"27,811.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD259713,"28,618.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD261384,"28,563.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD303300,"237,491.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Inst Cancer Research,GPROSTD303012,"58,591.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,Inst of Education,GPROSTD295382,"32,580.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD303168,"85,082.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,JANET UK,GPROSTD291273,"116,667.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,JANET UK,GPROSTD309316,"536,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JANET UK,GPROSTD309339,"2,884,545.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JANET UK,GPROSTD309350,"467,500.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,JANET UK,GPROSTD314833,"2,658,500.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,JANET UK,GPROSTD314834,"923,000.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,JANET UK,GPROSTD314835,"2,280,000.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,JISC Advance,GPROSTD294599,"70,000.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,JISC Advance,GPROSTD309824,"180,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JISC Advance,GPROSTD310169,"962,083.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,JISC Advance,GPROSTD312834,"82,875.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,JISC Advance,GPROSTD314836,"42,644.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JISC Advance,GPROSTD314842,"250,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JISC Advance,GPROSTD314843,"250,000.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,JISC Collections,GPROSTD308921,"150,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JISC Collections,GPROSTD308971,"204,362.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JISC Collections,GPROSTD308983,"31,666.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,JISC Collections,GPROSTD312057,"211,706.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Keele University,GPROSTD258498,"111,841.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Keele University,GPROSTD258510,"121,139.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Keele University,GPROSTD303312,"62,278.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD188628,"28,562.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD190572,"28,562.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD218733,"27,811.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD259803,"28,618.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,King's College,GPROSTD303336,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,King's College,GPROSTD304690,"26,764.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,King's College,GPROSTD312006,"69,044.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,King's College,GPROSTD314859,"30,000.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Kingston University,GPROSTD259307,"1,000,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Kingston University,GPROSTD303348,"75,918.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Kingston University,GPROSTD304691,"46,824.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Kirklees College,GPROSTD313545,"92,333.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Kirklees LEA,GPROSTD294120,"32,621.00"
BIS,HEFCE,15/03/2012,Costing & Pricing,Finance,KPMG Llp,PIG6256,"74,925.60"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Lancashire LEA,GPROSTD294121,"56,249.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Lancaster University,GPROSTD303360,"184,376.00"
BIS,HEFCE,15/03/2012,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD304033,"89,000.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Leeds City College,GPROSTD313547,"388,344.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Leeds LEA,GPROSTD294122,"72,183.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Leeds Met University,GPROSTD303384,"125,095.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Leeds Met University,GPROSTD304698,"46,821.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Leeds Met University,GPROSTD312769,"25,800.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Leeds Trinity Uni Co,GPROSTD312782,"25,800.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Leics LEA,GPROSTD294123,"76,830.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Liverpool Hope Uni,GPROSTD303432,"57,071.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Liverpool Inst PA,GPROSTD313393,"32,595.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD303420,"161,780.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Liverpool John Moore,GPROSTD304705,"53,783.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Liverpool LEA,GPROSTD294125,"88,973.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD303468,"237,491.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,London Met Uni,GPROSTD294894,"83,350.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD303492,"128,934.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,London Met Uni,GPROSTD304714,"53,494.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,London Met Uni,GPROSTD313105,"26,000.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,London PFA,GPROSTD294126,"49,843.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD303480,"140,619.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,London Sch Economics,GPROSTD309192,"126,040.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,London Sch Economics,GPROSTD312777,"26,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,London South Bank,GPROSTD303504,"67,290.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,London South Bank,GPROSTD304715,"62,184.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD303528,"136,309.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Manchester LEA,GPROSTD294127,"119,816.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD303552,"115,199.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Manchester Met,GPROSTD304721,"69,719.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Middlesex University,GPROSTD303576,"46,873.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Middlesex University,GPROSTD304724,"50,231.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Middlesex University,GPROSTD313110,"25,800.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,Newcastle College,GPROSTD295406,"35,130.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Newcastle College,GPROSTD313566,"195,563.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Newcastle LEA,GPROSTD294129,"37,822.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,Nottingham Trent Uni,GPROSTD295388,"42,500.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Nottingham Trent Uni,GPROSTD303624,"70,550.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Nottingham Trent Uni,GPROSTD304746,"42,187.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Notts LEA,GPROSTD294134,"60,870.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Open University,GPROSTD288805,"25,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Open University,GPROSTD303648,"79,164.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Open University,GPROSTD304748,"689,417.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Open University,GPROSTD304983,"247,835.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Open University,GPROSTD311707,"33,692.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Open University,GPROSTD311815,"26,748.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Open University,GPROSTD313081,"38,304.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Oxford Brookes Univ,GPROSTD303684,"136,466.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Oxford Brookes Univ,GPROSTD304751,"27,570.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Oxford Brookes Univ,GPROSTD312773,"25,247.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Oxfordshire LEA,GPROSTD294136,"37,074.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Plymouth Coll of Art,GPROSTD312735,"25,750.00"
BIS,HEFCE,15/03/2012,Quality Assurance,E&P policy team,QAA,GPROSTD310354,"442,585.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD172717,"27,812.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD180493,"27,812.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,"Queen Mary, UoL",GPROSTD303720,"237,491.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Roehampton Uni,GPROSTD303744,"38,432.00"
BIS,HEFCE,15/03/2012,London Insts,Inst teams Lond East,Royal College of Art,GPROSTD295565,"255,107.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Royal College of Art,GPROSTD303756,"25,066.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,Royal Holloway,GPROSTD258732,"690,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Royal Holloway,GPROSTD303768,"40,413.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Royal Holloway,GPROSTD312716,"25,800.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Royal Veterinary,GPROSTD303792,"99,461.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Royal Veterinary,GPROSTD312015,"42,779.00"
BIS,HEFCE,15/03/2012,Revolving Green Fund,RIS policy team,Salix Finance Ltd,PIG6299,"50,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Science Technologies,GPROSTD314885,"330,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Sheffield Hallam Uni,GPROSTD303816,"100,857.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Sheffield Hallam Uni,GPROSTD304777,"64,335.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Sheffield Hallam Uni,GPROSTD311654,"58,000.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Sheffield LEA,GPROSTD294138,"65,309.00"
BIS,HEFCE,15/03/2012,London Insts,Inst teams Lond East,SOAS,GPROSTD295577,"42,755.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,SOAS,GPROSTD303660,"39,600.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Southampton Solent U,GPROSTD234102,"215,695.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Southampton Solent U,GPROSTD303840,"73,057.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Staffordshire Uni,GPROSTD303864,"100,178.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Staffordshire Uni,GPROSTD304789,"56,762.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Staffordshire Uni,GPROSTD312733,"25,800.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Staffs LEA,GPROSTD294142,"48,036.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,St George's Med Sch,GPROSTD303876,"77,896.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,St George's Med Sch,GPROSTD312591,"25,800.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,St George's Med Sch,GPROSTD313639,"2,159,974.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,St Mary's Uni Colleg,GPROSTD313120,"26,000.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Sunderland LEA,GPROSTD294145,"33,290.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,The National Library,GPROSTD314848,"83,334.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,The National Library,GPROSTD314849,"83,334.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Trinity Laban Cons M,GPROSTD303948,"32,460.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni College Falmouth,GPROSTD312672,"25,800.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD227866,"27,812.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD234722,"28,618.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD234971,"28,618.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD258468,"28,563.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD259872,"28,618.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD292626,"28,618.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni College London,GPROSTD303516,"237,491.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni College London,GPROSTD304050,"28,618.00"
BIS,HEFCE,15/03/2012,London Insts,Inst teams Lond East,Uni College London,GPROSTD308930,"184,914.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni College London,GPROSTD312400,"41,077.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni for Creative Art,GPROSTD311714,"36,666.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni for Creative Art,GPROSTD313344,"803,875.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Arts London,GPROSTD303456,"209,961.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Arts London,GPROSTD304709,"27,884.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Uni of Arts London,GPROSTD311631,"58,189.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of Arts London,GPROSTD313394,"732,359.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Bedfordshire,GPROSTD303540,"40,336.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Bedfordshire,GPROSTD304719,"35,482.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Bedfordshire,GPROSTD312742,"26,000.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Birmingham,GPROSTD210407,"28,563.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Birmingham,GPROSTD302892,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Birmingham,GPROSTD304594,"34,895.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Birmingham,GPROSTD312751,"26,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Bradford,GPROSTD302928,"90,305.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Bradford,GPROSTD304604,"32,253.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,Uni of Bradford,GPROSTD309983,"178,187.00"
