Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Bradford,GPROSTD313115,"25,800.00"
BIS,HEFCE,15/03/2012,Emp Engagement - Rec,E&P policy team,Uni of Brighton,GPROSTD235043,"46,106.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Brighton,GPROSTD302940,"86,112.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Brighton,GPROSTD304606,"40,554.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Bristol,GPROSTD186723,"28,563.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Uni of Bristol,GPROSTD292481,"25,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Bristol,GPROSTD302952,"237,491.00"
BIS,HEFCE,15/03/2012,Management costs Cap,Finance,Uni of Bristol,GPROSTD311662,"30,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Uni of Bristol,GPROSTD314891,"100,000.00"
BIS,HEFCE,15/03/2012,"Museums, Gal & Coll",RIS policy team,Uni of Cambridge,GPROSTD295783,"163,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Cambridge,GPROSTD302988,"237,491.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Uni of Cambridge,GPROSTD311650,"58,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Uni of Cambridge,GPROSTD311840,"32,766.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Central Lancs,GPROSTD303036,"188,469.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Central Lancs,GPROSTD304618,"70,066.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Central Lancs,GPROSTD312617,"25,800.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Chester,GPROSTD303048,"36,438.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of Chester,GPROSTD313337,"282,063.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Chichester,GPROSTD304889,"37,507.00"
BIS,HEFCE,15/03/2012,"Museums, Gal & Coll",RIS policy team,Uni of East Anglia,GPROSTD295735,"25,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of East Anglia,GPROSTD303144,"147,207.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of East Anglia,GPROSTD304649,"48,924.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of East Anglia,GPROSTD313443,"378,300.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of East London,GPROSTD303156,"50,697.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of East London,GPROSTD304650,"70,554.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,Uni of East London,GPROSTD309297,"1,060,000.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of East London,GPROSTD313102,"25,800.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of East London,GPROSTD313353,"562,124.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Gloucester,GPROSTD303216,"27,935.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of Gloucester,GPROSTD313362,"167,520.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Uni of Greenwich,GPROSTD294891,"29,070.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Greenwich,GPROSTD303240,"144,153.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Greenwich,GPROSTD304666,"63,162.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Greenwich,GPROSTD312711,"26,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Hertfordshire,GPROSTD303264,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Hertfordshire,GPROSTD304677,"37,161.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Hertfordshire,GPROSTD312779,"25,800.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,Uni of Huddersfield,GPROSTD295385,"85,510.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Huddersfield,GPROSTD303276,"77,710.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Huddersfield,GPROSTD304681,"55,039.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Leicester,GPROSTD303396,"159,908.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Leicester,GPROSTD311710,"34,246.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,Uni of Leicester,GPROSTD312822,"30,200.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Lincoln,GPROSTD303408,"42,459.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Lincoln,GPROSTD304703,"25,766.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Lincoln,GPROSTD313100,"25,750.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Liverpool,GPROSTD303444,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Liverpool,GPROSTD304707,"27,953.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Uni of Liverpool,GPROSTD311674,"38,000.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Liverpool,GPROSTD312009,"49,669.00"
BIS,HEFCE,15/03/2012,London Insts,Inst teams Lond East,Uni of London,GPROSTD295553,"813,762.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Manchester,GPROSTD160084,"27,812.00"
BIS,HEFCE,15/03/2012,"Museums, Gal & Coll",RIS policy team,Uni of Manchester,GPROSTD295663,"172,500.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Manchester,GPROSTD303564,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Manchester,GPROSTD304722,"42,436.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Uni of Manchester,GPROSTD309007,"168,687.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Manchester,GPROSTD311784,"50,054.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Uni of Manchester,GPROSTD314876,"88,356.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,Uni of Manchester,GPROSTD314878,"40,000.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Newcastle,GPROSTD160104,"27,812.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Newcastle,GPROSTD218741,"27,811.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Newcastle,GPROSTD229032,"28,618.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Newcastle,GPROSTD261412,"75,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Newcastle,GPROSTD303588,"237,491.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Uni of Newcastle,GPROSTD311642,"45,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Northampton,GPROSTD303600,"99,347.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Northampton,GPROSTD304738,"30,283.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Northumbria,GPROSTD303612,"104,239.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Northumbria,GPROSTD304742,"50,475.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Nottingham,GPROSTD228864,"122,250.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Nottingham,GPROSTD303636,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Nottingham,GPROSTD304747,"39,287.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Nottingham,GPROSTD309242,"27,852.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Nottingham,GPROSTD309252,"27,852.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Uni of Nottingham,GPROSTD311634,"40,000.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Nottingham,GPROSTD312799,"26,000.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,Uni of Plymouth,GPROSTD227516,"1,168,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Plymouth,GPROSTD303696,"125,383.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Plymouth,GPROSTD304755,"82,384.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Portsmouth,GPROSTD303708,"64,424.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Portsmouth,GPROSTD304757,"40,090.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Portsmouth,GPROSTD311747,"46,633.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Portsmouth,GPROSTD312408,"53,226.00"
BIS,HEFCE,15/03/2012,"Museums, Gal & Coll",RIS policy team,Uni of Reading,GPROSTD295699,"25,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Reading,GPROSTD303732,"180,923.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Salford,GPROSTD303804,"148,944.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Salford,GPROSTD304774,"60,141.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Sheffield,GPROSTD303828,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Sheffield,GPROSTD304778,"28,668.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Sheffield,GPROSTD311755,"36,537.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Sheffield,GPROSTD312632,"25,958.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Sheffield,GPROSTD312738,"25,598.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Southampton,GPROSTD303852,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Southampton,GPROSTD304784,"27,827.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,Uni of Southampton,GPROSTD311646,"40,000.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,Uni of Southampton,GPROSTD311680,"300,000.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,Uni of Southampton,GPROSTD311689,"300,000.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Southampton,GPROSTD312012,"41,643.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,Uni of Southampton,GPROSTD312816,"30,000.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,Uni of Sunderland,GPROSTD295394,"53,830.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Sunderland,GPROSTD303888,"86,154.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Sunderland,GPROSTD304800,"41,340.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Sunderland,GPROSTD312667,"25,800.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Teesside,GPROSTD303924,"106,133.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Teesside,GPROSTD304805,"58,802.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of Teesside,GPROSTD312729,"25,800.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of Teesside,GPROSTD313450,"1,033,208.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Warwick,GPROSTD190761,"172,764.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Warwick,GPROSTD303960,"237,491.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of West London,GPROSTD303936,"51,392.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of West London,GPROSTD304807,"28,421.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,Uni of West London,GPROSTD313083,"25,000.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Uni of Westminster,GPROSTD294893,"33,300.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Westminster,GPROSTD303984,"104,189.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Westminster,GPROSTD304819,"38,710.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,Uni of Wolverhampton,GPROSTD295397,"68,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni of Wolverhampton,GPROSTD303996,"173,917.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Wolverhampton,GPROSTD304826,"65,045.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of Wolverhampton,GPROSTD313465,"77,598.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,Uni of Worcester,GPROSTD25650,"125,000.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni of Worcester,GPROSTD304828,"27,519.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Uni of Worcester,GPROSTD313466,"86,171.00"
BIS,HEFCE,15/03/2012,International,Regularity Partnersh,Universities UK,GPROSTD286297,"120,310.00"
BIS,HEFCE,15/03/2012,Promoting Efficiency,LGM,Universities UK,PIG6287,"82,714.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Bath,GPROSTD302868,"198,001.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,University of Bath,GPROSTD309356,"47,202.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,University of Bolton,GPROSTD276348,"2,158,612.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,University of Bolton,GPROSTD276349,"3,000,000.00"
BIS,HEFCE,15/03/2012,FE ITT Bursaries,E&P policy team,University of Bolton,GPROSTD295375,"100,580.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Bolton,GPROSTD302904,"25,483.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,University of Bolton,GPROSTD304601,"27,228.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,University of Bolton,GPROSTD309068,"75,000.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,University of Bolton,GPROSTD311913,"37,500.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Bolton,GPROSTD312707,"26,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Derby,GPROSTD303120,"56,204.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,University of Derby,GPROSTD304643,"43,328.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,University of Derby,GPROSTD313350,"108,851.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Durham,GPROSTD303132,"237,491.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Essex,GPROSTD303180,"61,751.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,University of Essex,GPROSTD304655,"32,382.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Essex,GPROSTD312610,"25,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Exeter,GPROSTD303192,"223,818.00"
BIS,HEFCE,15/03/2012,SDF Capital LAT,RIS policy team,University of Exeter,GPROSTD304869,"241,919.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Exeter,GPROSTD312650,"25,000.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,University of Exeter,GPROSTD312828,"29,300.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,University of Exeter,GPROSTD314854,"37,500.00"
BIS,HEFCE,15/03/2012,Emp Engagement - Rec,E&P policy team,University of Hull,GPROSTD234782,"42,000.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Hull,GPROSTD303288,"163,452.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,University of Hull,GPROSTD304683,"43,977.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Kent,GPROSTD303324,"73,285.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,University of Kent,GPROSTD304687,"29,677.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,University of Kent,GPROSTD309055,"45,167.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Leeds,GPROSTD303372,"237,491.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,University of Leeds,GPROSTD304696,"39,368.00"
BIS,HEFCE,15/03/2012,JISC,JISC NAH,University of Leeds,GPROSTD314886,"26,143.00"
BIS,HEFCE,15/03/2012,SDF Recurrent,RIS policy team,University of Oxford,GPROSTD224601,"27,811.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,University of Oxford,GPROSTD295160,"108,100.00"
BIS,HEFCE,15/03/2012,"Museums, Gal & Coll",RIS policy team,University of Oxford,GPROSTD295795,"279,583.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Oxford,GPROSTD303672,"237,491.00"
BIS,HEFCE,15/03/2012,SS UMF,Finance,University of Oxford,GPROSTD305014,"65,714.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,University of Oxford,GPROSTD311619,"35,000.00"
BIS,HEFCE,15/03/2012,Open Educational Res,E&P policy team,University of Oxford,GPROSTD311670,"30,000.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Oxford,GPROSTD311744,"48,414.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Oxford,GPROSTD311810,"41,825.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Oxford,GPROSTD312599,"25,750.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,University of Oxford,GPROSTD313416,"168,770.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Surrey,GPROSTD303900,"237,491.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Surrey,GPROSTD311732,"40,797.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of Sussex,GPROSTD303912,"154,964.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Sussex,GPROSTD311704,"31,551.00"
BIS,HEFCE,15/03/2012,JISC Capital,JISC NAH,University of Sussex,GPROSTD312791,"25,800.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,University of York,GPROSTD304008,"237,491.00"
BIS,HEFCE,15/03/2012,HEIF 2011-15,RIS policy team,Uni West of England,GPROSTD303972,"98,468.00"
BIS,HEFCE,15/03/2012,Access Funds,E&P policy team,Uni West of England,GPROSTD304816,"58,134.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Walsall LEA,GPROSTD294149,"31,770.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Warwickshire College,GPROSTD313632,"29,436.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,West Thames Col,GPROSTD313634,"26,259.00"
BIS,HEFCE,15/03/2012,Inherited Staff,Finance,Wolv'ton LEA,GPROSTD294156,"85,041.00"
BIS,HEFCE,15/03/2012,Basic - T,E&P policy team,Worcester Coll Tech,GPROSTD313636,"512,486.00"
BIS,HEFCE,20/03/2012,JISC projects,JISC NAH,Capita,PIS1720,"41,982.00"
BIS,HEFCE,20/03/2012,Offsite premises,JISC UB,Uni of Bristol,PIS1717,"39,654.32"
BIS,HEFCE,20/03/2012,Offsite premises,JISC UB,Uni of Bristol,PIS1718,"40,265.96"
BIS,HEFCE,20/03/2012,Fin & Corp Serv,JISC UB,Uni of Bristol,PIS1724,"273,346.33"
BIS,HEFCE,20/03/2012,Fin & Corp Serv,JISC UB,Uni of Bristol,PIS1725,"312,017.42"
BIS,HEFCE,20/03/2012,Fin & Corp Serv,JISC UB,Uni of Bristol,PIS1726,"203,363.72"
BIS,HEFCE,20/03/2012,Fin & Corp Serv,JISC UB,Uni of Bristol,PIS1727,"279,531.54"
BIS,HEFCE,20/03/2012,Premises costs,Facilities Managemen,Uni West of England,PIS1703,"221,772.44"
BIS,HEFCE,20/03/2012,Premises costs,Facilities Managemen,Workman Clt Almacant,PIS1701,"61,677.00"
BIS,HEFCE,23/03/2012,Aimhigher 2008-11,E&P policy team,BIS,PIG6339,"3,827,873.00"
BIS,HEFCE,23/03/2012,Run funding - BIS,Central,BIS,PIS1743,"1,400,000.00"
BIS,HEFCE,27/03/2012,Contract staff,Governance,KPMG Llp,PIS1736,"32,010.00"
BIS,HEFCE,27/03/2012,Contract staff,Governance,PWC,PIS1735,"29,782.20"
BIS,HEFCE,30/03/2012,JISC,JISC NAH,Aberystwyth,GPROSTD316395,"32,600.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Anglia Ruskin Uni,GPROSTD314902,"1,110,530.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Anglia Ruskin Uni,GPROSTD316157,"176,726.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Arts Uni Bournemouth,GPROSTD314913,"274,252.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Arts Uni Bournemouth,GPROSTD316168,"38,492.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Aston University,GPROSTD314903,"741,897.00"
BIS,HEFCE,30/03/2012,Basic - R,RIS policy team,Aston University,GPROSTD315032,"58,265.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Aston University,GPROSTD316158,"104,638.00"
BIS,HEFCE,30/03/2012,RCIF Round 2,Finance,Aston University,GPROSTD316269,"44,086.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Bath Spa University,GPROSTD314905,"566,928.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Bath Spa University,GPROSTD316160,"88,301.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Birkbeck College,GPROSTD314907,"689,630.00"
BIS,HEFCE,30/03/2012,Basic - R,RIS policy team,Birkbeck College,GPROSTD315036,"96,879.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Birkbeck College,GPROSTD316162,"91,610.00"
BIS,HEFCE,30/03/2012,RCIF Round 2,Finance,Birkbeck College,GPROSTD316273,"68,082.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Birmingham City Univ,GPROSTD314909,"1,209,416.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Birmingham City Univ,GPROSTD316164,"198,139.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Bishop Gros Uni Coll,GPROSTD314911,"122,900.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Bishop Gros Uni Coll,GPROSTD316166,"29,332.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Bournemouth Uni,GPROSTD314914,"1,193,180.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Bournemouth Uni,GPROSTD316169,"176,155.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Brunel University,GPROSTD314918,"1,155,193.00"
BIS,HEFCE,30/03/2012,Basic - R,RIS policy team,Brunel University,GPROSTD315046,"113,216.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Brunel University,GPROSTD316172,"164,499.00"
BIS,HEFCE,30/03/2012,RCIF Round 2,Finance,Brunel University,GPROSTD316280,"82,682.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Bucks New University,GPROSTD314919,"627,342.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Bucks New University,GPROSTD316173,"81,975.00"
BIS,HEFCE,30/03/2012,SS UMF,Finance,BUFVC,GPROSTD314899,"34,500.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Canterbury CCUC,GPROSTD314922,"779,312.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Canterbury CCUC,GPROSTD316175,"146,217.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,City University,GPROSTD314927,"733,382.00"
BIS,HEFCE,30/03/2012,Basic - R,RIS policy team,City University,GPROSTD315055,"93,884.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,City University,GPROSTD316179,"102,333.00"
BIS,HEFCE,30/03/2012,RCIF Round 2,Finance,City University,GPROSTD316287,"54,205.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Conservatoire D&D,GPROSTD314933,"339,423.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Courtauld Institute,GPROSTD314928,"32,056.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Coventry University,GPROSTD314929,"1,466,606.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Coventry University,GPROSTD316180,"214,034.00"
BIS,HEFCE,30/03/2012,JISC,JISC NAH,Coventry University,GPROSTD316381,"32,000.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Cranfield University,GPROSTD314930,"335,340.00"
BIS,HEFCE,30/03/2012,Basic - R,RIS policy team,Cranfield University,GPROSTD315058,"124,350.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Cranfield University,GPROSTD316181,"49,272.00"
BIS,HEFCE,30/03/2012,RCIF Round 2,Finance,Cranfield University,GPROSTD316289,"163,193.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,CSSD,GPROSTD314924,"155,961.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,De Montfort Uni,GPROSTD314934,"1,369,004.00"
BIS,HEFCE,30/03/2012,Basic - R,RIS policy team,De Montfort Uni,GPROSTD315061,"44,307.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,De Montfort Uni,GPROSTD316183,"229,607.00"
BIS,HEFCE,30/03/2012,RCIF Round 2,Finance,De Montfort Uni,GPROSTD316290,"38,214.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Edge Hill University,GPROSTD314939,"672,955.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Edge Hill University,GPROSTD316188,"151,738.00"
BIS,HEFCE,30/03/2012,SDF Recurrent,RIS policy team,ESRC,PIG6319,"740,000.00"
BIS,HEFCE,30/03/2012,Basic - T,E&P policy team,Goldsmiths College,GPROSTD314945,"512,603.00"
BIS,HEFCE,30/03/2012,Basic - R,RIS policy team,Goldsmiths College,GPROSTD315072,"79,174.00"
BIS,HEFCE,30/03/2012,TCIF Round 2,Finance,Goldsmiths College,GPROSTD316194,"84,287.00"
