Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Hartpury College,GPROSTD335895,"51,748.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Havering College,GPROSTD335922,"170,949.00"
BIS,HEFCE,19/06/2014,HE Academy,E&P policy team,HE Academy,GPROSTD341549,"1,845,000.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Hereford Coll of Art,GPROSTD335940,"54,946.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Heythrop College,GPROSTD335976,"57,594.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Hopwood Hall College,GPROSTD336003,"25,961.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Hull College,GPROSTD336030,"226,898.00"
BIS,HEFCE,19/06/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD285833,"30,214.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Imperial College,GPROSTD334230,"214,164.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Imperial College,GPROSTD336048,"4,097,340.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Imperial College,GPROSTD338181,"9,840,025.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD339198,"70,835.00"
BIS,HEFCE,19/06/2014,UKRPIF,Finance,Imperial College,GPROSTD347950,"6,205,422.00"
BIS,HEFCE,19/06/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD354506,"31,600.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Inst Cancer Research,GPROSTD334005,"52,836.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Inst Cancer Research,GPROSTD335256,"75,618.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Inst Cancer Research,GPROSTD337902,"1,672,306.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Inst of Education,GPROSTD334131,"76,725.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Inst of Education,GPROSTD335688,"286,136.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Inst of Education,GPROSTD338064,"787,182.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD339099,"25,377.00"
BIS,HEFCE,19/06/2014,JISC,JISC NAH,JISC,GPROSTD340586,"3,385,917.00"
BIS,HEFCE,19/06/2014,JISC Capital (R),JISC NAH,JISC,GPROSTD348008,"500,000.00"
BIS,HEFCE,19/06/2014,JISC Capital (T),RIS policy team,JISC,GPROSTD348013,"750,000.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Keele University,GPROSTD334239,"56,161.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Keele University,GPROSTD336057,"1,319,192.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Keele University,GPROSTD338190,"620,021.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Keele University,GPROSTD353801,"80,636.00"
BIS,HEFCE,19/06/2014,SDF Recurrent,RIS policy team,King's College,GPROSTD285823,"30,214.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,King's College,GPROSTD334257,"214,164.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,King's College,GPROSTD336111,"5,391,443.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,King's College,GPROSTD338208,"5,786,621.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,King's College,GPROSTD339225,"70,835.00"
BIS,HEFCE,19/06/2014,UKRPIF,Finance,King's College,GPROSTD347954,"2,659,467.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Kingston College,GPROSTD336102,"35,423.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Kingston University,GPROSTD334266,"68,461.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Kingston University,GPROSTD336120,"3,141,292.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Kingston University,GPROSTD338217,"305,448.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Kingston University,GPROSTD353808,"52,238.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Kirklees College,GPROSTD336147,"54,915.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Lakes College,GPROSTD336165,"35,801.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Lancaster University,GPROSTD334275,"166,267.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Lancaster University,GPROSTD336174,"1,174,401.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Lancaster University,GPROSTD338226,"1,795,649.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Lancaster University,GPROSTD339243,"54,993.00"
BIS,HEFCE,19/06/2014,Revolving Green Fund,RIS policy team,Lancaster University,GPROSTD354509,"165,000.00"
BIS,HEFCE,19/06/2014,Promoting Efficiency,LGM,Leader Foundation HE,GPROSTD326830,"42,335.00"
BIS,HEFCE,19/06/2014,Promoting Efficiency,LGM,Leader Foundation HE,GPROSTD326831,"54,500.00"
BIS,HEFCE,19/06/2014,Promoting Efficiency,LGM,Leader Foundation HE,GPROSTD326832,"83,500.00"
BIS,HEFCE,19/06/2014,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD342838,"75,000.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Leeds City College,GPROSTD336219,"257,384.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Leeds College of Art,GPROSTD336192,"169,711.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Leeds Met University,GPROSTD334293,"112,808.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Leeds Met University,GPROSTD336210,"2,265,154.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Leeds Met University,GPROSTD338244,"166,485.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Leeds Met University,GPROSTD339261,"37,311.00"
BIS,HEFCE,19/06/2014,Teaching 12-13,E&P policy team,Leeds Met University,GPROSTD352587,"362,599.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Leeds Met University,GPROSTD353818,"1,033,293.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Leeds Trinity Uni,GPROSTD337452,"235,101.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Leicester College,GPROSTD336228,"43,448.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Lincoln College,GPROSTD336264,"33,305.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Liverpool Hope Uni,GPROSTD334329,"51,465.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Liverpool Hope Uni,GPROSTD336282,"635,139.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Liverpool Hope Uni,GPROSTD338280,"28,275.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Liverpool Inst PA,GPROSTD336300,"185,571.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Liverpool John Moore,GPROSTD334320,"145,890.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Liverpool John Moore,GPROSTD336273,"2,766,391.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Liverpool John Moore,GPROSTD338271,"348,425.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD339288,"48,253.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,London Bus School,GPROSTD334356,"214,164.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,London Bus School,GPROSTD338316,"358,907.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD339324,"70,835.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,London Met Uni,GPROSTD334374,"116,270.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,London Met Uni,GPROSTD336354,"2,290,968.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,London Met Uni,GPROSTD338343,"265,074.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD339342,"38,456.00"
BIS,HEFCE,19/06/2014,Teaching 12-13,E&P policy team,London Met Uni,GPROSTD352603,"164,403.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,London Met Uni,GPROSTD353834,"155,500.00"
BIS,HEFCE,19/06/2014,Inherited Staff,Finance,London PFA,GPROSTD354540,"82,568.76"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,London Sch Economics,GPROSTD334365,"126,808.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,London Sch Economics,GPROSTD336336,"389,366.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,London Sch Economics,GPROSTD338325,"1,680,894.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD339333,"41,942.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,London Sch Hygiene,GPROSTD336345,"336,937.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,London Sch Hygiene,GPROSTD338334,"1,819,936.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,London South Bank,GPROSTD334383,"60,681.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,London South Bank,GPROSTD336363,"2,048,308.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,London South Bank,GPROSTD338352,"196,807.00"
BIS,HEFCE,19/06/2014,Teaching 12-13,E&P policy team,London South Bank,GPROSTD352604,"97,699.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Loughborough College,GPROSTD336381,"143,918.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Loughborough Uni,GPROSTD334401,"122,921.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Loughborough Uni,GPROSTD336390,"2,110,779.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Loughborough Uni,GPROSTD338370,"2,127,782.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD339369,"40,656.00"
BIS,HEFCE,19/06/2014,Catalyst Fund  (R),RIS policy team,Loughborough Uni,GPROSTD343128,"71,900.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,LSTM,GPROSTD342781,"570,758.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Macclesfield College,GPROSTD336408,"71,671.00"
BIS,HEFCE,19/06/2014,Teaching 12-13,E&P policy team,Macclesfield College,GPROSTD352609,"70,058.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Macclesfield College,GPROSTD353840,"26,346.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Manchester Met,GPROSTD334419,"103,884.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Manchester Met,GPROSTD336417,"3,606,277.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Manchester Met,GPROSTD338388,"530,134.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD339387,"34,360.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Middlesex University,GPROSTD334437,"42,269.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Middlesex University,GPROSTD336444,"2,457,512.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Middlesex University,GPROSTD338406,"259,293.00"
BIS,HEFCE,19/06/2014,Teaching 12-13,E&P policy team,Middlesex University,GPROSTD352613,"193,643.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Mid-Kent College,GPROSTD336453,"45,479.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Moulton College,GPROSTD336471,"52,588.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Moulton College,GPROSTD353847,"54,920.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,NCG,GPROSTD336507,"306,523.00"
BIS,HEFCE,19/06/2014,Teaching 12-13,E&P policy team,NCG,GPROSTD352620,"107,470.00"
BIS,HEFCE,19/06/2014,Policy Ongoing Serv,Central,NCUB,GPROSTD333833,"50,000.00"
BIS,HEFCE,19/06/2014,SDF Recurrent,RIS policy team,Newcastle University,GPROSTD287985,"30,214.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15 (BIS),RIS policy team,Newcastle University,GPROSTD334446,"214,164.00"
BIS,HEFCE,19/06/2014,Teaching 13-14,E&P policy team,Newcastle University,GPROSTD336543,"4,037,534.00"
BIS,HEFCE,19/06/2014,Research 13-14,RIS policy team,Newcastle University,GPROSTD338424,"3,496,685.00"
BIS,HEFCE,19/06/2014,HEIF 2011-15,RIS policy team,Newcastle University,GPROSTD339414,"70,835.00"
