Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Newcastle University,GPROSTD338417,"3,496,686.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Newcastle University,GPROSTD339407,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Newcastle University,GPROSTD342332,"62,481.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,New College Durham,GPROSTD336491,"115,781.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,New College Notts,GPROSTD336509,"87,029.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,New College Stamford,GPROSTD337247,"39,566.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Newham College,GPROSTD336518,"40,807.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Newman Uni,GPROSTD336527,"245,466.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Newman Uni,GPROSTD342331,"37,930.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Northbrook College,GPROSTD336563,"156,806.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,North East Surrey,GPROSTD336590,"70,044.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,North East Worcs Col,GPROSTD336581,"34,097.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,North Lindsey Coll,GPROSTD336572,"125,664.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Northumbria Uni,GPROSTD334457,"94,001.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Northumbria Uni,GPROSTD336635,"2,540,660.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Northumbria Uni,GPROSTD338444,"307,318.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Northumbria Uni,GPROSTD339425,"31,091.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Northumbria Uni,GPROSTD342343,"145,284.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Norwich City College,GPROSTD336680,"30,578.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Norwich Uni Arts,GPROSTD336608,"308,580.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Nottingham Trent Uni,GPROSTD334466,"63,620.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Nottingham Trent Uni,GPROSTD336689,"2,920,480.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Nottingham Trent Uni,GPROSTD338453,"380,228.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Nottingham Trent Uni,GPROSTD342349,"137,987.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Nottingham Trent Uni,GPROSTD346849,"242,833.00"
BIS,HEFCE,16/01/2014,Catalyst Fund,RIS policy team,NUS,GPROSTD333763,"211,250.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,N Warwick & Hinckley,GPROSTD336644,"33,960.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Oldham College,GPROSTD336716,"63,540.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Open University,GPROSTD334484,"71,388.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Open University,GPROSTD336725,"8,649,236.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Open University,GPROSTD338471,"971,776.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Open University,GPROSTD342352,"1,235,861.00"
BIS,HEFCE,16/01/2014,Catalyst Fund  (R),RIS policy team,Open University,GPROSTD346618,"765,000.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Oxford Brookes Univ,GPROSTD334511,"123,063.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Oxford Brookes Univ,GPROSTD336752,"1,507,470.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Oxford Brookes Univ,GPROSTD338498,"343,930.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Oxford Brookes Univ,GPROSTD339479,"40,703.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Oxford Brookes Univ,GPROSTD342355,"73,542.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Plumpton College,GPROSTD336797,"29,581.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Plymouth Coll of Art,GPROSTD336824,"167,467.00"
BIS,HEFCE,16/01/2014,Revolving Green Fund,RIS policy team,Plymouth University,GPROSTD333136,"33,142.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Plymouth University,GPROSTD334520,"113,068.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Plymouth University,GPROSTD336815,"3,157,439.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Plymouth University,GPROSTD338507,"653,016.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Plymouth University,GPROSTD339488,"37,397.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Plymouth University,GPROSTD342362,"222,159.00"
BIS,HEFCE,16/01/2014,Quality Assurance,E&P policy team,QAA,GPROSTD343192,"302,407.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD273171,"30,214.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD273181,"30,214.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,"Queen Mary, UoL",GPROSTD308906,"30,214.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,"Queen Mary, UoL",GPROSTD334538,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,"Queen Mary, UoL",GPROSTD336851,"3,251,834.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,"Queen Mary, UoL",GPROSTD338525,"3,244,879.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,"Queen Mary, UoL",GPROSTD339506,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,"Queen Mary, UoL",GPROSTD342366,"49,674.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Ravensbourne,GPROSTD336860,"400,238.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,RCSSD,GPROSTD335303,"350,152.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,RCSSD,GPROSTD337922,"33,289.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Reaseheath College,GPROSTD336878,"36,699.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Riverside College,GPROSTD335861,"62,612.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Roehampton Uni,GPROSTD334556,"34,657.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Roehampton Uni,GPROSTD336905,"919,781.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Roehampton Uni,GPROSTD338543,"236,462.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Roehampton Uni,GPROSTD342372,"59,086.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Rose Bruford College,GPROSTD336914,"205,705.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Rotherham Coll A&T,GPROSTD336923,"37,023.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Royal Academy Music,GPROSTD336941,"356,982.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Royal Academy Music,GPROSTD338570,"42,525.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Royal Agricultural,GPROSTD336932,"319,857.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Royal College Music,GPROSTD336959,"350,457.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Royal College Music,GPROSTD338588,"42,203.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Royal College of Art,GPROSTD336950,"1,072,741.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Royal College of Art,GPROSTD338579,"246,324.00"
BIS,HEFCE,16/01/2014,Catalyst Fund  (R),RIS policy team,Royal College of Art,GPROSTD346932,"911,967.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Royal Holloway,GPROSTD334574,"36,444.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Royal Holloway,GPROSTD336968,"1,051,630.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Royal Holloway,GPROSTD338597,"1,351,387.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Royal Holloway,GPROSTD342379,"32,673.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Royal North Coll Mus,GPROSTD336977,"469,626.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Royal Veterinary,GPROSTD334592,"89,692.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Royal Veterinary,GPROSTD336986,"1,697,193.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Royal Veterinary,GPROSTD338615,"523,448.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Royal Veterinary,GPROSTD339560,"29,666.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Royal Veterinary,GPROSTD346825,"150,167.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Ruskin College,GPROSTD337004,"26,554.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Sheffield Hallam Uni,GPROSTD334610,"90,951.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Sheffield Hallam Uni,GPROSTD337067,"2,967,005.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Sheffield Hallam Uni,GPROSTD338633,"391,172.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Sheffield Hallam Uni,GPROSTD339578,"30,082.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Sheffield Hallam Uni,GPROSTD342389,"188,700.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,SOAS,GPROSTD334493,"35,711.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,SOAS,GPROSTD336734,"441,698.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,SOAS,GPROSTD338480,"615,819.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,SOAS,GPROSTD346801,"139,882.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Solihull College,GPROSTD337085,"60,334.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Somerset College,GPROSTD337094,"43,259.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Southampton Solent U,GPROSTD334628,"65,882.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Southampton Solent U,GPROSTD337139,"1,759,734.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Southampton Solent U,GPROSTD342397,"68,494.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,South Tyneside Coll,GPROSTD337175,"97,144.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Sparsholt College,GPROSTD337229,"124,052.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Staffordshire Uni,GPROSTD334646,"90,339.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Staffordshire Uni,GPROSTD337238,"2,235,819.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Staffordshire Uni,GPROSTD338669,"54,862.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Staffordshire Uni,GPROSTD339614,"29,880.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Staffordshire Uni,GPROSTD342408,"159,364.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,St George's Uni,GPROSTD334655,"70,246.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,St George's Uni,GPROSTD337265,"1,685,940.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,St George's Uni,GPROSTD338678,"446,406.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,St Helens Coll,GPROSTD337274,"125,651.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,St Mary's Uni Colleg,GPROSTD337283,"455,864.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,St Mary's Uni Colleg,GPROSTD338687,"25,866.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,St Mary's Uni Colleg,GPROSTD342413,"29,094.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Stockport College,GPROSTD337310,"124,221.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Sunderland College,GPROSTD335384,"47,174.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Teesside University,GPROSTD334691,"95,709.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Teesside University,GPROSTD337400,"1,860,841.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Teesside University,GPROSTD338732,"106,506.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Teesside University,GPROSTD339659,"31,656.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Teesside University,GPROSTD342425,"144,548.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Trafford College,GPROSTD337166,"27,346.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Trinity Laban Cons M,GPROSTD334709,"29,272.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Trinity Laban Cons M,GPROSTD337454,"666,578.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni Coll Birmingham,GPROSTD334970,"543,021.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni Coll Birmingham,GPROSTD342168,"39,195.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni College London,GPROSTD259836,"30,217.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni College London,GPROSTD284241,"30,214.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni College London,GPROSTD284250,"30,214.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni College London,GPROSTD285804,"30,214.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni College London,GPROSTD309126,"29,405.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni College London,GPROSTD334385,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni College London,GPROSTD336365,"5,131,958.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni College London,GPROSTD338354,"11,587,412.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni College London,GPROSTD339353,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni College London,GPROSTD342313,"66,839.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Uni College London,GPROSTD346807,"390,184.00"
BIS,HEFCE,16/01/2014,Catalyst Fund  (R),RIS policy team,Uni College London,GPROSTD346918,"30,000.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni for Creative Art,GPROSTD335510,"887,450.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni for Creative Art,GPROSTD337985,"38,224.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni for Creative Art,GPROSTD342225,"38,375.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Arts London,GPROSTD334340,"189,339.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Arts London,GPROSTD336302,"2,421,038.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Arts London,GPROSTD338291,"626,154.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Arts London,GPROSTD339308,"62,624.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Arts London,GPROSTD342306,"87,638.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Bedfordshire,GPROSTD334403,"36,375.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Bedfordshire,GPROSTD336392,"1,392,125.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Bedfordshire,GPROSTD338372,"102,001.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Bedfordshire,GPROSTD342316,"118,993.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni of Birmingham,GPROSTD266154,"144,303.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni of Birmingham,GPROSTD286589,"30,214.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Birmingham,GPROSTD333908,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Birmingham,GPROSTD334979,"4,536,535.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Birmingham,GPROSTD337796,"4,186,505.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Birmingham,GPROSTD338876,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Birmingham,GPROSTD342169,"99,222.00"
BIS,HEFCE,16/01/2014,Revolving Green Fund,RIS policy team,Uni of Birmingham,GPROSTD343320,"250,000.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Bradford,GPROSTD333935,"81,435.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Bradford,GPROSTD335105,"1,587,347.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Bradford,GPROSTD337832,"599,716.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Bradford,GPROSTD338903,"26,935.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Bradford,GPROSTD342181,"97,382.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Brighton,GPROSTD333944,"77,655.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Brighton,GPROSTD335123,"2,325,021.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Brighton,GPROSTD337841,"575,402.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Brighton,GPROSTD338912,"25,684.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Brighton,GPROSTD342183,"125,396.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni of Bristol,GPROSTD259784,"30,217.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Bristol,GPROSTD333953,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Bristol,GPROSTD335132,"4,224,324.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Bristol,GPROSTD337850,"4,868,756.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Bristol,GPROSTD338921,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Bristol,GPROSTD342184,"51,124.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD259764,"30,217.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni of Cambridge,GPROSTD285381,"29,405.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Cambridge,GPROSTD333980,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Cambridge,GPROSTD335222,"3,589,787.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Cambridge,GPROSTD337877,"12,251,007.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Cambridge,GPROSTD338948,"70,835.00"
BIS,HEFCE,16/01/2014,"Museums, Gal & Coll",RIS policy team,Uni of Cambridge,GPROSTD340190,"163,000.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Cambridge,GPROSTD342193,"40,865.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Central Lancs,GPROSTD334016,"169,958.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Central Lancs,GPROSTD335294,"3,154,862.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Central Lancs,GPROSTD337913,"327,650.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Central Lancs,GPROSTD338984,"56,214.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Central Lancs,GPROSTD342201,"209,743.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Chester,GPROSTD334025,"32,859.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Chester,GPROSTD335321,"1,205,124.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Chester,GPROSTD337931,"63,465.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Chester,GPROSTD342204,"70,465.00"
BIS,HEFCE,16/01/2014,Catalyst Fund  (R),RIS policy team,Uni of Chester,GPROSTD343023,"56,107.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Chichester,GPROSTD335348,"522,570.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Chichester,GPROSTD337940,"25,375.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Chichester,GPROSTD342207,"38,133.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Cumbria,GPROSTD335528,"688,673.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Cumbria,GPROSTD342227,"58,619.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of East Anglia,GPROSTD334106,"132,749.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of East Anglia,GPROSTD335609,"1,837,084.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of East Anglia,GPROSTD338030,"1,610,943.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of East Anglia,GPROSTD339074,"43,907.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of East Anglia,GPROSTD339735,"571,836.00"
BIS,HEFCE,16/01/2014,"Museums, Gal & Coll",RIS policy team,Uni of East Anglia,GPROSTD340194,"25,000.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of East Anglia,GPROSTD342236,"64,677.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of East Anglia,GPROSTD342237,"75,057.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of East London,GPROSTD334115,"45,718.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of East London,GPROSTD335618,"2,198,857.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of East London,GPROSTD338039,"194,265.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of East London,GPROSTD342238,"217,323.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Gloucester,GPROSTD334160,"25,192.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Gloucester,GPROSTD335762,"991,379.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Gloucester,GPROSTD338093,"67,793.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Gloucester,GPROSTD342251,"55,743.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Greenwich,GPROSTD334178,"129,994.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Greenwich,GPROSTD335798,"2,390,881.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Greenwich,GPROSTD338111,"261,204.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Greenwich,GPROSTD339146,"42,996.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Greenwich,GPROSTD342254,"168,527.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Uni of Greenwich,GPROSTD346819,"93,916.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Hertfordshire,GPROSTD334196,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Hertfordshire,GPROSTD335951,"2,238,783.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Hertfordshire,GPROSTD338138,"412,705.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Uni of Hertfordshire,GPROSTD339164,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Hertfordshire,GPROSTD342270,"108,991.00"
BIS,HEFCE,16/01/2014,Revolving Green Fund,RIS policy team,Uni of Hertfordshire,GPROSTD346764,"119,197.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Huddersfield,GPROSTD334205,"70,077.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Huddersfield,GPROSTD336005,"2,098,420.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Huddersfield,GPROSTD338156,"190,286.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Uni of Huddersfield,GPROSTD342275,"163,241.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Uni of Leicester,GPROSTD263928,"29,405.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Uni of Leicester,GPROSTD334295,"144,202.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Uni of Leicester,GPROSTD336230,"2,410,269.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Uni of Leicester,GPROSTD338246,"1,948,225.00"
