Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,16/07/2015,Teaching 14-15,E&P policy team,University of Essex,GPROSTD356186,"703,760.00"
BIS,HEFCE,16/07/2015,Research 14-15,RIS policy team,University of Essex,GPROSTD358625,"818,193.00"
BIS,HEFCE,16/07/2015,HEIF 2011-15 (BIS),RIS policy team,University of Essex,GPROSTD361739,"55,578.00"
BIS,HEFCE,16/07/2015,Teaching 14-15,E&P policy team,University of Exeter,GPROSTD356213,"1,206,075.00"
BIS,HEFCE,16/07/2015,Research 14-15,RIS policy team,University of Exeter,GPROSTD358634,"1,715,239.00"
BIS,HEFCE,16/07/2015,HEIF 2011-15 (BIS),RIS policy team,University of Exeter,GPROSTD361748,"201,444.00"
BIS,HEFCE,16/07/2015,HEIF 2011-15,RIS policy team,University of Exeter,GPROSTD362639,"67,148.00"
BIS,HEFCE,16/07/2015,Teaching 14-15,E&P policy team,University of Exeter,GPROSTD371797,"47,925.00"
BIS,HEFCE,16/07/2015,Teaching 13-14,E&P policy team,University of Exeter,GPROSTD374437,"102,991.00"
BIS,HEFCE,16/07/2015,Teaching 14-15,E&P policy team,University of Hull,GPROSTD356537,"1,081,999.00"
