Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CRAWLEY BOROUGH COUNCIL,5100096030,"9,141.21",Business Rates,RH10 1UZ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CRAWLEY BOROUGH COUNCIL,5100096030,"62,836.79",Business Rates,RH10 1UZ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,NORTHAMPTON BOROUGH COUNCIL,5100096031,477.22,Business Rates,NN1 1DA,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,NORTHAMPTON BOROUGH COUNCIL,5100096031,"42,906.78",Business Rates,NN1 1DA,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,STEVENAGE BOROUGH COUNCIL,5100096035,"1,214.75",Business Rates,SG1 1HN,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,STEVENAGE BOROUGH COUNCIL,5100096035,"54,001.25",Business Rates,SG1 1HN,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,LONDON BOROUGH OF EALING,5100096039,970.6,Business Rates,W5 2BY,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,LONDON BOROUGH OF EALING,5100096039,"87,265.40",Business Rates,W5 2BY,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,LONDON BOROUGH OF EALING,5100096040,"1,424.86",Business Rates,W5 2BY,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,LONDON BOROUGH OF EALING,5100096040,"128,107.64",Business Rates,W5 2BY,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,REIGATE & BANSTEAD BOROUGH COUNCIL,5100096051,"2,188.92",Business Rates,RH2 0SH,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,REIGATE & BANSTEAD BOROUGH COUNCIL,5100096051,"89,016.08",Business Rates,RH2 0SH,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,SOLIHULL MBC,5100096061,"59,835.41",Business Rates,B91 3RR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,SOLIHULL MBC,5100096061,"70,809.59",Business Rates,B91 3RR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,SOLIHULL MBC,5100096062,"62,657.84",Business Rates,B91 3RR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,SOLIHULL MBC,5100096062,"74,149.66",Business Rates,B91 3RR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CITY OF YORK COUNCIL,5100096070,"2,462.54",Business Rates,YO1 7DU,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CITY OF YORK COUNCIL,5100096070,"52,260.46",Business Rates,YO1 7DU,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CHELMSFORD BOROUGH COUNCIL,5100096469,86.77,Business Rates,CM1 2YJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CHELMSFORD BOROUGH COUNCIL,5100096469,"86,681.23",Business Rates,CM1 2YJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,NORTHAMPTON BOROUGH COUNCIL,5100096470,992.41,Business Rates,NN1 1DA,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,NORTHAMPTON BOROUGH COUNCIL,5100096470,"89,226.59",Business Rates,NN1 1DA,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096473,"5,534.91",Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096473,"45,244.09",Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096474,"15,315.05",Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096474,"125,189.95",Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096475,"7,093.28",Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096475,"57,982.72",Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,ST HELENS COUNCIL,5100096496,"1,968.55",Business Rates,WA10 1UG,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,ST HELENS COUNCIL,5100096496,"27,857.95",Business Rates,WA10 1UG,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,ALLERDALE BOROUGH COUNCIL,5100096498,740.98,Business Rates,CA14 3YJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,ALLERDALE BOROUGH COUNCIL,5100096498,81590.02,Business Rates,CA14 3YJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096506,4379.57,Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100096506,35799.93,Business Rates,PE1 1HQ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,SOLIHULL MBC,5100096517,12418.67,Business Rates,B91 3RR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,SOLIHULL MBC,5100096517,14696.33,Business Rates,B91 3RR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,WALSALL COUNCIL,5100096974,1767.9,Business Rates,WS1 1TW,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,WALSALL COUNCIL,5100096974,78591.1,Business Rates,WS1 1TW,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,BLACKBURN WITH DARWEN BC,5100096975,477.22,Business Rates,BB1 1WB,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,BLACKBURN WITH DARWEN BC,5100096975,59175.78,Business Rates,BB1 1WB,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,KINGSTON UPON HULL CC,5100096977,840.07,Business Rates,HU1 2AB,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,KINGSTON UPON HULL CC,5100096977,104168.93,Business Rates,HU1 2AB,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CITY OF WESTMINSTER,5100096980,5975,Business Rates,SW1E 6QP,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CITY OF WESTMINSTER,5100096980,19025,Business Rates,SW1E 6QP,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,THURROCK COUNCIL,5100096982,257.35,Business Rates,RM17 6LT,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,THURROCK COUNCIL,5100096982,85524.65,Business Rates,RM17 6LT,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,BARNSLEY METROPOLITAN BC,5100096984,2166.24,Business Rates,S70 2TJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,BARNSLEY METROPOLITAN BC,5100096984,39492.26,Business Rates,S70 2TJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,BARNSLEY METROPOLITAN BC,5100096985,4060.37,Business Rates,S70 2TJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,BARNSLEY METROPOLITAN BC,5100096985,74023.67,Business Rates,S70 2TJ,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,KINGSTON UPON HULL CC,5100096988,378.62,Business Rates,HU1 2AB,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,KINGSTON UPON HULL CC,5100096988,46949.38,Business Rates,HU1 2AB,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,NEWPORT COUNTY BOROUGH COUNCIL,5100096990,277.63,Business Rates,NP9 4UR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,NEWPORT COUNTY BOROUGH COUNCIL,5100096990,30570.37,Business Rates,NP9 4UR,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CYNOR GWYNEDD COUNCIL,5100096991,255.94,Business Rates,LL55 1BN,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,CYNOR GWYNEDD COUNCIL,5100096991,28182.06,Business Rates,LL55 1BN,,,,
HMRC,HMRC,31/03/2015,Business Rates,Estates & Support Services,STRATFORD-ON-AVON DISTRICT COUNCIL,5100097171,66062,Business Rates,CV37 6HX,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,BT Corporate Centre,TNT UK LTD,5100098742,235.84,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Finance & Internal Audit,TNT UK LTD,5100098742,510.97,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Change Assurance and Investment,TNT UK LTD,5100098742,550.28,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,BT Change,TNT UK LTD,5100098742,786.11,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Commercial Directorate,TNT UK LTD,5100098742,904.03,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Corporate Communications,TNT UK LTD,5100098742,1139.87,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Civil Service Resourcing,TNT UK LTD,5100098742,1257.78,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Business Customer & Strategy,TNT UK LTD,5100098742,1415,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,CTISA,TNT UK LTD,5100098742,1729.45,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Customs Directorate,TNT UK LTD,5100098742,1768.75,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,E&C Central Services,TNT UK LTD,5100098742,1886.66,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Indirect Tax Directorate,TNT UK LTD,5100098742,2004.59,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Solicitors Office,TNT UK LTD,5100098742,2279.72,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Local Compliance,TNT UK LTD,5100098742,2554.86,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Finance & Internal Audit,TNT UK LTD,5100098742,2594.17,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Counter Avoidance Directorate,TNT UK LTD,5100098742,4205.7,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Estates & Support Services,TNT UK LTD,5100098742,5070.42,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Tax Professionalism & Assurance,TNT UK LTD,5100098742,6760.56,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Business Tax Operations,TNT UK LTD,5100098742,7625.28,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,HR,TNT UK LTD,5100098742,7861.12,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Information Management Services,TNT UK LTD,5100098742,9354.73,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Specialist Investigations (SI),TNT UK LTD,5100098742,10101.54,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Large Business Service,TNT UK LTD,5100098742,11398.62,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Specialist PT,TNT UK LTD,5100098742,11477.23,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Criminal Investigations,TNT UK LTD,5100098742,15211.26,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Risk & Intelligence,TNT UK LTD,5100098742,17176.55,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Benefits & Credits Delivery,TNT UK LTD,5100098742,33606.29,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Debt Management & Banking,TNT UK LTD,5100098742,41310.18,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,Local Compliance,TNT UK LTD,5100098742,74366.18,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Closed,PT Operations,TNT UK LTD,5100098742,115912.2,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100098785,28319.1,Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,
HMRC,HMRC,31/03/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100098868,55446,Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,
HMRC,HMRC,31/03/2015,Publication Printing,Tax Professionalism & Assurance,WILLIAMS LEA LTD,5100098901,33081.84,Provision of study and supporting materials for Tax Professional Learning Events,WF6 1TN,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,BT Corporate Centre,TNT UK LTD,5100098976,28,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Finance & Internal Audit,TNT UK LTD,5100098976,60.66,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Change Assurance and Investment,TNT UK LTD,5100098976,65.32,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,BT Change,TNT UK LTD,5100098976,93.31,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Commercial Directorate,TNT UK LTD,5100098976,107.32,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Corporate Communications,TNT UK LTD,5100098976,135.3,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Civil Service Resourcing,TNT UK LTD,5100098976,149.3,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Business Customer & Strategy,TNT UK LTD,5100098976,167.96,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,CTISA,TNT UK LTD,5100098976,205.3,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Customs Directorate,TNT UK LTD,5100098976,209.95,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,E&C Central Services,TNT UK LTD,5100098976,223.96,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Indirect Tax Directorate,TNT UK LTD,5100098976,237.95,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Solicitors Office,TNT UK LTD,5100098976,270.61,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,PT Customer Product & Process,TNT UK LTD,5100098976,303.28,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Finance & Internal Audit,TNT UK LTD,5100098976,307.93,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Counter Avoidance Directorate,TNT UK LTD,5100098976,499.24,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Estates & Support Services,TNT UK LTD,5100098976,601.87,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Tax Professionalism & Assurance,TNT UK LTD,5100098976,802.5,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Business Tax Operations,TNT UK LTD,5100098976,905.15,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,HR,TNT UK LTD,5100098976,933.14,Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Information Management Services,TNT UK LTD,5100098976,"1,110.44",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Specialist Investigations (SI),TNT UK LTD,5100098976,"1,199.09",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Large Business Service,TNT UK LTD,5100098976,"1,353.06",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Specialist PT,TNT UK LTD,5100098976,"1,362.38",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Criminal Investigations,TNT UK LTD,5100098976,"1,805.63",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Risk & Intelligence,TNT UK LTD,5100098976,"2,038.92",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Benefits & Credits Delivery,TNT UK LTD,5100098976,"3,989.18",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Debt Management & Banking,TNT UK LTD,5100098976,"4,903.66",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,Local Compliance,TNT UK LTD,5100098976,"8,827.54",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Next Day Del. Open,PT Operations,TNT UK LTD,5100098976,"13,759.20",Courier Services,BL10 9AR,,,,
HMRC,HMRC,31/03/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100099039,50341.86,Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,
HMRC,HMRC,31/03/2015,Rent,Estates & Support Services,MUNROE K,5100099112,5005.81,Monthly rent payment payable to the Landlord,WC2E 9DH,,,,
HMRC,HMRC,31/03/2015,Rent,Estates & Support Services,MUNROE K,5100099112,22199.69,Monthly rent payment payable to the Landlord,WC2E 9DH,,,,
HMRC,HMRC,31/03/2015,Rent,Estates & Support Services,MUNROE K,5100099112,24564,Monthly rent payment payable to the Landlord,WC2E 9DH,,,,
HMRC,HMRC,31/03/2015,Rent,Estates & Support Services,MUNROE K,5100099112,108936,Monthly rent payment payable to the Landlord,WC2E 9DH,,,,
HMRC,HMRC,31/03/2015,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100099167,36903.37,Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,31/03/2015,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100099168,25351.07,Costs for officers stationed abroad,MK10 1PX,,,,
