Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,FUJITSU SERVICES LTD,5100092029,"253,957.76",Fujitsu Feb 15 Charges for S02.11 8000010972,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Bus. Form Printing,Information Management Services,FUJITSU SERVICES LTD,5100092029,"371,360.36",Fujitsu Feb 15 Invoice charges for S07.6 NTC Flatpack,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100092029,"413,604.71",Fujitsu March-15 invoice charge for S04.640 25BN,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Management Agreement,Information Management Services,FUJITSU SERVICES LTD,5100092029,"552,891.62",Fujitsu S01 March 15 Management of Agreement,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100092029,"1,402,268.99",Fujitsu March-15 invoice charge for S04.620 S4 Standard Shared Service for HMRC,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100092029,"2,332,140.91",Fujitsu March-15 invoice charge for S04.601 Managed service,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Bus. Form Printing,Information Management Services,FUJITSU SERVICES LTD,5100092029,"2,586,307.42",Fujitsu Feb 15 Invoice charges for S07.1 Laser Printing,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100092029,"16,033,593.05",Fujitsu March-15 invoice charge for S04.600 Managed service,W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100092030,"-3,030,971.36",Fujitsu March-15 invoice credit for S04.602 S04.603 S04.604 and S04.449 (S04-9 CRI Aurora price reduction Full recovery discount OSI credit),W1U 3BW,,,,
HMRC,HMRC,17/03/2015,Management Agreement,Information Management Services,ACCENTURE (UK) LTD,5100092032,"187,275.38",Accenture S01 March 15 Management of Agreement,EC3M 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,ACCENTURE (UK) LTD,5100092032,"609,420.98",Accenture Feb 15 Charges for S02.10 8000011072,EC3M 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,58.64, Capgemini Feb 15 Charges forS02.45 COTAX (Passive Modules),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,66.17, Capgemini Feb 15 Charges forS02.42 CESA (Passive Modules),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,106.61,CAPGEMINI Feb-15 invoice for Call Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,221.75, Capgemini Feb 15 Charges forS02.46 NTC (Passive Modules),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,360.05,Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,528,Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,598.39,Capgemini Feb 15 Invoice charges for  S05.104 M3035xs - MFD (MPS),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,615.38,Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,616.54,Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,639.32,CAPGEMINI Feb-15 invoice for Call Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,659.46,Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,670.8,CAPGEMINI Feb-15 invoice for Call Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,840.52, Capgemini Feb 15 Charges forS02.43 COP/CODA (Passive Modules),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,852.73,CAPGEMINI Feb-15 invoice for Call Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,882.97,Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,933.04, Capgemini Feb 15 Charges forS02.16 Vault,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,962.76, Capgemini Feb 15 Charges forS02.29 Other Systems(Passive Systems),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"1,012.98",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"1,198.72", Capgemini Feb 15 Charges forS02.28 National Systems-Simple(Passive S,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"1,237.92",Capgemini Feb 15 Invoice charges for  S05.84 Firewall Manager & Analyser ,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"1,364.12", Capgemini Feb 15 Charges forS02.41 BROCS (Passive Modules),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"1,514.81",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,"1,705.22",CAPGEMINI Feb-15 invoice for Call Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"1,876.07",Capgemini Feb 15 Invoice charges for  S05.67 Becrypt Disc Protect,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,"1,902.67",CAPGEMINI Feb-15 invoice for video conference Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"2,153.95", Capgemini Feb 15 Charges forS02.50 Digitilisation of White Mail,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"2,162.16",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"2,401.14",Capgemini Feb 15 Invoice charges for  S05.66 HDE Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,"2,452.09",CAPGEMINI Feb-15 invoice for video conference Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"2,503.36", Capgemini Feb 15 Charges forS02.27 National Systems-Normal(Passive S,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"2,516.34", Capgemini Feb 15 Charges forS02.48 National Systems-Simple(Passive S,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"2,639.86",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,"3,136.75",CAPGEMINI Feb-15 invoice for Call Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"3,204.61",Capgemini Feb 15 Invoice charges for  S05.26 Category E uplift,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"3,227.90", Capgemini Feb 15 Charges forS02.49 Other Systems (Passive Systems),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"3,230.84",Capgemini Feb 15 Invoice charges for  S05.72 Becrypt Disc Protect,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"3,962.02", Capgemini Feb 15 Charges forS02.3 COP/CODA,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"4,016.10", Capgemini Feb 15 Charges forS02.1 BROCS,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"4,373.68",Capgemini Feb 15 Invoice charges for  S05.56 CCN766,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"5,411.23",Capgemini Feb 15 Invoice charges for  S05.64 3G Support,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"8,120.78",Capgemini Feb 15 Invoice charges for  S05.50 Whitemail SSI Support,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"8,342.52",Capgemini Feb 15 Invoice charges for  S05.63 sRAS Support,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"8,981.06",Capgemini Feb 15 Invoice charges for  S05.83 Firewalls & Managers Datacentre Hosting ,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"9,615.84", Capgemini Feb 15 Charges forS02.18 Engage One,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"9,855.23",Capgemini Feb 15 Invoice charges for  S05.72 HDE Associations,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"10,078.57",Capgemini Feb 15 Invoice charges for  S05.65 3G Provisioning,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"10,776.96",Capgemini Feb 15 Invoice charges for  S05.62 sRAS Provisioning,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"11,015.17", Capgemini Feb 15 Charges forS02.47 National Systems-Normal(Passive S,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"11,805.70",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"11,950.32",Capgemini Feb 15 Invoice charges for  S05.103 CP3525x - A4 colour (MPS),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"13,979.52", Capgemini Feb 15 Charges forS02.19 Office Mail,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"17,372.30",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"18,683.57",Capgemini Feb 15 Invoice charges for  S05.60 Blackberry Provisioning,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"18,779.39",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"19,102.91",Capgemini Feb 15 Invoice charges for S05.320 Central Storage Service Wrapper,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"19,111.72",Capgemini Feb 15 Invoice charges for  S05.102 CP2025dn - A4 colour (payslip) (MPS),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"21,621.62",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"22,346.87",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"22,845.61",Capgemini Feb 15 Invoice charges for  S05.107 M4345x - A4 mono MFD (MPS),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"26,626.02",Capgemini Feb 15 Invoice charges for  S05.322 LIS Device Maintenance,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Software licences,Information Management Services,CAPGEMINI,5100093036,"26,914.04",Capgemini Feb 15 S02 Passthrough Charge for 93AV Vivansa Renewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"28,259.70", Capgemini Feb 15 Charges forS02.15 Disaster Recovery for Tax Credit,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"29,326.20",Capgemini Feb 15 Invoice charges for  S05.57 FAP Backup,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Software Licences,Information Management Services,CAPGEMINI,5100093036,"32,046.55",Capgemini Feb 15 S02 Passthrough Charge for GSL LicenceRenewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"35,044.07",Capgemini Feb 15 Invoice charges for  S05.59 Enhanced support of Government Banking Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Software Licences,Information Management Services,CAPGEMINI,5100093036,"43,735.42",Capgemini Feb 15 S02 Passthrough Charge for 17BA Atos Licence Renewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"44,788.74",Capgemini Feb 15 Invoice charges for  S05.11 Confidential Workstation Uplift,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"46,476.41",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"51,282.05",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Cloud & Collab,Information Management Services,CAPGEMINI,5100093036,"61,099.98",Capgemini Feb-15 invoice charges for Sharepoint licenses,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"62,109.60",Capgemini Feb 15 Invoice charges for  S05.81 Ongoing consumables,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"67,569.13",Capgemini Feb 15 Invoice charges for  S05.68 UKBA Support Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Physical Data Transf,Information Management Services,CAPGEMINI,5100093036,"68,762.63",Cap Gemini Invoice Charges for S13 Managed Data Transfer Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"68,833.31",Capgemini Feb 15 Invoice charges for  S05.80 Ongoing run service charge,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"76,314.91",Capgemini Feb 15 Invoice charges for  S05.321 WAN Device Maintenance,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"76,482.46", Capgemini Feb 15 Charges forS02.5 COTAX,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,"78,312.34",CAPGEMINI Feb-15 invoice charges to provide video conferencing services at 143 HMRC locations.,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Software Licences,Information Management Services,CAPGEMINI,5100093036,"92,732.63",Capgemini Feb 15 S02 Passthrough Charge for Weblogic Licence Renewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"95,173.51",Capgemini Feb 15 Invoice charges for  S05.105 M5035xs - A3 mono MFD  (MPS),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"95,956.54",Capgemini Feb 15 Invoice charges for S05.54 DMB Remote and Mobile Bundle,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"97,207.69",Capgemini Feb 15 Invoice charges for  S05.61 Blackberry Support,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Conference Calling,Information Management Services,CAPGEMINI,5100093036,"97,926.35",CAPGEMINI Feb-15 invoice charges to provide audio conferencing services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"98,330.02",Capgemini Feb 15 Invoice charges for  S05.82 Enhanced Networks Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"111,107.40",Capgemini Feb 15 Invoice charges for  S05.999 Passthrough,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"118,086.01",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"123,304.42", Capgemini Feb 15 Charges forS02.6 NTC,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"126,637.33",Capgemini Feb 15 Invoice charges for  S05.106 P4015x - A4 mono (MPS),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"129,937.22",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"132,593.99",Capgemini Feb 15 Invoice charges for S05.700 Disposals,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"135,797.14",Capgemini Feb 15 Invoice charges for  S05.101 CM6040f - A3 colour MFD (MPS),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"163,511.92", Capgemini Feb 15 Charges forS02.2 CESA,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,EDI design,Information Management Services,CAPGEMINI,5100093036,"169,210.02",Capgemini Feb-15 invoice charges for EDI and RTI volumes,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Software licences,Information Management Services,CAPGEMINI,5100093036,"177,078.95",Capgemini Feb 15 S02 Passthrough Charge for 38AQ Security Company Licence Renewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"182,699.57",Capgemini Feb 15 Invoice charges for S05.07 File and Print Servers,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"190,244.56", Capgemini Feb 15 Charges forS02.14 PPE Websol,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Management Agreement,Information Management Services,CAPGEMINI,5100093036,"205,787.08",Capgemini S01 March 15 Management of Agreement,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"278,006.27",Capgemini Feb 15 Invoice charges for S05.200 MOIS Lifecycle Management MOIS Software Asset Management and MOIS Particular Needs,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Management Agreement,Information Management Services,CAPGEMINI,5100093036,"302,482.85",Capgemini S01 March 15 Management of Agreement,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"331,906.12",Capgemini Feb 15 Invoice charges for  S05.100 Service Wrap and Project for MPS,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"354,000.00",Capgemini Feb 15 Invoice charges for  S05.199 Ongoing consumables (toner and maintenance kit) charge for MPS (Managed Print Service),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"362,245.50",Capgemini Feb 15 Invoice charges for S05.02 Mobile Workstation Seat (Laptop),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Management Agreement,Information Management Services,CAPGEMINI,5100093036,"367,814.78",Capgemini S01 March 15 Management of Agreement,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"377,580.36",Capgemini Feb 15 Invoice charges for S05.58 Cable Talk,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Database analysis,Information Management Services,CAPGEMINI,5100093036,"382,262.87",Capgemini Feb-15 invoice charges for analysis and research service charge,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Elect Data Transf,Information Management Services,CAPGEMINI,5100093036,"403,130.70",Cap Gemini Invoice Charges for S13 Managed Data Transfer Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"414,379.20",Capgemini Feb 15 Invoice charges for S05.70 Managed Desktop Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Telephone Support,Information Management Services,CAPGEMINI,5100093036,"426,789.55",Capgemini Feb-15 invoice charges for Contact Centre Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"477,193.10", Capgemini Feb 15 Charges forS02.9 Other Systems,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"555,375.28",Capgemini Feb 15 Invoice charges for  S05.301 Managed Desktop Tranche 2 PCs,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Software Licences,Information Management Services,CAPGEMINI,5100093036,"650,552.32",Capgemini Feb 15 S02 Passthrough Charge for 12AF Pega Licence Renewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"712,043.65", Capgemini Feb 15 Charges forS02.77 National Systems - Normal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093036,"727,961.84",Capgemini Feb-15 invoice charges for Communication Services,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Management Agreement,Information Management Services,CAPGEMINI,5100093036,"747,109.33",Capgemini S01 March 15 Management of Agreement,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Telephone Support,Information Management Services,CAPGEMINI,5100093036,"849,279.13",Capgemini Feb-15 invoice charges for Contact Centre Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"896,551.38", Capgemini Feb 15 Charges forS02.12 SAP Support Unit,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"914,685.90",Capgemini Feb 15 Invoice charges for  S05.888 MOIS Pass Through Charges,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Telephone Support,Information Management Services,CAPGEMINI,5100093036,"993,038.41",Capgemini Feb-15 invoice charges for Contact Centre Service,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"1,294,341.88", Capgemini Feb 15 Charges forS02.8 National Systems - Simple,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100093036,"1,321,690.69", Capgemini Feb 15 Charges forS02.7 National Systems - Normal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,WAN maint or supp,Information Management Services,CAPGEMINI,5100093036,"1,357,301.50",Capgemini Feb-15 invoice charges to provide wide area network and other circuits to HMRC data centres and office locations,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"1,929,321.18",Capgemini Feb 15 Invoice charges for S05.201 MOIS Legacy Contracts and MOIS New Contracts,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Management Agreement,Information Management Services,CAPGEMINI,5100093036,"2,474,085.04",Capgemini S01 March 15 Management of Agreement,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100093036,"4,305,918.04",Capgemini Feb 15 Invoice charges for S05.01 Standard Workstation Seat (Desktop),TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Marketing Promotion,Corporate Communications,CARAT,5100093055,"33,257.33",Tax Evasion 2014 digital search,NW1 3BF,,,,
HMRC,HMRC,17/03/2015,Marketing Promotion,Corporate Communications,CARAT,5100093062,"58,810.54",Self Assessment 2014 digital media,NW1 3BF,,,,
HMRC,HMRC,17/03/2015,IT consultancy,Digital,CABINET OFFICE,5100093097,"500,000.00",GDS Consultancy to HMRC Digital Delivery Centres,CF14 3UW,,,,
HMRC,HMRC,17/03/2015,Software licences,Information Management Services,CAPGEMINI,5100093103,"34,105.26",Capgemini Feb 15 S02 Passthrough Charge for Aurora C155 Open Text Renewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Software licences,Information Management Services,CAPGEMINI,5100093103,"70,861.42",Capgemini Feb 15 S02 Passthrough Charge for 22AU Experian Renewal,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093150,"-152,509.76",Credit for Jan-15 invoice charges for Communication Services incorrectly invoiced by Capgemini,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093150,"-35,147.58",Credit for Jan-15 invoice charges for Communication Services incorrectly invoiced by Capgemini,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100093150,"-20,320.30",Credit for Jan-15 invoice charges for Communication Services incorrectly invoiced by Capgemini,TF3 3BD,,,,
HMRC,HMRC,17/03/2015,Crown Sol's Off NI,Debt Management & Banking,CROWN SOLICITORS OFFICE,5100093168,"44,022.00",High Court costs,BT1 3JY,,,,
