Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,Manchester City Council,5100080256,50724
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,Woking Borough  Council,5100080258,43846
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,Worthing Borough Council,5100080266,28949
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,Newcastle City Council,5100080278,332122
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,North Lanarkshire Council,5100080289,61893
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,City Of London,5100080300,77547
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,City Of London,5100080301,46392
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,Leeds City Council,5100080310,36225
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,Council Of The Borough,5100080315,31540
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,City Of Edinburgh Council,5100080348,26620
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,City Of Edinburgh Council,5100080349,32872
HMRC,HMRC,29/12/2010,Business Rates,Estates & Support Services,London Borough of Southwark,5100080355,30539
HMRC,HMRC,29/12/2010,100 PS Service Charg,Estates & Support Services,Exchequer Partnership Plc,5100080413,2120746.69
HMRC,HMRC,31/12/2010,Storage (non enfmnt),Estates & Support Services,Serco Integrated Services,5100080598,28159.11
HMRC,HMRC,31/12/2010,Storage (non enfmnt),Estates & Support Services,Serco Integrated Services,5100080600,30640.79
