Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,01/05/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100007114,27717.99,Vodafone March-15 invoice charges for Communication Services (Mobiles Equipment),RG14 5FF,,,,
HMRC,HMRC,01/05/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900035092,41590.23,Employee Training,DL1 9HN,,,,
HMRC,HMRC,01/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,DWP,5100006983,65766.65,Payment for mail sorting and delivery services,CF14 3UW,,,,
HMRC,HMRC,05/05/2015,Landlord Charges,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100007810,2887.06,Standard Landlord Service Charge payable to the Landlord,W1K 3HQ,,,,
HMRC,HMRC,05/05/2015,Business Rates,Estates & Support Services,DUMFRIES & GALLOWAY COUNCIL,5100007809,29087,Business rates  ,DG1 2HP,,,,
HMRC,HMRC,05/05/2015,OGD costs,Estates & Support Services,DWP,5100007806,36963.62,Charges for occupation under MOTO arrangement. ,CF14 3UW,,,,
HMRC,HMRC,05/05/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900035129,63014.51,Employee Training,DL1 9HN,,,,
HMRC,HMRC,05/05/2015,Rent,Estates & Support Services,APV CO 21 LTD,5100007811,140831.4,Business rates  ,IM1 2PT,,,,
HMRC,HMRC,05/05/2015,Landlord Charges,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100007810,237700.94,Standard Landlord Service Charge payable to the Landlord,W1K 3HQ,,,,
HMRC,HMRC,06/05/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,1700001361,-317520,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100003298,-149299.32,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,1700001361,-83100,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100003298,-37324.82,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,1700001361,-1705.37,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,17.22,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,70.76,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,90.45,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,102.75,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,245.63,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,293.81,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,371.49,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,399.41,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,539.41,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,1289.56,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,1542.47,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,2096.91,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,2105.96,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,4924.64,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,7436.11,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,11056.32,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,11056.5,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,11463.51,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Fleet mgmt services,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100007910,11778.7,Vehicle Fleet Services,P06 4RP,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,17289.89,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,19890.19,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,25854.4,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100006148,26377.1,Works carried out at Caledonian House Dundee,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Faciltiy Mngmt Cost,Estates & Support Services,G4S INTEGRATED SERVICES (UK) LTD,5100008066,26636.3,Charges for accommodation provided under the G4S Private Finance Initiative contract in Glasgow,S81 7QF,,,,
HMRC,HMRC,06/05/2015,Proprietry sys maint,Information Management Services,DWP,5100007956,29087.35,Government Gateway - variable charges for Secure Data Transfer (Oct-Dec 14),CF14 3UW,,,,
HMRC,HMRC,06/05/2015,Faciltiy Mngmt Cost,Estates & Support Services,G4S INTEGRATED SERVICES (UK) LTD,5100008067,29777.7,Charges for accommodation provided under the G4S Private Finance Initiative contract in Edinburgh,S81 7QF,,,,
HMRC,HMRC,06/05/2015,Vehicle leasing,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100007910,34299.59,Vehicle Fleet Services,P06 4RP,,,,
HMRC,HMRC,06/05/2015,Vehicle repairs,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100007910,34680.58,Vehicle Fleet Services,P06 4RP,,,,
HMRC,HMRC,06/05/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,35770.45,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,39039.59,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100006154,49083.84,Works carried out at City Centre House Birmingham,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Vehicle servicing ma,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100007910,51071.82,Vehicle Fleet Services,P06 4RP,,,,
HMRC,HMRC,06/05/2015,Diesel fuel,Criminal Investigations,ALLSTAR BUSINESS SOLUTIONS LTD,5100008069,51127.76,Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,06/05/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,58046.61,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,60183.38,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Vehicle leasing,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100007911,70112.95,Vehicle Fleet Services,P06 4RP,,,,
HMRC,HMRC,06/05/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,90771.91,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,104423.53,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Vehicle servicing ma,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100007910,122005.12,Vehicle Fleet Services,P06 4RP,,,,
HMRC,HMRC,06/05/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100008015,187794.88,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/05/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100006149,209345.4,Works carried out at Grayfield House  Edinburgh,WD17 1HN,,,,
HMRC,HMRC,07/05/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100003297,37324.82,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,
HMRC,HMRC,07/05/2015,Bus Int consultancy,PT Operations,DELOITTE MCS LTD,5100008175,103887.83,PT Planning Capability Review,MK9 1FD,,,,
HMRC,HMRC,07/05/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100003297,149299.32,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,
HMRC,HMRC,07/05/2015,Gov Bank Serv Charge,Finance & Internal Audit,RBS - NATWEST,5100007899,218920.59,Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,
HMRC,HMRC,07/05/2015,Credt Crd Comm Chrge,Finance & Internal Audit,RBS - NATWEST,5100007899,532581.97,Government Banking Service: Credit Card Commission Charges,EC2M 4RB,,,,
HMRC,HMRC,08/05/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100007122,4244.4,Works carried out at Cherry Court Hull,WD17 1HN,,,,
HMRC,HMRC,08/05/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100007122,6850.8,Works carried out at Cherry Court Hull,WD17 1HN,,,,
HMRC,HMRC,08/05/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100007122,32910.3,Works carried out at Cherry Court Hull,WD17 1HN,,,,
HMRC,HMRC,08/05/2015,Min AW non-struc VAT,Criminal Investigations,MAPELEY STEPS CONTRACTOR LTD,5100004675,114188.4,Maj AW struc non-VAT,WD17 1HN,,,,
HMRC,HMRC,08/05/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900044817,230902.41,Employee Training,DL1 9HN,,,,
HMRC,HMRC,08/05/2015,100 PS Service Charg,Estates & Support Services,EXCHEQUER PARTNERSHIP PLC,5100008379,1199846.11,Monthly charge for fully serviced accommodation at 100 Parliament Street London,M41 7HG,,,,
HMRC,HMRC,08/05/2015,100 PS Service Charg,Estates & Support Services,EXCHEQUER PARTNERSHIP PLC,5100008379,1248819.43,Monthly charge for fully serviced accommodation at 100 Parliament Street London,M41 7HG,,,,
HMRC,HMRC,11/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,ROYAL MAIL WHOLESALE,5100009202,-75989.44,Payment for mail sorting and delivery services,EC4Y 0HQ,,,,
HMRC,HMRC,11/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,ROYAL MAIL WHOLESALE,5100009202,-13.15,Payment for mail sorting and delivery services,EC4Y 0HQ,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,512.3,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,ROYAL MAIL WHOLESALE,5100009189,564.43,Payment for mail sorting and delivery services,EC4Y 0HQ,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,616.54,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,659.46,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,882.97,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,1039.14,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,1501.4,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,2162.16,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Landlord Charges,Estates & Support Services,FASSET BUSINESS & PROPERTY,5100009142,4427.14,Standard Landlord Service Charge payable to the Landlord,PO9 1SA,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,6818.06,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,11805.7,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,17412.31,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,18716.16,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,21621.62,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,22346.87,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Bus Int consultancy,Civil Service Resourcing,EQUAL EXPERTS UK LTD,5100009113,30000,Executive Recruitment Discovery fees in relation to management of  the Civil Service Jobs Portal,WC1H 9BB,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,46476.41,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,51282.05,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900044876,54573.75,Employee Training,DL1 9HN,,,,
HMRC,HMRC,11/05/2015,Pension Admin Svices,HR,MYCSP LTD,5100009122,56728.42,Outsourced pension service costs in respect of voluntary redundancy ,SK3 0XN,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,68759.9,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Court Fees,Debt Management & Banking,THE INSOLVENCY SERVICE,5100008384,128200,Court Fees,B4 6FD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,129937.22,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Disposal Seized Gds,Specialist Investigations (SI),ENVA NORTHERN IRELAND LTD,5100008382,144000,Disposal Seized Goods,BT24 8LS,,,,
HMRC,HMRC,11/05/2015,Landlord Charges,Estates & Support Services,FASSET BUSINESS & PROPERTY,5100009142,196806.11,Standard Landlord Service Charge payable to the Landlord,PO9 1SA,,,,
HMRC,HMRC,11/05/2015,Data output prod,Information Management Services,CAPGEMINI,5100009261,276819.4,Cap Gemini April 2015 invoice charges for non P2P items mainly project development,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100009172,695587.74,Cap Gemini April-15 invoice charge for Communication Voice Services,TF3 3BD,,,,
HMRC,HMRC,11/05/2015,Valuation Services,Risk & Intelligence,VALUATION OFFICE AGENCY,5100009125,734429.25,Property valuations in respect of Inheritance Tax and other Tax cases - monthly payment ,W1D 5BU,,,,
HMRC,HMRC,11/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,ROYAL MAIL WHOLESALE,5100009189,3588449.94,Payment for mail sorting and delivery services,EC4Y 0HQ,,,,
HMRC,HMRC,12/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,ROYAL MAIL,5100009173,690.54,Payment for mail sorting and delivery services,PE4 5BR,,,,
HMRC,HMRC,12/05/2015,Software coding,Information Management Services,W3PARTNERSHIP,5100009233,965.04,Digital development contractor costs ,HP3 8NN,,,,
HMRC,HMRC,12/05/2015,Gov Bank Serv Charge,Finance & Internal Audit,SANTANDER,5100009323,8853.5,Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,G1R 0AA,,,,
HMRC,HMRC,12/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,ROYAL MAIL,5100009173,23219.95,Payment for mail sorting and delivery services,PE4 5BR,,,,
HMRC,HMRC,12/05/2015,Research (VAT rec),Knowledge Analysis & Intelligence,TNS - BMRB,5100009313,26804.4,Survey of perceptions of tax compliance among individuals and Small and Medium Enterprises (SME).,W5 1UA,,,,
HMRC,HMRC,12/05/2015,Software coding,Information Management Services,W3PARTNERSHIP,5100009233,29760,Digital development contractor costs ,HP3 8NN,,,,
HMRC,HMRC,12/05/2015,Gov Bank Serv Charge,Finance & Internal Audit,SANTANDER,5100009320,44447.62,Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,G1R 0AA,,,,
HMRC,HMRC,12/05/2015,Legal Info Services,Information Management Services,EVERSHEDS LLP,5100009239,46012.32,Charges for Legal Specialists,B3 2PP,,,,
HMRC,HMRC,12/05/2015,Gov Bank Serv Charge,Finance & Internal Audit,SANTANDER,5100009324,47926.52,Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,G1R 0AA,,,,
HMRC,HMRC,12/05/2015,Credt Crd Comm Chrge,Finance & Internal Audit,SANTANDER,5100009320,94853.23,Government Banking Service: Credit Card Commission Charges,G1R 0AA,,,,
HMRC,HMRC,12/05/2015,Gov Bank Serv Charge,Finance & Internal Audit,SANTANDER,5100009322,98162.26,Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,G1R 0AA,,,,
HMRC,HMRC,12/05/2015,Credt Crd Comm Chrge,Finance & Internal Audit,SANTANDER,5100009322,172845.45,Government Banking Service: Credit Card Commission Charges,G1R 0AA,,,,
HMRC,HMRC,12/05/2015,Credt Crd Comm Chrge,Finance & Internal Audit,SANTANDER,5100009323,240344.91,Government Banking Service: Credit Card Commission Charges,G1R 0AA,,,,
HMRC,HMRC,12/05/2015,Meeting Rooms,PT Operations,DEPARTMENT OF WORK AND PENSIONS,5100009241,303996.86,HMRC hire of DWP venues 2014/15,NE98 1ZZ,,,,
HMRC,HMRC,12/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,ROYAL MAIL,5100009173,369868.27,Payment for mail sorting and delivery services,PE4 5BR,,,,
HMRC,HMRC,13/05/2015,Document destruction,Estates & Support Services,BANNER BUSINESS SERVICES LTD,5100009373,19601.65,Monthly charge for secure destruction of confidentially marked waste,NR3 1PD,,,,
HMRC,HMRC,13/05/2015,Document destruction,Estates & Support Services,BANNER BUSINESS SERVICES LTD,5100009373,22104,Monthly charge for secure destruction of confidentially marked waste,NR3 1PD,,,,
HMRC,HMRC,13/05/2015,Business Consultancy,Benefits & Credits Delivery,EQUIFAX PLC,5100009393,38400,Consultancy analysis for Tax credit undeclared partners project ,BD1 5LL,,,,
HMRC,HMRC,13/05/2015,Business Consultancy,Benefits & Credits Delivery,EQUIFAX PLC,5100009392,52500,Consultancy analysis for Tax credit undeclared partners project ,BD1 5LL,,,,
HMRC,HMRC,13/05/2015,Software coding,Information Management Services,ASE CONSULTING LTD,5100009385,246270,Charges for IT Specialists,FY85ER,,,,
HMRC,HMRC,13/05/2015,Business Rates,Estates & Support Services,LAND & PROPERTY SERVICES,5100009397,398311.57,Business Rates,BT2 7SL,,,,
HMRC,HMRC,13/05/2015,Business Rates,Estates & Support Services,LAND & PROPERTY SERVICES,5100009396,959886.71,Business Rates,BT2 7SL,,,,
HMRC,HMRC,13/05/2015,Oth PFI unitary chrg,Estates & Support Services,NEWCASTLE ESTATE PARTNERSHIP,5100009420,1872375.85,Charges for accommodation provided under the Newcastle Private Finance Initiative contract,BS1 4DJ,,,,
HMRC,HMRC,13/05/2015,Oth PFI unitary chrg,Estates & Support Services,NEWCASTLE ESTATE PARTNERSHIP,5100009420,1948799.35,Charges for accommodation provided under the Newcastle Private Finance Initiative contract,BS1 4DJ,,,,
HMRC,HMRC,14/05/2015,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100009879,31250.82,Monthy charge for facilities management,HG2 8QT,,,,
HMRC,HMRC,14/05/2015,Research (VAT rec),Estates & Support Services,MONTAGU EVANS LLP,5100009486,35078.4,Charge for conducting Fire Risk assessments in Non Mapeley STEPS properties,W1J 8BA,,,,
HMRC,HMRC,14/05/2015,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100009879,35240.29,Monthy charge for facilities management,HG2 8QT,,,,
HMRC,HMRC,14/05/2015,Nat Pst Del Ser(VAT),Finance & Internal Audit,DWP,5100009961,103648.18,Payment for mail sorting and delivery services,CF14 3UW,,,,
HMRC,HMRC,14/05/2015,Min AW struc non-VAT,Estates & Support Services,TELEREAL TRILLIUM,5100009878,221536.27,Works carried out to facilitate the vacation of Aspect House Harrow,LS11 9DX,,,,
HMRC,HMRC,14/05/2015,Business Rates,Estates & Support Services,HM TREASURY,5100010035,3433201.2,Business rates,NR7 0HS,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010139,714.53,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010137,1650,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010138,1650,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100010183,3480,Contract with Equal Experts Charge to deliver Herritage Finder Project,WC1H 9BB,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010130,4135.2,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010131,4135.2,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010136,4135.7,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010138,5645.83,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010137,7735.2,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010139,15554.4,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,OGD costs,Estates & Support Services,HM LAND REGISTRY,5100010070,16764.82,Charges for occupation under MOTO arrangement. ,CR0 2AQ,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010173,17054.78,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,IT consultancy,Digital,EQUAL EXPERTS UK LTD,5100010183,20550,Digital Delivery Centre Ops (Tooling Team) Southbank March invoice,WC1H 9BB,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010130,23870.7,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010131,23870.7,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010136,23870.7,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010169,26166.86,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010139,27750,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Diesel fuel,Criminal Investigations,ALLSTAR BUSINESS SOLUTIONS LTD,5100010119,33963.39,Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,15/05/2015,Proprietry sys maint,Information Management Services,DWP,5100010125,37285.21,Charges for Live running testing support maintenance or changes to the child benefit computer system. ,CF14 3UW,,,,
HMRC,HMRC,15/05/2015,Crown Sol's Off NI,Debt Management & Banking,CROWN SOLICITORS OFFICE,5100010142,37729.2,High Court costs,BT1 3JY,,,,
HMRC,HMRC,15/05/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100010183,40020,Digital development contractor costs ,WC1H 9BB,,,,
HMRC,HMRC,15/05/2015,Dept forms Non Stock,Digital,WILLIAMS LEA LTD,5100010103,40471.81,Generic Stock Forms,WF6 1TN,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010130,45324.9,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010131,45324.9,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100010136,45324.9,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,15/05/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100010183,58620,Digital development contractor costs ,WC1H 9BB,,,,
