DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|02/09/2013|UKRPIF|Finance|SFC (HE)|PIG6996|2,000,000.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Accrington|GPROSTD334774|58,791.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Anglia Ruskin Uni|GPROSTD333874|194,958.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Anglia Ruskin Uni|GPROSTD334792|2,913,413.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Anglia Ruskin Uni|GPROSTD337744|169,467.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD338842|64,483.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Arts Uni Bournemouth|GPROSTD334801|579,717.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Askham Bryan College|GPROSTD334819|146,489.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Aston University|GPROSTD333883|190,520.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Aston University|GPROSTD334828|1,534,127.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Aston University|GPROSTD337762|892,271.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|Aston University|GPROSTD338851|63,015.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Barking and Dagenham|GPROSTD334846|60,242.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bath Spa University|GPROSTD334891|1,162,963.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Bath Spa University|GPROSTD337771|78,088.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bedford College|GPROSTD334909|58,188.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Birkbeck College|GPROSTD333901|72,229.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Birkbeck College|GPROSTD334963|1,530,769.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Birkbeck College|GPROSTD337789|1,517,135.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Birmingham City Univ|GPROSTD334009|145,801.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Birmingham City Univ|GPROSTD335287|2,626,116.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Birmingham City Univ|GPROSTD337906|256,478.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|Birmingham City Univ|GPROSTD338977|48,225.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Birmingham Met Coll|GPROSTD334990|88,006.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bishop Burton|GPROSTD335008|295,148.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bishop Gros Uni|GPROSTD334999|267,484.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Blackburn College|GPROSTD335026|555,256.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Blackpool College|GPROSTD335035|616,167.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bournemouth & Poole|GPROSTD335080|33,406.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Bournemouth Uni|GPROSTD333928|72,281.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bournemouth Uni|GPROSTD335071|2,615,937.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Bournemouth Uni|GPROSTD337825|281,998.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bradford College|GPROSTD335098|501,583.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bridgwater College|GPROSTD335116|42,589.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Brooksby College|GPROSTD335170|41,992.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Brunel University|GPROSTD333964|126,748.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Brunel University|GPROSTD335179|2,547,543.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Brunel University|GPROSTD337861|1,675,581.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|Brunel University|GPROSTD338932|41,922.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Bucks New University|GPROSTD333973|85,287.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Bucks New University|GPROSTD335188|1,255,130.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Bucks New University|GPROSTD337870|36,963.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|Bucks New University|GPROSTD338941|28,209.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Calderdale College|GPROSTD335215|35,030.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Canterbury CCUC|GPROSTD333991|99,009.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Canterbury CCUC|GPROSTD335242|1,744,098.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Canterbury CCUC|GPROSTD337888|134,320.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|Canterbury CCUC|GPROSTD338959|32,747.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Canterbury Coll|GPROSTD335260|53,371.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Central College Nott|GPROSTD337123|57,819.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Central Sussex Coll|GPROSTD335314|31,304.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Chesterfield College|GPROSTD335332|60,909.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|City of Bristol Coll|GPROSTD335422|43,254.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|City of Sunderland C|GPROSTD335386|70,760.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|City of Westminster|GPROSTD335368|85,610.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|City University|GPROSTD334045|188,755.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|City University|GPROSTD335404|1,677,626.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|City University|GPROSTD337951|1,448,488.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|City University|GPROSTD339013|62,430.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Cleveland College|GPROSTD335440|149,066.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Colchester Inst|GPROSTD335449|31,679.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Conservatoire D&D|GPROSTD334054|42,269.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Conservatoire D&D|GPROSTD335458|1,076,110.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Cornwall College|GPROSTD335467|57,929.00
BIS|HEFCE|19/09/2013|Policy Ongoing Serv|Central|Council for Industry|GPROSTD333824|50,000.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Courtauld Institute|GPROSTD335476|99,782.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Courtauld Institute|GPROSTD337960|167,896.00
BIS|HEFCE|19/09/2013|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD340119|80,417.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Coventry University|GPROSTD334063|321,247.00
BIS|HEFCE|19/09/2013|Teaching 13-14|E&P policy team|Coventry University|GPROSTD335485|3,457,787.00
BIS|HEFCE|19/09/2013|Research 13-14|RIS policy team|Coventry University|GPROSTD337969|276,300.00
BIS|HEFCE|19/09/2013|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD339031|106,254.00
BIS|HEFCE|19/09/2013|HEIF 2011-15 (BIS)|RIS policy team|Cranfield University|GPROSTD334072|321,247.00
