DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|19/02/2014|Premises costs|Facilities Managemen|GAD|PIS3391|65,191.52
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Anglia Ruskin Uni|GPROSTD332692|102,647.00
BIS|HEFCE|20/02/2014|Catalyst Fund  (R)|RIS policy team|Arts Uni Bournemouth|GPROSTD347108|207,510.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|Aston University|GPROSTD328004|82,022.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Aston University|GPROSTD332693|55,779.00
BIS|HEFCE|20/02/2014|Revolving Green Fund|RIS policy team|Aston University|GPROSTD347201|94,274.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Barking and Dagenham|GPROSTD328829|249,600.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Barnet LEA|GPROSTD328830|233,292.00
BIS|HEFCE|20/02/2014|Teaching 13-14|E&P policy team|Barnsley College|GPROSTD344486|116,025.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Bath LEA|GPROSTD328828|188,367.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Bath Spa University|GPROSTD332695|46,719.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Beds LEA|GPROSTD328832|74,472.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|Birkbeck College|GPROSTD328008|126,670.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Birkbeck College|GPROSTD332697|59,037.00
BIS|HEFCE|20/02/2014|Access to Learn Fund|E&P policy team|Birkbeck College|GPROSTD347320|53,779.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Birmingham City Univ|GPROSTD332699|110,030.00
BIS|HEFCE|20/02/2014|Teaching 13-14|E&P policy team|Birmingham City Univ|GPROSTD344530|284,119.00
BIS|HEFCE|20/02/2014|Access to Learn Fund|E&P policy team|Birmingham City Univ|GPROSTD347335|26,563.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Birmingham LEA|GPROSTD328833|172,968.00
BIS|HEFCE|20/02/2014|Capital for FECs|E&P policy team|Blackburn College|GPROSTD333560|42,268.00
BIS|HEFCE|20/02/2014|Capital for FECs|E&P policy team|Blackpool College|GPROSTD333561|42,616.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Bolton LEA|GPROSTD328834|47,730.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Bournemouth Uni|GPROSTD332704|100,867.00
BIS|HEFCE|20/02/2014|Capital for FECs|E&P policy team|Bradford College|GPROSTD333563|46,638.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Bromley LEA|GPROSTD328837|41,817.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|Brunel University|GPROSTD328016|153,832.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Brunel University|GPROSTD332707|89,861.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Bucks County Council|GPROSTD333793|106,409.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Bucks New University|GPROSTD332708|44,744.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Canterbury CCUC|GPROSTD332710|81,131.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Cheshire West|GPROSTD328839|111,930.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|City of Bradford|GPROSTD328835|88,446.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|City University, Lon|GPROSTD328024|100,849.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|City University, Lon|GPROSTD332714|59,599.00
BIS|HEFCE|20/02/2014|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD340209|80,417.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Coventry LEA|GPROSTD328840|84,723.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|Coventry University|GPROSTD328026|33,539.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Coventry University|GPROSTD332715|125,517.00
BIS|HEFCE|20/02/2014|Catalyst Fund  (R)|RIS policy team|Coventry University|GPROSTD347149|1,171,764.00
BIS|HEFCE|20/02/2014|Access to Learn Fund|E&P policy team|Coventry University|GPROSTD347342|30,829.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|Cranfield University|GPROSTD328027|303,626.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Cranfield University|GPROSTD332716|25,012.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|De Montfort Uni|GPROSTD328029|71,098.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|De Montfort Uni|GPROSTD332718|128,366.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Derbyshire LEA|GPROSTD328844|41,352.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Devon County Council|GPROSTD328845|105,978.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Doncaster Council|GPROSTD328846|52,155.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Dorset LEA|GPROSTD328847|76,497.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Durham LEA|GPROSTD328849|33,750.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Ealing LEA|GPROSTD328850|38,544.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|East Riding|GPROSTD328851|156,087.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|East Sussex LEA|GPROSTD328852|251,193.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Edge Hill University|GPROSTD332723|81,718.00
BIS|HEFCE|20/02/2014|Access to Learn Fund|E&P policy team|Edge Hill University|GPROSTD347347|29,196.00
BIS|HEFCE|20/02/2014|REF|REF|Elsevier BV|PIG7471|61,382.80
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Essex LEA|GPROSTD328853|44,166.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Falmouth Uni|GPROSTD332727|30,967.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Gloucs LEA|GPROSTD328854|58,089.00
BIS|HEFCE|20/02/2014|RCIF Round 2|Finance|Goldsmiths' College|GPROSTD328040|83,423.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Goldsmiths' College|GPROSTD328905|42,075.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Goldsmiths' College|GPROSTD332729|43,835.00
BIS|HEFCE|20/02/2014|Capital for FECs|E&P policy team|Grimsby Institute|GPROSTD333589|30,700.00
BIS|HEFCE|20/02/2014|Catalyst Fund  (R)|RIS policy team|Hadlow College|GPROSTD347130|50,000.00
BIS|HEFCE|20/02/2014|Catalyst Fund C (R)|RIS policy team|Hadlow College|GPROSTD347134|40,000.00
BIS|HEFCE|20/02/2014|Catalyst Fund C (T)|RIS policy team|Hadlow College|GPROSTD347140|60,000.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Hampshire LEA|GPROSTD328855|285,864.00
BIS|HEFCE|20/02/2014|Revolving Green Fund|RIS policy team|Harper Adams Uni|GPROSTD261893|60,000.00
BIS|HEFCE|20/02/2014|TCIF Round 2|Finance|Harper Adams Uni|GPROSTD332732|32,730.00
BIS|HEFCE|20/02/2014|HE Academy|E&P policy team|HE Academy|GPROSTD341545|923,000.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Hertfordshire CC|GPROSTD328857|90,054.00
BIS|HEFCE|20/02/2014|Inherited Staff|Finance|Hounslow LEA|GPROSTD328858|33,639.00
