DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|London Sch Hygiene|GPROSTD328377|377,258.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|London Sch Hygiene|GPROSTD348425|30,441.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|London South Bank|GPROSTD328379|47,741.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|London South Bank|GPROSTD347931|53,438.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|London South Bank|GPROSTD348370|365,759.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Loughborough Uni|GPROSTD328380|450,693.00
BIS|HEFCE|19/02/2015|Catalyst Fund  (R)|RIS policy team|Loughborough Uni|GPROSTD343136|104,250.00
BIS|HEFCE|19/02/2015|SIVS|E&P policy team|Loughborough Uni|GPROSTD343285|69,010.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Loughborough Uni|GPROSTD348372|401,046.00
BIS|HEFCE|19/02/2015|Catalyst Fund C (R)|RIS policy team|Loughborough Uni|GPROSTD366751|70,000.00
BIS|HEFCE|19/02/2015|Catalyst Fund C (T)|RIS policy team|Loughborough Uni|GPROSTD366754|105,000.00
BIS|HEFCE|19/02/2015|Capital for FECs|E&P policy team|Manchester College|GPROSTD355031|81,724.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Manchester Cty Couni|GPROSTD347891|343,224.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Manchester Met|GPROSTD328382|79,347.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Manchester Met|GPROSTD348374|775,529.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Mid'brough Council|GPROSTD347892|47,354.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Middlesex University|GPROSTD328383|46,883.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Middlesex University|GPROSTD348375|419,602.00
BIS|HEFCE|19/02/2015|Capital for FECs|E&P policy team|NCG|GPROSTD355034|161,491.00
BIS|HEFCE|19/02/2015|Policy Ongoing Serv|Central|NCUB|GPROSTD333841|50,000.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Newcastle LEA|GPROSTD347893|116,221.00
BIS|HEFCE|19/02/2015|Capital for FECs|E&P policy team|New College Durham|GPROSTD355001|62,461.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Newman Uni|GPROSTD348377|76,712.00
BIS|HEFCE|19/02/2015|Capital for FECs|E&P policy team|Northbrook College|GPROSTD355042|59,069.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Northum'lnd LEA|GPROSTD347896|51,278.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Norwich Uni Arts|GPROSTD348380|58,279.00
BIS|HEFCE|19/02/2015|Catalyst Fund C (R)|RIS policy team|Norwich Uni Arts|GPROSTD364060|124,678.00
BIS|HEFCE|19/02/2015|Catalyst Fund C (T)|RIS policy team|Norwich Uni Arts|GPROSTD364065|187,016.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Nottingham Trent Uni|GPROSTD328388|65,680.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Nottingham Trent Uni|GPROSTD348382|610,690.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Notts LEA|GPROSTD347898|174,440.00
BIS|HEFCE|19/02/2015|Catalyst Fund|RIS policy team|NUS|GPROSTD333776|211,250.00
BIS|HEFCE|19/02/2015|Promoting Efficiency|LGM|NUS|GPROSTD346752|31,750.00
BIS|HEFCE|19/02/2015|Policy Ongoing Serv|Central|NUS|GPROSTD363766|64,250.00
BIS|HEFCE|19/02/2015|Provision of Info|E&P policy team|NUS|PIG14476|48,500.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Open University|GPROSTD328389|212,670.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Open University|GPROSTD348383|1,541,931.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Oxford Brookes Univ|GPROSTD328392|71,160.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Oxford Brookes Univ|GPROSTD348386|329,142.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Oxfordshire LEA|GPROSTD347900|114,302.00
BIS|HEFCE|19/02/2015|Quality Assurance|E&P policy team|QAA|GPROSTD364114|568,353.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Queen Mary, UoL|GPROSTD328395|716,905.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Queen Mary, UoL|GPROSTD348390|470,803.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Ravensbourne|GPROSTD348391|69,436.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|RCSSD|GPROSTD348325|36,557.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Roehampton Uni|GPROSTD328397|29,291.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Roehampton Uni|GPROSTD347934|31,864.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Roehampton Uni|GPROSTD348392|229,803.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Rose Bruford College|GPROSTD348393|25,734.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Royal Academy Music|GPROSTD348394|30,537.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Royal Agricultural|GPROSTD348427|45,728.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Royal College Music|GPROSTD348396|30,413.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Royal College of Art|GPROSTD328399|32,747.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Royal College of Art|GPROSTD348395|59,933.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Royal Holloway|GPROSTD328401|218,090.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Royal Holloway|GPROSTD348397|209,116.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Royal North Coll Mus|GPROSTD348422|39,289.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Royal Veterinary|GPROSTD328402|108,754.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Royal Veterinary|GPROSTD348398|129,507.00
BIS|HEFCE|19/02/2015|Revolving Green Fund|RIS policy team|Salix Finance Ltd|PIG14479|200,000.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Sheffield Hallam Uni|GPROSTD328406|116,071.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Sheffield Hallam Uni|GPROSTD348403|636,383.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Sheffield LEA|GPROSTD347902|183,762.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|SOAS|GPROSTD328390|63,746.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|SOAS|GPROSTD348384|69,647.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Southampton Solent U|GPROSTD348405|324,493.00
BIS|HEFCE|19/02/2015|Catalyst Fund  (R)|RIS policy team|Southampton Solent U|GPROSTD354487|40,219.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Staffordshire Uni|GPROSTD348423|403,941.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Staffs LEA|GPROSTD347906|136,225.00
BIS|HEFCE|19/02/2015|SDF Recurrent|RIS policy team|St George's Hos Med|GPROSTD309935|30,214.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|St George's Hos Med|GPROSTD328403|145,774.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|St George's Hos Med|GPROSTD348399|149,323.00
BIS|HEFCE|19/02/2015|Capital for FECs|E&P policy team|St Helens Coll|GPROSTD355065|29,495.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|St Mary's University|GPROSTD348400|119,472.00
BIS|HEFCE|19/02/2015|Capital for FECs|E&P policy team|Stockport College|GPROSTD355068|60,441.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Sunderland  Council|GPROSTD347909|95,405.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Teesside University|GPROSTD328412|33,610.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Teesside University|GPROSTD348409|407,003.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|The City University|GPROSTD328339|130,837.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|The City University|GPROSTD348327|218,810.00
BIS|HEFCE|19/02/2015|Provision of Info|E&P policy team|TNS UK Ltd|PIG14480|35,666.40
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Trinity Laban Cons|GPROSTD348428|53,558.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni Coll Birmingham|GPROSTD348312|106,262.00
BIS|HEFCE|19/02/2015|SDF Recurrent|RIS policy team|Uni College London|GPROSTD292622|31,045.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni College London|GPROSTD328413|2,786,214.00
BIS|HEFCE|19/02/2015|Catalyst Fund  (R)|RIS policy team|Uni College London|GPROSTD346922|30,000.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni College London|GPROSTD348410|621,365.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni for Creative Art|GPROSTD348424|167,013.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Arts London|GPROSTD328373|54,895.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Arts London|GPROSTD348367|361,568.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Bedfordshire|GPROSTD348308|323,748.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Birmingham|GPROSTD328324|1,125,972.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Birmingham|GPROSTD348310|687,420.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Bradford|GPROSTD328328|116,946.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Bradford|GPROSTD348419|309,317.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Brighton|GPROSTD328329|83,243.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Brighton|GPROSTD348317|472,647.00
BIS|HEFCE|19/02/2015|SDF Recurrent|RIS policy team|Uni of Bristol|GPROSTD286736|30,214.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Bristol|GPROSTD328330|1,195,782.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Bristol|GPROSTD348318|574,290.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Cambridge|GPROSTD328333|3,078,697.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Cambridge|GPROSTD348321|494,385.00
BIS|HEFCE|19/02/2015|Museums, Gal & Coll|RIS policy team|Uni of Cambridge|GPROSTD363906|163,000.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Central Lancs|GPROSTD328336|62,828.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Central Lancs|GPROSTD348324|626,148.00
BIS|HEFCE|19/02/2015|Catalyst Fund  (R)|RIS policy team|Uni of Chester|GPROSTD343036|70,791.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Chester|GPROSTD348326|241,368.00
BIS|HEFCE|19/02/2015|Catalyst Fund C (R)|RIS policy team|Uni of Chester|GPROSTD364198|156,456.00
BIS|HEFCE|19/02/2015|Catalyst Fund C (T)|RIS policy team|Uni of Chester|GPROSTD364200|234,683.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Chichester|GPROSTD348420|131,635.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Cumbria|GPROSTD348331|230,912.00
BIS|HEFCE|19/02/2015|SDF Recurrent|RIS policy team|Uni of East Anglia|GPROSTD285884|30,214.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of East Anglia|GPROSTD328347|408,411.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of East Anglia|GPROSTD348335|458,044.00
BIS|HEFCE|19/02/2015|Museums, Gal & Coll|RIS policy team|Uni of East Anglia|GPROSTD363910|25,000.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of East London|GPROSTD328348|27,596.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of East London|GPROSTD348336|356,790.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Gloucester|GPROSTD348342|189,681.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Greenwich|GPROSTD328356|54,726.00
BIS|HEFCE|19/02/2015|Inherited Staff|Finance|Uni of Greenwich|GPROSTD347929|90,134.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Greenwich|GPROSTD348344|544,343.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Hertfordshire|GPROSTD328358|94,739.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Hertfordshire|GPROSTD348347|469,999.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Huddersfield|GPROSTD328359|35,759.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Huddersfield|GPROSTD348349|457,363.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Lancaster|GPROSTD328366|371,327.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Lancaster|GPROSTD348356|252,028.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Leicester|GPROSTD328369|543,431.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Leicester|GPROSTD348361|369,582.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Lincoln|GPROSTD348362|304,665.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Liverpool|GPROSTD328371|950,139.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Liverpool|GPROSTD348363|592,941.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of London|GPROSTD328374|27,272.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Manchester|GPROSTD328381|2,276,034.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Manchester|GPROSTD348373|878,970.00
BIS|HEFCE|19/02/2015|Museums, Gal & Coll|RIS policy team|Uni of Manchester|GPROSTD363914|172,500.00
BIS|HEFCE|19/02/2015|RCIF Round 2|Finance|Uni of Newcastle|GPROSTD328384|892,213.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Newcastle|GPROSTD348376|569,763.00
BIS|HEFCE|19/02/2015|TCIF Round 2|Finance|Uni of Northampton|GPROSTD348378|248,182.00
