DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Bath Spa University|GPROSTD375951|148,958.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bath Spa University|GPROSTD379026|457,752.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bedford College|GPROSTD379044|98,078.00
BIS|HEFCE|17/09/2015|Catalyst Fund  (R)|RIS policy team|Birkbeck College|GPROSTD363292|48,794.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Birkbeck College|GPROSTD375969|1,446,774.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Birkbeck College|GPROSTD377056|36,046.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Birkbeck College|GPROSTD379098|1,216,776.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Birmingham City Univ|GPROSTD376086|322,769.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Birmingham City Univ|GPROSTD377155|72,760.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Birmingham City Univ|GPROSTD379440|1,835,963.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Birmingham Met Coll|GPROSTD379125|80,851.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bishop Burton|GPROSTD379143|148,476.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bishop Gros Uni|GPROSTD379134|99,978.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Blackburn College|GPROSTD379161|204,693.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Blackpool College|GPROSTD379170|390,018.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bournemouth & Poole|GPROSTD379215|67,797.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Bournemouth Uni|GPROSTD376005|454,585.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Bournemouth Uni|GPROSTD377074|68,020.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bournemouth Uni|GPROSTD379206|1,065,030.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bradford College|GPROSTD379233|233,651.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bridgwater College|GPROSTD379251|60,676.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bromley College|GPROSTD379287|34,127.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Brooksby College|GPROSTD379305|26,647.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Brunel University|GPROSTD376041|1,751,796.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Brunel University|GPROSTD377110|133,641.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Brunel University|GPROSTD378010|44,547.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Brunel University|GPROSTD379314|1,296,737.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Bucks New University|GPROSTD376050|41,029.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Bucks New University|GPROSTD377119|68,400.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Bucks New University|GPROSTD379323|533,244.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Burnley College|GPROSTD379332|40,494.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Calderdale College|GPROSTD379359|28,158.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Canterbury CCUC|GPROSTD376068|303,780.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Canterbury CCUC|GPROSTD377137|52,637.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Canterbury CCUC|GPROSTD379386|777,272.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Canterbury College|GPROSTD379404|37,616.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Central College Nott|GPROSTD381375|49,590.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Central Sussex Coll|GPROSTD379467|32,539.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Chesterfield College|GPROSTD379485|62,067.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Chichester College|GPROSTD379494|54,336.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|City & Islington|GPROSTD379521|29,394.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|City College Norwich|GPROSTD380907|97,644.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|City Liverpool Col|GPROSTD379575|50,565.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|City of Westminster|GPROSTD379530|44,023.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Cleveland College|GPROSTD379602|49,870.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Colchester Institute|GPROSTD379611|43,730.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|College of NW London|GPROSTD380880|25,579.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Conservatoire D&D|GPROSTD377191|63,282.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Conservatoire D&D|GPROSTD379620|956,526.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Cornwall College|GPROSTD379629|87,431.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Courtauld Institute|GPROSTD376140|245,356.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Courtauld Institute|GPROSTD379638|75,918.00
BIS|HEFCE|17/09/2015|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD382371|81,979.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Coventry University|GPROSTD376149|483,362.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Coventry University|GPROSTD377200|320,625.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD378100|106,874.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Coventry University|GPROSTD379647|2,025,017.00
BIS|HEFCE|17/09/2015|Revolving Green Fund|RIS policy team|Coventry University|GPROSTD382171|33,335.00
BIS|HEFCE|17/09/2015|Catalyst Fund  (R)|RIS policy team|Cranfield University|GPROSTD346584|160,000.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Cranfield University|GPROSTD376158|1,551,615.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Cranfield University|GPROSTD377209|320,625.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Cranfield University|GPROSTD378109|106,874.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Cranfield University|GPROSTD379665|1,152,482.00
BIS|HEFCE|17/09/2015|Transitional Res|Finance|Cranfield University|GPROSTD382969|526,228.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Craven College|GPROSTD379656|37,229.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Croydon College|GPROSTD379683|40,758.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|De Montfort Uni|GPROSTD376185|576,081.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|De Montfort Uni|GPROSTD377227|62,628.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|De Montfort Uni|GPROSTD379710|1,639,099.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Derby College|GPROSTD379728|33,594.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Doncaster College|GPROSTD379737|91,917.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Dudley College|GPROSTD379746|38,772.00
BIS|HEFCE|17/09/2015|Revolving Green Fund|RIS policy team|Edge Hill University|GPROSTD375414|200,000.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Edge Hill University|GPROSTD376230|173,891.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Edge Hill University|GPROSTD377272|29,007.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Edge Hill University|GPROSTD379827|698,355.00
BIS|HEFCE|17/09/2015|Revolving Green Fund|RIS policy team|Edge Hill University|GPROSTD382121|145,000.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Exeter College|GPROSTD379854|46,518.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Falmouth Uni|GPROSTD376257|62,140.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Falmouth Uni|GPROSTD379872|567,563.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Farnborough College|GPROSTD379890|44,355.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Furness College|GPROSTD379899|27,002.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Gateshead College|GPROSTD379908|66,461.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Gloucestershire Coll|GPROSTD379926|57,550.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Goldsmiths' College|GPROSTD376275|815,604.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Goldsmiths' College|GPROSTD377299|35,074.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Goldsmiths' College|GPROSTD379935|711,093.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Grimsby Institute|GPROSTD379962|190,217.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Guildford College|GPROSTD379971|76,049.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Guildhall Sch M & D|GPROSTD376293|45,845.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Guildhall Sch M & D|GPROSTD377317|44,738.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Guildhall Sch M & D|GPROSTD379980|129,546.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Harper Adams Uni|GPROSTD376302|79,764.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Harper Adams Uni|GPROSTD380034|899,549.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Hartpury College|GPROSTD380043|112,421.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Havering College|GPROSTD380070|91,158.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Heart of Wor College|GPROSTD380790|193,326.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Henley College Cov|GPROSTD380079|30,562.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Heythrop College|GPROSTD376320|44,589.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Heythrop College|GPROSTD380124|25,008.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Holy Cross College|GPROSTD380142|30,594.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Hugh Baird College|GPROSTD380169|32,801.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Hull College|GPROSTD380178|145,213.00
BIS|HEFCE|17/09/2015|SDF Recurrent|RIS policy team|Imperial College|GPROSTD326471|25,000.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Imperial College|GPROSTD376347|14,118,575.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Imperial College|GPROSTD377353|320,625.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD378253|106,874.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Imperial College|GPROSTD380205|4,624,669.00
BIS|HEFCE|17/09/2015|Transitional Res|Finance|Imperial College|GPROSTD382973|3,080,851.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Inst Cancer Research|GPROSTD376077|2,222,603.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Inst Cancer Research|GPROSTD377146|118,653.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Inst Cancer Research|GPROSTD378046|39,550.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Inst Cancer Research|GPROSTD379395|113,056.00
BIS|HEFCE|17/09/2015|Transitional Res|Finance|Inst Cancer Research|GPROSTD382974|346,774.00
BIS|HEFCE|17/09/2015|JISC|JISC NAH|JISC|GPROSTD382073|1,750,000.00
BIS|HEFCE|17/09/2015|JISC Capital (R)|JISC NAH|JISC|GPROSTD382086|844,444.00
BIS|HEFCE|17/09/2015|JISC Capital (T)|RIS policy team|JISC|GPROSTD382095|1,266,667.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|King's College|GPROSTD376374|9,801,040.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|King's College|GPROSTD377380|320,625.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|King's College|GPROSTD378280|106,874.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|King's College|GPROSTD380259|6,196,232.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Kingston College|GPROSTD380250|54,507.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Kingston University|GPROSTD376383|459,068.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Kingston University|GPROSTD377389|78,768.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Kingston University|GPROSTD378289|26,255.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Kingston University|GPROSTD380268|2,525,822.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Kirklees College|GPROSTD380304|57,675.00
BIS|HEFCE|17/09/2015|Costing & Pricing|Finance|KPMG Llp|PIG14636|49,390.80
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Lakes College|GPROSTD380322|68,510.00
BIS|HEFCE|17/09/2015|Promoting Efficiency|LGM|Leader Foundation HE|GPROSTD363794|50,000.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Leeds Bec University|GPROSTD376410|325,398.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Leeds Bec University|GPROSTD377416|218,469.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Leeds Bec University|GPROSTD378316|72,822.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Leeds Bec University|GPROSTD380376|1,443,834.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Leeds City College|GPROSTD380385|167,352.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Leeds Coll Building|GPROSTD380349|36,943.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Leeds College of Art|GPROSTD380358|115,813.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Leeds Trinity Uni|GPROSTD381690|161,591.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Leicester College|GPROSTD380394|70,587.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Lincoln College|GPROSTD380430|59,351.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Liverpool Hope Uni|GPROSTD376446|138,890.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Liverpool Hope Uni|GPROSTD377452|40,264.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Liverpool Hope Uni|GPROSTD380448|329,986.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Liverpool Inst PA|GPROSTD380466|177,199.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Liverpool John Moore|GPROSTD376437|789,347.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Liverpool John Moore|GPROSTD377443|188,493.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Liverpool John Moore|GPROSTD378343|62,830.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Liverpool John Moore|GPROSTD380439|1,898,143.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|London Bus School|GPROSTD376491|469,957.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|London Bus School|GPROSTD377488|320,625.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|London Bus School|GPROSTD378388|106,874.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|London Met Uni|GPROSTD376518|199,519.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|London Met Uni|GPROSTD377515|100,478.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|London Met Uni|GPROSTD378415|33,492.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|London Met Uni|GPROSTD380520|1,547,355.00
BIS|HEFCE|17/09/2015|Revolving Green Fund|RIS policy team|London Met Uni|GPROSTD382336|44,847.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|London Sch Economics|GPROSTD376500|2,788,879.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|London Sch Economics|GPROSTD377497|284,767.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|London Sch Economics|GPROSTD378397|94,921.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|London Sch Economics|GPROSTD380502|278,940.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|London Sch Hygiene|GPROSTD376509|2,740,495.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|London Sch Hygiene|GPROSTD377506|84,253.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|London Sch Hygiene|GPROSTD378406|28,084.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|London Sch Hygiene|GPROSTD380511|498,805.00
BIS|HEFCE|17/09/2015|Transitional Res|Finance|London Sch Hygiene|GPROSTD382980|42,480.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|London South Bank|GPROSTD376527|272,990.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|London South Bank|GPROSTD377524|61,107.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|London South Bank|GPROSTD380529|1,708,249.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Loughborough College|GPROSTD380547|91,863.00
BIS|HEFCE|17/09/2015|Catalyst Fund  (R)|RIS policy team|Loughborough Uni|GPROSTD343143|104,250.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Loughborough Uni|GPROSTD376545|2,689,452.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Loughborough Uni|GPROSTD377542|276,038.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Loughborough Uni|GPROSTD378442|92,012.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Loughborough Uni|GPROSTD380556|1,446,904.00
BIS|HEFCE|17/09/2015|Transitional Res|Finance|Loughborough Uni|GPROSTD383054|146,018.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|LSTM|GPROSTD376464|731,454.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|LSTM|GPROSTD377470|269,474.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|LSTM|GPROSTD378370|89,823.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|LSTM|GPROSTD382575|127,820.00
BIS|HEFCE|17/09/2015|Transitional Res|Finance|LSTM|GPROSTD382978|28,166.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Macclesfield College|GPROSTD380574|140,901.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Manchester College|GPROSTD380601|173,380.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Manchester Met|GPROSTD376563|890,246.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Manchester Met|GPROSTD377560|113,322.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Manchester Met|GPROSTD378460|37,773.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Manchester Met|GPROSTD380583|2,300,968.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Middlesex University|GPROSTD376581|664,130.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Middlesex University|GPROSTD377578|94,923.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Middlesex University|GPROSTD378478|31,641.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Middlesex University|GPROSTD380610|1,562,048.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Mid-Cheshire College|GPROSTD382593|32,454.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Mid-Kent College|GPROSTD380619|66,695.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Moulton College|GPROSTD380637|62,475.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|National Film & TV|GPROSTD377596|35,685.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|National Film & TV|GPROSTD380754|57,265.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|NCG|GPROSTD380673|341,535.00
BIS|HEFCE|17/09/2015|Policy Ongoing Serv|Central|NCUB|GPROSTD333848|50,000.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Newbury College|GPROSTD380655|26,493.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|New College Durham|GPROSTD380664|120,589.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|New College Notts|GPROSTD380682|69,635.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|New College Stamford|GPROSTD381501|36,843.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Newham College|GPROSTD380691|72,531.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Newman Uni|GPROSTD380700|154,686.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Northbrook College|GPROSTD380772|102,928.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|North East Surrey|GPROSTD380799|61,540.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|North Lindsey Coll|GPROSTD380781|137,382.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Northumberland Coll|GPROSTD380844|42,402.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Norwich Uni Arts|GPROSTD380826|203,076.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Nottingham Trent Uni|GPROSTD376635|617,248.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Nottingham Trent Uni|GPROSTD377623|142,871.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Nottingham Trent Uni|GPROSTD378523|47,622.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Nottingham Trent Uni|GPROSTD380916|1,881,702.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|N Warwick & Hinckley|GPROSTD380862|51,397.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Oldham College|GPROSTD380943|32,989.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Open University|GPROSTD376653|1,321,541.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Open University|GPROSTD377641|98,733.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Open University|GPROSTD378541|32,910.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Open University|GPROSTD380952|9,963,347.00
BIS|HEFCE|17/09/2015|Research 15-16|RIS policy team|Oxford Brookes Univ|GPROSTD376680|716,217.00
BIS|HEFCE|17/09/2015|HEIF 2011-15 (BIS)|RIS policy team|Oxford Brookes Univ|GPROSTD377668|117,969.00
BIS|HEFCE|17/09/2015|HEIF 2011-15|RIS policy team|Oxford Brookes Univ|GPROSTD378568|39,322.00
BIS|HEFCE|17/09/2015|Teaching 15-16|E&P policy team|Oxford Brookes Univ|GPROSTD380979|1,055,430.00
BIS|HEFCE|17/09/2015|Inherited Staff|Finance|Oxfordshire LEA|GPROSTD382931|33,377.82
BIS|HEFCE|17/09/2015|Teaching 14-15|E&P policy team|Plumpton College|GPROSTD357344|26,600.00
BIS|HEFCE|17/09/2015|Teaching 14-15|E&P policy team|Plumpton College|GPROSTD357345|26,600.00
BIS|HEFCE|17/09/2015|Teaching 14-15|E&P policy team|Plumpton College|GPROSTD357346|26,600.00
