DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Courtauld Institute|GPROSTD319451|125,682.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Courtauld Institute|GPROSTD321818|183,587.00
BIS|HEFCE|17/08/2012|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD323947|80,385.00
BIS|HEFCE|17/08/2012|Inherited Staff|Finance|Coventry LEA|GPROSTD314040|28,803.00
BIS|HEFCE|17/08/2012|SDF Recurrent|RIS policy team|Coventry University|GPROSTD304943|300,000.00
BIS|HEFCE|17/08/2012|Revolving Green Fund|RIS policy team|Coventry University|GPROSTD313228|84,250.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Coventry University|GPROSTD317379|187,749.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|Coventry University|GPROSTD317772|93,767.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Coventry University|GPROSTD319460|5,450,684.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Coventry University|GPROSTD321827|297,189.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD322963|237,405.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Coventry University|GPROSTD324148|591,000.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|Coventry University|GPROSTD325557|252,812.00
BIS|HEFCE|17/08/2012|Emp Engagement - Rec|E&P policy team|Coventry University|GPROSTD326276|250,000.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Cranfield University|GPROSTD317380|43,221.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|Cranfield University|GPROSTD317773|848,849.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Cranfield University|GPROSTD319478|1,367,291.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Cranfield University|GPROSTD321836|1,934,864.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|Cranfield University|GPROSTD322975|237,405.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Craven College|GPROSTD319469|61,006.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Croydon College|GPROSTD319496|295,670.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|CSSD|GPROSTD319271|624,078.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|CSSD|GPROSTD321782|52,044.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Dearne Valley Coll|GPROSTD319514|47,066.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|De Montfort Uni|GPROSTD317382|201,409.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|De Montfort Uni|GPROSTD317774|198,768.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|De Montfort Uni|GPROSTD319523|5,137,833.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|De Montfort Uni|GPROSTD321863|692,206.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|De Montfort Uni|GPROSTD322987|85,343.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|De Montfort Uni|GPROSTD324152|726,000.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|De Montfort Uni|GPROSTD325578|310,118.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Derby College|GPROSTD319541|42,129.00
BIS|HEFCE|17/08/2012|Inherited Staff|Finance|Devon LEA|GPROSTD314045|35,146.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Doncaster College|GPROSTD319550|293,720.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Doncaster College|GPROSTD324320|54,000.00
BIS|HEFCE|17/08/2012|Inherited Staff|Finance|Dorset LEA|GPROSTD314047|25,768.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Dudley Coll of Tech|GPROSTD319559|66,913.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Ealing Ham  & W Lond|GPROSTD319577|46,004.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Eastleigh College|GPROSTD319613|37,365.00
BIS|HEFCE|17/08/2012|Inherited Staff|Finance|East Riding|GPROSTD314051|51,645.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|East Riding College|GPROSTD319622|61,432.00
BIS|HEFCE|17/08/2012|Inherited Staff|Finance|East Sussex LEA|GPROSTD314052|82,977.00
BIS|HEFCE|17/08/2012|Equal opportunities|LGM|ECU|PIG6506|78,209.00
BIS|HEFCE|17/08/2012|Equal opportunities|LGM|ECU|PIG6507|78,209.00
BIS|HEFCE|17/08/2012|Revolving Green Fund|RIS policy team|Edge Hill University|GPROSTD313230|150,305.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Edge Hill University|GPROSTD317387|133,103.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Edge Hill University|GPROSTD319631|2,794,120.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Edge Hill University|GPROSTD321908|40,800.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Edge Hill University|GPROSTD324158|345,000.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|Edge Hill University|GPROSTD325614|251,545.00
BIS|HEFCE|17/08/2012|Emp Engagement - Rec|E&P policy team|Edge Hill University|GPROSTD326292|125,000.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Exeter College|GPROSTD319658|43,502.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Farnborough College|GPROSTD319694|295,891.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Farnborough College|GPROSTD324164|48,000.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Gateshead College|GPROSTD319712|152,551.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Gloucestershire Coll|GPROSTD319730|157,009.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Goldsmiths College|GPROSTD317393|73,936.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|Goldsmiths College|GPROSTD317785|233,226.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Goldsmiths College|GPROSTD319739|1,670,348.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Goldsmiths College|GPROSTD321962|1,314,355.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|Goldsmiths College|GPROSTD323107|27,585.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Goldsmiths College|GPROSTD324168|195,000.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|Goldsmiths College|GPROSTD325650|83,843.00
BIS|HEFCE|17/08/2012|Capital for FECs|E&P policy team|Grimsby Institute|GPROSTD318133|56,543.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Grimsby Institute|GPROSTD319757|650,350.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Grimsby Institute|GPROSTD324170|84,000.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|Grimsby Institute|GPROSTD325656|73,373.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Guildford College|GPROSTD319766|193,248.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Guildford College|GPROSTD324171|39,000.00
BIS|HEFCE|17/08/2012|SDF Recurrent|RIS policy team|Guildhall Sch M & D|GPROSTD311934|56,000.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Guildhall Sch M & D|GPROSTD319775|283,636.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Guildhall Sch M & D|GPROSTD321980|36,649.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|Guildhall Sch M & D|GPROSTD323131|25,437.00
BIS|HEFCE|17/08/2012|Inherited Staff|Finance|Hampshire LEA|GPROSTD314055|94,607.00
BIS|HEFCE|17/08/2012|Revolving Green Fund|RIS policy team|Harper Adams Uni Col|GPROSTD261887|60,000.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Harper Adams Uni Col|GPROSTD317396|52,058.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Harper Adams Uni Col|GPROSTD319829|1,859,810.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Harper Adams Uni Col|GPROSTD321989|45,762.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Harper Adams Uni Col|GPROSTD324174|87,000.00
BIS|HEFCE|17/08/2012|Emp Engagement - Rec|E&P policy team|Harper Adams Uni Col|GPROSTD326284|250,000.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Hartpury College|GPROSTD319838|70,305.00
BIS|HEFCE|17/08/2012|Capital for FECs|E&P policy team|Havering College|GPROSTD318137|38,437.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Havering College|GPROSTD319856|444,679.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|Havering College|GPROSTD325689|29,516.00
BIS|HEFCE|17/08/2012|Nat Teaching Fellows|E&P policy team|HE Academy|GPROSTD326407|490,000.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Henley College|GPROSTD319865|74,838.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Hereford Coll of Art|GPROSTD319874|139,574.00
BIS|HEFCE|17/08/2012|Inherited Staff|Finance|Hertfordshire LEA|GPROSTD314057|31,201.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Heythrop College|GPROSTD319901|144,639.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Highbury College|GPROSTD319910|74,780.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Hopwood Hall College|GPROSTD319928|61,015.00
BIS|HEFCE|17/08/2012|Capital for FECs|E&P policy team|Hull College|GPROSTD318143|53,404.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Hull College|GPROSTD319955|586,761.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Hull College|GPROSTD324181|84,000.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Hull College|GPROSTD325022|27,271.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|Hull College|GPROSTD325722|34,615.00
BIS|HEFCE|17/08/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD263169|28,562.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Imperial College|GPROSTD317400|223,828.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|Imperial College|GPROSTD317791|6,068,269.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Imperial College|GPROSTD319973|7,403,862.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Imperial College|GPROSTD322034|16,038,951.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD323179|237,405.00
BIS|HEFCE|17/08/2012|NSP|E&P policy team|Imperial College|GPROSTD324183|216,000.00
BIS|HEFCE|17/08/2012|Access Funds|E&P policy team|Imperial College|GPROSTD325728|58,325.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|Inst Cancer Research|GPROSTD317767|853,839.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Inst Cancer Research|GPROSTD319217|105,547.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Inst Cancer Research|GPROSTD321755|2,687,724.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|Inst Cancer Research|GPROSTD322879|58,571.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Inst of Education|GPROSTD317388|38,372.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|Inst of Education|GPROSTD317780|487,658.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Inst of Education|GPROSTD319640|544,353.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Inst of Education|GPROSTD321917|1,266,475.00
BIS|HEFCE|17/08/2012|HEIF 2011-15|RIS policy team|Inst of Education|GPROSTD323047|85,052.00
BIS|HEFCE|17/08/2012|SS UMF|Finance|JISC Advance|GPROSTD312839|82,875.00
BIS|HEFCE|17/08/2012|SS UMF|Finance|JISC Advance|GPROSTD324827|37,000.00
BIS|HEFCE|17/08/2012|TCIF Round 2|Finance|Keele University|GPROSTD317401|105,330.00
BIS|HEFCE|17/08/2012|RCIF Round 2|Finance|Keele University|GPROSTD317792|274,747.00
BIS|HEFCE|17/08/2012|Teaching 12-13|E&P policy team|Keele University|GPROSTD319982|2,753,890.00
BIS|HEFCE|17/08/2012|Research 12-13|RIS policy team|Keele University|GPROSTD322043|996,233.00
