DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|05/12/2014|Utilities|ROBO|British Gas Trading|PIS4210|28,335.68
BIS|HEFCE|12/12/2014|Premises costs|Facilities Managemen|Uni West of England|PIS4218|221,772.44
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Accrington|GPROSTD355255|25,244.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Anglia Ruskin Uni|GPROSTD355273|1,201,511.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Anglia Ruskin Uni|GPROSTD358297|126,469.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Anglia Ruskin Uni|GPROSTD361474|129,720.00
BIS|HEFCE|18/12/2014|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD362365|43,240.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Arts Uni Bournemouth|GPROSTD355282|160,515.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Askham Bryan College|GPROSTD355300|78,382.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Aston University|GPROSTD355309|977,427.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Aston University|GPROSTD358315|633,122.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Aston University|GPROSTD361483|126,767.00
BIS|HEFCE|18/12/2014|HEIF 2011-15|RIS policy team|Aston University|GPROSTD362374|42,256.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Barking and Dagenham|GPROSTD355327|44,720.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Barnsley College|GPROSTD355354|53,759.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bath Spa University|GPROSTD355372|310,795.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Bath Spa University|GPROSTD358324|59,355.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bedford College|GPROSTD355390|57,218.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Birkbeck College|GPROSTD355444|1,016,696.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Birkbeck College|GPROSTD358342|1,077,399.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Birkbeck College|GPROSTD361501|48,060.00
BIS|HEFCE|18/12/2014|Catalyst Fund  (R)|RIS policy team|Birkbeck College|GPROSTD363283|53,824.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Birmingham City Univ|GPROSTD355777|1,184,059.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Birmingham City Univ|GPROSTD358459|191,609.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Birmingham City Univ|GPROSTD361609|97,013.00
BIS|HEFCE|18/12/2014|HEIF 2011-15|RIS policy team|Birmingham City Univ|GPROSTD362500|32,338.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Birmingham Met Coll|GPROSTD355471|58,430.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bishop Burton|GPROSTD355489|110,381.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bishop Gros Uni|GPROSTD355480|68,401.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Blackburn College|GPROSTD355507|212,029.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Blackpool College|GPROSTD355516|270,451.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bournemouth & Poole|GPROSTD355561|43,543.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bournemouth Uni|GPROSTD355552|1,130,452.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Bournemouth Uni|GPROSTD358378|216,595.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Bournemouth Uni|GPROSTD361528|48,094.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bradford College|GPROSTD355579|218,070.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bridgwater College|GPROSTD355597|27,949.00
BIS|HEFCE|18/12/2014|UKRPIF|Finance|Brunel University|GPROSTD347948|2,659,466.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Brunel University|GPROSTD355660|1,072,967.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Brunel University|GPROSTD358414|1,226,044.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Brunel University|GPROSTD361564|84,335.00
BIS|HEFCE|18/12/2014|HEIF 2011-15|RIS policy team|Brunel University|GPROSTD362455|28,112.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Bucks New University|GPROSTD355669|424,188.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Bucks New University|GPROSTD358423|25,927.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Bucks New University|GPROSTD361573|56,748.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Burnley College|GPROSTD355678|28,619.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Canterbury CCUC|GPROSTD355732|497,881.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Canterbury CCUC|GPROSTD358441|94,233.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Canterbury CCUC|GPROSTD361591|65,878.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Canterbury College|GPROSTD355750|30,586.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Central College Nott|GPROSTD357685|34,396.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Chesterfield College|GPROSTD355822|40,582.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|City College Norwich|GPROSTD357226|65,600.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|City Liverpool Col|GPROSTD355912|25,660.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|City of Bristol Coll|GPROSTD355921|67,826.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|City of Westminster|GPROSTD355867|48,342.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Cleveland College|GPROSTD355939|53,296.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Colchester Institute|GPROSTD355948|26,296.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Conservatoire D&D|GPROSTD355957|634,028.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Conservatoire D&D|GPROSTD361654|28,125.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Cornwall College|GPROSTD355966|77,798.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Courtauld Institute|GPROSTD355975|51,423.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Courtauld Institute|GPROSTD358513|122,238.00
BIS|HEFCE|18/12/2014|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD363871|80,417.00
BIS|HEFCE|18/12/2014|Catalyst Fund  (R)|RIS policy team|Coventry University|GPROSTD347159|213,857.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Coventry University|GPROSTD355984|1,634,303.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Coventry University|GPROSTD358522|212,997.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Coventry University|GPROSTD361663|213,750.00
BIS|HEFCE|18/12/2014|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD362554|71,250.00
BIS|HEFCE|18/12/2014|Catalyst Fund  (R)|RIS policy team|Cranfield University|GPROSTD346581|160,000.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Cranfield University|GPROSTD356002|739,690.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|Cranfield University|GPROSTD358531|1,184,523.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|Cranfield University|GPROSTD361672|213,750.00
BIS|HEFCE|18/12/2014|HEIF 2011-15|RIS policy team|Cranfield University|GPROSTD362563|71,250.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Craven College|GPROSTD355993|35,236.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|Croydon College|GPROSTD356020|27,780.00
BIS|HEFCE|18/12/2014|Teaching 14-15|E&P policy team|De Montfort Uni|GPROSTD356047|1,305,902.00
BIS|HEFCE|18/12/2014|Research 14-15|RIS policy team|De Montfort Uni|GPROSTD358558|471,906.00
BIS|HEFCE|18/12/2014|HEIF 2011-15 (BIS)|RIS policy team|De Montfort Uni|GPROSTD361681|76,840.00
BIS|HEFCE|18/12/2014|HEIF 2011-15|RIS policy team|De Montfort Uni|GPROSTD362572|25,613.00
