DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|12/01/2016|HERC|R,,E & KE|ESRC|PIG14769|545,774.10
BIS|HEFCE|12/01/2016|Premises costs|Facilities Managemen|GAD|PIS5676|68,506.66
BIS|HEFCE|12/01/2016|Catalyst Fund|RIS policy team|HEFCW|PIG14768|67,808.00
BIS|HEFCE|14/01/2016|Research 15-16|RIS policy team|Anglia Ruskin Uni|GPROSTD375922|252,303.00
BIS|HEFCE|14/01/2016|HEIF 2011-15 (BIS)|RIS policy team|Anglia Ruskin Uni|GPROSTD377027|194,580.00
BIS|HEFCE|14/01/2016|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD377927|64,859.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Anglia Ruskin Uni|GPROSTD378925|1,118,371.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Arts Uni Bournemouth|GPROSTD378934|152,341.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Askham Bryan College|GPROSTD378952|70,094.00
BIS|HEFCE|14/01/2016|Research 15-16|RIS policy team|Aston University|GPROSTD375940|669,308.00
BIS|HEFCE|14/01/2016|HEIF 2011-15 (BIS)|RIS policy team|Aston University|GPROSTD377036|80,023.00
BIS|HEFCE|14/01/2016|HEIF 2011-15|RIS policy team|Aston University|GPROSTD377936|26,674.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Aston University|GPROSTD378961|675,822.00
BIS|HEFCE|14/01/2016|Revolving Green Fund|RIS policy team|Aston University|GPROSTD381990|100,000.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Barking and Dagenham|GPROSTD378979|45,201.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Barnsley College|GPROSTD379006|43,655.00
BIS|HEFCE|14/01/2016|Research 15-16|RIS policy team|Bath Spa University|GPROSTD375949|109,235.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bath Spa University|GPROSTD379024|305,168.00
BIS|HEFCE|14/01/2016|Revolving Green Fund|RIS policy team|Bath Spa University|GPROSTD386747|265,056.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bedford College|GPROSTD379042|65,384.00
BIS|HEFCE|14/01/2016|Research 15-16|RIS policy team|Birkbeck College|GPROSTD375967|1,060,968.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Birkbeck College|GPROSTD379096|811,184.00
BIS|HEFCE|14/01/2016|Research 15-16|RIS policy team|Birmingham City Univ|GPROSTD376084|236,698.00
BIS|HEFCE|14/01/2016|HEIF 2011-15 (BIS)|RIS policy team|Birmingham City Univ|GPROSTD377153|48,507.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Birmingham City Univ|GPROSTD379438|1,223,976.00
BIS|HEFCE|14/01/2016|STEM Capital|R,,E & KE|Birmingham City Univ|GPROSTD386572|483,000.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Birmingham Met Coll|GPROSTD379123|53,900.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bishop Burton|GPROSTD379141|98,984.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bishop Gros Uni|GPROSTD379132|66,652.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Blackburn College|GPROSTD379159|136,462.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Blackpool College|GPROSTD379168|260,011.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bournemouth & Poole|GPROSTD379213|45,198.00
BIS|HEFCE|14/01/2016|Research 15-16|RIS policy team|Bournemouth Uni|GPROSTD376003|333,362.00
BIS|HEFCE|14/01/2016|HEIF 2011-15 (BIS)|RIS policy team|Bournemouth Uni|GPROSTD377072|45,347.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bournemouth Uni|GPROSTD379204|710,020.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bradford College|GPROSTD379231|155,766.00
BIS|HEFCE|14/01/2016|Teaching 15-16|E&P policy team|Bridgwater College|GPROSTD379249|40,451.00
BIS|HEFCE|14/01/2016|Research 15-16|RIS policy team|Brunel University|GPROSTD376039|1,284,650.00
