DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|01/11/2011|Audit fees|Central|NAO|PIS1285|62,000.00
BIS|HEFCE|08/11/2011|Payroll control|Running costs|Cabinet Office PCSPS|PIS1291|162,701.41
BIS|HEFCE|08/11/2011|PD - research|R&E programme|Centr for Enterprise|PIC371|60,000.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Accrington|GPROSTD295837|76,595.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Anglia Ruskin Uni|GPROSTD295846|3,499,456.00
BIS|HEFCE|17/11/2011|Basic - R|RIS policy team|Anglia Ruskin Uni|GPROSTD298114|107,480.00
BIS|HEFCE|17/11/2011|Basic - WP|E&P policy team|Anglia Ruskin Uni|GPROSTD299290|591,811.00
BIS|HEFCE|17/11/2011|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD302848|144,127.00
BIS|HEFCE|17/11/2011|Moderation - T|E&P policy team|Anglia Ruskin Uni|GPROSTD308173|25,391.00
BIS|HEFCE|17/11/2011|SDF Capital LAT|RIS policy team|Anglia Ruskin Uni|GPROSTD310260|400,000.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Arts Uni Bournemouth|GPROSTD295855|840,111.00
BIS|HEFCE|17/11/2011|Basic - WP|E&P policy team|Arts Uni Bournemouth|GPROSTD299299|106,718.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Askham Bryan College|GPROSTD295864|136,662.00
BIS|HEFCE|17/11/2011|RCIF Round 2|Finance|Aston University|GPROSTD294371|79,692.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Aston University|GPROSTD295873|2,270,434.00
BIS|HEFCE|17/11/2011|Basic - R|RIS policy team|Aston University|GPROSTD298132|632,430.00
BIS|HEFCE|17/11/2011|Basic - WP|E&P policy team|Aston University|GPROSTD299317|132,301.00
BIS|HEFCE|17/11/2011|HEIF 2011-15|RIS policy team|Aston University|GPROSTD302860|140,847.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Barking and Dagenham|GPROSTD295882|71,441.00
BIS|HEFCE|17/11/2011|Inherited Staff|Finance|Barnet LEA|GPROSTD293804|75,173.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Basingstoke College|GPROSTD295891|42,786.00
BIS|HEFCE|17/11/2011|Inherited Staff|Finance|Bath LEA|GPROSTD293803|64,979.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Bath Spa University|GPROSTD295900|1,646,688.00
BIS|HEFCE|17/11/2011|Basic - R|RIS policy team|Bath Spa University|GPROSTD298141|66,719.00
BIS|HEFCE|17/11/2011|Basic - WP|E&P policy team|Bath Spa University|GPROSTD299344|194,860.00
BIS|HEFCE|17/11/2011|Basic - T|E&P policy team|Bedford College|GPROSTD295918|89,777.00
