DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|EXPENSETYPE2|EXPENSEAREA
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Leicester|GPROSTD320150|2,663,363.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Leicester|GPROSTD322112|1,736,083.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Leicester|GPROSTD323282|160,042.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD320168|2,064,777.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD322121|145,879.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD323294|42,493.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD331880|153,863.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Liverpool|GPROSTD320204|4,966,073.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Liverpool|GPROSTD322148|3,250,372.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Liverpool|GPROSTD323330|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of London|GPROSTD324683|813,761.00|London Insts|Inst teams Lond East
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD249978|29,333.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD320339|6,503,293.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD322256|7,473,195.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD323450|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD324038|172,638.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD331894|245,716.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD287983|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD320456|4,306,674.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD322283|3,089,977.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD323474|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD331897|661,508.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD320519|1,447,787.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD322292|53,564.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD323486|99,430.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD331899|51,994.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD320555|3,574,354.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD322310|252,575.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD323498|104,326.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD327235|44,127.00|Basic Grant|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD228869|137,250.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD320618|4,768,086.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD322328|4,410,306.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD323522|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD331902|1,312,191.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD320726|4,930,266.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD322373|600,841.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD323582|125,488.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD333130|160,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD320744|3,398,393.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD322382|427,268.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD323594|64,477.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD331910|229,584.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD320780|1,832,686.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD322400|1,507,326.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD323618|181,074.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD324086|25,020.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD339812|26,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Salford|GPROSTD320924|2,844,918.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Salford|GPROSTD322490|616,040.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Salford|GPROSTD323690|149,068.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD320969|4,331,969.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD322508|3,937,976.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD323714|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD331927|439,312.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Southampton|GPROSTD321041|3,786,398.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Southampton|GPROSTD322526|3,973,647.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Southampton|GPROSTD323738|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Sunderland|GPROSTD321248|2,041,874.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Sunderland|GPROSTD322571|175,830.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Sunderland|GPROSTD323774|86,226.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD210398|142,435.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD321392|2,746,252.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD322634|3,001,415.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD323846|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD331938|124,503.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD321320|1,338,108.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD322607|42,375.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD323822|51,435.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD331940|124,908.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD321437|3,076,258.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD322652|358,280.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD323870|104,276.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD331941|296,231.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Winchester|GPROSTD321500|638,533.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Winchester|GPROSTD322661|55,663.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD321518|2,798,191.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD322670|158,860.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD323882|174,063.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD331943|160,445.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Worcester|GPROSTD25689|166,500.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Worcester|GPROSTD321545|1,176,043.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni StMark & StJohn|GPROSTD321194|264,272.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni StMark & StJohn|GPROSTD331909|42,547.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Universities UK|GPROSTD286302|120,310.00|International|Regulatory Partnersh
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Bath|GPROSTD318908|2,280,473.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Bath|GPROSTD321644|1,532,460.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Bath|GPROSTD322742|198,167.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD319043|919,535.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD321680|61,184.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD322778|25,504.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD331829|581,089.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Derby|GPROSTD319538|2,208,991.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Derby|GPROSTD321878|34,063.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Derby|GPROSTD323006|56,251.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Derby|GPROSTD327019|32,771.00|Basic Grant|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Derby|GPROSTD331851|406,401.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Durham|GPROSTD319574|2,535,297.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Durham|GPROSTD321887|2,241,600.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Durham|GPROSTD323018|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Durham|GPROSTD331852|58,025.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Essex|GPROSTD319655|1,793,477.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Essex|GPROSTD321932|808,252.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Essex|GPROSTD323066|61,803.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Essex|GPROSTD327055|78,757.00|Basic Grant|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Essex|GPROSTD331857|150,655.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD295099|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD319673|2,913,319.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD321941|1,710,437.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD323078|224,006.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD339775|410,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Hull|GPROSTD319970|2,436,538.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Hull|GPROSTD322031|693,201.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Hull|GPROSTD323174|163,589.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Hull|GPROSTD331868|287,606.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Kent|GPROSTD319997|2,970,776.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Kent|GPROSTD322058|986,411.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Kent|GPROSTD323210|73,346.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD320114|5,639,063.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD322094|4,297,529.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD323258|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD331875|530,514.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD284202|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD320654|3,848,574.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD322355|11,676,724.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD323558|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD324074|279,806.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD331906|215,605.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Surrey|GPROSTD321257|1,507,029.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Surrey|GPROSTD322580|1,384,806.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Surrey|GPROSTD323786|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Sussex|GPROSTD321266|1,991,668.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Sussex|GPROSTD322589|1,378,503.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of Sussex|GPROSTD323798|155,094.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of York|GPROSTD321581|2,075,771.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of York|GPROSTD322688|2,254,248.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|University of York|GPROSTD323894|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD321410|3,445,452.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD322643|419,817.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD323858|98,550.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD331939|64,348.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Wakefield College|GPROSTD321374|84,315.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Warwickshire College|GPROSTD321401|198,628.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|West Notts College|GPROSTD321446|134,220.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|West Thames Col|GPROSTD321455|40,177.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Wigan & Leigh Coll|GPROSTD321482|139,962.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Wiltshire College|GPROSTD321491|70,654.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Wirral Met College|GPROSTD321509|69,345.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Wminster Kingsw|GPROSTD321428|49,622.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Wolv'ton LEA|GPROSTD339827|147,719.67|Inherited Staff|Finance
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Worcester Coll Tech|GPROSTD321536|243,792.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Writtle College|GPROSTD321563|286,993.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|York College|GPROSTD321599|95,350.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|York St John Uni|GPROSTD321590|553,523.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|York St John Uni|GPROSTD331947|240,259.00|Teaching 12-13|E&P policy team
BIS|HEFCE|28/06/2013|PL Control - Grant|Grant|Manchester Cty Couni|GPROSTD339836|144,971.79|Inherited Staff|Finance
BIS|HEFCE|28/06/2013|PL Control - Grant|Grant|Newcastle LEA|GPROSTD339835|67,147.36|Inherited Staff|Finance
BIS|HEFCE|28/06/2013|PL Control - Grant|Grant|SFC (HE)|GPROSTD339837|1,650,000.00|UKRPIF|Finance
BIS|||||||||
