DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|EXPENSETYPE2|EXPENSEAREA
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD320303|2,559,239.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD322229|1,884,224.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD323414|136,423.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD331893|105,587.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Macclesfield College|GPROSTD320321|142,270.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Manchester College|GPROSTD320348|259,059.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Manchester College|GPROSTD332029|44,105.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD320330|4,565,036.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD322247|467,306.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD323438|115,295.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD326865|29,800.00|SDF Capital (T)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD331895|572,054.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Middlesex University|GPROSTD320357|3,032,683.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Middlesex University|GPROSTD322265|237,659.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Middlesex University|GPROSTD323462|46,913.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Moulton College|GPROSTD320384|71,932.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Newcastle College|GPROSTD320420|708,495.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|New College Durham|GPROSTD320411|230,699.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|New College Notts|GPROSTD320429|115,561.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|New College Stamford|GPROSTD321140|26,081.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Newman Uni College|GPROSTD320447|340,627.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Newman Uni College|GPROSTD331898|40,816.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Northbrook College|GPROSTD320483|184,149.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Northbrook College|GPROSTD332044|81,914.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|North East Surrey|GPROSTD320510|96,545.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|North East Worcs Col|GPROSTD320501|57,822.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|North Lindsey Coll|GPROSTD320492|159,959.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Northumberland Coll|GPROSTD320546|37,062.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|North West London|GPROSTD320582|38,593.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Norwich Uni Arts|GPROSTD320528|389,168.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Norwich Uni Arts|GPROSTD331901|50,575.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Nottingham Trent Uni|GPROSTD320609|3,651,641.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Nottingham Trent Uni|GPROSTD322319|348,880.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Nottingham Trent Uni|GPROSTD323510|70,609.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|N Warwick & Hinckley|GPROSTD320564|54,526.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Oldham College|GPROSTD332048|168,516.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Open University|GPROSTD320636|11,435,151.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Open University|GPROSTD322337|880,158.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Open University|GPROSTD323534|79,230.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Open University|GPROSTD331904|3,152,672.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Oxford Brookes Univ|GPROSTD320663|2,097,799.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Oxford Brookes Univ|GPROSTD322364|311,167.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Oxford Brookes Univ|GPROSTD323570|136,581.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Oxfordshire LEA|GPROSTD339740|68,830.00|Inherited Staff|Finance
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Plymouth Coll of Art|GPROSTD320735|149,604.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Plymouth Coll of Art|GPROSTD332053|143,395.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|QAA|GPROSTD326554|274,010.00|Quality Assurance|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD320762|3,837,488.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD322391|2,816,879.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD323606|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD331911|594,282.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Ravensbourne College|GPROSTD320771|492,218.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|RCSSD|GPROSTD319277|343,485.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|RCSSD|GPROSTD321788|28,645.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Riverside Col Halton|GPROSTD319817|95,853.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Roehampton Uni|GPROSTD320807|1,259,203.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Roehampton Uni|GPROSTD322409|205,790.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Roehampton Uni|GPROSTD323630|38,464.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Rose Bruford College|GPROSTD320816|253,443.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Rotherham Coll A&T|GPROSTD320825|44,401.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Academy Music|GPROSTD320843|304,748.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Academy Music|GPROSTD322436|39,042.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Agricultural|GPROSTD320834|333,267.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal College Music|GPROSTD320861|314,308.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal College Music|GPROSTD322454|37,805.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD320852|679,769.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD322445|212,701.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD323642|25,087.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD324719|255,107.00|London Insts|Inst teams Lond East
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Holloway|GPROSTD320870|1,436,859.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Holloway|GPROSTD322463|1,188,498.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Holloway|GPROSTD323654|40,446.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal North Coll Mus|GPROSTD320879|432,656.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD320888|1,540,284.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD322481|467,687.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD323678|99,543.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD331923|76,210.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Ruskin College|GPROSTD320906|69,098.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Sheffield College|GPROSTD320951|78,843.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD320960|3,660,601.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD322499|364,991.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD323702|100,941.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD331928|523,883.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|SOAS|GPROSTD320645|440,785.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|SOAS|GPROSTD322346|543,817.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|SOAS|GPROSTD323546|39,633.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|SOAS|GPROSTD324707|42,755.00|London Insts|Inst teams Lond East
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|SOAS|GPROSTD331905|110,804.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Solihull College|GPROSTD320978|92,044.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Somerset Coll of Art|GPROSTD320987|39,366.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Southampton Solent U|GPROSTD321032|2,002,042.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Southampton Solent U|GPROSTD323726|73,118.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Southampton Solent U|GPROSTD331930|343,590.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|South Downs College|GPROSTD321005|29,636.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|South Glos & Stroud|GPROSTD321104|25,357.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|South Tyneside Coll|GPROSTD321068|134,893.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Sparsholt College|GPROSTD321122|135,676.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Sparsholt College|GPROSTD332076|38,589.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD321131|3,035,327.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD322535|49,845.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD323750|100,263.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD327316|27,951.00|Basic Grant|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Stephenson College|GPROSTD321158|66,246.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|St George's Med Sch|GPROSTD321167|1,725,114.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|St George's Med Sch|GPROSTD322544|467,395.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|St George's Med Sch|GPROSTD323762|77,962.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|St Helens Coll|GPROSTD321176|182,702.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|St Mary's Uni Colleg|GPROSTD321185|521,657.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|St Mary's Uni Colleg|GPROSTD331925|53,303.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Stockport College|GPROSTD321212|202,052.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Stockport College|GPROSTD332081|42,738.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Swindon College|GPROSTD321284|29,569.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Tameside College|GPROSTD321293|25,356.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Teesside University|GPROSTD321302|2,847,771.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Teesside University|GPROSTD322598|103,007.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Teesside University|GPROSTD323810|106,223.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Teesside University|GPROSTD327343|51,981.00|Basic Grant|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Teesside University|GPROSTD331936|476,719.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Teesside University|GPROSTD339754|48,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Trafford College|GPROSTD321059|49,336.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Trinity Laban Cons M|GPROSTD321347|622,148.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Trinity Laban Cons M|GPROSTD323834|32,487.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Tyne Met College|GPROSTD320537|30,682.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni Coll Birmingham|GPROSTD318971|712,425.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni Coll Birmingham|GPROSTD331827|67,988.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD234983|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD261992|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD310324|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD320285|5,047,759.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD322220|10,166,130.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD323402|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD324695|184,914.00|London Insts|Inst teams Lond East
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni College London|GPROSTD325244|36,573.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni for Creative Art|GPROSTD319493|1,336,908.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni for Creative Art|GPROSTD321851|34,014.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD320222|2,771,314.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD322157|555,882.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD323342|210,137.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD325091|51,203.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bedfordshire|GPROSTD320312|2,071,741.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bedfordshire|GPROSTD322238|93,323.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bedfordshire|GPROSTD323426|40,370.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD291167|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD318980|5,184,004.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD321662|3,763,190.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD322766|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD331825|184,277.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD319088|1,975,208.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD321698|536,402.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD322802|90,380.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD331832|123,746.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD319106|2,864,911.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD321707|522,252.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD322814|86,185.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD331833|303,896.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bristol|GPROSTD227279|30,217.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bristol|GPROSTD319115|4,593,056.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bristol|GPROSTD321716|4,318,531.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Bristol|GPROSTD322826|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD265818|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD319196|4,064,763.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD321743|10,697,932.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD322862|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD323942|163,130.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD319268|4,205,251.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD321779|284,733.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD322910|188,627.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD326965|26,607.00|Basic Grant|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD319295|1,673,795.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD321797|51,025.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD322922|36,469.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD326974|59,495.00|Basic Grant|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Chichester|GPROSTD319322|711,500.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Cumbria|GPROSTD319511|964,090.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Cumbria|GPROSTD331848|200,468.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD319592|2,419,689.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD321896|1,386,236.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD322706|867,350.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD323030|147,331.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD323990|25,020.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East London|GPROSTD319601|2,828,180.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East London|GPROSTD321905|184,016.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of East London|GPROSTD323042|50,740.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD319727|1,199,455.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD321959|60,615.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD323102|27,959.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD331860|127,989.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Greenwich|GPROSTD319754|3,627,454.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Greenwich|GPROSTD321977|234,199.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Greenwich|GPROSTD323126|144,273.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Hertfordshire|GPROSTD319898|3,005,529.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Hertfordshire|GPROSTD322004|383,373.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Hertfordshire|GPROSTD323150|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Huddersfield|GPROSTD319943|3,292,439.00|Teaching 12-13|E&P policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Huddersfield|GPROSTD322022|180,261.00|Research 12-13|RIS policy team
BIS|HEFCE|20/06/2013|PL Control - Grant|Grant|Uni of Huddersfield|GPROSTD323162|77,774.00|HEIF 2011-15 (R)|RIS policy team
