DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|01/05/2012|Payroll control|Running costs|Cabinet Office PCSPS|PIS1846|166,466.63
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Accrington|GPROSTD295839|68,069.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Anglia Ruskin Uni|GPROSTD295848|3,109,922.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Anglia Ruskin Uni|GPROSTD298116|95,515.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Anglia Ruskin Uni|GPROSTD299292|525,935.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD302851|144,145.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Arts Uni Bournemouth|GPROSTD295857|746,596.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Arts Uni Bournemouth|GPROSTD299301|94,838.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Askham Bryan College|GPROSTD295866|121,449.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Aston University|GPROSTD295875|2,017,705.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Aston University|GPROSTD298134|562,032.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Aston University|GPROSTD299319|117,574.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Aston University|GPROSTD302863|140,863.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Barking and Dagenham|GPROSTD295884|63,489.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Barking LEA|GPROSTD313743|82,106.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Barnet LEA|GPROSTD313744|79,108.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Basingstoke College|GPROSTD295893|38,023.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Bath LEA|GPROSTD313742|63,158.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bath Spa University|GPROSTD295902|1,463,391.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Bath Spa University|GPROSTD298143|59,292.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Bath Spa University|GPROSTD299346|173,170.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bedford College|GPROSTD295920|79,783.00
BIS|HEFCE|17/05/2012|SDF Capital LAT|RIS policy team|Birkbeck College|GPROSTD259350|46,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Birkbeck College|GPROSTD295938|1,736,435.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Birkbeck College|GPROSTD298161|934,507.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Birkbeck College|GPROSTD299382|201,083.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Birkbeck College|GPROSTD302887|53,404.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Birmingham City Univ|GPROSTD296163|3,072,670.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Birmingham City Univ|GPROSTD298278|152,043.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Birmingham City Univ|GPROSTD299607|491,787.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Birmingham City Univ|GPROSTD303031|107,800.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Birmingham LEA|GPROSTD313747|57,839.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Birmingham Met Coll|GPROSTD295965|46,623.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bishop Burton|GPROSTD295983|233,330.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Bishop Burton|GPROSTD299427|43,515.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bishop Gros Uni Coll|GPROSTD295974|309,454.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Bishop Gros Uni Coll|GPROSTD299418|53,995.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Blackburn College|GPROSTD295992|700,881.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Blackburn College|GPROSTD299436|160,606.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Blackburn College|GPROSTD310439|66,455.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Blackpool College|GPROSTD296001|592,051.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Blackpool College|GPROSTD299445|151,928.00
BIS|HEFCE|17/05/2012|Emp Engagement - Rec|E&P policy team|Bournemouth Uni|GPROSTD286395|26,100.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bournemouth Uni|GPROSTD296028|3,041,898.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Bournemouth Uni|GPROSTD298197|184,110.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Bournemouth Uni|GPROSTD299472|367,000.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Bournemouth Uni|GPROSTD302923|53,442.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bradford College|GPROSTD296037|568,642.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Bradford College|GPROSTD299481|135,001.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Bradford LEA|GPROSTD313749|29,471.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bridgwater College|GPROSTD296055|54,291.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Brunel University|GPROSTD296091|2,908,689.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Brunel University|GPROSTD298233|1,092,090.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Brunel University|GPROSTD299535|200,924.00
BIS|HEFCE|17/05/2012|Moderation - T|E&P policy team|Brunel University|GPROSTD301614|77,575.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Brunel University|GPROSTD302971|93,713.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Bucks County Council|GPROSTD313752|35,458.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Bucks New University|GPROSTD296100|1,583,268.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Bucks New University|GPROSTD298242|26,000.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Bucks New University|GPROSTD299544|232,753.00
BIS|HEFCE|17/05/2012|Moderation - T|E&P policy team|Bucks New University|GPROSTD301623|33,325.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Bucks New University|GPROSTD302983|63,058.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|BUFVC|GPROSTD309032|52,534.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Calderdale College|GPROSTD296109|50,143.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Canterbury CCUC|GPROSTD296127|2,054,532.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Canterbury CCUC|GPROSTD298260|110,023.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Canterbury CCUC|GPROSTD299571|380,251.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Canterbury CCUC|GPROSTD303007|73,204.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Carlisle College|GPROSTD296145|48,387.00
BIS|HEFCE|17/05/2012|Voluntary Giving|Finance|Case Europe|GPROSTD288282|29,714.00
BIS|HEFCE|17/05/2012|Voluntary Giving|Finance|Case Europe|GPROSTD314829|41,291.80
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Central Sussex Coll|GPROSTD296190|60,830.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Cheshire West|GPROSTD313754|38,475.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Chesterfield College|GPROSTD296208|102,160.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Chichester College|GPROSTD296217|41,094.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|City Coll Coventry|GPROSTD296253|41,923.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|City of Bath College|GPROSTD296271|37,357.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|City of Sunderland C|GPROSTD296262|90,018.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|City of Sunderland C|GPROSTD299706|25,931.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|City of Westminster|GPROSTD296235|54,129.00
BIS|HEFCE|17/05/2012|Moderation - T|E&P policy team|City of Westminster|GPROSTD301641|30,082.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|City University|GPROSTD296280|1,928,619.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|City University|GPROSTD298323|905,612.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|City University|GPROSTD299724|79,917.00
BIS|HEFCE|17/05/2012|Moderation - T|E&P policy team|City University|GPROSTD301650|75,913.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|City University|GPROSTD303079|139,558.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Cleveland College|GPROSTD296298|144,616.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Cleveland College|GPROSTD299742|28,227.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Conservatoire D&D|GPROSTD296307|854,641.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Conservatoire D&D|GPROSTD299751|35,640.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Conservatoire D&D|GPROSTD308876|31,250.00
BIS|HEFCE|17/05/2012|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD295617|80,416.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Courtauld Institute|GPROSTD296316|83,565.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Courtauld Institute|GPROSTD298332|105,788.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Coventry LEA|GPROSTD313755|28,803.00
BIS|HEFCE|17/05/2012|Emp Engagement - Rec|E&P policy team|Coventry University|GPROSTD228083|81,916.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Coventry University|GPROSTD296325|3,874,513.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Coventry University|GPROSTD298341|180,071.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Coventry University|GPROSTD299769|667,533.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD303091|237,518.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Coventry University|GPROSTD305237|121,922.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Coventry University|GPROSTD306177|50,581.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Coventry University|GPROSTD313202|35,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Cranfield University|GPROSTD296343|844,360.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Cranfield University|GPROSTD298350|1,199,491.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Cranfield University|GPROSTD303103|237,518.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Craven College|GPROSTD296334|41,958.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Croydon College|GPROSTD296361|223,117.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Croydon College|GPROSTD299805|42,137.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|CSSD|GPROSTD296181|387,095.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|CSSD|GPROSTD298296|29,162.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Curtis & Cartwright|PIG6366|50,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Dearne Valley Coll|GPROSTD296379|44,664.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|De Montfort Uni|GPROSTD296388|3,998,238.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|De Montfort Uni|GPROSTD298377|427,392.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|De Montfort Uni|GPROSTD299832|564,064.00
BIS|HEFCE|17/05/2012|Moderation - T|E&P policy team|De Montfort Uni|GPROSTD301686|86,006.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|De Montfort Uni|GPROSTD303115|85,384.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Derby College|GPROSTD296406|32,392.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Devon LEA|GPROSTD313760|35,146.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Doncaster College|GPROSTD296415|223,116.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Doncaster College|GPROSTD299859|50,029.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Dorset LEA|GPROSTD313762|25,768.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Dudley Coll of Tech|GPROSTD296424|53,904.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Ealing Ham  & W Lond|GPROSTD296442|44,173.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Eastleigh College|GPROSTD296469|30,003.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|East Riding|GPROSTD313766|51,645.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|East Riding College|GPROSTD296478|35,937.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|East Sussex LEA|GPROSTD313767|82,977.00
BIS|HEFCE|17/05/2012|Equal opportunities|LGM|ECU|PIG6346|78,209.00
BIS|HEFCE|17/05/2012|FE ITT Bursaries|E&P policy team|Edge Hill University|GPROSTD295453|30,200.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Edge Hill University|GPROSTD296487|1,813,199.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Edge Hill University|GPROSTD298422|28,137.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Edge Hill University|GPROSTD299931|460,262.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Edinburgh University|GPROSTD309094|67,166.00
BIS|HEFCE|17/05/2012|JISC Capital|JISC NAH|Edinburgh University|GPROSTD310072|58,327.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Edinburgh University|GPROSTD312047|26,374.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Edinburgh University|GPROSTD312063|156,176.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Edinburgh University|GPROSTD312075|113,134.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Edinburgh University|GPROSTD312484|33,290.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|ESRC|GPROSTD309044|32,500.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Exeter College|GPROSTD296514|40,669.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Farnborough College|GPROSTD296550|258,514.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Farnborough College|GPROSTD299994|37,584.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Gateshead College|GPROSTD296568|95,973.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Gateshead College|GPROSTD300012|42,242.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Gloucestershire Coll|GPROSTD296586|93,642.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Goldsmiths College|GPROSTD296595|1,296,505.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Goldsmiths College|GPROSTD298476|763,722.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Goldsmiths College|GPROSTD300039|109,666.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Goldsmiths College|GPROSTD303235|27,598.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Goldsmiths College|GPROSTD313200|35,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Grimsby Institute|GPROSTD296613|487,152.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Grimsby Institute|GPROSTD300057|125,900.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Guildford College|GPROSTD296622|165,896.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Guildford College|GPROSTD300066|27,917.00
BIS|HEFCE|17/05/2012|SDF Recurrent|RIS policy team|Guildhall Sch M & D|GPROSTD232330|68,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Guildhall Sch M & D|GPROSTD296631|198,736.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Guildhall Sch M & D|GPROSTD303259|25,449.00
BIS|HEFCE|17/05/2012|SDF Recurrent|RIS policy team|Guildhall Sch M & D|GPROSTD311931|55,000.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Hampshire LEA|GPROSTD313770|94,607.00
BIS|HEFCE|17/05/2012|Revolving Green Fund|RIS policy team|Harper Adams Uni Col|GPROSTD261886|60,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Harper Adams Uni Col|GPROSTD296658|1,301,120.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Harper Adams Uni Col|GPROSTD298503|31,028.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Harper Adams Uni Col|GPROSTD300102|120,691.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Havering College|GPROSTD296667|329,727.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Havering College|GPROSTD300111|75,011.00
BIS|HEFCE|17/05/2012|HE Academy|E&P policy team|HE Academy|GPROSTD311956|1,142,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Henley College|GPROSTD296676|57,227.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Hereford Coll of Art|GPROSTD296685|103,523.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Hertfordshire LEA|GPROSTD313772|31,201.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Heythrop College|GPROSTD296712|105,500.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Highbury College|GPROSTD296721|60,032.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Hopwood Hall College|GPROSTD296730|48,998.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Hull College|GPROSTD296748|426,559.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Hull College|GPROSTD300192|116,385.00
BIS|HEFCE|17/05/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD287394|27,852.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Imperial College|GPROSTD296766|4,848,888.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Imperial College|GPROSTD298548|8,965,734.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Imperial College|GPROSTD300210|66,556.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD303307|237,518.00
BIS|HEFCE|17/05/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD304060|28,618.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Inst Cancer Research|GPROSTD296136|60,269.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Inst Cancer Research|GPROSTD298269|1,515,778.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Inst Cancer Research|GPROSTD303019|58,598.00
BIS|HEFCE|17/05/2012|FE ITT Bursaries|E&P policy team|Inst of Education|GPROSTD295454|32,580.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Inst of Education|GPROSTD296496|383,079.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Inst of Education|GPROSTD298431|778,883.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Inst of Education|GPROSTD303175|85,092.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|Inst of Education|GPROSTD316371|28,341.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|JANET UK|GPROSTD309340|2,884,545.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|JISC Advance|GPROSTD310170|962,083.00
BIS|HEFCE|17/05/2012|SS UMF|Finance|JISC Advance|GPROSTD312836|82,875.00
BIS|HEFCE|17/05/2012|Open Educational Res|E&P policy team|JISC Advance|GPROSTD312870|25,000.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|JISC Advance|GPROSTD314844|250,000.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|JISC Advance|GPROSTD316406|27,000.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|JISC Advance|GPROSTD318698|47,000.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|JISC Collections|GPROSTD308972|204,362.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|JISC Collections|GPROSTD308984|31,666.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Keele University|GPROSTD296784|1,919,554.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Keele University|GPROSTD298557|607,153.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Keele University|GPROSTD300228|129,144.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Keele University|GPROSTD303319|62,284.00
BIS|HEFCE|17/05/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD259822|28,618.00
BIS|HEFCE|17/05/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD284229|28,618.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|King's College|GPROSTD296820|6,128,205.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|King's College|GPROSTD298575|5,339,741.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|King's College|GPROSTD300264|124,008.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|King's College|GPROSTD303343|237,518.00
BIS|HEFCE|17/05/2012|JISC Capital|JISC NAH|King's College|GPROSTD311801|64,635.00
BIS|HEFCE|17/05/2012|JISC|JISC NAH|King's College|GPROSTD314860|30,000.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Kingston College|GPROSTD296811|48,422.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Kingston University|GPROSTD296829|5,132,129.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Kingston University|GPROSTD298584|313,682.00
BIS|HEFCE|17/05/2012|Basic - WP|E&P policy team|Kingston University|GPROSTD300273|594,378.00
BIS|HEFCE|17/05/2012|HEIF 2011-15|RIS policy team|Kingston University|GPROSTD303355|75,927.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Kirklees College|GPROSTD296838|81,566.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Kirklees LEA|GPROSTD313776|32,380.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Lakes College|GPROSTD296847|83,639.00
BIS|HEFCE|17/05/2012|Inherited Staff|Finance|Lancashire LEA|GPROSTD313777|55,075.00
BIS|HEFCE|17/05/2012|Basic - T|E&P policy team|Lancaster University|GPROSTD296856|2,159,925.00
BIS|HEFCE|17/05/2012|Basic - R|RIS policy team|Lancaster University|GPROSTD298593|1,655,066.00
