DEPARTMENT|ENTITY|PAYMENTDATE|SUPPLIER|TRANSACTIONNO|AMOUNT|EXPENSETYPE|EXPENSEAREA
BIS|HEFCE|16/08/2013|Walsall College|GPROSTD321382|53,198.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/08/2013|Walsall College|GPROSTD321383|53,198.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/08/2013|Walsall College|GPROSTD321384|53,198.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/08/2013|Walsall College|GPROSTD337491|30,876.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Walsall LEA|GPROSTD328702|93,126.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Warwickshire College|GPROSTD337509|221,770.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Warwickshire College|GPROSTD340538|84,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|West Notts College|GPROSTD337563|107,414.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|West Notts College|GPROSTD340542|72,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|West Thames Col|GPROSTD337572|43,699.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|West Thames Col|GPROSTD340543|42,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Wigan & Leigh Coll|GPROSTD337617|119,518.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Wigan & Leigh Coll|GPROSTD340545|60,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Wiltshire College|GPROSTD337626|83,892.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Wiltshire College|GPROSTD340546|48,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Windsor LEA|GPROSTD328708|28,356.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Wirral Met College|GPROSTD337644|78,501.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Wminster Kingsw|GPROSTD321429|49,621.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/08/2013|Wminster Kingsw|GPROSTD337545|49,579.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Wminster Kingsw|GPROSTD340540|30,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Wolv'ton LEA|GPROSTD328709|248,829.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Worcester Coll Tech|GPROSTD337671|177,543.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Worcester Coll Tech|GPROSTD340549|135,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Worcester LEA|GPROSTD328710|70,620.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Writtle College|GPROSTD337698|327,325.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Writtle College|GPROSTD340551|57,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|York College|GPROSTD337734|88,959.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|York College|GPROSTD340555|45,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|York St John Uni|GPROSTD332556|32,314.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|York St John Uni|GPROSTD337725|669,185.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|York St John Uni|GPROSTD338832|25,053.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|York St John Uni|GPROSTD340554|378,000.00|NSP|E&P policy team
BIS|HEFCE|23/08/2013|Eduserv|PIC574|136,895.47|PD - research|R&E programme
BIS|HEFCE|23/08/2013|KPMG Llp|PIS2945|47,916.36|Contract staff|Assurance
BIS|HEFCE|30/08/2013|Anglia Ruskin Uni|GPROSTD341840|305,560.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Arts Uni Bournemouth|GPROSTD341841|32,722.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Aston University|GPROSTD341844|82,531.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Bath Spa University|GPROSTD341851|97,069.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Birkbeck College|GPROSTD341857|257,548.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Birmingham City Univ|GPROSTD341890|334,747.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Birmingham LEA|GPROSTD342771|90,332.38|Inherited Staff|Finance
BIS|HEFCE|30/08/2013|Bishop Gros Uni|GPROSTD341861|49,948.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Blackburn College|GPROSTD341863|117,671.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Blackpool College|GPROSTD341864|99,216.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Bournemouth Uni|GPROSTD341868|175,700.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Bradford College|GPROSTD341870|101,497.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Brunel University|GPROSTD341879|111,977.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Bucks New University|GPROSTD341880|108,714.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Canterbury CCUC|GPROSTD341885|224,632.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|City University|GPROSTD341903|107,681.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Coventry University|GPROSTD341912|224,018.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Deloitte|PIS2952|26,875.20|Contract staff|Assurance
BIS|HEFCE|30/08/2013|De Montfort Uni|GPROSTD341919|295,078.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Dept for Education|PIG6977|65,816.00|TCIF Round 2|Finance
BIS|HEFCE|30/08/2013|Doncaster College|GPROSTD341922|35,366.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|East Sussex LEA|GPROSTD342770|106,002.47|Inherited Staff|Finance
BIS|HEFCE|30/08/2013|Edge Hill University|GPROSTD341931|228,654.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Edge Hill University|GPROSTD342908|38,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|30/08/2013|Falmouth Uni|GPROSTD341936|64,885.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Goldsmiths College|GPROSTD341943|100,916.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Grimsby Institute|GPROSTD341945|83,809.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Hampshire LEA|GPROSTD342769|160,242.44|Inherited Staff|Finance
BIS|HEFCE|30/08/2013|Harper Adams Uni|GPROSTD341953|25,285.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Havering College|GPROSTD341956|26,559.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Hull College|GPROSTD341967|35,618.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Imperial College|GPROSTD341969|72,760.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|JISC|GPROSTD342902|940,800.00|JISC Capital (R)|JISC NAH
BIS|HEFCE|30/08/2013|JISC|GPROSTD342903|1,411,200.00|JISC Capital (T)|RIS policy team
BIS|HEFCE|30/08/2013|Keele University|GPROSTD341970|87,410.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|King's College|GPROSTD341975|145,261.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Kingston University|GPROSTD341976|283,843.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Kirklees Council|GPROSTD342828|52,590.06|Inherited Staff|Finance
BIS|HEFCE|30/08/2013|Lancaster University|GPROSTD341981|75,120.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Leeds City College|GPROSTD341986|33,778.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Leeds LEA|GPROSTD342900|111,442.70|Inherited Staff|Finance
BIS|HEFCE|30/08/2013|Leeds Met University|GPROSTD341985|265,571.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Leeds Trinity Uni|GPROSTD342119|47,436.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Liverpool Hope Uni|GPROSTD341993|115,786.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Liverpool John Moore|GPROSTD341992|295,195.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Liverpool LEA|GPROSTD342904|122,427.39|Inherited Staff|Finance
BIS|HEFCE|30/08/2013|London Met Uni|GPROSTD342001|339,491.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|London Sch Economics|GPROSTD341999|26,930.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|London South Bank|GPROSTD342002|318,070.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Loughborough Uni|GPROSTD342005|97,039.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Manchester College|GPROSTD342010|41,584.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Manchester Met|GPROSTD342008|433,303.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Middlesex University|GPROSTD342011|262,794.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|NatCen|PIG6992|32,000.00|Voluntary Giving|Finance
BIS|HEFCE|30/08/2013|Newcastle College|GPROSTD342018|75,898.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|New College Durham|GPROSTD342017|29,993.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Newman Uni College|GPROSTD342021|75,860.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|North Lindsey Coll|GPROSTD342026|37,654.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Norwich Uni Arts|GPROSTD342030|34,595.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Nottingham Trent Uni|GPROSTD342039|275,973.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|NUS|GPROSTD342840|51,000.00|Policy Ongoing Serv|Central
BIS|HEFCE|30/08/2013|Open University|GPROSTD342042|2,471,723.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Oxford Brookes Univ|GPROSTD342045|147,084.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Plymouth Coll of Art|GPROSTD342053|26,447.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Queen Mary, UoL|GPROSTD342056|99,348.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Ravensbourne College|GPROSTD342057|25,757.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Roehampton Uni|GPROSTD342062|118,171.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Royal Holloway|GPROSTD342069|65,345.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Sheffield Hallam Uni|GPROSTD342079|377,401.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|SOAS|GPROSTD342043|40,180.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Southampton Solent U|GPROSTD342087|136,988.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Staffordshire Uni|GPROSTD342098|318,727.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Staffs LEA|GPROSTD342901|47,946.92|Inherited Staff|Finance
BIS|HEFCE|30/08/2013|St Helens Coll|GPROSTD342102|32,955.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|St Mary's Uni Colleg|GPROSTD342103|58,187.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Stockport College|GPROSTD342106|29,729.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Teesside University|GPROSTD342115|289,097.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni Coll Birmingham|GPROSTD341858|78,391.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni College London|GPROSTD342003|133,678.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni for Creative Art|GPROSTD341915|76,750.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Arts London|GPROSTD341996|175,276.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Bedfordshire|GPROSTD342006|237,986.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Birmingham|GPROSTD341859|198,445.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Bradford|GPROSTD341871|194,765.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Brighton|GPROSTD341873|250,793.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Bristol|GPROSTD341874|102,248.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Cambridge|GPROSTD341883|81,729.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Central Lancs|GPROSTD341891|419,486.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Chester|GPROSTD341894|140,930.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Chichester|GPROSTD341897|76,265.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Cumbria|GPROSTD341917|117,237.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of East Anglia|GPROSTD341926|129,355.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of East Anglia|GPROSTD341927|150,114.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of East London|GPROSTD341928|434,647.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Gloucester|GPROSTD341941|111,485.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Greenwich|GPROSTD341944|337,055.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Hertfordshire|GPROSTD341960|217,982.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Huddersfield|GPROSTD341965|326,483.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Leicester|GPROSTD341988|112,026.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Lincoln|GPROSTD341990|159,958.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Liverpool|GPROSTD341994|143,921.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Manchester|GPROSTD342009|228,101.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Newcastle|GPROSTD342022|124,963.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Northampton|GPROSTD342029|192,887.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Northumbria|GPROSTD342033|290,568.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Nottingham|GPROSTD342040|220,144.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Plymouth|GPROSTD342052|444,318.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Portsmouth|GPROSTD342054|223,457.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Reading|GPROSTD342058|82,541.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Salford|GPROSTD342075|284,426.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Sheffield|GPROSTD342080|161,071.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Southampton|GPROSTD342088|150,786.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Sunderland|GPROSTD342109|216,628.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Warwick|GPROSTD342125|102,797.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of West London|GPROSTD342117|141,290.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Westminster|GPROSTD342130|213,325.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Winchester|GPROSTD342137|78,154.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Wolverhampton|GPROSTD342139|378,008.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni of Worcester|GPROSTD342142|167,774.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni StMark & StJohn|GPROSTD342104|45,532.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Bath|GPROSTD341852|78,137.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Bolton|GPROSTD341866|155,782.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Derby|GPROSTD341920|258,148.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Durham|GPROSTD341924|98,309.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Essex|GPROSTD341933|169,337.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Exeter|GPROSTD341935|106,297.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Hull|GPROSTD341968|238,120.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Kent|GPROSTD341971|177,134.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Leeds|GPROSTD341984|204,716.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Oxford|GPROSTD342044|88,789.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Surrey|GPROSTD342110|84,017.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of Sussex|GPROSTD342111|106,184.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|University of York|GPROSTD342145|107,849.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|Uni West of England|GPROSTD342127|290,368.00|Access to Learn Fund|E&P policy team
BIS|HEFCE|30/08/2013|York St John Uni|GPROSTD342146|55,631.00|Access to Learn Fund|E&P policy team
