DEPARTMENT|ENTITY|PAYMENTDATE|SUPPLIER|TRANSACTIONNO|AMOUNT|EXPENSETYPE|EXPENSEAREA
BIS|HEFCE|02/08/2013|Deloitte|PIS2892|27,956.59|Contract staff|Regulatory Partnersh
BIS|HEFCE|02/08/2013|HESA|PIS2879|30,599.11|Contract staff|Regulatory Partnersh
BIS|HEFCE|03/08/2013|QAA|GPROSTD340592|280,000.00|Quality Assurance|E&P policy team
BIS|HEFCE|10/08/2013|Hewlett Packard Ltd|PIM223|36,136.22|Software maintenance|ITS
BIS|HEFCE|13/08/2013|EPSRC|PIG6957|26,972.54|SDF Capital (R)|RIS policy team
BIS|HEFCE|13/08/2013|EPSRC|PIG6958|43,430.13|SDF Capital (R)|RIS policy team
BIS|HEFCE|13/08/2013|EPSRC|PIG6961|26,073.88|SDF Capital (R)|RIS policy team
BIS|HEFCE|13/08/2013|GAD|PIS2920|65,191.52|Premises costs|Facilities Managemen
BIS|HEFCE|16/08/2013|Accrington|GPROSTD334773|58,791.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Amersham and Wycombe|GPROSTD340323|36,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Anglia Ruskin Uni|GPROSTD332444|102,647.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Anglia Ruskin Uni|GPROSTD333873|194,958.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Anglia Ruskin Uni|GPROSTD334791|2,913,413.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Anglia Ruskin Uni|GPROSTD337743|169,467.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Anglia Ruskin Uni|GPROSTD338841|64,483.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Anglia Ruskin Uni|GPROSTD340324|1,305,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Arts Uni Bournemouth|GPROSTD334800|579,717.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Arts Uni Bournemouth|GPROSTD340325|267,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Askham Bryan College|GPROSTD334818|146,490.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Aston University|GPROSTD327794|82,023.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Aston University|GPROSTD332445|55,779.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Aston University|GPROSTD333882|190,520.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Aston University|GPROSTD334827|1,534,128.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Aston University|GPROSTD337761|892,271.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Aston University|GPROSTD338850|63,015.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Aston University|GPROSTD340327|615,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Barking and Dagenham|GPROSTD328641|249,600.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Barking and Dagenham|GPROSTD334845|60,242.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Barnet and Southgate|GPROSTD340329|27,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Barnet LEA|GPROSTD328642|233,292.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Barnfield College|GPROSTD340328|36,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Barnsley College|GPROSTD340330|72,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bath LEA|GPROSTD328640|188,367.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Bath Spa University|GPROSTD332447|46,720.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Bath Spa University|GPROSTD334890|1,162,963.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bath Spa University|GPROSTD337770|78,088.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Bath Spa University|GPROSTD340331|534,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|BDO Stoy Hayward|PIS2916|37,146.00|Contract staff|Assurance
BIS|HEFCE|16/08/2013|Bedford College|GPROSTD334908|58,188.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bedford College|GPROSTD340333|42,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Beds LEA|GPROSTD328644|74,472.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Birkbeck College|GPROSTD327798|126,669.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Birkbeck College|GPROSTD332449|59,038.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Birkbeck College|GPROSTD333900|72,229.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Birkbeck College|GPROSTD334962|1,530,769.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Birkbeck College|GPROSTD337788|1,517,135.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Birkbeck College|GPROSTD340335|393,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Birmingham City Univ|GPROSTD332451|110,030.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Birmingham City Univ|GPROSTD334008|145,801.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Birmingham City Univ|GPROSTD335286|2,626,116.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Birmingham City Univ|GPROSTD337905|256,478.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Birmingham City Univ|GPROSTD338976|48,225.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Birmingham City Univ|GPROSTD340360|1,119,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Birmingham LEA|GPROSTD328645|172,968.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Birmingham Met Coll|GPROSTD334989|88,006.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Birmingham Met Coll|GPROSTD340338|54,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bishop Burton|GPROSTD335007|295,149.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bishop Burton|GPROSTD340340|66,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bishop Gros Uni|GPROSTD334998|267,484.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bishop Gros Uni|GPROSTD340339|150,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Blackburn College|GPROSTD333154|42,267.00|Capital for FECs|E&P policy team
BIS|HEFCE|16/08/2013|Blackburn College|GPROSTD335025|555,256.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Blackburn College|GPROSTD340341|288,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Blackpool College|GPROSTD333155|42,617.00|Capital for FECs|E&P policy team
BIS|HEFCE|16/08/2013|Blackpool College|GPROSTD335034|616,168.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bolton LEA|GPROSTD328646|47,730.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Bournemouth & Poole|GPROSTD335079|33,406.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bournemouth & Poole|GPROSTD340345|66,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bournemouth Uni|GPROSTD332456|100,867.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Bournemouth Uni|GPROSTD333927|72,281.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Bournemouth Uni|GPROSTD335070|2,615,937.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bournemouth Uni|GPROSTD337824|281,998.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Bournemouth Uni|GPROSTD340344|1,140,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bradford College|GPROSTD333157|46,637.00|Capital for FECs|E&P policy team
BIS|HEFCE|16/08/2013|Bradford College|GPROSTD335097|501,583.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bradford College|GPROSTD340346|198,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bridgwater College|GPROSTD335115|42,589.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Brighton & Hove Coll|GPROSTD340369|36,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bromley LEA|GPROSTD328649|41,817.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Brooksby College|GPROSTD335169|41,992.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Brooksby College|GPROSTD340352|36,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Brunel University|GPROSTD327806|153,832.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Brunel University|GPROSTD332459|89,861.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Brunel University|GPROSTD333963|126,748.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Brunel University|GPROSTD335178|2,547,543.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Brunel University|GPROSTD337860|1,675,581.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Brunel University|GPROSTD338931|41,923.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Brunel University|GPROSTD340353|714,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Bucks County Council|GPROSTD333791|106,409.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Bucks New University|GPROSTD332460|44,745.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Bucks New University|GPROSTD333972|85,287.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Bucks New University|GPROSTD335187|1,255,130.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Bucks New University|GPROSTD337869|36,963.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Bucks New University|GPROSTD338940|28,209.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Bucks New University|GPROSTD340354|579,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Burnley College|GPROSTD340355|51,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Calderdale College|GPROSTD335214|35,030.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Calderdale College|GPROSTD340356|39,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Canterbury CCUC|GPROSTD332462|81,130.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Canterbury CCUC|GPROSTD333990|99,010.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Canterbury CCUC|GPROSTD335241|1,744,098.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Canterbury CCUC|GPROSTD337887|134,320.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Canterbury CCUC|GPROSTD338958|32,747.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Canterbury CCUC|GPROSTD340359|918,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Canterbury Coll|GPROSTD335259|53,371.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Central College Nott|GPROSTD337122|57,819.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Central College Nott|GPROSTD340508|30,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Central Sussex Coll|GPROSTD335313|31,304.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Cheshire West|GPROSTD328651|111,930.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Chesterfield College|GPROSTD335331|60,909.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|City of Bradford|GPROSTD328647|88,446.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|City of Bristol Coll|GPROSTD335421|43,254.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|City of Sunderland C|GPROSTD335385|70,760.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|City of Westminster|GPROSTD335367|85,610.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|City University|GPROSTD327814|100,849.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|City University|GPROSTD332466|59,599.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|City University|GPROSTD334044|188,755.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|City University|GPROSTD335403|1,677,626.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|City University|GPROSTD337950|1,448,488.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|City University|GPROSTD339012|62,430.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|City University|GPROSTD340367|459,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Cleveland College|GPROSTD335439|149,066.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Cleveland College|GPROSTD340370|51,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Colchester Inst|GPROSTD335448|31,679.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Colchester Inst|GPROSTD340371|60,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Conservatoire D&D|GPROSTD334053|42,269.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Conservatoire D&D|GPROSTD335457|1,076,110.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Conservatoire D&D|GPROSTD340372|108,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Cornwall College|GPROSTD335466|57,929.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Cornwall College|GPROSTD340373|75,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Council for Industry|GPROSTD333823|50,000.00|Policy Ongoing Serv|Central
BIS|HEFCE|16/08/2013|Courtauld Institute|GPROSTD335475|99,782.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Courtauld Institute|GPROSTD337959|167,896.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Courtauld Institute|GPROSTD340101|80,417.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|16/08/2013|Coventry LEA|GPROSTD328652|84,723.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD304944|300,000.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD327816|33,540.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD332467|125,517.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD334062|321,247.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD335484|3,457,788.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD337968|276,300.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD339030|106,254.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD339802|135,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD340375|1,329,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Coventry University|GPROSTD342871|200,000.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Cranfield University|GPROSTD327817|303,626.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Cranfield University|GPROSTD332468|25,013.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Cranfield University|GPROSTD334071|321,247.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Cranfield University|GPROSTD335502|1,262,934.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Cranfield University|GPROSTD337977|1,701,211.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Cranfield University|GPROSTD339039|106,254.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Cranfield University|GPROSTD342864|318,923.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Craven College|GPROSTD335493|39,924.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Croydon College|GPROSTD335520|127,951.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Dearne Valley Coll|GPROSTD335538|26,092.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|De Montfort Uni|GPROSTD327819|71,097.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|De Montfort Uni|GPROSTD332470|128,366.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|De Montfort Uni|GPROSTD334080|115,483.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|De Montfort Uni|GPROSTD335547|3,339,576.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|De Montfort Uni|GPROSTD338004|650,988.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|De Montfort Uni|GPROSTD339048|38,197.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|De Montfort Uni|GPROSTD340378|1,188,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Derby College|GPROSTD335565|31,114.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Derbyshire LEA|GPROSTD328656|41,352.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Devon County Council|GPROSTD328657|105,978.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Doncaster College|GPROSTD335574|223,896.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Doncaster College|GPROSTD340380|99,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Doncaster Council|GPROSTD328658|52,155.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Dorset LEA|GPROSTD328659|76,497.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Dudley Coll of Tech|GPROSTD335583|38,295.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Durham LEA|GPROSTD328661|33,750.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Ealing Ham  & W Lond|GPROSTD340382|27,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Ealing LEA|GPROSTD328662|38,544.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|East Riding|GPROSTD328663|156,087.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|East Sussex LEA|GPROSTD328664|251,193.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Edge Hill University|GPROSTD332475|81,719.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Edge Hill University|GPROSTD335673|1,646,475.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Edge Hill University|GPROSTD338049|35,972.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Edge Hill University|GPROSTD340387|747,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Essex LEA|GPROSTD328665|44,166.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Falmouth Uni|GPROSTD332479|30,966.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Falmouth Uni|GPROSTD334152|31,948.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Falmouth Uni|GPROSTD335718|1,100,183.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Falmouth Uni|GPROSTD338085|68,528.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Falmouth Uni|GPROSTD340391|402,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Farnborough College|GPROSTD335736|152,779.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Farnborough College|GPROSTD340392|66,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Gateshead College|GPROSTD335754|89,483.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Gateshead College|GPROSTD340394|45,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Gloucestershire Coll|GPROSTD335772|42,520.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Gloucestershire Coll|GPROSTD340396|27,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Gloucs LEA|GPROSTD328666|58,089.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Goldsmiths College|GPROSTD327830|83,423.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Goldsmiths College|GPROSTD328717|42,075.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Goldsmiths College|GPROSTD332481|43,836.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Goldsmiths College|GPROSTD334170|37,326.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Goldsmiths College|GPROSTD335781|1,096,225.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Goldsmiths College|GPROSTD338103|1,189,767.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Goldsmiths College|GPROSTD340397|432,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Grimsby Institute|GPROSTD333183|30,699.00|Capital for FECs|E&P policy team
BIS|HEFCE|16/08/2013|Grimsby Institute|GPROSTD335808|395,221.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Grimsby Institute|GPROSTD340399|159,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Guildford College|GPROSTD335817|101,467.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Guildford College|GPROSTD340400|81,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Guildhall Sch M & D|GPROSTD334188|34,421.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Guildhall Sch M & D|GPROSTD335826|229,529.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Guildhall Sch M & D|GPROSTD338121|36,912.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Guildhall Sch M & D|GPROSTD340401|45,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Hackney Community Co|GPROSTD335835|26,251.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Hackney Community Co|GPROSTD340402|66,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Hampshire LEA|GPROSTD328667|285,864.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Harper Adams Uni|GPROSTD261891|60,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|16/08/2013|Harper Adams Uni|GPROSTD332484|32,731.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Harper Adams Uni|GPROSTD335880|1,352,362.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Harper Adams Uni|GPROSTD338130|44,834.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Harper Adams Uni|GPROSTD340406|351,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Hartpury College|GPROSTD335889|77,622.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Hartpury College|GPROSTD340407|105,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Havering College|GPROSTD335916|256,423.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Henley College|GPROSTD335925|38,072.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Hereford Coll of Art|GPROSTD335934|82,419.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Hereford Coll of Art|GPROSTD340408|36,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Hertfordshire CC|GPROSTD328669|90,054.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Heythrop College|GPROSTD335970|86,391.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Heythrop College|GPROSTD340410|33,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Highbury College|GPROSTD335979|37,688.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Hopwood Hall College|GPROSTD335997|38,941.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Hounslow LEA|GPROSTD328670|33,639.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Hugh Baird College|GPROSTD340414|30,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Hull College|GPROSTD333192|27,328.00|Capital for FECs|E&P policy team
BIS|HEFCE|16/08/2013|Hull College|GPROSTD336024|340,349.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Hull College|GPROSTD340415|165,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD327836|2,170,568.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD332488|136,739.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD332856|75,744.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD334224|321,247.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD336042|6,146,010.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD338175|14,760,039.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD339192|106,254.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD340417|486,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Imperial College|GPROSTD342848|500,000.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Inst Cancer Research|GPROSTD327809|305,411.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Inst Cancer Research|GPROSTD333999|79,255.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Inst Cancer Research|GPROSTD335250|113,428.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Inst Cancer Research|GPROSTD337896|2,508,459.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Inst Cancer Research|GPROSTD338967|26,214.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Inst of Education|GPROSTD327825|174,431.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Inst of Education|GPROSTD334125|115,089.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Inst of Education|GPROSTD335682|429,204.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Inst of Education|GPROSTD338058|1,180,773.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Inst of Education|GPROSTD339093|38,066.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Inst of Education|GPROSTD340388|27,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|JISC|GPROSTD340576|3,385,917.00|JISC|JISC NAH
BIS|HEFCE|16/08/2013|JISC|GPROSTD342845|2,019,548.00|JISC Capital (T)|RIS policy team
