DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|02/12/2015|Central|Audit fees|NAO|PIS5497|60,000.00
BIS|HEFCE|11/12/2015|E&P policy team|HE Academy|HE Academy|GPROSTD386681|656,500.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Anglia Ruskin Uni|GPROSTD375926|252,303.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Anglia Ruskin Uni|GPROSTD377031|194,580.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15|Anglia Ruskin Uni|GPROSTD377931|64,859.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Anglia Ruskin Uni|GPROSTD378929|1,118,371.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Arts Uni Bournemouth|GPROSTD378938|152,341.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Askham Bryan College|GPROSTD378956|70,094.00
BIS|HEFCE|18/12/2015|RIS policy team|Catalyst Fund  (R)|Assoc of Colleges|GPROSTD382002|104,390.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Aston University|GPROSTD375944|669,308.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Aston University|GPROSTD377040|80,023.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15|Aston University|GPROSTD377940|26,674.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Aston University|GPROSTD378965|675,822.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Barking and Dagenham|GPROSTD378983|45,201.00
BIS|HEFCE|18/12/2015|Finance|Inherited Staff|Barnet LEA|PIG14753|65,165.24
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Barnsley College|GPROSTD379010|43,655.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Bath Spa University|GPROSTD375953|109,235.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bath Spa University|GPROSTD379028|305,168.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bedford College|GPROSTD379046|65,384.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Birkbeck College|GPROSTD375971|1,060,968.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Birkbeck College|GPROSTD379100|811,184.00
BIS|HEFCE|18/12/2015|R,,E & KE|STEM Capital|Birmingham City Univ|GPROSTD375621|1,250,000.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Birmingham City Univ|GPROSTD376088|236,698.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Birmingham City Univ|GPROSTD377157|48,507.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Birmingham City Univ|GPROSTD379442|1,223,976.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Birmingham Met Coll|GPROSTD379127|53,900.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bishop Burton|GPROSTD379145|98,984.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bishop Gros Uni|GPROSTD379136|66,652.00
BIS|HEFCE|18/12/2015|R,,E & KE|STEM Capital|Blackburn College|GPROSTD375613|49,103.25
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Blackburn College|GPROSTD379163|136,462.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Blackpool College|GPROSTD379172|260,011.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bournemouth & Poole|GPROSTD379217|45,198.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Bournemouth Uni|GPROSTD376007|333,362.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Bournemouth Uni|GPROSTD377076|45,347.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bournemouth Uni|GPROSTD379208|710,020.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bradford College|GPROSTD379235|155,766.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bridgwater College|GPROSTD379253|40,451.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Brunel University|GPROSTD376043|1,284,650.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Brunel University|GPROSTD377112|89,094.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15|Brunel University|GPROSTD378012|29,697.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Brunel University|GPROSTD379316|864,491.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Bucks New University|GPROSTD376052|30,087.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Bucks New University|GPROSTD377121|45,599.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Bucks New University|GPROSTD379325|355,497.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Burnley College|GPROSTD379334|26,995.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Burnley College|GPROSTD385204|33,401.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Canterbury CCUC|GPROSTD376070|222,772.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Canterbury CCUC|GPROSTD377139|35,091.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Canterbury CCUC|GPROSTD379388|518,182.00
BIS|HEFCE|18/12/2015|RIS policy team|Revolving Green Fund|Canterbury CCUC|GPROSTD386686|279,695.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Canterbury College|GPROSTD379406|25,077.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Central College Nott|GPROSTD381377|33,060.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Chesterfield College|GPROSTD379487|41,379.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Chichester College|GPROSTD379496|36,224.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|City College Norwich|GPROSTD380909|65,096.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|City Liverpool Col|GPROSTD379577|33,710.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|City of Westminster|GPROSTD379532|29,348.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Cleveland College|GPROSTD379604|33,247.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Colchester Institute|GPROSTD379613|29,154.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Conservatoire D&D|GPROSTD377193|42,188.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Conservatoire D&D|GPROSTD379622|637,684.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Cornwall College|GPROSTD379631|58,288.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Cornwall College|GPROSTD385236|67,470.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Courtauld Institute|GPROSTD376142|179,928.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Courtauld Institute|GPROSTD379640|50,613.00
BIS|HEFCE|18/12/2015|RIS policy team|Museums, Gal & Coll|Courtauld Institute|GPROSTD382425|81,979.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Coventry University|GPROSTD376151|354,466.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Coventry University|GPROSTD377202|213,751.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15|Coventry University|GPROSTD378102|71,250.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Coventry University|GPROSTD379649|1,350,011.00
BIS|HEFCE|18/12/2015|RIS policy team|Catalyst Fund C (T)|Coventry University|GPROSTD386719|313,332.00
BIS|HEFCE|18/12/2015|RIS policy team|Catalyst Fund C (R)|Coventry University|GPROSTD386720|313,332.00
BIS|HEFCE|18/12/2015|RIS policy team|Catalyst Fund|Coventry University|GPROSTD386721|594,071.00
BIS|HEFCE|18/12/2015|RIS policy team|Catalyst Fund  (R)|Cranfield University|GPROSTD346585|140,000.00
BIS|HEFCE|18/12/2015|R,,E & KE|STEM Capital|Cranfield University|GPROSTD375625|1,250,000.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Cranfield University|GPROSTD376160|1,137,851.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|Cranfield University|GPROSTD377211|213,751.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15|Cranfield University|GPROSTD378111|71,250.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Cranfield University|GPROSTD379667|768,322.00
BIS|HEFCE|18/12/2015|Finance|Transitional Res|Cranfield University|GPROSTD382998|526,228.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Croydon College|GPROSTD379685|27,171.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|De Montfort Uni|GPROSTD376187|422,459.00
BIS|HEFCE|18/12/2015|RIS policy team|HEIF 2011-15 (BIS)|De Montfort Uni|GPROSTD377229|41,751.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|De Montfort Uni|GPROSTD379712|1,092,733.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Doncaster College|GPROSTD379739|61,279.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Dudley College|GPROSTD379748|25,848.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Edge Hill University|GPROSTD376232|127,520.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Edge Hill University|GPROSTD379829|465,570.00
BIS|HEFCE|18/12/2015|E&P policy team|Teaching 15-16|Exeter College|GPROSTD379856|31,011.00
BIS|HEFCE|18/12/2015|RIS policy team|Research 15-16|Falmouth Uni|GPROSTD376259|45,569.00
