DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Hounslow LEA|GPROSTD328764|33,639.00
BIS|HEFCE|14/11/2013|Capital for FECs|E&P policy team|Hull College|GPROSTD333395|27,328.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Hull College|GPROSTD336026|226,898.00
BIS|HEFCE|14/11/2013|SDF Recurrent|RIS policy team|Imperial College|GPROSTD287397|29,405.00
BIS|HEFCE|14/11/2013|SDF Recurrent|RIS policy team|Imperial College|GPROSTD304063|30,214.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Imperial College|GPROSTD327941|2,170,568.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|Imperial College|GPROSTD332613|136,739.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Imperial College|GPROSTD332960|75,744.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Imperial College|GPROSTD334226|214,165.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Imperial College|GPROSTD336044|4,097,341.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Imperial College|GPROSTD338177|9,840,025.00
BIS|HEFCE|14/11/2013|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD339194|70,835.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Inst Cancer Research|GPROSTD327914|305,411.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Inst Cancer Research|GPROSTD334001|52,837.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Inst Cancer Research|GPROSTD335252|75,619.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Inst Cancer Research|GPROSTD337898|1,672,307.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Inst of Education|GPROSTD327930|174,431.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Inst of Education|GPROSTD334127|76,725.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Inst of Education|GPROSTD335684|286,136.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Inst of Education|GPROSTD338060|787,182.00
BIS|HEFCE|14/11/2013|HEIF 2011-15|RIS policy team|Inst of Education|GPROSTD339095|25,377.00
BIS|HEFCE|14/11/2013|JISC|JISC NAH|JISC|GPROSTD340579|3,385,917.00
BIS|HEFCE|14/11/2013|JISC Capital (R)|JISC NAH|JISC|GPROSTD343062|1,000,000.00
BIS|HEFCE|14/11/2013|JISC Capital (T)|RIS policy team|JISC|GPROSTD343069|1,500,000.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Keele University|GPROSTD327942|98,275.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|Keele University|GPROSTD332614|64,686.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Keele University|GPROSTD334235|56,161.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Keele University|GPROSTD336053|1,319,193.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Keele University|GPROSTD338186|620,021.00
BIS|HEFCE|14/11/2013|Revolving Green Fund|RIS policy team|Keele University|GPROSTD339861|42,000.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Kent LEA|GPROSTD328765|40,209.00
BIS|HEFCE|14/11/2013|SDF Recurrent|RIS policy team|King's College|GPROSTD259825|30,217.00
BIS|HEFCE|14/11/2013|SDF Recurrent|RIS policy team|King's College|GPROSTD262163|30,214.00
BIS|HEFCE|14/11/2013|SDF Recurrent|RIS policy team|King's College|GPROSTD284232|30,214.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|King's College|GPROSTD327944|1,034,175.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|King's College|GPROSTD332616|168,462.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|King's College|GPROSTD332963|36,088.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|King's College|GPROSTD334253|214,165.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|King's College|GPROSTD336107|5,391,443.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|King's College|GPROSTD338204|5,786,622.00
BIS|HEFCE|14/11/2013|HEIF 2011-15|RIS policy team|King's College|GPROSTD339221|70,835.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Kingston College|GPROSTD336098|35,423.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Kingston LEA|GPROSTD328766|51,423.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Kingston University|GPROSTD327945|35,107.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|Kingston University|GPROSTD332617|167,521.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Kingston University|GPROSTD334262|68,462.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Kingston University|GPROSTD336116|3,141,293.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Kingston University|GPROSTD338213|305,448.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Kirklees College|GPROSTD336143|54,915.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Kirklees Council|GPROSTD328767|98,160.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Lakes College|GPROSTD336161|35,801.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Lancashire LEA|GPROSTD328768|162,798.00
BIS|HEFCE|14/11/2013|SDF Recurrent|RIS policy team|Lancaster University|GPROSTD314810|32,955.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Lancaster University|GPROSTD327946|286,220.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|Lancaster University|GPROSTD332618|68,638.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Lancaster University|GPROSTD334271|166,267.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Lancaster University|GPROSTD336170|1,174,402.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Lancaster University|GPROSTD338222|1,795,649.00
BIS|HEFCE|14/11/2013|HEIF 2011-15|RIS policy team|Lancaster University|GPROSTD339239|54,993.00
BIS|HEFCE|14/11/2013|Promoting Efficiency|LGM|Leader Foundation HE|GPROSTD326829|46,000.00
BIS|HEFCE|14/11/2013|Leaders Foundation|LGM|Leader Foundation HE|GPROSTD342831|75,000.00
BIS|HEFCE|14/11/2013|Capital for FECs|E&P policy team|Leeds City College|GPROSTD333400|25,486.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Leeds City College|GPROSTD336215|257,384.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Leeds College of Art|GPROSTD336188|169,712.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Leeds LEA|GPROSTD328769|211,983.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|Leeds Met University|GPROSTD332620|153,709.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Leeds Met University|GPROSTD334289|112,809.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Leeds Met University|GPROSTD336206|2,265,154.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Leeds Met University|GPROSTD338240|166,486.00
BIS|HEFCE|14/11/2013|HEIF 2011-15|RIS policy team|Leeds Met University|GPROSTD339257|37,312.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Leeds Trinity Uni|GPROSTD337448|235,101.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Leicester College|GPROSTD336224|43,449.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Leics LEA|GPROSTD328770|221,298.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Lincoln College|GPROSTD336260|33,306.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|Liverpool Hope Uni|GPROSTD332626|47,508.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Liverpool Hope Uni|GPROSTD334325|51,465.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Liverpool Hope Uni|GPROSTD336278|635,139.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Liverpool Hope Uni|GPROSTD338276|28,275.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Liverpool Inst PA|GPROSTD336296|185,572.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|Liverpool John Moore|GPROSTD327952|87,849.00
BIS|HEFCE|14/11/2013|TCIF Round 2|Finance|Liverpool John Moore|GPROSTD332627|157,117.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|Liverpool John Moore|GPROSTD334316|145,890.00
BIS|HEFCE|14/11/2013|Teaching 13-14|E&P policy team|Liverpool John Moore|GPROSTD336269|2,766,391.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|Liverpool John Moore|GPROSTD338267|348,426.00
BIS|HEFCE|14/11/2013|HEIF 2011-15|RIS policy team|Liverpool John Moore|GPROSTD339284|48,254.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|Liverpool LEA|GPROSTD328772|259,689.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|London Bus School|GPROSTD327955|33,074.00
BIS|HEFCE|14/11/2013|HEIF 2011-15 (BIS)|RIS policy team|London Bus School|GPROSTD334352|214,165.00
BIS|HEFCE|14/11/2013|Research 13-14|RIS policy team|London Bus School|GPROSTD338312|358,907.00
BIS|HEFCE|14/11/2013|HEIF 2011-15|RIS policy team|London Bus School|GPROSTD339320|70,835.00
BIS|HEFCE|14/11/2013|SDF Recurrent|RIS policy team|London Met Uni|GPROSTD304998|92,826.00
BIS|HEFCE|14/11/2013|RCIF Round 2|Finance|London Met Uni|GPROSTD327958|39,554.00
BIS|HEFCE|14/11/2013|Inherited Staff|Finance|London Met Uni|GPROSTD328813|267,537.00
