DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|03/06/2015|Hardware purchase|ITS|Sword Connect|PIS5099|26,000.00
BIS|HEFCE|10/06/2015|Premises costs|Facilities Managemen|GAD|PIS5035|68,506.66
BIS|HEFCE|12/06/2015|Premises costs|ROBO|GVA Grimley Ltd|PIS5009|69,982.50
BIS|HEFCE|12/06/2015|Premises costs|ROBO|GVA Grimley Ltd|PIS5010|94,413.60
BIS|HEFCE|12/06/2015|PD - research|R,,E & KE|Macmillan Publishers|PIC739|204,870.00
BIS|HEFCE|12/06/2015|Premises costs|Facilities Managemen|Uni West of England|PIS4994|221,772.44
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Accrington|GPROSTD355258|25,244.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Anglia Ruskin Uni|GPROSTD355276|1,201,511.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Anglia Ruskin Uni|GPROSTD358300|103,474.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Anglia Ruskin Uni|GPROSTD361477|129,719.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD362368|43,240.00
BIS|HEFCE|18/06/2015|Teaching 13-14|E&P policy team|Anglia Ruskin Uni|GPROSTD374048|26,036.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Arts Uni Bournemouth|GPROSTD355285|160,515.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Askham Bryan College|GPROSTD355303|78,382.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Aston University|GPROSTD355312|977,427.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Aston University|GPROSTD358318|518,009.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Aston University|GPROSTD361486|126,767.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|Aston University|GPROSTD362377|42,255.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Barking and Dagenham|GPROSTD355330|44,720.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Barnsley College|GPROSTD355357|53,759.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bath Spa University|GPROSTD355375|310,795.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Bath Spa University|GPROSTD358327|48,562.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bath Spa University|GPROSTD371440|36,918.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bedford College|GPROSTD355393|57,218.00
BIS|HEFCE|18/06/2015|SDF Capital (T)|RIS policy team|Birkbeck College|GPROSTD256476|142,857.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Birkbeck College|GPROSTD355447|1,016,696.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Birkbeck College|GPROSTD358345|881,508.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Birkbeck College|GPROSTD361504|48,059.00
BIS|HEFCE|18/06/2015|Catalyst Fund  (R)|RIS policy team|Birkbeck College|GPROSTD363289|97,824.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Birmingham City Univ|GPROSTD355780|1,184,059.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Birmingham City Univ|GPROSTD358462|156,771.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Birmingham City Univ|GPROSTD361612|97,012.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|Birmingham City Univ|GPROSTD362503|32,337.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Birmingham City Univ|GPROSTD371612|352,772.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Birmingham Met Coll|GPROSTD355474|58,429.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bishop Burton|GPROSTD355492|110,381.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bishop Gros Uni|GPROSTD355483|68,401.00
BIS|HEFCE|18/06/2015|Teaching 13-14|E&P policy team|Bishop Gros Uni|GPROSTD374132|57,764.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Blackburn College|GPROSTD355510|212,029.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Blackpool College|GPROSTD355519|270,450.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bournemouth & Poole|GPROSTD355564|43,543.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bournemouth Uni|GPROSTD355555|1,130,451.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Bournemouth Uni|GPROSTD358381|177,213.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Bournemouth Uni|GPROSTD361531|48,093.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bradford College|GPROSTD355582|218,070.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bridgwater College|GPROSTD355600|27,949.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Brunel University|GPROSTD355663|1,072,967.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Brunel University|GPROSTD358417|1,003,127.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Brunel University|GPROSTD361567|84,335.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|Brunel University|GPROSTD362458|28,111.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Brunel University|GPROSTD371564|27,666.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Bucks New University|GPROSTD355672|424,187.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Bucks New University|GPROSTD361576|56,747.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Burnley College|GPROSTD355681|28,618.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Canterbury CCUC|GPROSTD355735|497,880.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Canterbury CCUC|GPROSTD358444|77,099.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Canterbury CCUC|GPROSTD361594|65,878.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Canterbury CCUC|GPROSTD371592|229,019.00
BIS|HEFCE|18/06/2015|Teaching 13-14|E&P policy team|Canterbury CCUC|GPROSTD374236|29,727.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Canterbury College|GPROSTD355753|30,586.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Central College Nott|GPROSTD357688|34,396.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Chesterfield College|GPROSTD355825|40,582.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|City College Norwich|GPROSTD357229|65,600.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|City Liverpool Col|GPROSTD355915|25,660.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|City of Bristol Coll|GPROSTD355924|67,826.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|City of Westminster|GPROSTD355870|48,342.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Cleveland College|GPROSTD355942|53,295.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Colchester Institute|GPROSTD355951|26,296.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Conservatoire D&D|GPROSTD355960|634,028.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Conservatoire D&D|GPROSTD361657|28,125.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Cornwall College|GPROSTD355969|77,797.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Courtauld Institute|GPROSTD355978|51,423.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Courtauld Institute|GPROSTD358516|100,012.00
BIS|HEFCE|18/06/2015|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD363979|80,417.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Coventry University|GPROSTD355987|1,634,302.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Coventry University|GPROSTD358525|174,271.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Coventry University|GPROSTD361666|213,750.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD362557|71,250.00
BIS|HEFCE|18/06/2015|Teaching 13-14|E&P policy team|Coventry University|GPROSTD374344|83,382.00
BIS|HEFCE|18/06/2015|Catalyst Fund  (R)|RIS policy team|Cranfield University|GPROSTD346583|160,000.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Cranfield University|GPROSTD356005|739,690.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Cranfield University|GPROSTD358534|969,155.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Cranfield University|GPROSTD361675|213,750.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|Cranfield University|GPROSTD362566|71,250.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Cranfield University|GPROSTD371712|30,892.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Craven College|GPROSTD355996|35,236.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Croydon College|GPROSTD356023|27,780.00
BIS|HEFCE|18/06/2015|Teaching 13-14|E&P policy team|Croydon College|GPROSTD374360|31,922.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|De Montfort Uni|GPROSTD356050|1,305,902.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|De Montfort Uni|GPROSTD358561|386,105.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|De Montfort Uni|GPROSTD361684|76,839.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|De Montfort Uni|GPROSTD362575|25,613.00
BIS|HEFCE|18/06/2015|Teaching 13-14|E&P policy team|De Montfort Uni|GPROSTD374372|51,062.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Doncaster College|GPROSTD356077|73,880.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Dudley College|GPROSTD356086|28,317.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Edge Hill University|GPROSTD356167|544,053.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Falmouth Uni|GPROSTD356221|393,048.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Falmouth Uni|GPROSTD358642|40,417.00
BIS|HEFCE|18/06/2015|Catalyst Fund  (R)|RIS policy team|Falmouth Uni|GPROSTD378853|391,834.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Farnborough College|GPROSTD356239|46,708.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Gateshead College|GPROSTD356257|37,616.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Gloucestershire Coll|GPROSTD356275|41,786.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Goldsmiths' College|GPROSTD356284|489,046.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Goldsmiths' College|GPROSTD358660|694,437.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Grimsby Institute|GPROSTD356311|171,417.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Guildford College|GPROSTD356320|56,628.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Guildhall Sch M & D|GPROSTD356329|104,475.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Harper Adams Uni|GPROSTD356383|736,820.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Harper Adams Uni|GPROSTD358687|33,404.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Hartpury College|GPROSTD356392|91,941.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Havering College|GPROSTD356419|99,727.00
BIS|HEFCE|18/06/2015|HE Academy|E&P policy team|HE Academy|GPROSTD364082|1,050,000.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Heart of Wor College|GPROSTD363356|107,812.00
BIS|HEFCE|18/06/2015|Teaching 13-14|E&P policy team|Hereford Coll of Art|GPROSTD375912|110,346.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Hull College|GPROSTD356527|123,041.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Imperial College|GPROSTD356554|3,541,715.00
BIS|HEFCE|18/06/2015|Research 14-15|RIS policy team|Imperial College|GPROSTD358732|8,915,367.00
BIS|HEFCE|18/06/2015|HEIF 2011-15 (BIS)|RIS policy team|Imperial College|GPROSTD361828|213,750.00
BIS|HEFCE|18/06/2015|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD362719|71,250.00
BIS|HEFCE|18/06/2015|Teaching 14-15|E&P policy team|Inst Cancer Research|GPROSTD355744|73,932.00
