DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT|EXPENSETYPE2|EXPENSEAREA2
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD322156|555,882.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD323341|210,137.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD325090|51,203.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bedfordshire|GPROSTD320311|2,071,741.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bedfordshire|GPROSTD322237|93,323.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bedfordshire|GPROSTD323425|40,370.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD318979|5,184,004.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD321661|3,763,190.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD322765|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Birmingham|GPROSTD331536|184,277.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD319087|1,975,208.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD321697|536,402.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD322801|90,380.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD326327|125,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bradford|GPROSTD331543|123,746.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD319105|2,864,911.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD321706|522,252.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD322813|86,185.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD326359|62,500.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Brighton|GPROSTD331544|303,896.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bristol|GPROSTD319114|4,593,056.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bristol|GPROSTD321715|4,318,532.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Bristol|GPROSTD322825|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD310305|28,618.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD319195|4,064,763.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD321742|10,697,932.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD322861|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Cambridge|GPROSTD323941|163,130.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD319267|4,205,251.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD321778|284,733.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD322909|188,627.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Central Lancs|GPROSTD326964|26,607.00|Basic Grant|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD319294|1,673,795.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD321796|51,025.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD322921|36,469.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD326303|62,500.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Chester|GPROSTD326973|59,495.00|Basic Grant|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Chichester|GPROSTD319321|711,500.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Cumbria|GPROSTD319510|964,090.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Cumbria|GPROSTD331559|200,468.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD319591|2,419,690.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD321895|1,386,236.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD322705|867,350.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD323029|147,331.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East Anglia|GPROSTD323989|25,020.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East London|GPROSTD319600|2,828,180.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East London|GPROSTD321904|184,016.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East London|GPROSTD323041|50,740.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of East London|GPROSTD326319|62,500.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD319726|1,199,455.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD321958|60,615.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD323101|27,959.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD326355|62,500.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Gloucester|GPROSTD331571|127,989.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Greenwich|GPROSTD319753|3,627,454.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Greenwich|GPROSTD321976|234,199.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Greenwich|GPROSTD323125|144,273.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Greenwich|GPROSTD328624|88,113.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Hertfordshire|GPROSTD319897|3,005,529.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Hertfordshire|GPROSTD322003|383,373.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Hertfordshire|GPROSTD323149|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Hertfordshire|GPROSTD326363|62,500.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Huddersfield|GPROSTD319942|3,292,439.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Huddersfield|GPROSTD322021|180,261.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Huddersfield|GPROSTD323161|77,774.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Leicester|GPROSTD320149|2,663,363.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Leicester|GPROSTD322111|1,736,083.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Leicester|GPROSTD323281|160,042.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD320167|2,064,777.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD322120|145,879.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD323293|42,494.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Lincoln|GPROSTD331591|153,863.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Liverpool|GPROSTD320203|4,966,073.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Liverpool|GPROSTD322147|3,250,372.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Liverpool|GPROSTD323329|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Liverpool|GPROSTD327531|28,618.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of London|GPROSTD324682|813,761.00|London Insts|Inst teams Lond East
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of London|GPROSTD328922|25,000.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD234994|30,217.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD286597|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD286743|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD320338|6,503,293.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD322255|7,473,195.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD323449|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD324037|172,638.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Manchester|GPROSTD331605|245,716.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD225522|30,217.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD320455|4,306,674.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD322282|3,089,977.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD323473|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Newcastle|GPROSTD331608|661,508.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD320518|1,447,787.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD322291|53,564.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD323485|99,430.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northampton|GPROSTD331610|51,994.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD320554|3,574,354.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD322309|252,576.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD323497|104,326.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD326339|125,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Northumbria|GPROSTD327234|44,127.00|Basic Grant|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD305070|28,618.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD320617|4,768,087.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD322327|4,410,306.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD323521|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Nottingham|GPROSTD331613|1,312,191.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD320725|4,930,266.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD322372|600,841.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD323581|125,488.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Plymouth|GPROSTD333129|505,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD320743|3,398,393.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD322381|427,269.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD323593|64,477.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Portsmouth|GPROSTD331621|229,584.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD320779|1,832,686.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD322399|1,507,326.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD323617|181,075.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Reading|GPROSTD324085|25,020.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Salford|GPROSTD320923|2,844,918.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Salford|GPROSTD322489|616,040.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Salford|GPROSTD323689|149,069.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD320968|4,331,969.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD322507|3,937,976.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD323713|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Sheffield|GPROSTD331638|439,312.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Southampton|GPROSTD310295|28,618.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Southampton|GPROSTD321040|3,786,398.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Southampton|GPROSTD322525|3,973,647.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Southampton|GPROSTD323737|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Sunderland|GPROSTD321247|2,041,874.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Sunderland|GPROSTD322570|175,830.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Sunderland|GPROSTD323773|86,226.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD210397|142,435.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD321391|2,746,253.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD322633|3,001,416.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD323845|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Warwick|GPROSTD331649|124,503.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD321319|1,338,108.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD322606|42,375.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD323821|51,435.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD326367|37,500.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of West London|GPROSTD331651|124,908.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD321436|3,076,258.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD322651|358,280.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD323869|104,276.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD328637|97,710.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD331652|296,231.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Winchester|GPROSTD321499|638,533.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Winchester|GPROSTD322660|55,664.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD321517|2,798,192.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD322669|158,860.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD323881|174,063.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Wolverhampton|GPROSTD331654|160,445.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Worcester|GPROSTD25677|166,500.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Worcester|GPROSTD321544|1,176,043.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni StMark & StJohn|GPROSTD321193|264,272.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni StMark & StJohn|GPROSTD331620|42,547.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Bath|GPROSTD318907|2,280,473.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Bath|GPROSTD321643|1,532,460.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Bath|GPROSTD322741|198,167.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD319042|919,535.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD321679|61,185.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD322777|25,504.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Bolton|GPROSTD331540|581,089.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Derby|GPROSTD319537|2,208,991.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Derby|GPROSTD321877|34,063.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Derby|GPROSTD323005|56,251.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Derby|GPROSTD326291|246,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Derby|GPROSTD327018|32,771.00|Basic Grant|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Derby|GPROSTD331562|406,401.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Durham|GPROSTD319573|2,535,297.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Durham|GPROSTD321886|2,241,600.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Durham|GPROSTD323017|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Durham|GPROSTD331563|58,025.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Essex|GPROSTD319654|1,793,477.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Essex|GPROSTD321931|808,252.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Essex|GPROSTD323065|61,803.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Essex|GPROSTD327054|78,757.00|Basic Grant|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Essex|GPROSTD331568|150,655.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD319672|2,913,319.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD321940|1,710,437.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Exeter|GPROSTD323077|224,006.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Hull|GPROSTD319969|2,436,539.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Hull|GPROSTD322030|693,201.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Hull|GPROSTD323173|163,589.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Hull|GPROSTD331579|287,606.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Kent|GPROSTD319996|2,970,776.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Kent|GPROSTD322057|986,411.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Kent|GPROSTD323209|73,346.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD320113|5,639,063.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD322093|4,297,529.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD323257|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Leeds|GPROSTD331586|530,514.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD310315|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD312860|28,618.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD320653|3,848,574.00|Teaching 12-13|E&P policy team
