DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|19/11/2015|Research 15-16|RIS policy team|Uni College London|GPROSTD376537|14,477,146.00
BIS|HEFCE|19/11/2015|Research 15-16|RIS policy team|Uni of Cambridge|GPROSTD376060|13,210,619.00
BIS|HEFCE|19/11/2015|Research 15-16|RIS policy team|University of Oxford|GPROSTD376672|15,296,776.00
BIS|HEFCE|20/11/2015|TCIF Round 2|Finance|Anglia Ruskin Uni|GPROSTD369824|134,278.00
BIS|HEFCE|20/11/2015|RCIF Round 2|Finance|Anglia Ruskin Uni|GPROSTD370958|39,942.67
BIS|HEFCE|20/11/2015|STEM Capital|R,,E & KE|Anglia Ruskin Uni|GPROSTD375605|1,250,000.00
BIS|HEFCE|20/11/2015|Research 15-16|RIS policy team|Anglia Ruskin Uni|GPROSTD375925|252,303.00
BIS|HEFCE|20/11/2015|HEIF 2011-15 (BIS)|RIS policy team|Anglia Ruskin Uni|GPROSTD377030|194,580.00
BIS|HEFCE|20/11/2015|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD377930|64,860.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Anglia Ruskin Uni|GPROSTD378928|1,118,371.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Arts Uni Bournemouth|GPROSTD378937|152,341.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Askham Bryan College|GPROSTD378955|70,094.00
BIS|HEFCE|20/11/2015|TCIF Round 2|Finance|Aston University|GPROSTD369827|88,433.00
BIS|HEFCE|20/11/2015|RCIF Round 2|Finance|Aston University|GPROSTD370959|157,476.67
BIS|HEFCE|20/11/2015|STEM Capital|R,,E & KE|Aston University|GPROSTD375607|490,162.25
BIS|HEFCE|20/11/2015|Research 15-16|RIS policy team|Aston University|GPROSTD375943|669,308.00
BIS|HEFCE|20/11/2015|HEIF 2011-15 (BIS)|RIS policy team|Aston University|GPROSTD377039|80,023.00
BIS|HEFCE|20/11/2015|HEIF 2011-15|RIS policy team|Aston University|GPROSTD377939|26,674.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Aston University|GPROSTD378964|675,822.00
BIS|HEFCE|20/11/2015|Inherited Staff|Finance|Barking and Dagenham|GPROSTD367469|248,601.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Barking and Dagenham|GPROSTD378982|45,201.00
BIS|HEFCE|20/11/2015|Inherited Staff|Finance|Barnet LEA|GPROSTD367470|232,569.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Barnsley College|GPROSTD379009|43,655.00
BIS|HEFCE|20/11/2015|Inherited Staff|Finance|Bath LEA|GPROSTD367468|191,647.00
BIS|HEFCE|20/11/2015|TCIF Round 2|Finance|Bath Spa University|GPROSTD369832|53,641.00
BIS|HEFCE|20/11/2015|STEM Capital|R,,E & KE|Bath Spa University|GPROSTD375608|40,000.00
BIS|HEFCE|20/11/2015|Research 15-16|RIS policy team|Bath Spa University|GPROSTD375952|109,236.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Bath Spa University|GPROSTD379027|305,168.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Bedford College|GPROSTD379045|65,384.00
BIS|HEFCE|20/11/2015|Inherited Staff|Finance|Beds LEA|GPROSTD367472|72,781.00
BIS|HEFCE|20/11/2015|TCIF Round 2|Finance|Birkbeck College|GPROSTD369835|64,231.00
BIS|HEFCE|20/11/2015|RCIF Round 2|Finance|Birkbeck College|GPROSTD370962|214,639.00
BIS|HEFCE|20/11/2015|STEM Capital|R,,E & KE|Birkbeck College|GPROSTD375611|162,500.00
BIS|HEFCE|20/11/2015|Research 15-16|RIS policy team|Birkbeck College|GPROSTD375970|1,060,968.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Birkbeck College|GPROSTD379099|811,184.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Birkbeck College|GPROSTD386105|76,953.00
BIS|HEFCE|20/11/2015|TCIF Round 2|Finance|Birmingham City Univ|GPROSTD369862|139,758.00
BIS|HEFCE|20/11/2015|RCIF Round 2|Finance|Birmingham City Univ|GPROSTD370974|41,245.33
BIS|HEFCE|20/11/2015|Research 15-16|RIS policy team|Birmingham City Univ|GPROSTD376087|236,698.00
BIS|HEFCE|20/11/2015|HEIF 2011-15 (BIS)|RIS policy team|Birmingham City Univ|GPROSTD377156|48,507.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Birmingham City Univ|GPROSTD379441|1,223,976.00
BIS|HEFCE|20/11/2015|Inherited Staff|Finance|Birmingham LEA|GPROSTD367473|171,386.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Birmingham Met Coll|GPROSTD379126|53,901.00
BIS|HEFCE|20/11/2015|Teaching 15-16|E&P policy team|Bishop Burton|GPROSTD379144|98,984.00
