DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Barnsley College|GPROSTD355352|83,326.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bath Spa University|GPROSTD355370|481,732.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Bath Spa University|GPROSTD358322|83,636.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bedford College|GPROSTD355388|88,687.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Birkbeck College|GPROSTD355442|1,575,879.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Birkbeck College|GPROSTD358340|1,518,153.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Birkbeck College|GPROSTD361499|72,089.00
BIS|HEFCE|18/09/2014|Catalyst Fund  (R)|RIS policy team|Birkbeck College|GPROSTD363280|57,143.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Birmingham City Univ|GPROSTD355775|1,835,293.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Birmingham City Univ|GPROSTD358457|269,994.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Birmingham City Univ|GPROSTD361607|145,519.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Birmingham City Univ|GPROSTD362498|48,506.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Birmingham Met Coll|GPROSTD355469|90,566.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bishop Burton|GPROSTD355487|171,092.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bishop Gros Uni|GPROSTD355478|106,023.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Blackburn College|GPROSTD355505|328,645.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Blackpool College|GPROSTD355514|419,199.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bournemouth & Poole|GPROSTD355559|67,491.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bournemouth Uni|GPROSTD355550|1,752,200.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Bournemouth Uni|GPROSTD358376|305,202.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Bournemouth Uni|GPROSTD361526|72,141.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bradford College|GPROSTD355577|338,008.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bridgwater College|GPROSTD355595|43,322.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bromley College|GPROSTD355631|30,793.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Brooksby College|GPROSTD355649|30,018.00
BIS|HEFCE|18/09/2014|UKRPIF|Finance|Brunel University|GPROSTD347947|2,659,467.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Brunel University|GPROSTD355658|1,663,099.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Brunel University|GPROSTD358412|1,727,607.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Brunel University|GPROSTD361562|126,504.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Brunel University|GPROSTD362453|42,168.00
BIS|HEFCE|18/09/2014|Catalyst Fund  (R)|RIS policy team|Brunel University|GPROSTD363772|768,000.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Bucks New University|GPROSTD355667|657,490.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Bucks New University|GPROSTD358421|36,535.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Bucks New University|GPROSTD361571|85,121.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Bucks New University|GPROSTD362462|28,374.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Burnley College|GPROSTD355676|44,359.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Calderdale College|GPROSTD355703|30,689.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Canterbury CCUC|GPROSTD355730|771,715.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Canterbury CCUC|GPROSTD358439|132,783.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Canterbury CCUC|GPROSTD361589|98,818.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Canterbury CCUC|GPROSTD362480|32,940.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Canterbury College|GPROSTD355748|47,409.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Central College Nott|GPROSTD357683|53,314.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Central Sussex Coll|GPROSTD355802|38,578.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Chesterfield College|GPROSTD355820|62,902.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Chichester College|GPROSTD355829|37,317.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|City & Islington|GPROSTD355856|35,576.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|City College Norwich|GPROSTD357224|101,681.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|City Liverpool Col|GPROSTD355910|39,774.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|City of Bristol Coll|GPROSTD355919|105,130.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|City of Westminster|GPROSTD355865|74,930.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|City University, Lon|GPROSTD355901|1,199,528.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|City University, Lon|GPROSTD358502|1,484,307.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|City University, Lon|GPROSTD361643|188,388.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|City University, Lon|GPROSTD362534|62,797.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Cleveland College|GPROSTD355937|82,608.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Colchester Institute|GPROSTD355946|40,759.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Conservatoire D&D|GPROSTD355955|982,743.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Conservatoire D&D|GPROSTD361652|42,188.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Cornwall College|GPROSTD355964|120,586.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Courtauld Institute|GPROSTD355973|79,706.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Courtauld Institute|GPROSTD358511|172,244.00
BIS|HEFCE|18/09/2014|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD363799|80,417.00
BIS|HEFCE|18/09/2014|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD363817|80,417.00
BIS|HEFCE|18/09/2014|Catalyst Fund  (R)|RIS policy team|Coventry University|GPROSTD347156|213,857.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (R)|RIS policy team|Coventry University|GPROSTD347541|31,868.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (T)|RIS policy team|Coventry University|GPROSTD347550|47,801.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Coventry University|GPROSTD355982|2,533,169.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Coventry University|GPROSTD358520|300,133.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Coventry University|GPROSTD361661|320,625.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD362552|106,875.00
BIS|HEFCE|18/09/2014|Catalyst Fund  (R)|RIS policy team|Cranfield University|GPROSTD346580|160,000.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (T)|RIS policy team|Cranfield University|GPROSTD354386|30,000.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Cranfield University|GPROSTD356000|1,146,519.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Cranfield University|GPROSTD358529|1,669,100.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Cranfield University|GPROSTD361670|320,625.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Cranfield University|GPROSTD362561|106,875.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Craven College|GPROSTD355991|54,617.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Croydon College|GPROSTD356018|43,061.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Dearne Valley Coll|GPROSTD356036|28,198.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|De Montfort Uni|GPROSTD356045|2,024,149.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|De Montfort Uni|GPROSTD358556|664,960.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|De Montfort Uni|GPROSTD361679|115,259.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|De Montfort Uni|GPROSTD362570|38,420.00
BIS|HEFCE|18/09/2014|TCIF Round 2|Finance|Dept for Education|GPROSTD363778|241,898.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Derby College|GPROSTD356063|35,142.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Doncaster College|GPROSTD356072|114,514.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (R)|RIS policy team|Dudley College|GPROSTD343077|45,500.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (T)|RIS policy team|Dudley College|GPROSTD343081|68,250.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Dudley College|GPROSTD356081|43,893.00
BIS|HEFCE|18/09/2014|Equal opportunities|LGM|ECU|GPROSTD364068|78,209.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Edge Hill University|GPROSTD356162|843,284.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Edge Hill University|GPROSTD358601|39,470.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Exeter College|GPROSTD356198|31,350.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Falmouth Uni|GPROSTD356216|609,226.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Falmouth Uni|GPROSTD358637|69,609.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Falmouth Uni|GPROSTD361751|31,887.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Farnborough College|GPROSTD356234|72,398.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Gateshead College|GPROSTD356252|58,306.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Gloucestershire Coll|GPROSTD356270|64,768.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Goldsmiths' College|GPROSTD356279|758,023.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Goldsmiths' College|GPROSTD358655|1,195,976.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Goldsmiths' College|GPROSTD361769|37,255.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Grimsby Institute|GPROSTD356306|265,698.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Guildford College|GPROSTD356315|87,774.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Guildhall Sch M & D|GPROSTD356324|161,936.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Guildhall Sch M & D|GPROSTD358673|37,127.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Guildhall Sch M & D|GPROSTD361787|34,353.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (R)|RIS policy team|Hadlow College|GPROSTD347137|40,000.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (T)|RIS policy team|Hadlow College|GPROSTD347143|60,000.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Hadlow College|GPROSTD356342|32,395.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Harper Adams Uni|GPROSTD356378|1,142,072.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Harper Adams Uni|GPROSTD358682|57,529.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Hartpury College|GPROSTD356387|142,510.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Havering College|GPROSTD356414|154,577.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Henley College Cov|GPROSTD356423|33,435.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Hereford Coll of Art|GPROSTD356432|30,023.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Heythrop College|GPROSTD356468|33,465.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Highbury College|GPROSTD356477|33,018.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Hopwood Hall College|GPROSTD356495|33,309.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Hull College|GPROSTD356522|190,715.00
BIS|HEFCE|18/09/2014|SDF Recurrent|RIS policy team|Imperial College|GPROSTD326469|25,000.00
BIS|HEFCE|18/09/2014|PSS|E&P policy team|Imperial College|GPROSTD346792|1,480,000.00
BIS|HEFCE|18/09/2014|UKRPIF|Finance|Imperial College|GPROSTD347951|6,205,422.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Imperial College|GPROSTD356549|5,489,659.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Imperial College|GPROSTD358727|15,354,243.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Imperial College|GPROSTD361823|320,625.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD362714|106,875.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Inst Cancer Research|GPROSTD355739|114,595.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Inst Cancer Research|GPROSTD358448|2,569,853.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Inst Cancer Research|GPROSTD361598|79,103.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Inst Cancer Research|GPROSTD362489|26,367.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Inst of Education|GPROSTD356171|329,340.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Inst of Education|GPROSTD358610|1,213,761.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Inst of Education|GPROSTD361724|114,865.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Inst of Education|GPROSTD362615|38,288.00
BIS|HEFCE|18/09/2014|JISC|JISC NAH|JISC|GPROSTD363326|2,558,333.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Keele University|GPROSTD356558|1,361,558.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Keele University|GPROSTD358736|975,396.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Keele University|GPROSTD361832|84,078.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Keele University|GPROSTD362723|28,026.00
BIS|HEFCE|18/09/2014|UKRPIF|Finance|King's College|GPROSTD347955|2,659,467.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|King's College|GPROSTD356603|6,782,213.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|King's College|GPROSTD358754|9,011,873.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|King's College|GPROSTD361850|320,625.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|King's College|GPROSTD362741|106,875.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Kingston College|GPROSTD356594|59,543.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Kingston University|GPROSTD356612|2,972,168.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Kingston University|GPROSTD358763|466,044.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Kingston University|GPROSTD361859|102,494.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Kingston University|GPROSTD362750|34,166.00
BIS|HEFCE|18/09/2014|Revolving Green Fund|RIS policy team|Kingston University|GPROSTD364030|143,498.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Kirklees College|GPROSTD356648|55,909.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Lakes College|GPROSTD356666|65,833.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Lancaster University|GPROSTD356675|1,015,316.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Lancaster University|GPROSTD358772|2,798,000.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Lancaster University|GPROSTD361868|248,918.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Lancaster University|GPROSTD362759|82,973.00
BIS|HEFCE|18/09/2014|Promoting Efficiency|LGM|Leader Foundation HE|GPROSTD363790|50,000.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Leeds City College|GPROSTD356729|203,558.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Leeds College of Art|GPROSTD356702|102,397.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Leeds Met University|GPROSTD356720|1,871,401.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Leeds Met University|GPROSTD358790|262,476.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Leeds Met University|GPROSTD361886|168,885.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Leeds Met University|GPROSTD362777|56,295.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Leeds Trinity Uni|GPROSTD358007|176,391.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Leicester College|GPROSTD356738|73,852.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|LeSoCo|GPROSTD356756|34,322.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Lincoln College|GPROSTD356774|71,889.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Liverpool Hope Uni|GPROSTD356792|425,195.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Liverpool Hope Uni|GPROSTD358826|48,433.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Liverpool Hope Uni|GPROSTD361922|77,049.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Liverpool Hope Uni|GPROSTD362813|25,683.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Liverpool Inst PA|GPROSTD356810|182,317.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Liverpool John Moore|GPROSTD356783|2,303,631.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Liverpool John Moore|GPROSTD358817|537,912.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Liverpool John Moore|GPROSTD361913|218,411.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Liverpool John Moore|GPROSTD362804|72,804.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|London Bus School|GPROSTD358862|560,899.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|London Bus School|GPROSTD361949|320,625.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|London Bus School|GPROSTD362840|106,875.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|London Met Uni|GPROSTD356864|2,316,083.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|London Met Uni|GPROSTD358889|378,449.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|London Met Uni|GPROSTD361967|174,069.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|London Met Uni|GPROSTD362858|58,023.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|London Sch Economics|GPROSTD356846|288,383.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|London Sch Economics|GPROSTD358871|2,569,965.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|London Sch Economics|GPROSTD361958|189,843.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|London Sch Economics|GPROSTD362849|63,281.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|London Sch Hygiene|GPROSTD356855|509,211.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|London Sch Hygiene|GPROSTD358880|2,777,813.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|London South Bank|GPROSTD356873|2,159,922.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|London South Bank|GPROSTD358898|303,120.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|London South Bank|GPROSTD361976|90,846.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|London South Bank|GPROSTD362867|30,282.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Loughborough College|GPROSTD356891|96,134.00
BIS|HEFCE|18/09/2014|Catalyst Fund  (R)|RIS policy team|Loughborough Uni|GPROSTD343131|71,900.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Loughborough Uni|GPROSTD356900|2,157,012.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Loughborough Uni|GPROSTD358916|3,235,508.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Loughborough Uni|GPROSTD361994|184,025.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Loughborough Uni|GPROSTD362885|61,342.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|LSTM|GPROSTD358844|878,582.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Macclesfield College|GPROSTD356918|141,288.00
BIS|HEFCE|18/09/2014|Inherited Staff|Finance|Manchester Cty Couni|GPROSTD363770|153,034.06
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Manchester Met|GPROSTD356927|2,789,078.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Manchester Met|GPROSTD358934|803,901.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Manchester Met|GPROSTD362012|155,526.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Manchester Met|GPROSTD362903|51,842.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Middlesex University|GPROSTD356954|1,783,955.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Middlesex University|GPROSTD358952|406,530.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Middlesex University|GPROSTD362030|63,281.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Mid-Kent College|GPROSTD356963|84,103.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Moulton College|GPROSTD356981|93,832.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Myerscough College|GPROSTD356990|28,917.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|National Film & TV|GPROSTD357080|56,374.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|NCG|GPROSTD357017|452,473.00
BIS|HEFCE|18/09/2014|Policy Ongoing Serv|Central|NCUB|GPROSTD333836|50,000.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Newbury College|GPROSTD356999|25,990.00
BIS|HEFCE|18/09/2014|Teaching 14-15|E&P policy team|Newcastle University|GPROSTD357053|4,498,449.00
BIS|HEFCE|18/09/2014|Research 14-15|RIS policy team|Newcastle University|GPROSTD358970|5,408,238.00
BIS|HEFCE|18/09/2014|HEIF 2011-15 (BIS)|RIS policy team|Newcastle University|GPROSTD362039|320,625.00
BIS|HEFCE|18/09/2014|HEIF 2011-15|RIS policy team|Newcastle University|GPROSTD362930|106,875.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (R)|RIS policy team|Newcastle University|GPROSTD363779|312,000.00
BIS|HEFCE|18/09/2014|Catalyst Fund C (T)|RIS policy team|Newcastle University|GPROSTD363783|468,000.00
