DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Bradford College|GPROSTD319076|513,115.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Bradford LEA|GPROSTD314414|29,471.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Bridgwater College|GPROSTD319094|45,006.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|British Library|PIG6720|203,436.47
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Brunel University|GPROSTD319157|2,591,870.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Brunel University|GPROSTD321722|1,218,198.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Brunel University|GPROSTD322835|93,668.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Bucks New University|GPROSTD319166|1,390,733.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Bucks New University|GPROSTD321731|26,403.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Bucks New University|GPROSTD322847|63,028.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Calderdale College|GPROSTD319184|49,719.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Canterbury CCUC|GPROSTD319211|1,807,480.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Canterbury CCUC|GPROSTD321749|101,170.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Canterbury CCUC|GPROSTD322871|73,169.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Carlisle College|GPROSTD319238|44,483.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Central Sussex Coll|GPROSTD319283|52,095.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Cheshire West|GPROSTD314419|38,475.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Chesterfield College|GPROSTD319301|102,739.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Chichester College|GPROSTD319310|32,092.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|City of Sunderland C|GPROSTD319364|82,963.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|City of Westminster|GPROSTD319337|56,167.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|City University|GPROSTD319382|1,599,337.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|City University|GPROSTD321812|1,047,413.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|City University|GPROSTD322943|139,491.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Cleveland College|GPROSTD319418|141,102.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Conservatoire D&D|GPROSTD319436|851,096.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Conservatoire D&D|GPROSTD322955|31,238.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Courtauld Institute|GPROSTD319454|83,787.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Courtauld Institute|GPROSTD321821|122,390.00
BIS|HEFCE|20/12/2012|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD323951|80,385.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Coventry LEA|GPROSTD314420|28,803.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Coventry University|GPROSTD319463|3,633,789.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Coventry University|GPROSTD321830|198,126.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Coventry University|GPROSTD322967|237,405.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Cranfield University|GPROSTD319481|911,527.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Cranfield University|GPROSTD321839|1,289,908.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Cranfield University|GPROSTD322979|237,405.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Craven College|GPROSTD319472|40,670.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Croydon College|GPROSTD319499|197,114.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Dearne Valley Coll|GPROSTD319517|31,377.00
BIS|HEFCE|20/12/2012|Contract staff|Regulatory Partnersh|Deloitte|PIS2422|49,680.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|De Montfort Uni|GPROSTD319526|3,425,222.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|De Montfort Uni|GPROSTD321866|461,471.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|De Montfort Uni|GPROSTD322991|85,343.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Derby College|GPROSTD319544|28,086.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Devon LEA|GPROSTD314425|35,146.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Doncaster College|GPROSTD319553|195,813.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Dorset LEA|GPROSTD314427|25,768.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Dudley Coll of Tech|GPROSTD319562|44,608.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Ealing Ham  & W Lond|GPROSTD319580|30,669.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|East Riding|GPROSTD314431|51,645.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|East Riding College|GPROSTD319625|40,954.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|East Sussex LEA|GPROSTD314432|82,977.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Edge Hill University|GPROSTD319634|1,862,746.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Edge Hill University|GPROSTD321911|27,200.00
BIS|HEFCE|20/12/2012|SDF Capital Research|RIS policy team|EPSRC|PIG6709|26,669.92
BIS|HEFCE|20/12/2012|SDF Capital Research|RIS policy team|EPSRC|PIG6711|42,515.33
BIS|HEFCE|20/12/2012|SDF Capital Research|RIS policy team|EPSRC|PIG6712|26,795.18
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Exeter College|GPROSTD319661|29,002.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Farnborough College|GPROSTD319697|197,260.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Gateshead College|GPROSTD319715|101,701.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Gloucestershire Coll|GPROSTD319733|104,673.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Goldsmiths College|GPROSTD319742|1,113,564.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Goldsmiths College|GPROSTD321965|876,236.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Goldsmiths College|GPROSTD323111|27,585.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Grimsby Institute|GPROSTD319760|433,567.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Guildford College|GPROSTD319769|128,831.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|Guildhall Sch M & D|GPROSTD311938|56,000.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Guildhall Sch M & D|GPROSTD319778|189,091.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Guildhall Sch M & D|GPROSTD323135|25,437.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Hampshire LEA|GPROSTD314435|94,607.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Harper Adams Uni Col|GPROSTD319832|1,239,874.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Harper Adams Uni Col|GPROSTD321992|30,507.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Hartpury College|GPROSTD319841|46,870.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Havering College|GPROSTD319859|296,452.00
BIS|HEFCE|20/12/2012|HE Academy|E&P policy team|HE Academy|GPROSTD326399|1,213,000.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Henley College|GPROSTD319868|49,892.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Hereford Coll of Art|GPROSTD319877|93,050.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Hertfordshire LEA|GPROSTD314437|31,201.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Heythrop College|GPROSTD319904|96,425.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Highbury College|GPROSTD319913|49,853.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Hopwood Hall College|GPROSTD319931|40,676.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Hull College|GPROSTD319958|391,173.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD212380|28,564.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD224693|28,564.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD261401|523,200.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD285830|28,618.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Imperial College|GPROSTD319976|4,935,908.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Imperial College|GPROSTD322037|10,692,633.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD323183|237,405.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Inst Cancer Research|GPROSTD319220|70,364.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Inst Cancer Research|GPROSTD321758|1,791,815.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Inst Cancer Research|GPROSTD322883|58,570.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Inst of Education|GPROSTD319643|362,902.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Inst of Education|GPROSTD321920|844,317.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Inst of Education|GPROSTD323051|85,051.00
BIS|HEFCE|20/12/2012|SS UMF|Finance|JISC Advance|GPROSTD324829|37,000.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|Keele University|GPROSTD286310|121,139.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Keele University|GPROSTD319985|1,835,926.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Keele University|GPROSTD322046|664,155.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Keele University|GPROSTD323195|62,255.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD224131|29,333.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD285820|28,618.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|King's College|GPROSTD320030|6,294,229.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|King's College|GPROSTD322064|6,211,222.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|King's College|GPROSTD323219|237,405.00
BIS|HEFCE|20/12/2012|Innovations Grp|JISC KCL|King's College|PIS2418|199,328.98
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Kingston College|GPROSTD320021|44,225.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Kingston University|GPROSTD320039|4,837,251.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Kingston University|GPROSTD322073|330,329.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Kingston University|GPROSTD323231|75,891.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Kirklees College|GPROSTD320057|65,276.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Kirklees LEA|GPROSTD314441|32,380.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Lakes College|GPROSTD320075|93,665.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Lancashire LEA|GPROSTD314442|55,075.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|Lancaster University|GPROSTD314799|32,956.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Lancaster University|GPROSTD320084|1,889,448.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Lancaster University|GPROSTD322082|1,912,072.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Lancaster University|GPROSTD323243|184,310.00
BIS|HEFCE|20/12/2012|Leaders Foundation|LGM|Leader Foundation HE|GPROSTD326390|75,000.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Leeds City College|GPROSTD320129|434,813.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Leeds College of Art|GPROSTD320102|306,035.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Leeds LEA|GPROSTD314443|69,807.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Leeds Met University|GPROSTD320120|4,203,244.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Leeds Met University|GPROSTD322100|187,889.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Leeds Met University|GPROSTD323267|125,050.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Leeds Trinity Uni Co|GPROSTD321335|376,178.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Leicester College|GPROSTD320138|79,502.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Leics LEA|GPROSTD314444|73,861.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Lincoln College|GPROSTD320174|58,859.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Liverpool Com Colleg|GPROSTD319391|111,779.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Liverpool Hope Uni|GPROSTD320192|1,166,739.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Liverpool Hope Uni|GPROSTD322136|31,774.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Liverpool Hope Uni|GPROSTD323315|57,050.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Liverpool Inst PA|GPROSTD320210|249,451.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Liverpool John Moore|GPROSTD320183|4,446,896.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Liverpool John Moore|GPROSTD322127|386,934.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Liverpool John Moore|GPROSTD323303|161,721.00
BIS|HEFCE|20/12/2012|SS UMF|Finance|Liverpool John Moore|GPROSTD327505|37,500.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Liverpool LEA|GPROSTD314446|87,576.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|London Bus School|GPROSTD322172|386,246.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|London Bus School|GPROSTD323351|237,405.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|London Met Uni|GPROSTD314487|83,350.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|London Met Uni|GPROSTD320264|3,582,570.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|London Met Uni|GPROSTD322199|301,016.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|London Met Uni|GPROSTD323375|128,888.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|London PFA|GPROSTD314447|47,504.00
BIS|HEFCE|20/12/2012|SDF Recurrent|RIS policy team|London Sch Economics|GPROSTD309201|27,969.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|London Sch Economics|GPROSTD320246|633,670.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|London Sch Economics|GPROSTD322181|1,803,147.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|London Sch Economics|GPROSTD323363|140,569.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|London Sch Hygiene|GPROSTD320255|377,803.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|London Sch Hygiene|GPROSTD322190|1,951,685.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|London South Bank|GPROSTD320273|2,990,060.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|London South Bank|GPROSTD322208|212,263.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|London South Bank|GPROSTD323387|67,266.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Loughborough College|GPROSTD320291|196,933.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Loughborough Uni|GPROSTD320300|3,099,923.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Loughborough Uni|GPROSTD322226|2,282,300.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Loughborough Uni|GPROSTD323411|136,260.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Macclesfield College|GPROSTD320318|172,328.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Manchester College|GPROSTD320345|313,791.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Manchester LEA|GPROSTD314448|115,039.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Manchester Met|GPROSTD320327|5,529,481.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Manchester Met|GPROSTD322244|566,033.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Manchester Met|GPROSTD323435|115,158.00
BIS|HEFCE|20/12/2012|SDF Capital LAT|RIS policy team|Manchester Met|GPROSTD326860|1,560,500.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Middlesex University|GPROSTD320354|3,673,391.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Middlesex University|GPROSTD322262|287,868.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Middlesex University|GPROSTD323459|46,856.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Moulton College|GPROSTD320381|87,129.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Newcastle College|GPROSTD320417|858,177.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Newcastle LEA|GPROSTD314450|37,449.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|New College Durham|GPROSTD320408|279,438.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|New College Notts|GPROSTD320426|139,976.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|New College Stamford|GPROSTD321137|31,592.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Newham College|GPROSTD320435|28,572.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Newman Uni College|GPROSTD320444|412,590.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Northbrook College|GPROSTD320480|223,055.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|North East Surrey|GPROSTD320507|116,942.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|North East Worcs Col|GPROSTD320498|70,039.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|North Lindsey Coll|GPROSTD320489|193,753.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Northumberland Coll|GPROSTD320543|44,892.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|North West London|GPROSTD320579|46,747.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Norwich Uni Col Arts|GPROSTD320525|471,386.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Nottingham Trent Uni|GPROSTD320606|4,423,115.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Nottingham Trent Uni|GPROSTD322316|422,588.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Nottingham Trent Uni|GPROSTD323507|70,524.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Notts LEA|GPROSTD314455|58,965.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|N Warwick & Hinckley|GPROSTD320561|66,045.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Open University|GPROSTD320633|13,851,029.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Open University|GPROSTD322334|1,066,108.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Open University|GPROSTD323531|79,135.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Oxford Brookes Univ|GPROSTD320660|2,540,996.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Oxford Brookes Univ|GPROSTD322361|376,907.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Oxford Brookes Univ|GPROSTD323567|136,417.00
BIS|HEFCE|20/12/2012|Inherited Staff|Finance|Oxfordshire LEA|GPROSTD314457|36,598.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Plymouth Coll of Art|GPROSTD320732|181,211.00
BIS|HEFCE|20/12/2012|Quality Assurance|E&P policy team|QAA|GPROSTD326548|247,609.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Queen Mary, UoL|GPROSTD320759|4,648,225.00
BIS|HEFCE|20/12/2012|Research 12-13|RIS policy team|Queen Mary, UoL|GPROSTD322388|3,411,994.00
BIS|HEFCE|20/12/2012|HEIF 2011-15|RIS policy team|Queen Mary, UoL|GPROSTD323603|237,405.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|Ravensbourne College|GPROSTD320768|596,207.00
BIS|HEFCE|20/12/2012|Teaching 12-13|E&P policy team|RCSSD|GPROSTD319274|416,052.00
