DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|11/11/2014|Premises costs|Facilities Managemen|GAD|PIS4205|66,834.52
BIS|HEFCE|11/11/2014|UKRPIF|Finance|SFC (HE)|PIG13405|1,234,920.00
BIS|HEFCE|13/11/2014|Professional serv|Regulation & Assuran|BIS|PIS3975|32,882.71
BIS|HEFCE|14/11/2014|Professional serv|ITS|SFW Limited|PIS4128|32,880.00
BIS|HEFCE|20/11/2014|Teaching 14-15|E&P policy team|Accrington|GPROSTD355254|25,244.00
BIS|HEFCE|20/11/2014|TCIF Round 2|Finance|Anglia Ruskin Uni|GPROSTD348176|376,948.00
BIS|HEFCE|20/11/2014|Teaching 14-15|E&P policy team|Anglia Ruskin Uni|GPROSTD355272|1,201,511.00
BIS|HEFCE|20/11/2014|Research 14-15|RIS policy team|Anglia Ruskin Uni|GPROSTD358296|126,469.00
BIS|HEFCE|20/11/2014|HEIF 2011-15 (BIS)|RIS policy team|Anglia Ruskin Uni|GPROSTD361473|129,720.00
BIS|HEFCE|20/11/2014|HEIF 2011-15|RIS policy team|Anglia Ruskin Uni|GPROSTD362364|43,240.00
BIS|HEFCE|20/11/2014|Teaching 12-13|E&P policy team|Anglia Ruskin Uni|GPROSTD366516|349,646.00
BIS|HEFCE|20/11/2014|TCIF Round 2|Finance|Arts Uni Bournemouth|GPROSTD348187|82,961.00
BIS|HEFCE|20/11/2014|Teaching 14-15|E&P policy team|Arts Uni Bournemouth|GPROSTD355281|160,515.00
BIS|HEFCE|20/11/2014|Teaching 14-15|E&P policy team|Askham Bryan College|GPROSTD355299|78,382.00
BIS|HEFCE|20/11/2014|RCIF Round 2|Finance|Aston University|GPROSTD328214|106,412.00
BIS|HEFCE|20/11/2014|TCIF Round 2|Finance|Aston University|GPROSTD348177|204,375.00
BIS|HEFCE|20/11/2014|Teaching 14-15|E&P policy team|Aston University|GPROSTD355308|977,427.00
