DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
BIS|HEFCE|16/02/2012|Capital for FECs|E&P policy team|Hull College|GPROSTD293152|36,411.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD180503|27,812.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|Imperial College|GPROSTD263168|28,562.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Imperial College|GPROSTD294518|2,108,880.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Imperial College|GPROSTD303299|237,491.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Imperial College|GPROSTD312955|500,285.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Inst Cancer Research|GPROSTD294491|296,730.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Inst Cancer Research|GPROSTD303011|58,591.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Inst Cancer Research|GPROSTD312981|1,274,796.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Inst of Education|GPROSTD294507|169,473.00
BIS|HEFCE|16/02/2012|FE ITT Bursaries|E&P policy team|Inst of Education|GPROSTD295346|32,580.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Inst of Education|GPROSTD303167|85,082.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|Inst of Education|GPROSTD310197|40,000.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Inst of Education|GPROSTD312956|933,638.00
BIS|HEFCE|16/02/2012|SS UMF|Finance|JANET UK|GPROSTD291272|116,667.00
BIS|HEFCE|16/02/2012|JISC Capital|JISC NAH|JANET UK|GPROSTD309315|536,000.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JANET UK|GPROSTD309338|2,884,545.00
BIS|HEFCE|16/02/2012|SS UMF|Finance|JISC Advance|GPROSTD294598|70,000.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JISC Advance|GPROSTD310168|962,083.00
BIS|HEFCE|16/02/2012|SS UMF|Finance|JISC Advance|GPROSTD312833|82,875.00
BIS|HEFCE|16/02/2012|Open Educational Res|E&P policy team|JISC Advance|GPROSTD312868|25,000.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JISC Advance|GPROSTD313217|48,760.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JISC Advance|GPROSTD313221|30,000.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JISC Collections|GPROSTD308970|204,362.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JISC Collections|GPROSTD308982|31,666.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JISC Collections|GPROSTD312056|211,706.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|JISC Collections|GPROSTD313154|50,000.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Keele University|GPROSTD294519|95,481.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Keele University|GPROSTD303311|62,278.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Keele University|GPROSTD312947|1,090,407.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD172311|27,812.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD235000|28,618.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD262160|28,618.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|King's College|GPROSTD294521|1,004,783.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|King's College|GPROSTD303335|237,491.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|King's College|GPROSTD309262|27,852.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|King's College|GPROSTD312957|899,114.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Kingston University|GPROSTD294522|34,109.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Kingston University|GPROSTD303347|75,918.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Kingston University|GPROSTD312914|220,449.00
BIS|HEFCE|16/02/2012|Revolving Green Fund|RIS policy team|Kingston University|GPROSTD313231|82,500.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Kirklees LEA|GPROSTD294049|32,621.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Lancashire LEA|GPROSTD294050|56,249.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Lancaster University|GPROSTD294523|278,085.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Lancaster University|GPROSTD303359|184,377.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Lancaster University|GPROSTD312949|1,050,275.00
BIS|HEFCE|16/02/2012|Leaders Foundation|LGM|Leader Foundation HE|GPROSTD304032|89,000.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Leeds City College|GPROSTD312993|121,986.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Leeds City College|GPROSTD313005|183,638.00
BIS|HEFCE|16/02/2012|Capital for FECs|E&P policy team|Leeds College of Art|GPROSTD293149|25,465.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Leeds LEA|GPROSTD294051|72,183.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Leeds Met University|GPROSTD303383|125,095.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Leeds Met University|GPROSTD312915|30,056.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Leics LEA|GPROSTD294052|76,830.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Liverpool Hope Uni|GPROSTD303431|57,071.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Liverpool Hope Uni|GPROSTD312884|122,649.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Liverpool Inst PA|GPROSTD312995|36,384.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Liverpool John Moore|GPROSTD294529|85,353.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Liverpool John Moore|GPROSTD303419|161,780.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Liverpool John Moore|GPROSTD312916|339,631.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Liverpool LEA|GPROSTD294054|88,973.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|London Bus School|GPROSTD294532|32,133.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|London Bus School|GPROSTD303467|237,491.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|London Bus School|GPROSTD312958|500,285.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|London Met Uni|GPROSTD294535|38,429.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|London Met Uni|GPROSTD294888|83,350.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|London Met Uni|GPROSTD303491|128,934.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|London Met Uni|GPROSTD312989|135,148.00
BIS|HEFCE|16/02/2012|JISC Capital|JISC NAH|London Met Uni|GPROSTD313104|26,000.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|London PFA|GPROSTD294055|49,843.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|London Sch Economics|GPROSTD294533|190,374.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|London Sch Economics|GPROSTD303479|140,619.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|London Sch Economics|GPROSTD309191|137,295.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|London Sch Economics|GPROSTD312959|500,285.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|London Sch Hygiene|GPROSTD294534|169,517.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|London Sch Hygiene|GPROSTD312960|1,168,669.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|London South Bank|GPROSTD294536|35,752.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|London South Bank|GPROSTD303503|67,290.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|London South Bank|GPROSTD312926|865,033.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Loughborough Uni|GPROSTD294537|337,522.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Loughborough Uni|GPROSTD303527|136,309.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Loughborough Uni|GPROSTD312969|1,157,658.00
BIS|HEFCE|16/02/2012|Revolving Green Fund|RIS policy team|Loughborough Uni|GPROSTD313235|100,000.00
BIS|HEFCE|16/02/2012|Capital for FECs|E&P policy team|Manchester College|GPROSTD293151|29,038.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Manchester LEA|GPROSTD294056|119,816.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Manchester Met|GPROSTD294539|59,422.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Manchester Met|GPROSTD303551|115,199.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|Manchester Met|GPROSTD311917|40,000.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Manchester Met|GPROSTD312917|132,559.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Middlesex University|GPROSTD294540|35,110.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Middlesex University|GPROSTD303575|46,873.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Middlesex University|GPROSTD312918|565,237.00
BIS|HEFCE|16/02/2012|JISC Capital|JISC NAH|Middlesex University|GPROSTD313109|25,800.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Moulton College|GPROSTD313001|197,706.00
BIS|HEFCE|16/02/2012|Capital for FECs|E&P policy team|Newcastle College|GPROSTD293156|58,397.00
BIS|HEFCE|16/02/2012|FE ITT Bursaries|E&P policy team|Newcastle College|GPROSTD295370|35,130.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Newcastle LEA|GPROSTD294058|37,822.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Norwich Uni Col Arts|GPROSTD312983|89,516.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Nottingham Trent Uni|GPROSTD294545|49,187.00
BIS|HEFCE|16/02/2012|FE ITT Bursaries|E&P policy team|Nottingham Trent Uni|GPROSTD295352|42,500.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Nottingham Trent Uni|GPROSTD303623|70,550.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Nottingham Trent Uni|GPROSTD312921|1,027,903.00
BIS|HEFCE|16/02/2012|Revolving Green Fund|RIS policy team|Nottingham Trent Uni|GPROSTD313237|210,000.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Notts LEA|GPROSTD294063|60,870.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Open University|GPROSTD294546|159,267.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Open University|GPROSTD303647|79,164.00
BIS|HEFCE|16/02/2012|SDF Recurrent|RIS policy team|Open University|GPROSTD304982|247,835.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Open University|GPROSTD312871|487,647.00
BIS|HEFCE|16/02/2012|Access Funds|E&P policy team|Open University|GPROSTD313059|100,176.00
BIS|HEFCE|16/02/2012|JISC Capital|JISC NAH|Open University|GPROSTD313079|38,304.00
BIS|HEFCE|16/02/2012|JISC Capital|JISC NAH|Open University|GPROSTD313080|38,304.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Oxford Brookes Univ|GPROSTD294549|53,291.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Oxford Brookes Univ|GPROSTD303683|136,466.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Oxford Brookes Univ|GPROSTD312922|764,066.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Oxfordshire LEA|GPROSTD294065|37,074.00
BIS|HEFCE|16/02/2012|Quality Assurance|E&P policy team|QAA|GPROSTD310353|368,385.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|Queen's Belfast|GPROSTD310202|40,000.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Queen Mary, UoL|GPROSTD294553|536,888.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Queen Mary, UoL|GPROSTD303719|237,491.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Queen Mary, UoL|GPROSTD312961|245,595.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Roehampton Uni|GPROSTD303743|38,432.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Roehampton Uni|GPROSTD312890|138,295.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Rose Bruford College|GPROSTD312891|187,755.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Royal Academy Music|GPROSTD312892|1,903,447.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Royal Agricultural|GPROSTD312984|177,744.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Royal College Music|GPROSTD312893|245,595.00
BIS|HEFCE|16/02/2012|London Insts|Inst teams Lond East|Royal College of Art|GPROSTD295564|255,107.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Royal College of Art|GPROSTD303755|25,067.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Royal College of Art|GPROSTD312873|531,354.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Royal Holloway|GPROSTD294559|163,328.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Royal Holloway|GPROSTD303767|40,413.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Royal Holloway|GPROSTD312962|338,560.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Royal North Coll Mus|GPROSTD312894|245,595.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Royal Veterinary|GPROSTD294560|81,445.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Royal Veterinary|GPROSTD303791|99,461.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Royal Veterinary|GPROSTD312963|596,254.00
BIS|HEFCE|16/02/2012|Revolving Green Fund|RIS policy team|Royal Veterinary|GPROSTD313239|138,150.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Ruskin College|GPROSTD313002|36,384.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|School of Pharmacy|GPROSTD312280|32,867.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|School of Pharmacy|GPROSTD312966|193,399.00
BIS|HEFCE|16/02/2012|JISC|JISC NAH|Sero Consulting Ltd|PIG6231|36,000.00
BIS|HEFCE|16/02/2012|Emp Engagement - Rec|E&P policy team|Sheffield Hallam Uni|GPROSTD256545|190,000.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|Sheffield Hallam Uni|GPROSTD294564|86,924.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|Sheffield Hallam Uni|GPROSTD303815|100,857.00
BIS|HEFCE|16/02/2012|Voluntary Giving|Finance|Sheffield Hallam Uni|GPROSTD312925|185,786.00
BIS|HEFCE|16/02/2012|Inherited Staff|Finance|Sheffield LEA|GPROSTD294067|65,309.00
BIS|HEFCE|16/02/2012|RCIF Round 2|Finance|SOAS|GPROSTD294547|47,738.00
BIS|HEFCE|16/02/2012|London Insts|Inst teams Lond East|SOAS|GPROSTD295576|42,755.00
BIS|HEFCE|16/02/2012|HEIF 2011-15|RIS policy team|SOAS|GPROSTD303659|39,600.00
