DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Bishop Gros Uni|GPROSTD318999|245,628.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Blackburn College|GPROSTD319017|513,435.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Blackpool College|GPROSTD319026|539,413.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Bournemouth Uni|GPROSTD319062|2,280,497.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Bournemouth Uni|GPROSTD321690|165,303.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Bournemouth Uni|GPROSTD322791|53,480.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Bournemouth Uni|GPROSTD332120|39,903.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Bradford College|GPROSTD319080|423,618.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Bradford College|GPROSTD332252|39,136.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Bridgwater College|GPROSTD319098|37,156.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Brooksby College|GPROSTD332258|29,090.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Brunel University|GPROSTD319161|2,139,800.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Brunel University|GPROSTD321726|1,005,722.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Brunel University|GPROSTD322839|93,781.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Brunel University|GPROSTD332124|67,229.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Bucks New University|GPROSTD319170|1,148,162.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Bucks New University|GPROSTD322851|63,102.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Calderdale College|GPROSTD319188|41,046.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Canterbury CCUC|GPROSTD319215|1,492,221.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Canterbury CCUC|GPROSTD321753|83,524.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Canterbury CCUC|GPROSTD322875|73,256.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Canterbury CCUC|GPROSTD332128|570,987.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Canterbury Coll|GPROSTD332262|38,636.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Carlisle College|GPROSTD319242|36,724.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Central College Nott|GPROSTD321015|68,026.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Central Sussex Coll|GPROSTD319287|43,008.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Chesterfield College|GPROSTD319305|84,820.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Chichester College|GPROSTD319314|26,494.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|City of Sunderland C|GPROSTD319368|68,492.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|City of Westminster|GPROSTD319341|46,370.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|City of Westminster|GPROSTD332387|25,945.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|City University|GPROSTD319386|1,320,383.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|City University|GPROSTD321816|864,724.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|City University|GPROSTD322947|139,659.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|City University|GPROSTD332132|135,998.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Cleveland College|GPROSTD319422|116,491.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Conservatoire D&D|GPROSTD319440|702,648.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Conservatoire D&D|GPROSTD322959|31,274.00
BIS|HEFCE|18/07/2013|Policy Ongoing Serv|Central|Council for Industry|GPROSTD333822|50,000.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Courtauld Institute|GPROSTD319458|69,173.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Courtauld Institute|GPROSTD321825|101,043.00
BIS|HEFCE|18/07/2013|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD323955|80,480.00
BIS|HEFCE|18/07/2013|Inherited Staff|Finance|Coventry LEA|GPROSTD339880|28,123.70
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Coventry University|GPROSTD319467|2,999,988.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Coventry University|GPROSTD321834|163,568.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Coventry University|GPROSTD322971|237,690.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Coventry University|GPROSTD332134|293,328.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Cranfield University|GPROSTD319485|752,539.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Cranfield University|GPROSTD321843|1,064,924.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Cranfield University|GPROSTD322983|237,690.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Craven College|GPROSTD319476|33,576.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Croydon College|GPROSTD319503|162,733.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Dearne Valley Coll|GPROSTD319521|25,905.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|De Montfort Uni|GPROSTD319530|2,827,800.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|De Montfort Uni|GPROSTD321870|380,981.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|De Montfort Uni|GPROSTD322995|85,445.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|De Montfort Uni|GPROSTD332139|346,073.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Doncaster College|GPROSTD319557|161,660.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Doncaster College|GPROSTD332278|102,819.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Dudley Coll of Tech|GPROSTD319566|36,828.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Ealing Ham  & W Lond|GPROSTD319584|25,319.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|East Riding College|GPROSTD319629|33,811.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Edge Hill University|GPROSTD319638|1,537,848.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Falmouth Uni|GPROSTD319683|937,491.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Falmouth Uni|GPROSTD321951|37,936.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Farnborough College|GPROSTD319701|162,854.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Gateshead College|GPROSTD319719|83,962.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Gloucestershire Coll|GPROSTD319737|86,415.00
BIS|HEFCE|18/07/2013|Inherited Staff|Finance|Gloucs LEA|GPROSTD340319|26,696.91
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Goldsmiths College|GPROSTD319746|919,338.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Goldsmiths College|GPROSTD321969|723,404.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Goldsmiths College|GPROSTD323115|27,617.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Goldsmiths College|GPROSTD332150|60,795.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Grimsby Institute|GPROSTD319764|357,944.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Grimsby Institute|GPROSTD332291|55,825.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Guildford College|GPROSTD319773|106,361.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Guildhall Sch M & D|GPROSTD311945|56,000.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Guildhall Sch M & D|GPROSTD319782|156,109.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Guildhall Sch M & D|GPROSTD323139|25,467.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Harper Adams Uni|GPROSTD319836|1,023,616.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Harper Adams Uni|GPROSTD321996|25,186.00
BIS|HEFCE|18/07/2013|Catalyst Fund C (R)|RIS policy team|Harper Adams Uni|GPROSTD327685|209,286.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Harper Adams Uni|GPROSTD332153|47,489.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Hartpury College|GPROSTD319845|38,694.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Havering College|GPROSTD319863|244,745.00
BIS|HEFCE|18/07/2013|HE Academy|E&P policy team|HE Academy|GPROSTD326406|2,500,000.00
BIS|HEFCE|18/07/2013|Nat Teaching Fellows|E&P policy team|HE Academy|GPROSTD326409|205,000.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Henley College|GPROSTD319872|41,189.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Hereford Coll of Art|GPROSTD319881|76,820.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Heythrop College|GPROSTD319908|79,607.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Highbury College|GPROSTD319917|41,157.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Hopwood Hall College|GPROSTD319935|33,581.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Hull College|GPROSTD319962|322,945.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Imperial College|GPROSTD232957|30,217.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Imperial College|GPROSTD265799|29,405.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Imperial College|GPROSTD309135|29,405.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Imperial College|GPROSTD309165|29,405.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Imperial College|GPROSTD319980|4,074,993.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Imperial College|GPROSTD322041|8,827,639.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Imperial College|GPROSTD323187|237,690.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Imperial College|GPROSTD326457|28,618.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Imperial College|GPROSTD332158|92,951.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Inst Cancer Research|GPROSTD265829|29,405.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Inst Cancer Research|GPROSTD319224|58,091.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Inst Cancer Research|GPROSTD321762|1,479,289.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Inst Cancer Research|GPROSTD322887|58,641.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Inst of Education|GPROSTD319647|299,605.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Inst of Education|GPROSTD321924|697,051.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Inst of Education|GPROSTD323055|85,153.00
BIS|HEFCE|18/07/2013|Quality Assurance|E&P policy team|Ipsos UK Ltd|PIG6930|552,000.00
BIS|HEFCE|18/07/2013|Quality Assurance|E&P policy team|Ipsos UK Ltd|PIG6932|420,000.00
BIS|HEFCE|18/07/2013|Quality Assurance|E&P policy team|Ipsos UK Ltd|PIG6933|108,000.00
BIS|HEFCE|18/07/2013|JISC (T)|JISC NAH|JISC|GPROSTD327670|1,928,106.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Keele University|GPROSTD319989|1,515,706.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Keele University|GPROSTD322050|548,314.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Keele University|GPROSTD323199|62,330.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Keele University|GPROSTD332159|151,169.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|King's College|GPROSTD259815|30,217.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|King's College|GPROSTD305081|29,405.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|King's College|GPROSTD320034|5,196,398.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|King's College|GPROSTD322068|5,127,869.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|King's College|GPROSTD323223|237,690.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Kingston College|GPROSTD320025|36,511.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Kingston University|GPROSTD320043|3,993,544.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Kingston University|GPROSTD322077|272,712.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Kingston University|GPROSTD323235|75,981.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Kingston University|GPROSTD332162|108,825.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Kirklees College|GPROSTD320061|53,890.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Kirklees College|GPROSTD332308|31,242.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Lakes College|GPROSTD320079|77,328.00
BIS|HEFCE|18/07/2013|Inherited Staff|Finance|Lancashire LEA|GPROSTD339877|49,347.07
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|Lancaster University|GPROSTD314806|32,955.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Lancaster University|GPROSTD320088|1,559,892.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Lancaster University|GPROSTD322086|1,578,571.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Lancaster University|GPROSTD323247|184,531.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Lancaster University|GPROSTD332163|63,266.00
BIS|HEFCE|18/07/2013|Leaders Foundation|LGM|Leader Foundation HE|GPROSTD326397|75,000.00
BIS|HEFCE|18/07/2013|CLL|E&P policy team|Leader Foundation HE|GPROSTD326444|325,000.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Leeds City College|GPROSTD320133|358,973.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Leeds College of Art|GPROSTD320106|252,657.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Leeds Met University|GPROSTD320124|3,470,119.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Leeds Met University|GPROSTD322104|155,117.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Leeds Met University|GPROSTD323271|125,199.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Leeds Met University|GPROSTD332166|381,921.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Leeds Trinity Uni|GPROSTD321339|310,565.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Leeds Trinity Uni|GPROSTD332167|58,176.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Leicester College|GPROSTD320142|65,635.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Lincoln College|GPROSTD320178|48,593.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Liverpool Com Colleg|GPROSTD319395|92,282.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Liverpool Hope Uni|GPROSTD320196|963,238.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Liverpool Hope Uni|GPROSTD322140|26,232.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Liverpool Hope Uni|GPROSTD323319|57,119.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Liverpool Inst PA|GPROSTD320214|205,941.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Liverpool John Moore|GPROSTD320187|3,671,274.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Liverpool John Moore|GPROSTD322131|319,445.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Liverpool John Moore|GPROSTD323307|161,916.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Liverpool John Moore|GPROSTD332172|56,806.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|London Bus School|GPROSTD322176|318,877.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|London Bus School|GPROSTD323355|237,690.00
BIS|HEFCE|18/07/2013|SDF Recurrent|RIS policy team|London Met Uni|GPROSTD304997|278,502.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|London Met Uni|GPROSTD320268|2,957,702.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|London Met Uni|GPROSTD322203|248,512.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|London Met Uni|GPROSTD323379|129,042.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|London Sch Economics|GPROSTD320250|523,146.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|London Sch Economics|GPROSTD322185|1,488,644.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|London Sch Economics|GPROSTD323367|140,737.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|London Sch Hygiene|GPROSTD320259|311,906.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|London Sch Hygiene|GPROSTD322194|1,611,274.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|London South Bank|GPROSTD320277|2,468,537.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|London South Bank|GPROSTD322212|175,240.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|London South Bank|GPROSTD323391|67,347.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|London South Bank|GPROSTD332181|115,015.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Loughborough College|GPROSTD320295|162,583.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Loughborough College|GPROSTD332316|32,968.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Loughborough Uni|GPROSTD320304|2,559,239.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Loughborough Uni|GPROSTD322230|1,884,224.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Loughborough Uni|GPROSTD323415|136,423.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Loughborough Uni|GPROSTD332182|105,587.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Macclesfield College|GPROSTD320322|142,270.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Manchester College|GPROSTD320349|259,059.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Manchester College|GPROSTD332318|44,106.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Manchester Met|GPROSTD320331|4,565,035.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Manchester Met|GPROSTD322248|467,306.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Manchester Met|GPROSTD323439|115,295.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Manchester Met|GPROSTD332184|572,053.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Middlesex University|GPROSTD320358|3,032,683.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Middlesex University|GPROSTD322266|237,658.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Middlesex University|GPROSTD323463|46,913.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Moulton College|GPROSTD320385|71,932.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Newcastle College|GPROSTD320421|708,494.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|New College Durham|GPROSTD320412|230,699.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|New College Notts|GPROSTD320430|115,561.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|New College Stamford|GPROSTD321141|26,081.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Newman Uni College|GPROSTD320448|340,627.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Newman Uni College|GPROSTD332187|40,814.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Northbrook College|GPROSTD320484|184,149.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Northbrook College|GPROSTD332333|81,914.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|North East Worcs Col|GPROSTD320502|57,822.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|North Lindsey Coll|GPROSTD320493|159,959.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Northumberland Coll|GPROSTD320547|37,061.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|North West London|GPROSTD320583|38,593.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Norwich Uni Arts|GPROSTD320529|389,168.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Norwich Uni Arts|GPROSTD332190|50,573.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Nottingham Trent Uni|GPROSTD320610|3,651,640.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Nottingham Trent Uni|GPROSTD322320|348,880.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Nottingham Trent Uni|GPROSTD323511|70,609.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|N Warwick & Hinckley|GPROSTD320565|54,525.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Oldham College|GPROSTD332337|168,516.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Open University|GPROSTD320637|11,435,151.00
BIS|HEFCE|18/07/2013|Research 12-13|RIS policy team|Open University|GPROSTD322338|880,158.00
BIS|HEFCE|18/07/2013|HEIF 2011-15 (R)|RIS policy team|Open University|GPROSTD323535|79,230.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Open University|GPROSTD332193|3,152,673.00
BIS|HEFCE|18/07/2013|Teaching 12-13|E&P policy team|Oxford Brookes Univ|GPROSTD320664|2,097,799.00
