DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT
BIS|HEFCE|04/03/2016|Professional serv|Internal Governance|Ernst & Young LLP|PIS5920|41,611.50
BIS|HEFCE|18/03/2016|Revolving Green Fund|RIS policy team|Anglia Ruskin Uni|GPROSTD386987|229,736.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|Assoc of Colleges|GPROSTD382003|250,999.00
BIS|HEFCE|18/03/2016|Revolving Green Fund|RIS policy team|Bath Spa University|GPROSTD386748|365,357.00
BIS|HEFCE|18/03/2016|Museums, Gal & Coll|RIS policy team|Courtauld Institute|GPROSTD382479|81,979.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|Cranfield University|GPROSTD346586|110,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Cranfield University|GPROSTD383027|526,229.00
BIS|HEFCE|18/03/2016|HEDIIP|Regulatory Partnersh|HESA|GPROSTD387001|29,014.00
BIS|HEFCE|18/03/2016|HESA|Regulatory Partnersh|HESA|GPROSTD387002|90,035.00
BIS|HEFCE|18/03/2016|SDF Recurrent|RIS policy team|Imperial College|GPROSTD326472|25,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Imperial College|GPROSTD383031|3,080,850.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Inst Cancer Research|GPROSTD383032|346,774.00
BIS|HEFCE|18/03/2016|JISC|JISC NAH|JISC|GPROSTD382079|1,750,000.00
BIS|HEFCE|18/03/2016|JISC Capital (R)|JISC NAH|JISC|GPROSTD382092|844,448.00
BIS|HEFCE|18/03/2016|JISC Capital (T)|RIS policy team|JISC|GPROSTD382101|1,266,664.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Kingston University|GPROSTD386875|347,000.00
BIS|HEFCE|18/03/2016|Leaders Foundation|LGM|Leader Foundation HE|GPROSTD383231|88,458.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Loughborough Uni|GPROSTD383056|146,018.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Loughborough Uni|GPROSTD386589|2,500,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|LSTM|GPROSTD383036|28,165.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Moulton College|GPROSTD386656|60,176.00
BIS|HEFCE|18/03/2016|Policy Ongoing Serv|Central|NCUB|GPROSTD333854|50,000.00
BIS|HEFCE|18/03/2016|Revolving Green Fund|RIS policy team|Nottingham Trent Uni|GPROSTD386976|500,000.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Open University|GPROSTD386660|1,189,000.00
BIS|HEFCE|18/03/2016|Quality Assurance|E&P policy team|QAA|GPROSTD383169|451,745.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Queen Mary, UoL|GPROSTD383043|74,045.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Royal Veterinary|GPROSTD383045|63,024.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Sheffield Hallam Uni|GPROSTD386599|540,000.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Staffordshire Uni|GPROSTD386877|1,000,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|St George's Uni Lon|GPROSTD383048|47,737.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni College London|GPROSTD383037|766,073.00
BIS|HEFCE|18/03/2016|Catalyst Fund|RIS policy team|Uni College London|GPROSTD386791|200,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Birmingham|GPROSTD383023|212,718.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Uni of Birmingham|GPROSTD386761|478,000.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Uni of Birmingham|GPROSTD386879|522,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Bradford|GPROSTD383024|30,189.00
BIS|HEFCE|18/03/2016|Revolving Green Fund|RIS policy team|Uni of Bradford|GPROSTD387419|400,000.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|Uni of Brighton|GPROSTD387006|316,386.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|Uni of Bristol|GPROSTD367032|185,317.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Bristol|GPROSTD383025|25,290.00
BIS|HEFCE|18/03/2016|Catalyst Fund C (R)|RIS policy team|Uni of Bristol|GPROSTD386769|162,500.00
BIS|HEFCE|18/03/2016|Catalyst Fund C (T)|RIS policy team|Uni of Bristol|GPROSTD386772|162,500.00
BIS|HEFCE|18/03/2016|Museums, Gal & Coll|RIS policy team|Uni of Cambridge|GPROSTD382478|166,167.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Cambridge|GPROSTD383026|798,355.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Uni of Central Lancs|GPROSTD383163|2,798,289.00
BIS|HEFCE|18/03/2016|Engineer Conversion|R,,E & KE|Uni of Chester|GPROSTD387392|25,000.00
BIS|HEFCE|18/03/2016|Catalyst Fund C (R)|RIS policy team|Uni of Lincoln|GPROSTD364185|129,600.00
BIS|HEFCE|18/03/2016|Catalyst Fund C (T)|RIS policy team|Uni of Lincoln|GPROSTD364192|194,400.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Liverpool|GPROSTD383035|68,551.00
BIS|HEFCE|18/03/2016|Revolving Green Fund|RIS policy team|Uni of Liverpool|GPROSTD386477|104,600.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Newcastle|GPROSTD383041|537,537.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Uni of Plymouth|GPROSTD386625|172,187.50
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Uni of Portsmouth|GPROSTD386675|2,350,000.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|Uni of Portsmouth|GPROSTD386887|150,000.00
BIS|HEFCE|18/03/2016|Engineer Conversion|R,,E & KE|Uni of Portsmouth|GPROSTD387394|25,000.00
BIS|HEFCE|18/03/2016|Museums, Gal & Coll|RIS policy team|Uni of Reading|GPROSTD382490|25,486.00
BIS|HEFCE|18/03/2016|SDF Recurrent|RIS policy team|Uni of Sheffield|GPROSTD328951|25,000.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|Uni of Sheffield|GPROSTD346639|617,108.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Sheffield|GPROSTD383046|587,874.00
BIS|HEFCE|18/03/2016|SDF Recurrent|RIS policy team|Uni of Southampton|GPROSTD340565|31,045.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|Uni of Southampton|GPROSTD383047|248,698.00
BIS|HEFCE|18/03/2016|Catalyst Fund C (R)|RIS policy team|Uni of Southampton|GPROSTD387004|75,000.00
BIS|HEFCE|18/03/2016|Catalyst Fund C (T)|RIS policy team|Uni of Southampton|GPROSTD387005|75,000.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|Uni of Warwick|GPROSTD346730|285,999.00
BIS|HEFCE|18/03/2016|Catalyst Fund|RIS policy team|Uni of Winchester|GPROSTD382955|39,702.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|Uni StMark & StJohn|GPROSTD378865|570,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|University of Bath|GPROSTD383022|70,135.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|University of Derby|GPROSTD386629|2,242,000.00
BIS|HEFCE|18/03/2016|SDF Recurrent|RIS policy team|University of Keele|GPROSTD258543|221,138.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|University of Keele|GPROSTD386633|1,536,000.00
BIS|HEFCE|18/03/2016|STEM Capital|R,,E & KE|University of Keele|GPROSTD386885|339,000.00
BIS|HEFCE|18/03/2016|Engineer Conversion|R,,E & KE|University of Keele|GPROSTD387390|25,000.00
BIS|HEFCE|18/03/2016|Transitional Res|Finance|University of Leeds|GPROSTD383033|370,541.00
BIS|HEFCE|18/03/2016|Catalyst Fund|RIS policy team|University of Leeds|GPROSTD383132|129,593.00
BIS|HEFCE|18/03/2016|Catalyst Fund  (R)|RIS policy team|University of Oxford|GPROSTD378842|162,499.00
