Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,Finance Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,15.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1922,566.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1892,642.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1939,666.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1930,676.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1913,709.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1948,709.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1966,719.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Legal & Hearings,Copyright and Enforcement Directorate,Brick Court Chambers,INVNS317,750.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Miscellaneous Expenses General,Copyright and Enforcement Directorate,ITSA Ltd,71959,1038.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Miscellaneous Expenses General,Copyright and Enforcement Directorate,Paul Ozin,155585,2037.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Supporting UK Business,Copyright and Enforcement Directorate,City of London Police,4164654,787933.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),5223,30.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),5128,39.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Accommodation,People Places & Serv Direct,Corona Energy,10691304,-5963.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Accommodation,People Places & Serv Direct,Corona Energy,10659710,500.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Accommodation,People Places & Serv Direct,Thomas Waste Management Ltd,146210,612.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Accommodation,People Places & Serv Direct,Kemp Construction Ltd,6143,1749.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Accommodation,People Places & Serv Direct,Mitie Technical Facilities Management Lt,100-91138654,2071.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/02/2016,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91140473,2298.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100/91155790,3696.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Accommodation,People Places & Serv Direct,Magscapes Ltd,INV-2215,6384.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Accommodation,People Places & Serv Direct,EDF Energy 1 Ltd,1314473,33051.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,61511006730,34423.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/02/2016,Accommodation,People Places & Serv Direct,Liftec,NV100589,70178.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,133450.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Copyright and Enforcement Directorate,Copyright Hub Foundation,TCH0074,25000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Supporting UK Business,Copyright and Enforcement Directorate,Ernst & Young LLP,34613152,66000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,62.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,81.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Staff Costs,Patent Directorate,News UK Commercial,9005599326,1200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Travel & Subsistence,Patent Directorate,Personal expenses,ER138930,648.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Office Machinery,People Places & Serv Direct,Total Print Finishing Services Ltd,38047,510.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Office Machinery,People Places & Serv Direct,Midshire Business Systems (Northern) Ltd,307329,1557.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Office Machinery,People Places & Serv Direct,Siemens Financial Services Limited,244-16-0116367,2088.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1605211108,2499.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Staff Costs,People Places & Serv Direct,CERTITEC,12657,2812.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,1429.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,1725.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2038.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA366227,2243.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10087365,2517.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2517.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA364370,2650.21,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA365378,2676.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10087365,2690.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,2690.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2690.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2690.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10087365,2739.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10094154,2753.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA367239,2789.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA364369,2793.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA366228,2810.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA367240,2810.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,2813.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2813.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,2978.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,3027.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,3035.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,3078.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10094154,3135.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,3869.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10094154,5183.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,5540.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,7726.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,IT Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Information Technology,IT Directorate,Open Connections Solutions Ltd,280038,71088.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Staff Costs,Innovation Directorate,Whitehall & Industry Group,2150790,540.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/02/2016,Staff Costs,Innovation Directorate,Capita Business Services  Ltd,X93565,840.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Staff Costs,Innovation Directorate,HM TREASURY,33010,2781.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,44.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,54.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Pay Costs,Copyright and Enforcement Directorate,Police & Crime Commissioner Sussex,1800036918,2517.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Misc Expenses Finance,Finance Directorate,G4S Cash Services (UK) Ltd,1904020,549.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Misc Expenses Finance,Finance Directorate,American Express,9428293948,1986.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Office Supplies,Finance Directorate,Antalis,5529763,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Office Supplies,Finance Directorate,Antalis,5558055,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Office Supplies,Finance Directorate,Antalis,5594684,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Office Supplies,Finance Directorate,Antalis,5582538,705.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Office Supplies,Finance Directorate,Banner  Business Supplies Ltd,31245735,1649.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Office Supplies,Finance Directorate,Antalis,5548750,8458.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,Projects,Trustmarque Solutions Ltd,2239676,5032.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,Projects,Trustmarque Solutions Ltd,2239562,36964.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Information Technology,Projects,BluePhoenix Solutions UK Ltd T/A MODERN,104160005,47520.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Information Technology,Projects,BluePhoenix Solutions UK Ltd T/A MODERN,104160004,86100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Pay Costs,Finance Directorate,Companies House,S0001619697,9430.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Pay Costs,Finance Directorate,Companies House,S0001619689,17090.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Travel & Subsistence,Finance Directorate,Companies House,S0001619689,1126.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/02/2016,Staff Costs,People Places & Serv Direct,The Clive Davis Partnership Ltd.,CDSC-2431,1140.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02817,1378.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02816,2518.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),5128,59.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Staff Costs,Innovation Directorate,Market Research Society,100031839,558.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,73.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,121.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,31475,1539.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,31659,1539.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Marketing & Publicity,Innovation Directorate,EDCOMS LTD,12050,19200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Marketing & Publicity,Innovation Directorate,EDCOMS LTD,12224,19572.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Miscellaneous Expenses General,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,215.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Miscellaneous Expenses General,Innovation Directorate,European Patent Office,40254025,992.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Miscellaneous Expenses General,Innovation Directorate,Birmingham Chamber of Commerce,SINV148488,1200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Miscellaneous Expenses General,Innovation Directorate,Holiday Inn Express,2016002201,1440.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Miscellaneous Expenses General,Innovation Directorate,Personal expenses,5313,34524.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Miscellaneous Expenses General,Innovation Directorate,Office for National Statistics,1031457,47947.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Red Beetle Films Ltd,34,795.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,IS Media Ltd (t/a People for Research),5389,1190.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Supporting UK Business,Innovation Directorate,SGS United Kingdom Ltd,WWB1089297,1279.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,K. W. Peter & Co,101409,1849.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Applied IPI Ltd,35020/0034,2166.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Stannard & Stannard,433,2166.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Appleyard Lees,120168,2599.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,IP ASSET  LLP,3742,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,Acumen Business Law,6572,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Venner Shipley  LLP,274797,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3347,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3353,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3354,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3363,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3369,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3373,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3409,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3410,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3413,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,52458,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,52636,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,52642,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53223,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53270,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53829,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53832,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,54249,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289384,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289386,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289388,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289391,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289393,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289396,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Coller IP Management Ltd,8127,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2029,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2043,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2044,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2045,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2046,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2047,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Ashfords LLP,569406,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,J F Cleveland LLP,157433,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Digital Remit Ltd,2016011202,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,Digital Remit Ltd,2016021101,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Be Legal Ltd,INV-201553,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Particluar Legal Ltd,838,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,HLW KEEBLE HAWSON,78185,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Albright ip,15627,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Fortis IP Ltd,580,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Pioneer IP Ltd,20200,2880.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5456,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5473,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5505,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5507,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5509,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,5100516,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,7066733,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,7067894,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107187,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107188,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107198,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107206,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107281,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107447,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107528,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,G150501.00.01,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,INNGOT LTD,M1602-1,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Supporting UK Business,Innovation Directorate,INNGOT LTD,M1602/5,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,CAMERON INTELLECTUAL PROPERTY LTD,1654-16,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,CAMERON INTELLECTUAL PROPERTY LTD,1670-16,3000.00,Not Applicable,
