Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Marketing & Publicity,Innovation Directorate,THEBESTOFBOLTON,1501,294.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Staff Costs,"People, Places and Services Directorate",OE Cam LLP,1562,991.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Staff Costs,"People, Places and Services Directorate",OE Cam LLP,1578,2966.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,Innovation Directorate,VIRTUOSO LEGAL IP,1641,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Supplies,Finance Directorate,Total Print Finishing Services Ltd,2044,-84.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,Innovation Directorate,3volution LLP,2466,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Supporting UK Business,Innovation Directorate,3volution LLP,2506,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Information Technology,IT Directorate,ePrint direct,3325,1074.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,Lincoln IP,4398,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Accommodation,"People, Places and Services Directorate",Acorn Glass & Glazing,4851,1674.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Accommodation,"People, Places and Services Directorate",Kemp Construction Ltd,6029,56637.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Marketing & Publicity,Innovation Directorate,Swift Hire Ltd,6247,14.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Information Technology,IT Directorate,ION Technologies,6304,1800.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Information Technology,IT Directorate,Evolve Business Consultancy,6563,10800.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Travel & Subsistence,Patents Directorate,CREIGIAU TRAVEL,6591,450.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Marketing & Publicity,Copyright and IP Enforcement Directorate,GENEALOGY EVENTS LTD,7162,480.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Information Technology,IT Directorate,Questmark Ltd,9157,54.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,Innovation Directorate,Solicitors Title LLP,9173,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,EDCOMS LTD,11809,18960.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Accommodation,"People, Places and Services Directorate",Wastesavers Ltd,12302,125.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Travel & Subsistence,Copyright and IP Enforcement Directorate,JUMBO OF NEWPORT LTD,12650,384.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Staff Costs,Patents Directorate,Inside Careers,13254,2880.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Accommodation,"People, Places and Services Directorate",Rushar Ltd,13854,888.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Marketing & Publicity,Innovation Directorate,Business Expo Ltd,15012,584.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Accommodation,"People, Places and Services Directorate",HFX Ltd,25288,2582.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Information Technology,IT Directorate,HFX Ltd,25289,12084.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Accommodation,"People, Places and Services Directorate",Total Security Protection Ltd,25903,315.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Accommodation,People Places & Serv Direct,Healthy Workstations Ltd,27153,903.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Accommodation,People Places & Serv Direct,Healthy Workstations Ltd,27154,1014.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Accommodation,People Places & Serv Direct,Healthy Workstations Ltd,27155,625.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2015,Accommodation,People Places & Serv Direct,Healthy Workstations Ltd,27193,714.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Office Supplies,People Places & Serv Direct,FLUID BRANDING LTD,27636,156.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,30122,3079.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,On Your Bike,32949,900.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,On Your Bike,32988,970.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Miscellaneous Expenses General,Copyright and IP Enforcement Directorate,K International PLC,34998,23.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Supplies,"People, Places and Services Directorate",Total Print Finishing Services Ltd,37214,946.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Supplies,Finance Directorate,Total Print Finishing Services Ltd,37245,84.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Supplies,Finance Directorate,Total Print Finishing Services Ltd,37288,203.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Office Supplies,Finance Directorate,Total Print Finishing Services Ltd,37367,64.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,41435,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,41617,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,41949,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,42006,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Staff Costs,"People, Places and Services Directorate",Stonewall Equality Ltd,47206,468.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,Stonewall Equality Ltd,47327,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,Neil A Regan,52905,167.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,Haydn Walker,52910,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,M Williams,52915,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,Helen Morgan,52916,80.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,CJ Carter,52917,15.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Supporting UK Business,International Policy Directorate,A Basunia,52918,277.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Staff Costs,IT Directorate,TL Arthur,52921,325.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Supporting UK Business,International Policy Directorate,Claire Sng,52922,348.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,Neil Richards,52925,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/05/2015,Office Supplies,IT Directorate,Emma M Thomas,52926,138.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Marketing & Publicity,Innovation Directorate,Richard Norman Electrics Ltd,64532,59.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Staff Costs,Innovation Directorate,GovNet Communications,83999,462.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,106364,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,106378,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,106433,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,BERMANS LTD,123064,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Accommodation,"People, Places and Services Directorate",Thomas Waste Management Ltd,131305,306.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Accommodation,"People, Places and Services Directorate",Thomas Waste Management Ltd,131521,306.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Office Supplies,Finance Directorate,Print On Solutions Ltd,131975,416.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Office Supplies,Finance Directorate,Print On Solutions Ltd,132264,2562.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Information Technology,IT Directorate,Fujitsu Services Ltd,203894,17268.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Information Technology,IT Directorate,Fujitsu Services Ltd,204005,108016.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Staff Costs,IT Directorate,GLOBAL KNOWLEDGE NETWORK TRAINING LTD,264301,2154.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Staff Costs,IT Directorate,GLOBAL KNOWLEDGE NETWORK TRAINING LTD,264302,5389.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Information Technology,IT Directorate,Open Connections Solutions Ltd,270084,193.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Information Technology,IT Directorate,Open Connections Solutions Ltd,270094,1163.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,SHULMANS LLP,282532,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,Innovation Directorate,SHULMANS LLP,282533,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Accommodation,"People, Places and Services Directorate",Iron Mountain UK Ltd,395622,12800.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Information Technology,People Places & Serv Direct,Bytes Software Services Ltd,412174,495.59,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/05/2015,Staff Costs,People Places & Serv Direct,P&MM Ltd,502733,6125.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/05/2015,Staff Costs,People Places & Serv Direct,P&MM Ltd,502734,58.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Postage & Delivery Costs,"People, Places and Services Directorate",RICO LOGISTICS LTD,744119,22.33,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/05/2015,Staff Costs,People Places & Serv Direct,P&MM Ltd,1020701,7846.13,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,International Policy Directorate,FOREIGN & COMMONWEALTH OFFICE,1077416,35533.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,International Policy Directorate,FOREIGN & COMMONWEALTH OFFICE,1077671,16748.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Supporting UK Business,International Policy Directorate,FOREIGN & COMMONWEALTH OFFICE,1077960,-9710.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Staff Costs,Patents Directorate,Cardiff University,1124745,418.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Postage & Delivery Costs,People Places & Serv Direct,CitySprint (UK) Ltd,1307552,2367.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Information Technology,IT Directorate,Oracle Corporation UK Limited,1473472,2766.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Information Technology,IT Directorate,Oracle Corporation UK Limited,1473473,79.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Accommodation,"People, Places and Services Directorate",Days Rental,1535497,252.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Accommodation,"People, Places and Services Directorate",Days Rental,1540242,252.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Misc Expenses Finance,Finance Directorate,G4S Cash Services (UK) Ltd,1816521,563.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Supporting UK Business,Innovation Directorate,Harrison Goddard Foote,2004100,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Staff Costs,Innovation Directorate,Whitehall & Industry Group,2150103,900.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Office Machinery,"People, Places and Services Directorate",Danwood Group Ltd,3908692,1716.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Office Supplies,Finance Directorate,Antalis,4718251,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Office Supplies,Finance Directorate,Antalis,4760379,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Office Supplies,Finance Directorate,Antalis,4779208,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Office Supplies,Finance Directorate,Antalis,4807359,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Staff Costs,"People, Places and Services Directorate",CIPFA,5160224,1920.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,7060941,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Staff Costs,Patents Directorate,Senate House Services,9017136,178.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Accommodation,"People, Places and Services Directorate",Corona Energy,10103385,-984.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Accommodation,"People, Places and Services Directorate",Corona Energy,10103386,2682.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Accommodation,People Places & Serv Direct,Corona Energy,10117128,2294.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Accommodation,"People, Places and Services Directorate",Corona Energy,10117132,723.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Telecoms,IT Directorate,Vodafone Corporate Ltd,13606492,1.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18429491,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Pay Costs,IT Directorate,ZEN INTERNET LIMITED,18490263,40.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18494328,108.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Pay Costs,IT Directorate,ZEN INTERNET LIMITED,18494329,156.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Pay Costs,IT Directorate,ZEN INTERNET LIMITED,18498826,14.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18517783,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18521527,4752.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18526126,6.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18531280,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18550618,186.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18555994,156.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18587280,156.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Legal & Hearings,People Places & Serv Direct,Capital Law LLP,20030476,826.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Staff Costs,Patents Directorate,University of Liverpool,25122246,600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,"People, Places and Services Directorate",Brook Street (UK) Ltd,30139693,421.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,IT Directorate,Brook Street (UK) Ltd,30139693,535.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30139693,528.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30139693,528.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30139693,528.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,"People, Places and Services Directorate",Brook Street (UK) Ltd,30151711,540.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,IT Directorate,Brook Street (UK) Ltd,30151711,321.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30151711,528.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30151711,528.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30151711,526.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Pay Costs,IT Directorate,Brook Street (UK) Ltd,30164056,403.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30164056,1175.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30164056,441.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30176070,1597.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30176070,522.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Pay Costs,International Policy Directorate,Brook Street (UK) Ltd,30473711,468.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,EC Harris LLP,75128294,28928.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,EC Harris LLP,75128295,20685.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,EC Harris LLP,75128296,21942.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Telecoms,IT Directorate,Vodafone Corporate Ltd,75842486,5865.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Telecoms,IT Directorate,Vodafone Corporate Ltd,76215612,4690.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Information Technology,IT Directorate,BluePhoenix Solutions UK Ltd T/A MODERN,104150012,33900.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Information Technology,IT Directorate,BluePhoenix Solutions UK Ltd T/A MODERN,104150013,525.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Information Technology,IT Directorate,BluePhoenix Solutions UK Ltd T/A MODERN,104150021,4200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Office Supplies,Patents Directorate,British Library,139751353,4081.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,Innovation Directorate,CHARLES RUSSELL SPEECHLYS LLP,215010559,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Supporting UK Business,Copyright and IP Enforcement Directorate,Companies House,249136892,7.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Miscellaneous Expenses General,Innovation Directorate,TNS UK LTD,260147125,78556.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Office Supplies,Patents Directorate,Thomson Reuters (Professional) Ltd,831700682,36.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Office Supplies,Patents Directorate,Thomson Reuters (Professional) Ltd,831700683,54.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Office Supplies,Patents Directorate,Thomson Reuters (Professional) Ltd,831705141,35.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Office Supplies,Patents Directorate,Thomson Reuters (Professional) Ltd,831854873,106.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Pay Costs,"People, Places and Services Directorate",Hays Specialist Recruitment,1005391008,170.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Office Supplies,Finance Directorate,Xerox (UK) Ltd,1604230255,153.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Office Supplies,Finance Directorate,Xerox (UK) Ltd,1604279958,153.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Accommodation,"People, Places and Services Directorate",Neopost Finance Ltd,2015029746,465.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Information Technology,IT Directorate,Computacenter (UK) ltd,3880513171,4987.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Postage & Delivery Costs,People Places & Serv Direct,Parcelforce Worldwide,9049737380,700.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Postage & Delivery Costs,People Places & Serv Direct,Royal Mail,9049789794,1535.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Supporting UK Business,Innovation Directorate,S. William Wallace & Co,0015/15,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Miscellaneous Expenses General,Copyright and IP Enforcement Directorate,Steve Aylott Consultants Ltd,018-2015,6000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Accommodation,"People, Places and Services Directorate",Mitie Facilities Services Ltd,100/90970444,2298.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Accommodation,"People, Places and Services Directorate",Mitie Facilities Services Ltd,100/90980270,1070.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,Innovation Directorate,CAMERON INTELLECTUAL PROPERTY LTD,1370/15,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Supporting UK Business,Innovation Directorate,BEAUFORT RESEARCH,15042BQ,5940.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Miscellaneous Expenses General,Innovation Directorate,BEAUFORT RESEARCH,15065BQ,5940.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Supporting UK Business,Innovation Directorate,N.J.AKERS & CO LTD,157054MH,2520.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Telecoms,IT Directorate,VIRGIN MEDIA,210939001001-20J,53.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Staff Costs,"People, Places and Services Directorate",Teamworks,2424/15/IPO/SUP/,67.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Telecoms,IT Directorate,VIRGIN MEDIA,291879201001-15M,73.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Staff Costs,People Places & Serv Direct,CIPD ENTERPRISES LTD,391516/N,474.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Telecoms,IT Directorate,Virgin Media,409092201001-07M,490.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Telecoms,IT Directorate,Virgin Media,414650701001-12M,107.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Telecoms,IT Directorate,Virgin Media,414673601001-07M,251.71,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Telecoms,IT Directorate,Virgin Media,414781801001-07M,112.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Telecoms,IT Directorate,Virgin Media,435496901001-18M,46.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Telecoms,IT Directorate,Virgin Media,441057501001-12M,46.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Telecoms,IT Directorate,Virgin Media,441626201001-12M,41.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Telecoms,IT Directorate,Virgin Media,441626301001-12M,46.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Telecoms,IT Directorate,Virgin Media,441932801001-12M,240.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Telecoms,IT Directorate,Virgin Media,441976801001-18M,60.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Telecoms,IT Directorate,Virgin Media,442137701001-12M,59.00,Not Applicable,
