Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,29/02/2012,Technolgy Stratergy Board Support,Innovation Directorate,CA Greenhalgh,40949,700.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2012,Technolgy Stratergy Board Support,Innovation Directorate,G Von Graevenitz,CT/RES/01,1400.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2012,Technolgy Stratergy Board Support,Innovation Directorate,L McDonagh,iNVOICE 26/1/12,5000.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/02/2012,Technolgy Stratergy Board Support,Innovation Directorate,Burns Owens Partnership Ltd,05/1307,9450.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2012,Technolgy Stratergy Board Support,Chief Executive's Office,Quadrant Consultants Ltd,2463,13460.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2012,Seminars and Conferences,Trade Marks Directorate,Design X,10554,462.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2012,Pensions Administration,Business Support Directorate,Department For Business Innovation & Skills,10034703,10038.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2012,Healthcare,Business Support Directorate,Santia Consulting Ltd,OP/I315383,330.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/02/2012,Corp Membership,Business Support Directorate,Wales Quality Centre,8521,1950.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2012,Eyecare,Business Support Directorate,Personal expenses name witheld,50982,15.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2012,Eyecare,Business Support Directorate,Personal expenses name witheld,51010,15.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2012,Eyecare,Business Support Directorate,Personal expenses name witheld,51016.00 ,20.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/02/2012,Eyecare,Business Support Directorate,Personal expenses name witheld,51022.00 ,20.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/02/2012,Eyecare,Business Support Directorate,Personal expenses name witheld,51021.00 ,67.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2012,Eyecare,Business Support Directorate,Personal expenses name witheld,51017.00 ,80.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/02/2012,Eyecare,Business Support Directorate,Specsavers Optical Superstores Ltd,40949.00 ,425.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2012,Other,Business Support Directorate,Personal expenses name witheld,50956.00 ,1200.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,Cycle Training Wales Ltd,940.00 ,610.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/02/2012,Bank charges,Finance Directorate,G4S Cash Services (UK) Ltd,205242.00 ,-17.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2012,Bank charges,Finance Directorate,DWP Jobcentreplus No1 A/C,2893638.00 ,301.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2012,Bank charges,Finance Directorate,G4S Cash Services (UK) Ltd,1444891.00 ,394.90,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/02/2012,Bank charges,Finance Directorate,G4S Cash Services (UK) Ltd,1461184.00 ,414.70,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMA003,406.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,UK LASER SUPPLIES,UKLaser002,270.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,UK LASER SUPPLIES,UKLaser003,239.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,UK LASER SUPPLIES,UKLaser004,268.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,UK LASER SUPPLIES,UKLaser001,180.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Training,Business Support Directorate,WP-ACAS,LE004,192.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,SCREWFIX DIRECT,Onecard148,10.46,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,GOOGLE  GENUINEBATTERY,Onecard149,7.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,GEOTRUST,Onecard150,131.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,GEOTRUST,Onecard150,131.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,3-MAIDENHEAD,Onecard151,200.28,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,"PROBRAND LTD.,",Onecard152,73.20,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,WEBSITEPULSE.COM,Onecard153,36.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,APPLE ITUNES STORE GBP,Onecard154,7.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Training,Finance Directorate,WWW.APM.ORG.UK,Onecard155,780.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,DRI TechSmith,Onecard156,101.61,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,DRI Nuance,Onecard157,93.74,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,MEETINGZONE LTD,Onecard158,464.28,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,DRI TechSmith,Onecard159,33.87,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,WWW.BUY-STATIONERY.CO.,ANBECOC102,21.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,2 Minute smile,Business Support Directorate,LINDT-SHOP.CO.UK,ANBECOC103,85.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,2 Minute smile,Business Support Directorate,Amazon  Mktplce EU-UK,ANBECOC104,5.39,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,2 Minute smile,Business Support Directorate,CHOCOLATEBUTTONS,ANBECOC105,67.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,DIRECTA (UK)LTD,ANBECOC107,188.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Books  Newspapers & Publications,Patents Directorate,TRFSA   TCD SMG,ANBECOC106,705.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Training,Business Support Directorate,QUADRILECT LTD,ANBECOC108,867.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,WWW.THESUPERMARKETONLI,ANBECOC109,184.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other Stationery & General Supplies,Finance Directorate,WWW.BUY-STATIONERY.CO.,ANBECOC110,25.74,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Travel and subsistence UK,Patents Directorate,TRAVELODGE WEBSITE,18903360,59.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Training,Patents Directorate,SOCIETY OF CHEMICA,PBRIM05,113.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Training,Patents Directorate,SOCIETY OF CHEMICA,PBRIM05,113.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Books  Newspapers & Publications,Patents Directorate,Amazon EU,PBRIM06,57.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Training,Patents Directorate,WHITEHALL & INDUST,PBRIM07,271.20,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Seminars and Conferences,Patents Directorate,SAS RADISSON,HHART28,201.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Maintenance of computers,Business Support Directorate,EBUYER (UK) LTD,17452734,45.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,ELECTRIC BIKE INFO,CJONE10,1998.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Overseas Patent Specifications,Patents Directorate,REI SCIENCE DIRECT,ECALL80,24.50,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Overseas Patent Specifications,Patents Directorate,ACM,ECALL81,9.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Overseas Patent Specifications,Patents Directorate,REI SCIENCE DIRECT,ECALL82,29.55,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Overseas Patent Specifications,Patents Directorate,REI SCIENCE DIRECT,ECALL83,59.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Overseas Patent Specifications,Patents Directorate,JWS WILEY PUBLISHERS,ECALL84,27.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Travel and subsistence UK,Innovation Directorate,EASYJETEJPEJP9QL1,ERICH14,74.93,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Marketing and Publicity ,Innovation Directorate,MELVILLE EXHIBITIONS,ERICH15,275.10,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,Amazon  Mktplce EU-UK,KMILL021,69.40,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,nacol0302,73.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Computer hardware and software,Business Support Directorate,Amazon  Mktplce EU-UK,nacol0602,25.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Furniture & Fittings,Business Support Directorate,BRANDON HIRE PLC-NEWPO,nacol06021,110.40,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,PAYPAL  STRAY DECOR,nacol06022,24.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,Amazon  Mktplce EU-UK,nacol0702,70.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,PAYPAL  TANPIN2TANP,nacol06023,44.80,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,HALFORDS ON LINE,nacol07023,89.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,HALFORDS ON LINE,nacol07021,49.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,PAYPAL  ANNIEXU2009,nacol001,52.50,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,Amazon EU,nacol1002,29.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,Amazon EU,nacol10023,11.96,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,PAYPAL  ANNIEXU2009,nacol002,52.50,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Other,Business Support Directorate,PLAY.COM,nacol003,30.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Travel and subsistence UK,Innovation Directorate,SUBWAY,NIILE90,54.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Travel and subsistence UK,Innovation Directorate,MELVILLE EXHIBITION,NIILE92,156.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Travel and subsistence UK,Innovation Directorate,SUBWAY,NIILE91,54.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,H.C.SLINGSBY PLC,Maur0081,655.20,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,RABART DEC MERCHAN,Maur 0085,797.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,CPD-CARDIFF,Maur0086,409.79,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0970,754.03,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0971,36.86,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0972,990.96,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0973,8.87,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,ZEN INTERNET LTD-DOM,Credit,66.37,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Telephone Rentals and Call Charges,Business Support Directorate,ZEN INTERNET LTD-DOM,Credit,131.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Cleaning,Business Support Directorate,BOC GASES,yjohn0058,29.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0061,862.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0062,717.11,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,WWW.MOBILTYSMART.CC,yjohn0064,211.18,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,HTTP://WWW.EASYGIFTPRO,yjohn0063,180.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Cleaning,Business Support Directorate,WWW.OFFICETEAM.CO.UK,yjohn0066,28.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,HEATING REPLACEMENT,yjohn0060,211.90,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,CPD-CARDIFF,yjohn0069,116.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0068,805.91,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0072,856.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjon0067,813.69,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,BRANDON HIRE PLC-NEWPO,yjohn0078,33.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,PLUMB CENTER,yjohn0065,562.80,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,KEY INDUSTRIAL EQUIPME,yjohn0073,107.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Cleaning,Business Support Directorate,Amazon  Mktplce EU-UK,yjohn0074,13.19,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Cleaning,Business Support Directorate,HSE BOOKS (MAIL ORDER),yjohn0070,32.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Cleaning,Business Support Directorate,OYEZ STRAKER GROUP LTD,yjohn0075,25.10,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Minor Buiding Works &Maintenance,Business Support Directorate,TOOLSTATION LTD,yjohn0076,27.10,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Cleaning,Business Support Directorate,HSE BOOKS (MAIL ORDER),yjohn0070,30.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Entertainment,Patents Directorate,TESCO STORE 6459,3.00 ,11.52,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Healthcare,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 138,101.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Healthcare,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 139,94.80,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Healthcare,Business Support Directorate,HOMEBASE LTD 110,ethib 145,5.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Machinery hire and maintenance,Business Support Directorate,HSS HIRE,ethib 134,166.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Healthcare,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 140,573.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Machinery hire and maintenance,Business Support Directorate,HSS HIRE,ethib 146,72.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Healthcare,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 142,83.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Healthcare,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 141,245.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Supplies,Business Support Directorate,THE SUPER MARKET OL V/,ethib 147,49.30,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Office Supplies,Business Support Directorate,DEBENHAMS.COM,ethib 148,42.00,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Healthcare,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 149,105.59,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,tanne007,26.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,tanne008,31.74,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,tanne009,76.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2012,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,tanne010,92.22,Not known
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
