Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,Entertainment,International Policy Directorate,Www.Addisonlee.Com,H57720151021lkjvrxrqm,17.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Www.Intecoffice.Co.Uk,H57720151030doaxtspzy,100.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Www.Intecoffice.Co.Uk,H57720151009alcabkptf,180.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Ncp Birmingham Airport,H57720151013vljmywgwi,49.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Lufthansa,H57720151031rucascorv,12.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Heathrow Express,H57720151030nmpoidomv,21.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Heathrow Express,H57720151029tnnznoqek,21.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165875691,H57720151028ihlptkqmg,6.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Eurostar Internet,H57720151027upfwpmguj,151.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Easyjet,H57720151024pscjleemx,159.71,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Heathrow Express,H57720151017swlelgatm,35.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Ncp Cardiff Airport,H57720151017wfkkkyqct,57.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/09/2015,T&S O-seas excl EPOQUE,Patents Directorate,Bristol Airport Limite,H57720151002dobkuckyx,38.73,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/10/2015,Career Development Services,Patents Directorate,Hrg UK Inm165870570,H57720151022gtpxkrfof,6.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Easyjet,H57720151020rmvesxwum,224.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/09/2015,T&S O-seas excl EPOQUE,Patents Directorate,Charles Maxwell,H57720151002fmypvokxf,1224.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,T&S O-seas excl EPOQUE,Patents Directorate,Nec Parking,H57720151030mwilslohg,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Career Development Services,Patents Directorate,Nec Parking,H57720151030mxovoakcp,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Career Development Services,Patents Directorate,Nec Parking,H57720151030xrkdupdpl,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Overseas Patent Specifications,Patents Directorate,Paypal,H57720151013gilqwnctt,210.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2015,CIMS Printing,Patents Directorate,Short Courses,H57720151009eekwjevpi,170.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,CIMS Printing,Patents Directorate,Aacr Journals,H57720151022wfpqjssvb,23.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/09/2015,CIMS Printing,Patents Directorate,Intellectual Prop. Ofc,H57720151014fqgowclmc,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/09/2015,CIMS Printing,Patents Directorate,Intellectual Prop. Ofc,H57720151014kgbutcwfi,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2015,CIMS Printing,Patents Directorate,Intellectual Prop. Ofc,H57720151009bksxllgey,-130.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2015,CIMS Printing,Patents Directorate,Intellectual Prop. Ofc,H57720151009pwovvusek,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2015,CIMS Printing,Patents Directorate,Intellectual Prop. Ofc,H57720151008hgyeijxga,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2015,T&S O-seas excl EPOQUE,Patents Directorate,Intellectual Prop. Ofc,H57720151008qqtmisuwf,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2015,T&S O-seas excl EPOQUE,Patents Directorate,Intellectual Prop. Ofc,H57720151008wldpdvvce,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Www.Purpleparking.Com,H57720151003vphvlpnky,46.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Bristol Airport Limite,H57720151029crqmvflai,42.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Www.Arlandaexpress.Se,H57720151029grmgjfdan,125.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Hampshire Babylon D.H.,H57720151029vmrihprac,139.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Entertainment,International Policy Directorate,Heathrow Airport,H57720151029yifihsxda,55.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Entertainment,International Policy Directorate,Heathrow Airport,H57720151029ytpjgaggt,95.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Marksandspencer.Co,H57720151020gdeqpciky,-10.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Marksandspencer.Co,H57720151017hyguntqms,72.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Legal Consultancy,International Policy Directorate,British A,H57720151013jrprrpsmj,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,British A,H57720151013rrmqgahbt,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Bugherd Pty Ltd,H57720151009shtqexfqn,33.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165878991,H57720151031khekssmbx,15.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165878999,H57720151031jqfhcnlrb,6.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Bristol Airport Limite,H57720151029eikexhhur,43.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720151029mvdsooekv,260.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,Trade Mark Directorate,Hrg UK Inm165861075,H57720151009rnxyonyni,6.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Books,Trade Mark Directorate,Easyjet,H57720151007smnevmllq,140.33,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Opp Ltd Sterling Vt,H57720151030umeofhioi,56.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,"Amazon Svcs Europe,sar",H57720151021cdknphhdf,13.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Bristol Airport Limite,H57720151031folusguju,49.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,T&S UK,Trade Mark Directorate,Hrg UK Inm165860982,H57720151009sfhbbiunh,5.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,T&S UK,Trade Mark Directorate,Easyjet,H57720151007liolpixrj,148.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2015,Career Development Services,Trade Mark Directorate,Hrg UK Inm165868561,H57720151020wzmimsvgl,5.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720151016okmxheeit,50.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Opp Ltd Sterling Vt,H57720151030umeofhioi,56.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165866321,H57720151016jtpbmovyt,5.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720151014nbnlqtndw,50.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2015,Career Development Services,Trade Mark Directorate,Hrg UK Inm165863496,H57720151013wyjhwptyc,5.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,T&S UK,Trade Mark Directorate,Easyjet,H57720151007fyqovanbh,50.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,T&S UK,Trade Mark Directorate,Opp Ltd Sterling Vt,H57720151030umeofhioi,56.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2015,T&S UK,Trade Mark Directorate,Hrg UK Inm165868294,H57720151020eudnvlrpp,9.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Software Maintenance,Trade Mark Directorate,Hrg UK Inm165867773,H57720151017ezzgjhwbr,5.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Career Development Services,Trade Mark Directorate,Easyjet,H57720151015wemqjusmr,50.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2015,Career Development Services,Trade Mark Directorate,The Intellectual Property,H57720151009cibfqvwei,-60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),4479,83.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Staff Costs,People Places & Serv Direct,Quadrilect Ltd,30259,1830.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses name withheld,ER134163,621.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses name withheld,ER134199,933.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Intangible Assets at Cost,People Places & Serv Direct,Eversheds Solicitors LLP,91423127,6645.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1789,709.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1823,700.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1827,700.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1832,695.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Supporting UK Business,Copyright and Enforcement Directorate,Creative Content UK Partnership Ltd,2,1083993.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Miscellaneous Expenses General,Copyright and Enforcement Directorate,Clio Enterprises Ltd,3623,748.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Pay Costs,Copyright and Enforcement Directorate,HM REVENUE AND CUSTOMS,XK0000100181056,588.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Legal & Hearings,Copyright and Enforcement Directorate,HM REVENUE AND CUSTOMS,XP006747018748,410.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),4479,15.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,689127512,-1106.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,795842143,692.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses name withheld,ER134191,692.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2015,Accommodation,People Places & Serv Direct,Glazing Refurbishment Co.,1109,265776.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Accommodation,People Places & Serv Direct,Rushar Ltd,13975,715.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Accommodation,People Places & Serv Direct,Rushar Ltd,13976,710.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,Accommodation,People Places & Serv Direct,Supply Plus Limited,20123,1428.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Accommodation,People Places & Serv Direct,Total Security Protection Ltd,26396,13908.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/10/2015,Accommodation,People Places & Serv Direct,Ticknall Solar Ltd,42288,3540.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Accommodation,People Places & Serv Direct,CDI Group plc,42524,1140.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Accommodation,People Places & Serv Direct,Scanna MSC Ltd,73934,4440.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Accommodation,People Places & Serv Direct,EDF ENERGY,865692,27758.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Accommodation,People Places & Serv Direct,Office for National Statistics,1030809,171801.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91064723,2298.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Accommodation,People Places & Serv Direct,Magscapes Ltd,INV-2167,1801.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4479,169.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Staff Costs,Copyright and Enforcement Directorate,Informa (UK) Ltd,45384245,5600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,Staff Costs,Copyright and Enforcement Directorate,canal & river trust,90841086,1176.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795535512,3581.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses name withheld,ER134012,563.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),4479,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30340442,527.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30394468,524.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Office Machinery,People Places & Serv Direct,Xerox Finance,96954711,34243.73,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,900136662,5088.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1604814585,4958.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1604814586,6598.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1604814587,2625.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1604880666,2499.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Staff Costs,IT Directorate,Assist Knowledge Development Ltd,1510133,8736.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Staff Costs,IT Directorate,Assist Knowledge Development Ltd,1510162,4152.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA348882,3021.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA348884,2829.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA349572,2267.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA349573,2865.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/10/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA352800,2738.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/10/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA352801,2797.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10067820,3130.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10067820,5735.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10067820,3090.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10067820,2842.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10067820,2537.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10069011,4969.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10069011,2969.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10069011,3711.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10069011,2790.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10069011,6413.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10070300,2842.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10070300,3098.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10070300,2537.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10070300,2712.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10072185,2712.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10072185,2842.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10072185,5230.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10072185,3090.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4479,44.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Miscellaneous Expenses General,Copyright and Enforcement Directorate,Wordlink,7152,16308.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Pay Costs,Copyright and Enforcement Directorate,Police & Crime Commissioner Sussex,1800036152,2517.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses name withheld,ER134034,819.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses name withheld,ER134140,1600.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Office Supplies,Finance Directorate,Print On Solutions Ltd (North West),137930,3942.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Supplies,Finance Directorate,Antalis,892967,-624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Supplies,Finance Directorate,Antalis,892968,-624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2015,Office Supplies,Finance Directorate,Antalis,5113513,2066.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2015,Office Supplies,Finance Directorate,Antalis,5204529,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Supplies,Finance Directorate,Antalis,5207583,4322.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,Office Supplies,Finance Directorate,Antalis,5226666,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Office Supplies,Finance Directorate,Antalis,5229928,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Office Supplies,Finance Directorate,Antalis,5257019,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Office Supplies,Finance Directorate,Antalis,5269844,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Supplies,Finance Directorate,Banner  Business Supplies Ltd,30645050,2393.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Information Technology,Finance Directorate,Ultima Risk Management,URM-105056,4680.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Staff Costs,Finance Directorate,Capita Business Services  Ltd,X81120,6936.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Pay Costs,Finance Directorate,HM REVENUE AND CUSTOMS,XK0000100181056,1028.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Accommodation,Government Buildings,Office for National Statistics,1030809,169912.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Accommodation,Government Buildings,Office for National Statistics,1030809,30750.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,Finance Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4479,18.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Miscellaneous Expenses General,People Places & Serv Direct,HFX Ltd,25577,3420.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Staff Costs,People Places & Serv Direct,Chartered Institute of Payroll Professio,59077,2994.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Staff Costs,People Places & Serv Direct,GovNet Communications,88788,5400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02777,1378.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,C12208,-2286.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Staff Costs,People Places & Serv Direct,The Clive Davis Partnership Ltd.,CDSC-2349,1140.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X80389,2286.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X81120A,1552.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X82464,6244.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X83908,3862.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses name withheld,ER134250,563.65,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4479,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2015,Miscellaneous Expenses General,Innovation Directorate,Web Usability Partnership Ltd,1580,8370.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4479,80.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Pay Costs,Innovation Directorate,Department For Business Innovation & Ski,6.1511E+11,35875.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Travel & Subsistence,Innovation Directorate,Personal expenses name withheld,ER133995,513.89,Not Applicable,
