Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Bristol Airport Limite,H57720150613gudjfakmj,55.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150613tsblnoyvh,99.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165782306,H57720150620cwvwndhyk,9.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165781942,H57720150620detohhhbc,5.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165781896,H57720150620eynpamtex,5.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165782305,H57720150620idotioqgy,9.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150618jrlorvmyv,93.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150618nckijsnbp,107.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150618ujkmffyqr,21.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150618ymhtgkkph,20.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,498957.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Accommodation,People Places & Serv Direct,Acorn Glass & Glazing,5769,1238.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2015,Accommodation,People Places & Serv Direct,Sunlux Interiors,100664,567.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Accommodation,People Places & Serv Direct,Corona Energy,10192844,1592.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,18691.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,27474.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,16770.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100/90989717,2298.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Accommodation,People Places & Serv Direct,EDF ENERGY,7843210000-02JUN,27320.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,EDF ENERGY,7843210000-28MAY,29759.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,EDF ENERGY,784321000-28MAY1,-30952.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Accommodation,People Places & Serv Direct,First Investments Ltd,73822,21000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Accommodation,People Places & Serv Direct,First Investments Ltd,73823,979.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Accommodation,People Places & Serv Direct,Corona Energy,10192828,2013.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,2255.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,10780.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Accommodation,People Places & Serv Direct,Dwr Cymru Cyf,3387106501-20FEB,778.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,EDF ENERGY,8494210000-01JUN,1447.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Accommodation,People Places & Serv Direct,EDF ENERGY,8494210000-28MAY,-5.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2015,Accommodation,People Places & Serv Direct,Healthy Workstations Ltd,27286,1069.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Accommodation,People Places & Serv Direct,Senator International Ltd,S01234824,22530.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Accommodation,People Places & Serv Direct,Senator International Ltd,S01242838,914.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Accommodation,People Places & Serv Direct,Senator International Ltd,S01245346,639.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Accommodation,People Places & Serv Direct,Senator International Ltd,S01245347,712.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Information Technology,Copyright and Enforcement Directorate,COSLA,26305,4990.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,Finance Directorate,Due North Ltd,4085,15960.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA331859,5199.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA334682,2599.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,3166.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA330351,5743.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA330353,5468.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA330354,2720.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA331855,5442.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA331856,2448.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA331858,1090.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA331860,2664.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA332798,2149.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA332799,2815.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA332800,2810.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA334678,4689.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA334679,2236.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA334681,4956.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA334683,2634.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10042354,107983.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10042838,2475.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10042838,2507.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10048004,74880.65,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,31384.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,2648.33,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,29018.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,2216.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,2922.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/06/2015,Information Technology,IT Directorate,Memex Technology Ltd,1500845,7756.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2015,Information Technology,IT Directorate,Insight Direct (UK) Ltd,2381203,29998.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,SOFTWARE BOX LTD,INV77205,28931.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Information Technology,IT Directorate,Specialist Computer Centres Plc,OP/M012483,1458.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Specialist Computer Centres Plc,OP/M012976,7560.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Phoenix Software Ltd,OP-1754221,1054200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2015,Information Technology,IT Directorate,Loadbalancer.org Limited,2049,6674.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Information Technology,IT Directorate,CDI Group plc,42049,881.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Blancco UK Limited,107352,7488.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Information Technology,IT Directorate,Red Gate Software Ltd,271740,10978.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Information Technology,IT Directorate,Computacenter (UK) ltd,3880540086,3638.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA330350,1833.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA331854,1794.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA331857,3146.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA332797,2237.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA334677,4395.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA334680,3146.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10042838,5706.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10042838,5674.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10046518,14642.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,3215.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,3215.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,3407.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10051151,3151.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Information Technology,IT Directorate,Specialist Computer Centres Plc,OP/M011979,5484.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,Patents Directorate,Euromoney,MK001963,10440.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,Patents Directorate,BNA International,SR39243,1602.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,Projects,T-SYSTEMS LIMITED,9430369139,1318.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Information Technology,Projects,T-SYSTEMS LIMITED,9430378124,1318.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/06/2015,Legal & Hearings,Patents Directorate,Government Legal Department,417796,975.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/06/2015,Legal & Hearings,Trade Mark Directorate,Government Legal Department,417796,18396.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Marketing & Publicity,Innovation Directorate,Children's Radio UK Ltd,641,5100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,30318,910.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,30319,1539.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Marketing & Publicity,Innovation Directorate,Memo Events Ltd,185897,798.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Marketing & Publicity,Innovation Directorate,PRYSM MEDIA GROUP LTD,INV-3954,8400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91003105,39.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,LRQA Limited,14013886,1037.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,Copyright and Enforcement Directorate,Mitie Facilities Services Ltd,100-91003105,117.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Miscellaneous Expenses General,Copyright and Enforcement Directorate,Design Council,NDC-IN683,12000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,Finance Directorate,Mitie Facilities Services Ltd,100-91003105,132.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,HFX Ltd,25372,912.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91003105,66.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Miscellaneous Expenses General,Innovation Directorate,C Helmers,2,9000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,Miscellaneous Expenses General,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),3804,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,International Policy Directorate,Mitie Facilities Services Ltd,100-91003105,25.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2015,Miscellaneous Expenses General,IT Directorate,Open Connections Solutions Ltd,270093,2344.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2015,Miscellaneous Expenses General,IT Directorate,Open Connections Solutions Ltd,270141,2326.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Miscellaneous Expenses General,Finance Directorate,Mitie Facilities Services Ltd,100-90980401,1160.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,Patents Directorate,Mitie Facilities Services Ltd,100-91003105,1187.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,1673.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Santia Consulting Ltd,C0005455-FIN,804.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Santia Consulting Ltd,C0005521-FIN,1224.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Santia Consulting Ltd,C0012786-INV,726.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,UK Shared Business Services Ltd,SBS-12210,35429.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,Finance Directorate,Mitie Facilities Services Ltd,100-91003105,21.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91003105,263.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Miscellaneous Expenses General,People Places & Serv Direct,Celtic Manor Resort,211015PATENTOFF,2962.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Miscellaneous Expenses General,Trade Mark Directorate,Mitie Facilities Services Ltd,100-91003105,319.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Miscellaneous Expenses General,Projects,UK Shared Business Services Ltd,SBS-11901,4160.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Miscellaneous Expenses General,Projects,Austin-Smith:Lord LLP,C15/022.03,7200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Office Machinery,People Places & Serv Direct,Danwood Group Ltd,3924474,1501.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Office Supplies,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91003105,30.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Supplies,Finance Directorate,Antalis,4763709,4810.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Office Supplies,Finance Directorate,Antalis,4851194,3563.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Supplies,Finance Directorate,Antalis,4865717,683.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Office Supplies,Finance Directorate,Antalis,4892413,624.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Office Supplies,Finance Directorate,Banner  Business Supplies Ltd,29922405A,1256.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Office Supplies,Finance Directorate,Banner  Business Supplies Ltd,A-29953222,1036.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Supplies,People Places & Serv Direct,HFX Ltd,25355,3724.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,Office Supplies,Patents Directorate,British Library,139753026,4951.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Office Supplies,Patents Directorate,Mitie Facilities Services Ltd,100-91003105,35.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1696,673.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Pay Costs,IT Directorate,Brook Street (UK) Ltd,30188946,396.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Pay Costs,IT Directorate,Brook Street (UK) Ltd,30200638,394.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Pay Costs,IT Directorate,Brook Street (UK) Ltd,30212515,431.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1689,633.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1707,655.33,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1708,673.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1724,657.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Pay Costs,Patents Directorate,Companies House,S0001461310,6426.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30188946,528.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30188946,868.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30200638,759.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30200638,428.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Pay Costs,Finance Directorate,Brook Street (UK) Ltd,30212515,1625.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Pay Costs,Trade Mark Directorate,Brook Street (UK) Ltd,30188946,420.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Pay Costs,Trade Mark Directorate,Brook Street (UK) Ltd,30200638,431.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Pay Costs,Trade Mark Directorate,Brook Street (UK) Ltd,30212515,305.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Postage & Delivery Costs,People Places & Serv Direct,DHL International (UK) Ltd,NPR8664298,6427.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Postage & Delivery Costs,People Places & Serv Direct,DHL International (UK) Ltd,NPR8679520,-6416.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Postage & Delivery Costs,People Places & Serv Direct,DHL International (UK) Ltd,NPR8680466,6011.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Postage & Delivery Costs,People Places & Serv Direct,DHL International (UK) Ltd,NPR8725898,6201.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Postage & Delivery Costs,People Places & Serv Direct,CitySprint (UK) Ltd,1339362,2367.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Postage & Delivery Costs,People Places & Serv Direct,Parcelforce Worldwide,9049917567,1652.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Postage & Delivery Costs,People Places & Serv Direct,Neopost Ltd,NE9000335,10000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Printing and Binding,People Places & Serv Direct,A McLay and Company Limited,875767,625.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Staff Costs,People Places & Serv Direct,British Red Cross,N967971,636.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Staff Costs,People Places & Serv Direct,Knowledge Academy,SO1083592,2394.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Staff Costs,People Places & Serv Direct,Personal expenses name witheld,52932,595.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2015,Staff Costs,People Places & Serv Direct,TMS Development International Ltd,10001,3450.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Staff Costs,People Places & Serv Direct,GLOBAL KNOWLEDGE NETWORK TRAINING LTD,266149,2694.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Staff Costs,People Places & Serv Direct,Whitehall & Industry Group,2150115,675.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02704,3001.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X69977,10780.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X72217,39258.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X73416,3502.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Staff Costs,People Places & Serv Direct,Capita Business Services  Ltd,X73884,4704.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Staff Costs,IT Directorate,Redrock Consulting Ltd,4940,7237.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Staff Costs,IT Directorate,JFM Consulting,2015005,8640.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Staff Costs,IT Directorate,Harvey Nash PLC,IMK/2939/R,8400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Staff Costs,Finance Directorate,CIPFA,3108547,702.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2015,Staff Costs,Patents Directorate,CU Services Ltd,CUS001362,7224.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Staff Costs,People Places & Serv Direct,Personal expenses name witheld,52932,595.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2015,Staff Costs,People Places & Serv Direct,P&MM Ltd,502761,15080.47,Not Applicable,
