Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,Bell Integrated Communications Ltd,1985,4620.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Information Technology,IT Directorate,Bell Integrated Communications Ltd,1990,17073.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Staff Costs,IT Directorate,Harvey Nash PLC,IMK/2944/SL,8400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Staff Costs,IT Directorate,Harvey Nash PLC,IMK/2945/PL,12000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Information Technology,IT Directorate,NTA Monitor Limited,16190,1780.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Miscellaneous Expenses General,IT Directorate,BluePhoenix Solutions UK Ltd T/A MODERN,104150024,1127.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Telecoms,IT Directorate,British  Telecom,GP00002104M0237Z,3462.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,Telecoms,IT Directorate,British  Telecom,SW16905704S001RG,2994.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Telecoms,IT Directorate,British  Telecom,VP02239170M16201,8349.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Telecoms,IT Directorate,British  Telecom,VP02239170M16301,8554.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Telecoms,IT Directorate,British  Telecom,WM39430908Q014FY,2036.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10049172,8475.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10049172,5592.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10049172,4474.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10049172,3355.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10049172,3151.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10049172,5592.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10050709,3198.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10050709,2930.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10052514,3198.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10052514,2938.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10052514,3215.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10053804,3215.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10053804,3151.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10054436,2623.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10054436,3151.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10054436,5874.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10056704,3198.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10056704,3302.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10056704,3215.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10056704,12227.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10056704,3117.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Miscellaneous Expenses General,IT Directorate,Evolve Business Consultancy,6848,5400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,Insight Direct (UK) Ltd,2391476,1490.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA330352,5153.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA333714,5743.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA333715,8834.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA336247,2167.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA336249,3146.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA337058,1807.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA337060,9369.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA338072,945.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA338074,6333.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA338849,2237.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA338852,3146.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Travel & Subsistence,IT Directorate,Leasedrive Velo Rental Management Ltd,RHI01396296,945.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Travel & Subsistence,IT Directorate,Leasedrive Velo Rental Management Ltd,RHI01413806,945.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2015,Information Technology,IT Directorate,Satisnet Ltd,10181,3554.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Information Technology,IT Directorate,Softcat Ltd,INV01182309,13623.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Information Technology,IT Directorate,Specialist Computer Centres Plc,OP/M029308,6224.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Information Technology,IT Directorate,Specialist Computer Centres Plc,OP/M029932,1922.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Telecoms,IT Directorate,Talk Talk Business,13756115,653.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,IT Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,31.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Information Technology,IT Directorate,Probrand Ltd,OP/I513178,987.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Information Technology,IT Directorate,Probrand Ltd,OP/I513622,3908.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Telecoms,IT Directorate,Vodafone Corporate Ltd,UK10/052015/6044,1198.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Telecoms,IT Directorate,ZEN INTERNET LIMITED,18842115,4713.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,CSA WAVERLEY,IN661271,886.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,IT Directorate,CSA WAVERLEY,IN661404,2114.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Information Technology,IT Directorate,CSA WAVERLEY,IN661411,38992.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Information Technology,IT Directorate,CSA WAVERLEY,IN661539,7349.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Miscellaneous Expenses General,IT Directorate,Open Connections Solutions Ltd,270179,1036.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Telecoms,IT Directorate,THREE,AFJ11338418,952.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Information Technology,IT Directorate,SANDHILL CONSULTANTS LTD,IN4058334,2400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Telecoms,IT Directorate,EE Ltd,1193314186,4170.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Telecoms,IT Directorate,EE Ltd,1198535334,4671.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Telecoms,IT Directorate,VODAFONE LIMITED,76864764,5008.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Telecoms,IT Directorate,VODAFONE LIMITED,UK10/072015/4608,3322.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Information Technology,IT Directorate,XMA LIMITED,Y427160,2968.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Information Technology,IT Directorate,XMA LIMITED,Y440175,4459.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Telecoms,IT Directorate,Janet UK Ltd,OP/I048163,6356.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Information Technology,IT Directorate,Sword SA,SIP-CGT-F1505106,40814.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Information Technology,IT Directorate,Fujitsu Services Ltd,210077,156495.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,Finance Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Accommodation,People Places & Services Directorate,Corona Energy,10267459,565.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Accommodation,People Places & Services Directorate,EDF ENERGY,849421000-JUN15,1366.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Information Technology,Finance Directorate,Companies House,S0001398745,225000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Miscellaneous Expenses General,Finance Directorate,Advanced Business Solutions,ARIN/99020736,2081.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Miscellaneous Expenses General,Finance Directorate,Advanced Business Solutions,ARIN/99020890,726.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Miscellaneous Expenses General,Finance Directorate,Advanced Business Solutions,ARIN/99020891,1637.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1713,641.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1714,668.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1732,789.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1733,690.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1738,610.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1743,650.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1756,601.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1762,659.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1764,623.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1770,719.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1771,642.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Marketing & Publicity,Innovation Directorate,South Wales Chamber of Commerce,102033,720.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,39.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,30426,1539.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,30427,910.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,30512,72000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Marketing & Publicity,Innovation Directorate,Aardman Animations Ltd,30570,910.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Marketing & Publicity,Innovation Directorate,Holiday Inn Stratford Upon Avon,IPO-010715,875.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Marketing & Publicity,Innovation Directorate,University of Reading,107771,822.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Marketing & Publicity,Innovation Directorate,Innovation North East Ltd,INV-21,1140.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,Patents Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Staff Costs,Patents Directorate,BMVC,52995,1235.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Office Supplies,Patents Directorate,British Library,139754712,2749.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Office Machinery,Patents Directorate,Xerox (UK) Ltd,1604364067,1144.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Staff Costs,Patents Directorate,University of Cambridge,DD878051,1056.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Legal & Hearings,Patents Directorate,Government Legal Department,418686,7680.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Information Technology,Patents Directorate,Sedao Ltd,3822,3625.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Information Technology,Patents Directorate,European Patent Office,40244617,87423.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Information Technology,Patents Directorate,European Patent Office,40244903,69303.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Information Technology,Patents Directorate,European Patent Office,40246109,80632.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Information Technology,Patents Directorate,STN,9340280313,9915.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Information Technology,Patents Directorate,Beijing Zhong Xian Dian Zi Tech,20150602014,32615.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Miscellaneous Expenses General,Patents Directorate,Ministry of Justice (MoJ),10/RL110/279,71428.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Travel & Subsistence,Patents Directorate,HRG UK,634697461,632.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Travel & Subsistence,Patents Directorate,HRG UK,634697719,2064.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,Patents Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Pay Costs,Patents Directorate,Brook Street (UK) Ltd,30296156,522.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Travel & Subsistence,Patents Directorate,HRG UK,634678457,546.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Travel & Subsistence,Patents Directorate,HRG UK,634767120,531.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Travel & Subsistence,Patents Directorate,HRG UK,634904372,3710.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Legal & Hearings,People Places & Services Directorate,Capital Law LLP,20031402,702.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Accommodation,People Places & Services Directorate,Healthy Workstations Ltd,INV27033,709.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,On Your Bike,33078,1150.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,On Your Bike,33105,999.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Postage & Delivery Costs,People Places & Services Directorate,Parcelforce Worldwide,9050107861,603.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Postage & Delivery Costs,People Places & Services Directorate,Parcelforce Worldwide,9050293988,1052.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Telecoms,People Places & Services Directorate,Royal Mail,9049979181,1568.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Postage & Delivery Costs,People Places & Services Directorate,Royal Mail,9050113533,1232.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Staff Costs,People Places & Services Directorate,Sanderson Recruitment Plc,153699,7061.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,Santia Consulting Ltd,C0012585-INV,996.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,Santia Consulting Ltd,C0013371-INV,690.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Accommodation,People Places & Services Directorate,Senator International Ltd,S01252295,1705.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,UK Shared Business Services Ltd,SBS-12274,42515.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Postage & Delivery Costs,People Places & Services Directorate,CitySprint (UK) Ltd,1371681,3099.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Staff Costs,People Places & Services Directorate,P&MM Ltd,1021859,8289.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Staff Costs,People Places & Services Directorate,P&MM Ltd,502807,7267.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,GALLESE DESIGN LTD,124/01,2400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Information Technology,People Places & Services Directorate,NLA Media Access Limited,Q363150,2192.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Postage & Delivery Costs,People Places & Services Directorate,Neopost Ltd,705614-03JUL15,10000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Postage & Delivery Costs,People Places & Services Directorate,Neopost Ltd,828158-08JUL15,2000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Staff Costs,People Places & Services Directorate,Dynamic Systems Development Method Ltd,442373441,1872.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Pay Costs,Innovation Directorate,Brook Street (UK) Ltd,30236605,1522.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Pay Costs,Innovation Directorate,Brook Street (UK) Ltd,30272231,1594.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Pay Costs,Innovation Directorate,Brook Street (UK) Ltd,30272231,350.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Pay Costs,Innovation Directorate,Brook Street (UK) Ltd,30283775,870.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Pay Costs,Innovation Directorate,Brook Street (UK) Ltd,30283775,974.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Pay Costs,Innovation Directorate,Brook Street (UK) Ltd,30296156,2052.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,25.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Staff Costs,Innovation Directorate,Home Learning College,HLC102034,2645.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Staff Costs,Innovation Directorate,Coleg y Cymoedd,30001874,606.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Miscellaneous Expenses General,Trade Marks Directorate,Clio Enterprises Ltd,3299,1072.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Legal & Hearings,Trade Marks Directorate,Marten Walsh Cherer Ltd,89145,3139.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Legal & Hearings,Trade Marks Directorate,Government Legal Department,418686,12482.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Miscellaneous Expenses General,Trade Marks Directorate,FCO Services,6050999,1670.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Information Technology,Trade Marks Directorate,Sedao Ltd,3812,910.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30236605,403.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30272231,399.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30283775,533.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2015,Pay Costs,Trade Marks Directorate,Brook Street (UK) Ltd,30296156,557.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,Trade Marks Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,390.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,Trade Marks Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,63.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Miscellaneous Expenses General,Trade Marks Directorate,The Producers,34155,936.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Miscellaneous Expenses General,IT Directorate,INDIGOBLUE CONSULTING LIMITED,1503341,11420.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634628930,632.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634642081,505.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Travel & Subsistence,International Policy Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4021,63.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Marketing & Publicity,International Policy Directorate,Whitehall & Industry Group,2150119,780.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,Pay Costs,International Policy Directorate,HM Courts and Tribunals Service,III309HMCTS/1666,2551.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Information Technology,International Policy Directorate,T-SYSTEMS LIMITED,9430382648,1318.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Information Technology,International Policy Directorate,T-SYSTEMS LIMITED,9430386840,1318.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Miscellaneous Expenses General,International Policy Directorate,Robin Jacob,52959,1824.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Miscellaneous Expenses General,International Policy Directorate,Kevin Mooney,52985,15000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,EC Harris LLP,75125515,17504.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,EC Harris LLP,75133914,13037.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,EC Harris LLP,75133916,7312.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Miscellaneous Expenses General,People Places & Services Directorate,Austin-Smith:Lord LLP,C15-038.04,2400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Accommodation,People Places & Services Directorate,Wagstaff Interiors Group,I99440,102584.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Books,IT Directorate,Turpin44(0)01767604800,H57720150725oerutovkc,30.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Software Maintenance,IT Directorate,Dri Www Element5 Info,H57720150721cnoiuewld,42.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Fixed Telecoms Equipment,IT Directorate,Amazon UK Marketplace,H57720150711jydxmppqn,5.99,Not Applicable,
