Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634779226,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634779226,-110.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634779226,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634779229,326.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634779229,1.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634779229,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634779229,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634779235,312.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634779235,1.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634779235,14.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634779235,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634779235,-215.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634779235,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634780124,0.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634780124,87.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Projects,HRG UK,634780124,-0.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Projects,HRG UK,634780124,-16.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634780201,17.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634780201,5.09,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634780201,2934.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634780201,-0.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634780201,-73.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634780201,-86.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634781595,-7.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634781596,-3.59,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634781597,114.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634781597,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634781597,-9.73,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634781598,81.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634781598,0.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634781598,-6.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634781696,-9.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634781696,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634781696,110.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634781697,36.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634781697,-227.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634781697,-1.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634781698,112.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634781699,3.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634784474,-1.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634784474,-14.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634784474,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634784474,111.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634784475,-1.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634784475,-182.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634784475,0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634784475,42.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634786646,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634786646,-61.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634786664,-112.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634787096,-74.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634787096,-0.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634787096,-215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634787096,-1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634788833,65.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634789176,27.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634789177,39.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634800991,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634800991,3.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634800991,-94.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634800991,-0.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634801475,-61.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634801475,-0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634801475,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634801475,3.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634801923,-100.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634801968,3.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634801968,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634801968,-1.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634801968,-226.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Projects,HRG UK,634803044,28.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634803044,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Projects,HRG UK,634803045,13.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Projects,HRG UK,634803045,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634803045,-5.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634803045,-1.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634807102,-88.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634808817,-110.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634808817,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634808817,114.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634808817,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634808818,57.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634808818,0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634808818,-42.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634808818,-0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634809107,114.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634809107,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634809107,-109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634809107,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634809108,0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634809108,57.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634809108,-1.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634809108,-226.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634810380,1.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634810380,229.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634810380,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634810380,-111.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634812415,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634812415,-1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634812415,-215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634812617,4.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634812617,-216.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634814660,-36.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634818755,79.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634818755,0.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634818755,-0.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634818755,-15.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634818756,79.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634818756,0.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634818756,-0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634818756,-12.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634820301,94.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634820301,0.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634820301,-109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634820301,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634821164,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634821164,110.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634821165,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634821165,53.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634822639,1.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634822639,204.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634822639,-54.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634822639,-0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634822924,0.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634822924,88.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634822924,-35.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634822924,-0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823338,-5.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823338,-1.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823338,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823338,111.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823339,-144.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823339,-0.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823339,0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634823339,42.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634826809,-45.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634826809,-0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Projects,HRG UK,634826809,0.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Projects,HRG UK,634826809,16.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634826870,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634826870,-112.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634826946,-326.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Projects,HRG UK,634826946,16.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Projects,HRG UK,634826946,0.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634827030,-0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634827030,-3.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634827030,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634827040,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634827040,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634828800,-3.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634828800,-0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634828800,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634829847,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634829847,-89.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634831463,44.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831469,-1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831469,-215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831469,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831469,109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831473,-215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831473,-1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831473,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634831473,106.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831476,92.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831478,-115.65,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831728,114.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831728,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831728,-43.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831728,-0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831731,57.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831731,0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831731,-106.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634831731,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634832119,-168.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634832119,88.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634832119,0.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634832222,9.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634832222,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634832222,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634832222,-114.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634839156,4.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634839156,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840116,208.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840116,1.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840116,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840116,-114.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840117,45.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840117,0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840117,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840117,-109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634840118,0.66,Not Applicable,
