Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,POYRY MANAGEMENT CONSULTING (UK) LTD,4025335,"1,757.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025336,"24,038.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025337,"13,159.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025338,"170,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025339,"3,600.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025340,"2,942.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025341,"3,600.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025342,"2,942.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,External Training,Strategy - Strategy and Delivery Unit,SAMI CONSULTING LTD,4025343,"1,400.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,External Training,Strategy - Strategy and Delivery Unit,ROFFEY PARK INSTITUTE LTD,4025344,"3,100.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Local IT Consultancy,National Climate Change & Consumer Support - Communications,PARITY RESOURCES LTD,4025345,"25,636.91 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Internal Training,National Climate Change & Consumer Support - Communications,PARITY RESOURCES LTD,4025347,"2,531.94 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hotels (Programme),Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4025349,"1,480.19 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Chemical Weapons Convention Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4025349,"1,068.67 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,ONLINE ERGONOMICS LTD,4025352,547.20 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Publications,National Climate Change & Consumer Support - National Climate Change,POINT CARBON AS,4025355,"1,237.09 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Recruitment Consultancy Costs,Energy Markets & Infrastructure - DECC Commercial Team,CAPITA RESOURCING LTD T/A VEREDUS EXECUTIVE RESOURCING,4025359,"3,704.44 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,PRICEWATERHOUSECOOPERS LLP,4025362,"4,103.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4025364,505.14 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,SUFFOLK COUNTY COUNCIL,4025365,"69,930.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4025367,"176,323.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Secondees (not paid directly),Energy Markets & Infrastructure - Energy Strategy and Futures,ERNST & YOUNG LLP,4025370,"6,999.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,External Legal Advice and Services,Energy Markets & Infrastructure - Energy Strategy and Futures,MACLAY MURRAY AND SPENS,4025372,600.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GOVERNMENT CAR AND DESPATCH AGENCY,4025377,525.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025384,"11,076.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Public Relations & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4025385,"7,744.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025386,"22,350.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4025389,897.32 
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",PARITY RESOURCES LTD,4025390,555.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025391,"10,847.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",PARITY RESOURCES LTD,4025392,"3,330.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025393,"10,100.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025394,"34,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025395,"6,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025396,"12,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025397,"11,036.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025398,"10,358.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,REDPOINT ENERGY LTD,4025399,"1,650.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,REDPOINT ENERGY LTD,4025400,"17,600.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Public Relations & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,DEMOGRAPHIX LTD,4025401,"1,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,METHODS CONSULTING LTD,4025402,"2,030.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,Reed Personnel Services Ltd,4025403,530.46 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025405,883.80 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025406,883.80 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4025407,"2,600.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4025408,"10,020.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,External Training,Science & Innovation Group - Science & Innovation Group,NATIONAL SCHOOL OF GOVERNMENT,4025409,"1,235.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4025412,"12,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Cash Expenditure during the Year - Concessionary Fuel,Energy Markets & Infrastructure - Energy Development Unit,CPL FUELS,4025420,"1,364,840.47 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Other IT Costs,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4025421,"2,450.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025422,"3,600.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025423,"2,942.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",METHODS CONSULTING LTD,4025426,"4,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Recoveries Account,Corporate Payments,BP EXPLORATION OPERATING COMPANY LTD,4025427,"19,180.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Other Staff Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4025431,871.19 
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4025433,745.21 
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4025434,657.22 
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT UK LTD,4025440,705.86 
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT UK LTD,4025441,"1,764.66 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4025444,"93,166.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4025445,"2,429.58 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ERNST & YOUNG LLP,4025447,"19,171.43 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - DECC Commercial Team,E.ON UK PLC,4025448,"12,130.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - DECC Commercial Team,E.ON UK PLC,4025449,"122,250.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4025450,"7,646.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4025451,"16,319.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4025452,"8,371.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Economic Consultancy and Research,Energy Markets & Infrastructure - Energy Development Unit,RUSSELL MCLEOD LTD,4025454,"2,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Sponsorship Support,Energy Markets & Infrastructure - Energy Development Unit,TECHFEST-SETPOINT,4025455,"10,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4025456,"828,842.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4025458,"929,166.67 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4025459,"677,884.02 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4025461,"171,122.18 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,THE CARBON TRUST,4025462,"20,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Technical Advice / Services & Support,Science & Innovation Group - Science & Innovation Group,THE CARBON TRUST,4025463,"72,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4025464,"157,129.81 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Current Grants to Local Authorities,National Climate Change & Consumer Support - National Climate Change,PLYMOUTH CITY COUNCIL,4025465,"77,777.39 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Current Grants to Local Authorities,National Climate Change & Consumer Support - National Climate Change,PLYMOUTH CITY COUNCIL,4025465,"16,748.06 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025467,668.23 
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4025468,"7,815.26 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4025469,"15,853.61 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4025470,"10,671.13 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4025472,"1,700.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CAMBRIDGE ECONOMETRICS LTD,4025474,"4,560.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025486,"1,612.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4025487,"2,712.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4025489,"1,184.86 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Grant in Aid - Current -Other,Energy Markets & Infrastructure - Security and resilience,CIVIL NUCLEAR CONSTABULARY,4025492,"995,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4025495,830.50 
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,COIN STREET COMMUNITY BUILDERS LTD,4025500,"2,831.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Technical Advice / Services & Support,Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW PARTNERS LLP,4025501,"4,620.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,AX BUSINESS SOLUTIONS LTD,4025502,"3,100.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Entertaining UK (Programme),Energy Markets & Infrastructure - Energy Development Unit,NOF ENERGY LTD,4025514,870.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Minor Works,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4025516,"3,889.93 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Insolvency Service Policy Work,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4025517,"2,811.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Minor Works,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4025518,"9,454.30 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025519,"125,494.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4025524,"11,533.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL AUDIT OFFICE,4025528,"8,631.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,DYNAMIC LEARNING SOLUTIONS LTD,4025529,"1,248.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Other IT Costs (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,APEX HOTELS LTD,4025530,"5,891.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4025531,"200,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,CRANFIELD UNIVERSITY,4025533,"55,913.08 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Research & Development Expenditure (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MARKET OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,4025536,"30,226.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,4025537,"3,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",NETWORKERS RECRUITMENT SERVICES LTD T/A NETWORKERS INTERNATIONAL PLC,4025538,"11,555.61 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025542,"2,942.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025549,616.96 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025551,616.96 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025554,633.41 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GOVERNMENT CAR AND DESPATCH AGENCY,4025560,660.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,MARITIME AND COASTGUARD AGENCY MCA,4025571,"32,682.66 "
