Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,06/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4024859,727.06 
Department of Energy and Climate Change,Department of Energy and Climate Change,06/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4024864,"42,855.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4024865,"300,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Publications,National Climate Change & Consumer Support - National Climate Change,THE STATIONERY OFFICE LTD,4024868,"1,530.08 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,External Training,Energy Markets & Infrastructure - Energy Development Unit,ABERDEEN EXHIBITION AND CONFERENCE CENTRE LTD,4024869,"1,625.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,MARKET OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,4024870,"43,302.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4024871,"11,431.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4024873,"14,820.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS SPECIALIST RECRUITMENT LTD,4024875,"2,819.90 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,QA LTD,4024878,"1,228.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,UNIVERSITY OF CAMBRIDGE,4024880,"11,921.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4024884,649.86 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4024885,641.63 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4024886,649.86 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Maintenance of IT Equipment,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4024889,"1,674.97 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4024891,"5,145.04 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,HAWKSMERE LTD T/A KAPLAN HAWKSMERE,4024894,549.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Other Media Costs,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4024897,"7,087.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4024899,740.36 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4024905,544.32 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4024906,596.16 
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Secondees (not paid directly),Energy Markets & Infrastructure - Energy Strategy and Futures,BRIGHT FUTURES (NZ) LTD,4024911,"14,232.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MILLER & YOUNG UK LTD T/A MYFM,4024912,"6,125.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4024913,"165,059.86 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4024914,"2,376.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Maintenance of IT Equipment,Energy Markets & Infrastructure - Energy Development Unit,ORACLE CORPORATION UK LTD,4024915,"20,900.30 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4024917,615.43 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4024918,612.86 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4024920,601.74 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4024921,595.12 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4024925,907.20 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4024926,744.27 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4024926,760.10 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,POYRY MANAGEMENT CONSULTING (UK) LTD,4024927,"40,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4024930,633.41 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4024931,637.51 
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4024933,662.20 
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4024934,589.93 
Department of Energy and Climate Change,Department of Energy and Climate Change,09/05/2011 ,Recoveries Account,Corporate Payments,FOREIGN AND COMMONWEALTH OFFICE (FCO),4024938,"1,267.87 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Maintenance of IT Equipment,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4024939,"2,296.38 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4024940,"2,729.03 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",NETWORKERS RECRUITMENT SERVICES LTD T/A NETWORKERS INTERNATIONAL PLC,4024943,"17,858.67 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4024944,650.70 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,MINISTRY OF DEFENCE,4024956,"1,500,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,PRIORITY MANAGEMENT LONDON LTD,4024958,"4,800.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4024960,"4,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4024961,"3,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS,4024962,"18,795.53 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024963,"2,285.93 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Press Cutting Services,National Climate Change & Consumer Support - Communications,PRECISE MEDIA MONITORING LTD,4024964,"4,427.30 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GREEN TOMATO CARS LTD,4024965,"1,128.48 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024966,"4,310.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,IRWIN MITCHELL SOLICITORS,4024967,"1,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Professional Subscriptions,Energy Markets & Infrastructure - Energy Strategy and Futures,BLOOMBERG FINANCE L.P.,4024968,"3,567.05 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024969,"4,419.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024970,"16,119.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024971,"3,254.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4024975,"2,353.82 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4024976,"2,880.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4024979,575.82 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4024981,601.09 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024983,"52,491.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024984,"1,575.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024985,"4,173.74 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024986,"5,776.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024987,"38,126.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4024988,"1,456.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4024989,501.79 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,THE MANAGEMENT CENTRE UK LTD,4024991,"1,530.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,THE MANAGEMENT CENTRE UK LTD,4024992,"2,862.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,THE MANAGEMENT CENTRE UK LTD,4024993,"2,664.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,IT Services (Programme),National Climate Change & Consumer Support - Energy Efficiency & Consumers,2 DEGREES COMMUNITIES LTD T/A COMMUNITY CENTRAL,4024994,"5,250.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4024995,707.04 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025001,542.92 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025003,534.70 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025006,522.35 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025007,534.70 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4025008,"1,372,166.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4025009,"46,910.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Secondees (not paid directly),Energy Markets & Infrastructure - Office of Nuclear Development,COSTAIN LTD,4025010,"9,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4025011,"2,231.32 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/05/2011 ,Grant in Aid - Current -Other,National Climate Change & Consumer Support - National Climate Change,THE COMMITTEE ON CLIMATE CHANGE,4025013,"795,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025015,600.50 
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025018,592.27 
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,OFFICE ANGELS LTD,4025019,637.51 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025021,567.60 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025022,658.08 
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Technical Advice,National Climate Change & Consumer Support - National Climate Change,AEA TECHNOLOGY plc,4025024,"23,365.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4025025,916.92 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025027,625.18 
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4025028,"5,290.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4025029,"4,595.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025031,"2,942.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025032,"3,600.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Grants - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025033,"23,408.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025034,"1,448.45 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,GREEN PARK INTERIM & EXECUTIVE LTD,4025035,"10,681.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,GREEN PARK INTERIM & EXECUTIVE LTD,4025036,"8,164.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Hire of Office Equipment,Corporate Support & Shared Services - Corporate Support & Shared Services,SIEMENS FINANCIAL SERVICES LTD,4025037,"4,054.39 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ARTEMIS INTELLIGENT POWER LTD,4025043,"191,636.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,12/05/2011 ,Professional Subscriptions,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE FOR NATIONAL STATISTICS,4025044,"1,380.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,CAMCO ADVISORY SERVICES LTD,4025047,"9,740.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,External Training,Energy & Climate Change International - International Energy & Carbon Budgets,OXFORD INSTITUTE FOR ENERGY STUDIES,4025051,600.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,NATURAL ENVIRONMENT RESEARCH COUNCIL,4025054,"12,835.22 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4025057,598.22 
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4025057,610.94 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4025060,728.03 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4025062,682.54 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025064,964.50 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,DECC Only  - Shared Services - Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4025065,"2,081,268.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,DECC Only  - Shared Services - Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4025065,"1,070,162.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,DECC Only  - Shared Services - Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4025065,"1,011,106.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT UK LTD,4025066,"1,411.73 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",PARITY RESOURCES LTD,4025068,"7,215.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",PARITY RESOURCES LTD,4025068,"1,110.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,External Legal Advice,Energy Markets & Infrastructure - DECC Commercial Team,FRESHFIELDS BRUCKHAUS DERINGER,4025069,"51,054.82 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ADAM BOND COMMERCIAL ADVISORY LTD,4025070,"10,508.10 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ADAM BOND COMMERCIAL ADVISORY LTD,4025070,"13,758.90 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,KL ENERGY PUBLISHING LTD,4025079,"1,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,ALAN JUDD PARTNERSHIP,4025080,"3,880.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Conference and Exhibition Services (Programme),Energy Markets & Infrastructure - Energy Development Unit,REED EXHIBITIONS LTD,4025083,"2,700.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Contributions (Programme),Energy Markets & Infrastructure - Energy Development Unit,ACHILLES INFORMATION LTD T/A FIRST POINT ASSESSMENT,4025092,881.25 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Contributions (Programme),Energy Markets & Infrastructure - Energy Development Unit,ACHILLES INFORMATION LTD T/A FIRST POINT ASSESSMENT,4025092,900.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4025098,872.29 
Department of Energy and Climate Change,Department of Energy and Climate Change,13/05/2011 ,Technical Advice / Services & Support,Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW PARTNERS LLP,4025099,"2,772.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Contract Management,National Climate Change & Consumer Support - National Climate Change,AEA TECHNOLOGY ENVIRONMENT,4025103,"2,175.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4025105,"200,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Application Support Service,Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4025108,"1,269.45 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Application Support Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FIVIUM LTD,4025109,"1,592.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4025112,"3,813.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Technical Support,Science & Innovation Group - Science & Innovation Group,ENVIROS CONSULTING LTD,4025113,"15,280.24 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4025114,"1,672.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4025114,"1,672.50 "
