Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028888,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028889,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028890,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028891,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028899,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028900,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028901,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,DELOITTE LLP,4028902,"10,604.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Amount owed by DECC to BIS for recharged services,Central Budgets - Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4029315,"97,865.82"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Amount owed by DECC to BIS for recharged services,Central Budgets - Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4029315,"5,725.37"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,DECC Only  - Shared Services - Accounting Services,Operations - Finance and Procurement,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4029337,"1,640,931.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,External Training,Operations - HR,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),4028706,"2,250.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,External Training,Operations - HR,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),4028707,"2,250.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,External Training,Operations - HR,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),4029078,"2,250.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,External Training,Operations - HR,DONSIDE CONSULTANTS T/A PITMAN TRAINING,4028731,"2,833.33"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Outsourced Technical Support (Programme),Operations - Nuclear Decommissioning & Security,DSTL,4029386,"15,306.61"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Technical Advice / Services & Support,ICCEE - Green Deal,DTW ADVERTISING AND MARKETING LTD,4029133,700
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Rates,Operations - Finance and Procurement,DTZ DEBENHAM TIE LEUNG,4029323,544.58
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Rates,Operations - Finance and Procurement,DTZ DEBENHAM TIE LEUNG,4029324,544.58
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Rates,Operations - Finance and Procurement,DTZ DEBENHAM TIE LEUNG,4029325,544.58
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Rates,Operations - Finance and Procurement,DTZ DEBENHAM TIE LEUNG,4029326,"2,303.96"
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Rates,Operations - Finance and Procurement,DTZ DEBENHAM TIE LEUNG,4029326,"1,633.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Other IT Costs (Programme),Operations - Communications,E CHRISTIAN & COMPANY LTD T/A EC GROUP,4029473,863.06
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Conference and Exhibition Services (Programme),ICCEE - Fuel Poverty & Smart Meters,EEF LTD,4028728,"1,454.05"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Hire of Conference Facilities (Programme),ICCEE - Fuel Poverty & Smart Meters,EEF LTD,4028843,694.2
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Hire of Conference Facilities (Programme),ICCEE - Fuel Poverty & Smart Meters,EEF LTD,4028852,678
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4028801,"3,811.72"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4028802,"9,110.01"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4028803,"3,470.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4028804,968.59
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4028863,"1,210.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4028864,"5,069.59"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4028866,"1,210.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,24-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4029268,"2,428.20"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,ELAN COMPUTING LTD,4029399,"3,310.16"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Technical Advice / Services & Support,ICCEE - Fuel Poverty & Smart Meters,ELEXON LTD,4029467,"30,710.70"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Salaries - Secondees (Programme),EMI - OND,ENERGYSOLUTIONS EU LTD,4028868,"3,513.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Salaries - Secondees (Programme),EMI - OND,ENERGYSOLUTIONS EU LTD,4029384,"4,437.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,External Training,Operations - HR,ENRICOSMOG ERGONOMIC PRACTITIONERS,4029461,657.6
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Secondees (not paid directly),EMI - Energy Development,ENVIRONMENT AGENCY,4028965,"10,065.57"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Outsourced Programme Management Services,ICCEE - Heat & Industry,ENVIRONMENT AGENCY,4029202,"66,825.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Research & Development Expenditure (Programme),SEG Including Strategy - Energy Innovation Policy,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4028856,"5,402.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ERNST & YOUNG LLP,4028637,"159,315.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Hire of Conference Facilities,SEG Including Strategy - CSA - Private Office & Director,ETC VENUES LTD,4029365,"4,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Hire of Conference Facilities,SEG Including Strategy - CSA - Private Office & Director,ETC VENUES LTD,4029365,"3,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,DECC Only  - Shared Services - IT Shared Services,Operations - Finance and Procurement,FCO SERVICES,4028873,"19,255.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Application Support Service,Operations - Finance and Procurement,FIVIUM LTD,4029012,"1,592.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,External Training,Operations - HR,FOCUS PROJECT MANAGEMENT (EUROPE) LTD T/A FOCUS ON TRAINING,4028869,"1,295.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Salaries - Permanent (Programme),Operations - Nuclear Decommissioning & Security,FOREIGN AND COMMONWEALTH OFFICE (FCO),4028265,"1,199.13"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hotels Overseas,Private Office - Private Office,FOREIGN AND COMMONWEALTH OFFICE (FCO),4029132,897.05
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Hotels Overseas,ICCEE - International Climate Change,FOREIGN AND COMMONWEALTH OFFICE (FCO),4029223,"28,734.02"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,External Legal Advice,EMI - OCCS,FRESHFIELDS BRUCKHAUS DERINGER,4029138,"158,437.97"
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,External Legal Advice,EMI - OCCS,FRESHFIELDS BRUCKHAUS DERINGER,4029139,"157,451.76"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028360,"13,530.71"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028485,"7,756.79"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028486,"14,313.55"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028487,"5,198.38"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028501,"3,696.98"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028501,"3,696.98"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028631,"2,932.58"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028654,"165,059.86"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Maintenance of IT Equipment,EMI - Energy Development,FUJITSU SERVICES LTD,4028673,"1,674.97"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028754,"1,331.97"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028755,"78,256.20"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028774,"5,290.81"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028775,"27,532.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028776,"14,618.64"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028778,"5,641.97"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028826,"4,317.43"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028831,"14,899.67"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028833,"17,535.84"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028835,"5,672.13"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028839,618.04
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028964,"3,969.14"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028974,"9,554.30"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,ICT Infrastructure Specific Service (PFI),Operations - Finance and Procurement,FUJITSU SERVICES LTD,4028983,"13,879.96"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029072,"16,257.57"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029098,"19,441.90"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029111,916.42
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029161,"1,166.06"
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029162,"19,647.14"
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029163,"22,667.15"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029164,"4,782.29"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029191,"35,758.32"
Department of Energy and Climate Change,Department of Energy and Climate Change,20-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029192,"1,180.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Computer Equipment - Clearing,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029193,"6,266.64"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Maintenance of IT Equipment,EMI - Energy Development,FUJITSU SERVICES LTD,4029287,"209,585.46"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4029289,"5,545.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Recruitment Consultancy Costs,Operations - Operations DG Office,GATENBY SANDERSON LTD,4029288,"3,100.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Technical Advice / Services & Support,EMI - ORED,GEMSERV LTD,4029041,"33,312.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,GENESIS OIL & GAS CONSULTANTS LTD,4029091,"23,741.23"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Telecomms Equipment,Operations - Finance and Procurement,GOVERNMENT PROCUREMENT SERVICE (BUYING SOLUTIONS),4029388,"90,051.82"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),EMI - OCCS,GREEN PARK INTERIM & EXECUTIVE LTD,4029009,"2,768.51"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),EMI - OCCS,GREEN PARK INTERIM & EXECUTIVE LTD,4029009,"5,631.49"
Department of Energy and Climate Change,Department of Energy and Climate Change,20-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Finance and Procurement,GREEN PARK INTERIM & EXECUTIVE LTD,4029172,"7,656.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Technical Advice,EMI - OCCS,GREEN PARK INTERIM & EXECUTIVE LTD,4029219,"23,038.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - HR,GREEN PARK INTERIM & EXECUTIVE LTD,4029220,"17,160.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Technical Advice / Services & Support,EMI - OND,GREEN PARK INTERIM & EXECUTIVE LTD,4029479,"12,701.99"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,External Training,EMI - ORED,GREEN THINKING (SERVICES) LTD,4029080,849
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,External Training,Operations - HR,GREEN THINKING (SERVICES) LTD,4029112,849
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Car Hire and Leasing,Private Office - Private Office,GREEN TOMATO CARS LTD,4028966,"2,921.26"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Administration of Grants and Awards,EMI - Energy Development,HARTLEY ANDERSON LTD,4029093,"122,334.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Administration of Grants and Awards,EMI - Energy Development,HARTLEY ANDERSON LTD,4029093,"152,916.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,Outsourced Programme Management Services,Operations - Nuclear Decommissioning & Security,HMIC (HER MAJESTY'S INSPECTORATE OF CONSTABULARY),4029177,"16,863.06"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Grants - Current - Abroad,Operations - Nuclear Decommissioning & Security,HTSPE LTD,4028894,"29,359.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Administration of Grants and Awards,Operations - Nuclear Decommissioning & Security,HTSPE LTD,4029032,"118,777.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Administration of Grants and Awards,Operations - Nuclear Decommissioning & Security,HTSPE LTD,4029036,"160,382.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Grants - Current - Abroad,Operations - Nuclear Decommissioning & Security,HTSPE LTD,4029439,"47,756.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Grants - Current - Abroad,Operations - Nuclear Decommissioning & Security,HTSPE LTD,4029440,"3,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Salary Sacrifice - Bicycles - Balance On Leaving Scheme,Operations - HR,IDENTITY AND PASSPORT SERVICE,4029290,999
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,International Subscriptions,ICCEE - Heat & Industry,IEA INTERNATIONAL ENERGY AGENCY,4028918,"7,304.05"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,International Subscriptions,EMI - ORED,IEA OCEAN ENERGY SYSTEMS,4029381,"5,953.23"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,IT Maintenance and Management Services,EMI - Energy Development,INFORMED SOLUTIONS,4029283,"1,260.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,IT Maintenance and Management Services,EMI - Energy Development,INFORMED SOLUTIONS,4029284,"3,447.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,IT Maintenance and Management Services,EMI - Energy Development,INFORMED SOLUTIONS,4029285,"6,033.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,IT Maintenance and Management Services,EMI - Energy Development,INFORMED SOLUTIONS,4029286,"2,916.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Purchase of Research Material,SEG Including Strategy - Strategy Inc Committee on Climate Change,INNOVAS SOLUTIONS LTD,4028712,"4,975.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Technical Advice / Services & Support,Operations - Finance and Procurement,INSIGHT MANAGEMENT & SYSTEMS CONSULTANTS LTD,4029218,"1,087.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Contributions (Programme),SEG Including Strategy - Energy Innovation Policy,INTERNATIONAL ENERGY AGENCY HYDROGEN IMPLEMENTING AGREEMENT,4028732,"6,138.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Contributions (Programme),SEG Including Strategy - Energy Innovation Policy,INTERNATIONAL ENERGY AGENCY HYDROGEN IMPLEMENTING AGREEMENT,4028733,"6,138.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,IRON MOUNTAIN (UK) LTD,4029442,"174,423.84"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Other Staff Costs (Programme),EMI - Energy Development,K & L ROSS LTD,4029327,724.8
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Technical Advice,EMI - OCCS,KPMG LLP,4028726,"53,258.17"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Technical Advice,EMI - OCCS,KPMG LLP,4029141,"8,046.67"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,External Training,Operations - HR,LEARNING POOL LTD,4028996,"1,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,External Training,Operations - HR,LEARNING POOL LTD,4028996,"4,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Outsourced Technical Support (Programme),Perm Sec - Perm Sec,LINKLATERS LLP,4029336,"96,868.04"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),ICCEE - International Climate Change,MANPOWER UK LTD,4028834,765.95
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),ICCEE - International Climate Change,MANPOWER UK LTD,4029096,627.52
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),ICCEE - International Climate Change,MANPOWER UK LTD,4029389,564.76
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,MARITIME AND COASTGUARD AGENCY MCA,4028748,"32,682.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,MARITIME AND COASTGUARD AGENCY MCA,4029321,"32,682.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Research & Development Expenditure (Programme),SEG Including Strategy - Economics,MARKET OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,4028993,"10,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4028522,"3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4028524,"3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4028766,"3,236.51"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4028767,"3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4028921,"2,942.28"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4028959,"3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4028982,"2,942.28"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4029117,"3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,24-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4029265,"2,353.82"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MILLER & YOUNG UK LTD T/A MYFM,4028960,"6,197.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Secondees (not paid directly),Central Budgets - Central Budgets,MINISTRY OF JUSTICE,4028881,"9,059.91"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Secondees (not paid directly),Central Budgets - Central Budgets,MINISTRY OF JUSTICE,4028882,"1,679.37"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Secondees (not paid directly),Central Budgets - Central Budgets,MINISTRY OF JUSTICE,4028883,"1,322.24"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Secondees (not paid directly),Central Budgets - Central Budgets,MINISTRY OF JUSTICE,4028884,"1,508.05"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,NABARRO,4028759,"6,676.20"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,NABARRO,4028759,"257,073.54"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Contributions (Programme),SEG Including Strategy - Energy Innovation Policy,NATIONAL RENEWABLE ENERGY LABORATORY,4029295,"4,494.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Professional Training,Operations - Finance and Procurement,NATIONAL SCHOOL OF GOVERNMENT,4028861,"1,570.00"
