Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Departmental Sponsored Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4028990,"4,850.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Finance Training,ICCEE - Fuel Poverty & Smart Meters,NATIONAL SCHOOL OF GOVERNMENT,4028995,740
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029081,"1,210.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,External Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029083,"1,210.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029086,"1,210.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029088,"1,210.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029090,"1,210.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029092,"1,210.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029150,910
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,External Training,EMI - Energy Markets and Networks,NATIONAL SCHOOL OF GOVERNMENT,4029152,910
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,External Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029244,"1,350.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,24-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029261,740
Department of Energy and Climate Change,Department of Energy and Climate Change,24-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029262,740
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Other Training Costs,ICCEE - International Climate Change,NATIONAL SCHOOL OF GOVERNMENT,4029444,"1,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Professional Training,ICCEE - International Climate Change,NATIONAL SCHOOL OF GOVERNMENT,4029446,"1,020.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029449,705
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029451,"1,020.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029452,"1,020.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Internal Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029458,"1,020.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,External Training,Operations - HR,NATIONAL SCHOOL OF GOVERNMENT,4029459,590
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,External Training,ICCEE - Fuel Poverty & Smart Meters,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4028752,925
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Research & Development Expenditure (Programme),SEG Including Strategy - Energy Innovation Policy,NATURAL ENVIRONMENT RESEARCH COUNCIL,4028948,"200,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),4028788,"53,003.71"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,NETWORKERS RECRUITMENT SERVICES LTD T/A NETWORKERS INTERNATIONAL PLC,4028924,"7,526.52"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Capital Grants - Other,EMI - ORED,NGENTEC LTD,4029317,"105,022.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Corporate Event Management and Marketing,EMI - OND,NOTTING HILL HOUSING TRUST,4029466,840.81
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Cash Expenditure During the Year - British Energy,Operations - Finance and Procurement,NUCLEAR DECOMMISSIONING AUTHORITY,4027707,"4,096,558.18"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Cash Expenditure During the Year - British Energy,Operations - Finance and Procurement,NUCLEAR DECOMMISSIONING AUTHORITY,4027708,"15,102,787.79"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Grant in Aid - Current -Other,Operations - Nuclear Decommissioning & Security,NUCLEAR DECOMMISSIONING AUTHORITY,4028246,"140,000,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Other Training Costs,SEG Including Strategy - Energy Innovation Policy,NURNBERGMESSE GMBH,4029263,506.17
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Grants - Current - Abroad,Operations - Nuclear Decommissioning & Security,NUVIA LTD,4029415,"8,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Grants - Current - Abroad,Operations - Nuclear Decommissioning & Security,NUVIA LTD,4029417,"20,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Performance and Planning,OFFICE ANGELS LTD,4028762,550.15
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),SEG Including Strategy - Energy Innovation Policy,OFFICE ANGELS LTD,4028952,550.15
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - OND,OFFICE ANGELS LTD,4028958,616.96
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4029108,584.04
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),SEG Including Strategy - CSA - Private Office & Director,OFFICE ANGELS LTD,4029109,733.54
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Performance and Planning,OFFICE ANGELS LTD,4029110,896.54
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - OND,OFFICE ANGELS LTD,4029118,616.96
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),ICCEE - International Climate Change,OFFICE ANGELS LTD,4029119,625.18
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4029120,616.96
Department of Energy and Climate Change,Department of Energy and Climate Change,24-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),ICCEE - International Climate Change,OFFICE ANGELS LTD,4029266,625.18
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4029271,579.94
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4029272,616.96
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),SEG Including Strategy - CSA - Private Office & Director,OFFICE ANGELS LTD,4029306,743.72
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Performance and Planning,OFFICE ANGELS LTD,4029307,906.73
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - OND,OFFICE ANGELS LTD,4029308,626.75
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4029364,584.05
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),ICCEE - International Climate Change,OFFICE ANGELS LTD,4029485,625.18
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4029486,592.27
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Performance and Planning,OFFICE ANGELS LTD,4029488,901.64
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Professional Subscriptions,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE FOR NATIONAL STATISTICS,4029445,828
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Outsourced Programme Management Services,ICCEE - Fuel Poverty & Smart Meters,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4028756,"111,637.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Other Miscellaneous Expenditure,ICCEE - Green Deal,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4029127,"29,249.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Secondees (not paid directly),EMI - Energy Markets and Networks,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4029385,"4,905.03"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Economic Consultancy & Research,EMI - ORED,OVE ARUP & PARTNERS INTERNATIONAL LTD,4028717,"10,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Research & Development Expenditure (Programme),SEG Including Strategy - Economics,OXFORD ECONOMICS LTD,4029104,"18,250.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Application Support Service,Operations - Finance and Procurement,PARITY RESOURCES LTD,4028849,"1,269.45"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,PARITY RESOURCES LTD,4028904,"40,878.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Application Support Service,EMI - Energy Development,PARITY RESOURCES LTD,4028909,"14,339.07"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,IT Maintenance and Management Services,EMI - Energy Development,PARITY RESOURCES LTD,4028910,"52,975.51"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,PARITY RESOURCES LTD,4029073,"18,720.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,PARITY RESOURCES LTD,4029076,"13,802.88"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Technical Advice,EMI - OCCS,PARSONS BRINCKERHOFF LTD,4029128,"7,165.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Salaries - Secondees (Programme),EMI - ORED,PARSONS BRINCKERHOFF LTD,4029437,"32,200.06"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,External Training,Operations - HR,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,4029453,"3,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,External Training,Private Office - Private Office,PEOPLE TEAM AND CHANGE SOLUTIONS LTD,4029116,900
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,External Training (Programme),EMI - Energy Development,PETROFAC TRAINING LTD,4029205,718
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Salaries - Secondees (Programme),EMI - OND,PINSENT MASONS LLP,4028875,"3,300.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Salaries - Secondees (Programme),EMI - OND,PINSENT MASONS LLP,4028879,"3,300.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Salaries - Secondees (Programme),EMI - OND,PINSENT MASONS LLP,4029387,"2,880.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Other Postage Costs,Operations - Finance and Procurement,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,4029222,"4,267.27"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Furniture,Operations - Finance and Procurement,POSTURITE UK LTD,4028721,778.8
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Furniture,Operations - Finance and Procurement,POSTURITE UK LTD,4028961,"2,187.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Furniture,Operations - Finance and Procurement,POSTURITE UK LTD,4029392,735.6
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Furniture,Operations - Finance and Procurement,POSTURITE UK LTD,4029393,684.3
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Technical Advice / Services & Support,EMI - ORED,POYRY MANAGEMENT CONSULTING (UK) LTD,4028758,"27,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,24-Oct-2011,Other Training Costs,EMI - EMI DG Office,PRAESTA PARTNERS LLP,4029258,"1,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Media Services,Operations - Communications,PRECISE MEDIA MONITORING LTD,4028892,"3,569.27"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Media Services,Operations - Communications,PRECISE MEDIA MONITORING LTD,4028892,"1,883.96"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,PRESSDATA LTD,4028977,557.5
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Research & Development Expenditure (Programme),ICCEE - Energy Efficiency Deployment Office (EEDO),PRICEWATERHOUSECOOPERS LLP,4028933,"17,800.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,PRICEWATERHOUSECOOPERS LLP,4029100,"4,169.36"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,PRICEWATERHOUSECOOPERS LLP,4029101,"3,318.90"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,PRICEWATERHOUSECOOPERS LLP,4029102,"5,687.59"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,PRICEWATERHOUSECOOPERS LLP,4029103,"7,250.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,PROGRAMME OFFICER SERVICES LTD,4028976,"7,080.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,External Training,Operations - HR,QA LTD,4028811,"8,025.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,External Training,Operations - HR,QA LTD,4029134,"4,530.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Hire of Agency Staff (Professional/Management),Private Office - Private Office,REED EMPLOYMENT LTD,4028608,500.15
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Hire of Agency Staff (Professional/Management),Private Office - Private Office,REED EMPLOYMENT LTD,4028987,545.62
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Hire of Agency Staff (Professional/Management),Private Office - Private Office,REED EMPLOYMENT LTD,4029319,522.89
Department of Energy and Climate Change,Department of Energy and Climate Change,20-Oct-2011,Contributions (Programme),"EMI - International, EU & Energy Security",RENEWABLE ENERGY & EFFICIENCY PARTNERSHIP,4029147,"610,857.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Conference and Exhibition Services (Programme),EMI - ORED,RENEWABLE UK ASSOCIATION T/A RENEWABLE UK,4028789,"1,210.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Conference and Exhibition Services (Programme),EMI - ORED,RENEWABLE UK ASSOCIATION T/A RENEWABLE UK,4029207,999
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Conference and Exhibition Services (Programme),EMI - Energy Markets and Networks,RENEWABLE UK ASSOCIATION T/A RENEWABLE UK,4029225,"1,210.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Oct-2011,Information Facilities,EMI - Commercial,REUTERS LTD,4028722,"1,989.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Project Management Costs (Programme),Operations - Communications,RIBA 1834 LTD,4029448,"6,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Project Management Costs (Programme),Operations - Communications,RIBA 1834 LTD,4029448,"6,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Project Management Costs (Programme),Operations - Communications,RIBA 1834 LTD,4029448,"1,637.52"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Project Management Costs (Programme),Operations - Communications,RIBA 1834 LTD,4029448,"1,295.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Technical Advice / Services & Support,SEG Including Strategy - CSA - Private Office & Director,RISK SOLUTIONS,4029373,"10,452.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,ROCKFIELD SOFTWARE LTD,4028805,"12,917.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19-Oct-2011,Technical Advice,EMI - OCCS,SANGER ASSOCIATES LTD,4029143,"1,950.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Technical Advice,EMI - OCCS,SANGER ASSOCIATES LTD,4029144,"25,252.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Technical Advice,EMI - OCCS,SANGER ASSOCIATES LTD,4029145,"24,180.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Recruitment Consultancy Costs,ICCEE - ICCEE DG Office,SAXTON BAMPFYLDE HEVER LTD,4028943,"2,850.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Recruitment Consultancy Costs,ICCEE - ICCEE DG Office,SAXTON BAMPFYLDE HEVER LTD,4028953,"6,750.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Recruitment Consultancy Costs,Operations - Nuclear Decommissioning & Security,SAXTON BAMPFYLDE HEVER LTD,4029309,"3,775.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Recruitment Consultancy Costs,Operations - Nuclear Decommissioning & Security,SAXTON BAMPFYLDE HEVER LTD,4029309,"1,225.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Furniture,Operations - Finance and Procurement,SENATOR INTERNATIONAL LTD,4028667,"4,922.76"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Furniture,Operations - Finance and Procurement,SENATOR INTERNATIONAL LTD,4028667,626.4
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Furniture,Operations - Finance and Procurement,SENATOR INTERNATIONAL LTD,4029182,"11,098.32"
Department of Energy and Climate Change,Department of Energy and Climate Change,20-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,SENERGY (GB) LTD,4029183,"2,719.37"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,External Legal Advice,EMI - OND,SHOOSMITHS,4029447,"2,028.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Technical Advice / Services & Support,EMI - Energy Markets and Networks,SINCLAIR KNIGHT MERZ EUROPE LTD,4028962,"28,604.25"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Technical Support,SEG Including Strategy - Energy Innovation Policy,SINCLAIR KNIGHT MERZ EUROPE LTD,4028981,"9,829.76"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Technical Advice / Services & Support,EMI - Energy Markets and Networks,SINCLAIR KNIGHT MERZ EUROPE LTD,4029124,"25,382.25"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Technical Advice / Services & Support,EMI - Energy Markets and Networks,SINCLAIR KNIGHT MERZ EUROPE LTD,4029125,"21,397.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028285,"2,397.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028286,"2,997.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028287,"2,997.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028288,"2,397.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028386,"2,997.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028387,"2,997.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028388,"2,997.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028389,"1,798.20"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Outsourced Technical Support (Programme),ICCEE - Fuel Poverty & Smart Meters,SPRING TECHNOLOGY LTD,4028595,"2,997.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,STEELHENGE CONSULTING LTD,4028761,"2,322.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,20-Oct-2011,Other Staff Welfare Costs (Programme),Operations - Nuclear Decommissioning & Security,SYSTEM CONCEPTS LTD,4029176,500
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,TFPL LTD,4028945,"1,800.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,TFPL LTD,4028946,"2,160.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,TFPL LTD,4029014,"2,400.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,TFPL LTD,4029015,"2,400.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,TFPL LTD,4029184,"2,400.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,TFPL LTD,4029185,"2,400.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,TFPL LTD,4029186,"2,400.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Capital Grants to Private Sector - Own Asset Creation,ICCEE - Green Deal,THE CARBON TRUST,4029001,"2,250,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Grant in Aid - Current -Other,SEG Including Strategy - Strategy Inc Committee on Climate Change,THE COMMITTEE ON CLIMATE CHANGE,4028860,"361,915.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Outsourced Programme Management Services,ICCEE - Heat & Industry,THE ENERGY SAVING TRUST LTD,4028440,"426,009.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Oct-2011,Outsourced Programme Management Services,ICCEE - Heat & Industry,THE ENERGY SAVING TRUST LTD,4028979,"55,858.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Capital Grants - Other,ICCEE - Heat & Industry,THE ENERGY SAVING TRUST LTD,4028980,"220,650.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,External Training (Programme),EMI - Energy Development,THE ROBERT GORDON UNIVERSITY,4028971,"3,204.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Interpreters,Operations - Communications,THE ROYAL NATIONAL INSTITUTE FOR DEAF PEOPLE T/A ACTION ON HEARING LOSS,4029179,788.6
Department of Energy and Climate Change,Department of Energy and Climate Change,25-Oct-2011,Interpreters,Operations - Communications,THE ROYAL NATIONAL INSTITUTE FOR DEAF PEOPLE T/A ACTION ON HEARING LOSS,4029179,788.6
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Hotels (Programme),EMI - OND,THE ROYAL YORK HOTEL,4028544,"2,879.70"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Oct-2011,Hotels (Programme),EMI - OND,THE ROYAL YORK HOTEL,4028544,"1,515.32"
Department of Energy and Climate Change,Department of Energy and Climate Change,21-Oct-2011,Outsourced Programme Management Services,EMI - Energy Development,THE SCOTTISH GOVERNMENT(MARINE SCOTLAND),4028970,"142,979.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Other Media Costs,SEG Including Strategy - Economics,THE STATIONERY OFFICE LTD,4028730,"3,360.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Payments to Treasury Solicitors and Treasury Counsel,Operations - Legal,THE TREASURY SOLICITORS DEPARTMENT,4029051,"7,610.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17-Oct-2011,Sponsorship Support,EMI - Energy Development,THE UNITED KINGDOM OFFSHORE OIL & GAS INDUSTRY ASSOCIATION LTD T/A OIL & GAS UK,4029095,"6,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Publications,Operations - Legal,THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,4028710,"1,092.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,07-Oct-2011,Publications,Operations - Legal,THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,4028711,"2,758.00"
