Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4015354,"£24,000,000",11205
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4016188,"£24,000,000",11205
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Cash Expenditure During the Year - British Energy,Energy Markets & Infrastructure - Office of Nuclear Development,NUCLEAR DECOMMISSIONING AUTHORITY,4014259,"£14,633,637",10573
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4015398,"£5,786,131",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Cash Expenditure During the Year - British Energy,Energy Markets & Infrastructure - Office of Nuclear Development,NUCLEAR DECOMMISSIONING AUTHORITY,4014258,"£3,969,303",10573
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016000,"£3,083,463",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016006,"£2,981,960",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4016187,"£2,653,618",11205
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE ENERGY SAVING TRUST LTD,4016201,"£2,625,371",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Contributions (Programme),Energy & Climate Change International - International Energy & Carbon Budgets,RENEWABLE ENERGY & EFFICIENCY PARTNERSHIP,4016253,"£2,500,000",32797
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Cash Expenditure during the Year - Concessionary Fuel,Energy Markets & Infrastructure - Energy Development Unit,CPL FUELS,4015607,"£2,007,204",162499
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Grants - Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4015399,"£1,491,874",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4015762,"£1,475,828",118721
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4016220,"£1,475,828",118721
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016003,"£1,113,476",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016003,"£1,113,470",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4016284,"£1,028,592",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,MINISTRY OF DEFENCE,4016028,"£1,000,000",101255
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4016186,"£893,663",11205
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - DECC Commercial Team,E.ON UK PLC,4015987,"£883,786",30590
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4015634,"£691,436",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Grants - Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4015399,"£682,722",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,International Subscriptions,Energy Markets & Infrastructure - Office of Nuclear Development,OECD,4015802,"£640,509",150771
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016008,"£635,526",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4015801,"£600,400",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4015633,"£555,807",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4015883,"£536,278",106304
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4016159,"£446,293",137381
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE EUROPEAN MARINE ENERGY CENTRE LTD,4015914,"£411,752",34733
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4015468,"£398,840",106389
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4015468,"£390,569",106389
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4015907,"£362,987",106389
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4015907,"£362,987",106389
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Grants - Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4015399,"£354,004",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",NATIONAL ENERGY ACTION,4016158,"£336,028",23007
Department For Energy and Climate Change,Department For Energy and Climate Change,27/07/2010,Amount owed by DECC to BIS for recharged services,DECC Central Budgets - DECC Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4014759,"£334,523",26095
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE ENERGY SAVING TRUST LTD,4015547,"£323,214",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Outsourced Technical Support (Programme),National Climate Change & Consumer Support - National Climate Change,ENVIRONMENT AGENCY,4015626,"£313,000",128813
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4016283,"£292,809",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE EUROPEAN MARINE ENERGY CENTRE LTD,4015914,"£287,028",34733
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,International Subscriptions,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,IEA COAL RESEARCH - THE CLEAN COAL CENTRE,4016181,"£262,900",106356
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015964,"£262,757",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4016054,"£237,207",150906
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Capital Grants - Other,National Climate Change & Consumer Support - National Climate Change,FORESTRY COMMISSION,4015476,"£199,061",128100
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4015928,"£195,285",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4016047,"£192,003",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",NATIONAL ENERGY ACTION,4016157,"£177,409",23007
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,PARSONS BRINCKERHOFF LTD,4015523,"£168,322",152058
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4016282,"£163,957",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016008,"£163,826",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4015936,"£156,456",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,27/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4016174,"£153,276",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,IRON MOUNTAIN LTD,4015783,"£151,889",796
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,BLOOMBERG FINANCE L.P.,4015381,"£150,791",29838
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015772,"£138,695",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TEES ALLIANCE GROUP LTD,4015579,"£138,417",35977
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4015919,"£137,915",162850
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4015919,"£137,915",162850
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016008,"£134,847",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,09/07/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4015671,"£130,975",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,BLOOMBERG FINANCE L.P.,4015381,"£128,333",29838
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4016199,"£122,334",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015404,"£117,774",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,09/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015686,"£114,545",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Outsourced Technical Support (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4016025,"£112,883",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4015743,"£112,718",162850
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4015766,"£110,476",31226
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4015398,"£110,433",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016008,"£110,240",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4015146,"£106,250",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4015886,"£103,222",106304
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BURNTISLAND FABRICATIONS LTD,4015577,"£100,000",35985
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,NORFOLK COUNTY COUNCIL,4015677,"£98,775",156685
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Amount owed by DECC to BIS for recharged services,DECC Central Budgets - DECC Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4016272,"£93,303",26095
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015587,"£87,509",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,09/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015685,"£86,563",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4015933,"£86,234",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,SPARKE HELMORE,4015993,"£81,052",4826
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4015727,"£80,319",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015770,"£74,931",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Technical Advice,National Climate Change & Consumer Support - National Climate Change,AEA TECHNOLOGY plc,4015746,"£74,651",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4016049,"£74,570",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Amount owed by DECC to BIS for recharged services,DECC Central Budgets - DECC Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4015737,"£71,886",26095
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4016051,"£70,000",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ENERGY & UTILITY SKILLS LTD,4015968,"£69,912",33232
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE ENERGY SAVING TRUST LTD,4016148,"£69,851",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,DELOITTE LLP,4015613,"£67,774",100409
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,GPC New Procedures,Corporate Payments,BARCLAYS BANK PLC,4015794,"£66,586",104942
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4015925,"£66,089",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,LOUGHBOROUGH UNIVERSITY ENTERPRISES LTD,4015602,"£63,220",151426
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Maintenance of IT Equipment,Energy Markets & Infrastructure - Energy Development Unit,ORACLE CORPORATION UK LTD,4015648,"£58,300",103487
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015514,"£57,007",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015757,"£57,007",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Application Development,National Climate Change & Consumer Support - Communications,PARITY RESOURCES LTD,4016086,"£56,236",119558
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4016200,"£56,224",118721
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015963,"£56,173",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015588,"£54,807",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Research & Development Expenditure (Programme),National Climate Change & Consumer Support - National Climate Change,SAC COMMERCIAL LTD T/A SCOTTISH AGRICULTURAL COLLEGE,4015739,"£53,037",161460
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),4015691,"£52,805",102468
